# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_2\data\JG047A TMCC1 Gen3 - Probe.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2020-12-17 10:03:32 AM EST
# Run End Date/Time: 2020-12-17 12:00:16 PM EST
# Run Duration: 116 minutes 43 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-08-07 06:05:44 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-08-07 06:05:53 PM EDT
"Well","Well Position","Cycle Number","HEX","ROX"
"217","J1","11","24160.898","176395.0"
"217","J1","12","24119.092","176438.72"
"217","J1","13","24104.512","176557.22"
"217","J1","14","24224.914","176603.28"
"217","J1","15","24297.4","176719.48"
"217","J1","16","24252.219","176859.42"
"217","J1","17","24206.602","177068.11"
"217","J1","18","24215.234","176927.95"
"217","J1","19","24209.64","176611.9"
"217","J1","20","24295.322","176500.94"
"217","J1","21","24293.445","176612.06"
"217","J1","22","24311.03","176870.75"
"217","J1","23","24141.662","176845.34"
"217","J1","24","24114.115","176796.58"
"217","J1","25","24283.62","176862.95"
"217","J1","26","24312.176","176905.17"
"217","J1","27","24279.584","176967.95"
"217","J1","28","24233.941","176894.53"
"217","J1","29","24236.9","176823.11"
"217","J1","30","24264.822","176891.03"
"217","J1","31","24262.893","177070.45"
"217","J1","32","24374.512","176612.14"
"217","J1","33","24344.98","176476.22"
"217","J1","34","24189.645","176691.73"
"217","J1","35","24150.477","176836.3"
"217","J1","36","24249.908","176703.88"
"217","J1","37","24226.377","176670.8"
"217","J1","38","24134.682","176924.66"
"217","J1","39","24106.867","176941.62"
"217","J1","40","24172.143","176885.73"
"217","J1","41","24161.49","176879.03"
"217","J1","42","24168.588","177143.89"
"217","J1","43","24143.611","177167.62"
"217","J1","44","24120.053","177275.94"
"217","J1","45","24112.352","177225.9"
"217","J1","46","24144.398","177220.72"
"217","J1","47","24130.074","177207.88"
"217","J1","48","24145.592","177178.44"
"217","J1","49","24147.365","177084.94"
"217","J1","50","24227.451","177057.58"
"217","J1","51","24164.596","177312.33"
"217","J1","52","24145.477","177266.03"
"217","J1","53","24260.5","177135.77"
"217","J1","54","24251.182","177057.61"
"217","J1","55","24216.236","177046.4"
"217","J1","56","24082.213","176987.81"
"217","J1","57","24064.121","177022.31"
"217","J1","58","24192.291","176981.19"
"217","J1","59","24185.922","177033.45"
"217","J1","60","24184.725","177013.31"
"217","J1","61","24249.955","177133.78"
"217","J1","62","24237.938","177048.22"
"217","J1","63","24170.13","176855.95"
"217","J1","64","24062.584","176789.8"
"217","J1","65","24047.432","176932.89"
"217","J1","66","24175.996","176939.86"
"217","J1","67","24298.258","177070.47"
"217","J1","68","24308.238","177137.36"
"217","J1","69","24184.31","177508.05"
"217","J1","70","24136.191","177377.17"
"217","J1","71","24192.371","177312.66"
"217","J1","72","24219.797","177516.52"
"217","J1","73","24186.81","177137.94"
"217","J1","74","24160.06","177020.11"
"217","J1","75","24140.229","177274.3"
"217","J1","76","24186.867","177271.36"
"217","J1","77","24188.879","177380.38"
"217","J1","78","24270.145","177638.34"
"217","J1","79","24264.531","177616.67"
"217","J1","80","24239.904","177280.98"
"217","J1","81","24310.572","177239.7"
"217","J1","82","24274.664","177697.23"
"217","J1","83","24154.836","177648.58"
"217","J1","84","24086.703","177341.66"
"217","J1","85","24027.424","177130.3"
"217","J1","86","23994.906","176864.06"
"217","J1","87","23970.455","176776.89"
"217","J1","88","23968.81","176895.31"
"217","J1","89","23995.555","176794.69"
"217","J1","90","24015.441","176691.53"
"218","J2","1","19008.03","157461.33"
"218","J2","2","18982.713","157312.12"
"218","J2","3","18972.5","156975.36"
"218","J2","4","18988.203","156931.22"
"218","J2","5","18986.441","157049.8"
"218","J2","6","18995.809","157111.4"
"218","J2","7","18988.904","157142.02"
"218","J2","8","18988.068","157387.22"
"218","J2","9","19002.404","157548.97"
"218","J2","10","19086.844","157554.39"
"218","J2","11","19089.484","157701.02"
"218","J2","12","19072.705","157730.66"
"218","J2","13","19079.05","157749.03"
"218","J2","14","19088.969","157913.83"
"218","J2","15","19185.258","157793.98"
"218","J2","16","19122.818","157724.38"
"218","J2","17","19090.135","157880.66"
"218","J2","18","19146.018","157982.12"
"218","J2","19","19168.09","158157.86"
"218","J2","20","19198.428","158206.19"
"218","J2","21","19167.938","158368.42"
"218","J2","22","19111.584","158501.66"
"218","J2","23","19130.305","158499.03"
"218","J2","24","19321.322","158467.55"
"218","J2","25","19249.176","158504.27"
"218","J2","26","19205.004","158566.19"
"218","J2","27","19280.297","158475.72"
"218","J2","28","19250.959","158437.12"
"218","J2","29","19219.895","158442.9"
"218","J2","30","19278.43","158398.44"
"218","J2","31","19246.875","158595.3"
"218","J2","32","19202.4","158773.03"
"218","J2","33","19189.057","158819.56"
"218","J2","34","19264.79","158728.7"
"218","J2","35","19297.97","158726.83"
"218","J2","36","19269.877","158808.48"
"218","J2","37","19225.871","158914.62"
"218","J2","38","19198.1","158787.03"
"218","J2","39","19266.35","158656.81"
"218","J2","40","19314.457","158671.1"
"218","J2","41","19336.293","158692.36"
"218","J2","42","19351.324","158890.92"
"218","J2","43","19308.05","158918.02"
"218","J2","44","19307.74","158925.34"
"218","J2","45","19369.613","158865.08"
"218","J2","46","19382.15","158918.75"
"218","J2","47","19330.041","158842.77"
"218","J2","48","19289.994","158832.81"
"218","J2","49","19264.418","158897.83"
"218","J2","50","19347.07","158844.9"
"218","J2","51","19394.42","158957.84"
"218","J2","52","19424.734","158921.1"
"218","J2","53","19399.01","158883.64"
"218","J2","54","19453.139","158946.16"
"218","J2","55","19436.15","159135.16"
"218","J2","56","19379.084","159241.7"
"218","J2","57","19359.64","159221.72"
"218","J2","58","19371.709","159110.69"
"218","J2","59","19397.73","159132.94"
"218","J2","60","19419.99","159159.78"
"218","J2","61","19425.412","159271.98"
"218","J2","62","19441.896","159105.44"
"218","J2","63","19400.266","158931.58"
"218","J2","64","19397.062","158925.73"
"218","J2","65","19382.2","159173.98"
"218","J2","66","19458.234","159228.83"
"218","J2","67","19485.129","159223.5"
"218","J2","68","19499.05","159203.06"
"218","J2","69","19449.45","159246.42"
"218","J2","70","19396.828","159247.02"
"218","J2","71","19375.941","159419.83"
"218","J2","72","19497.744","159348.73"
"218","J2","73","19462.354","159360.95"
"218","J2","74","19418.87","159438.31"
"218","J2","75","19493.955","159387.86"
"218","J2","76","19457.012","159465.39"
"218","J2","77","19438.803","159431.22"
"218","J2","78","19481.174","159405.3"
"218","J2","79","19476.092","159579.12"
"218","J2","80","19437.324","159584.66"
"218","J2","81","19509.004","159489.78"
"218","J2","82","19590.969","159603.73"
"218","J2","83","19638.473","159574.81"
"218","J2","84","19580.457","159595.56"
"218","J2","85","19536.096","159562.19"
"218","J2","86","19484.133","159418.12"
"218","J2","87","19420.266","159322.4"
"218","J2","88","19420.377","159163.67"
"218","J2","89","19456.842","159030.11"
"218","J2","90","19414.688","158983.78"
"220","J4","1","22268.025","178892.22"
"220","J4","2","22254.197","178823.83"
"220","J4","3","22218.836","178564.19"
"220","J4","4","22108.11","178217.36"
"220","J4","5","22011.082","177927.05"
"220","J4","6","21864.861","177693.7"
"220","J4","7","21866.557","177602.14"
"220","J4","8","22010.768","177561.16"
"220","J4","9","22041.69","177524.73"
"220","J4","10","22122.094","177507.95"
"220","J4","11","22036.371","177537.47"
"220","J4","12","22025.977","177402.31"
"220","J4","13","22197.473","177375.22"
"220","J4","14","22175.898","177423.75"
"220","J4","15","22109.61","177420.34"
"220","J4","16","22084.236","177422.03"
"220","J4","17","22139.768","177423.84"
"220","J4","18","22164.75","177521.3"
"220","J4","19","22137.938","177643.58"
"220","J4","20","22115.398","177534.95"
"220","J4","21","22195.56","177538.55"
"220","J4","22","22187.354","177780.84"
"220","J4","23","22229.424","177776.27"
"220","J4","24","22292.426","177692.08"
"220","J4","25","22290.494","177634.7"
"220","J4","26","22422.117","177698.27"
"220","J4","27","22436.281","177961.39"
"220","J4","28","22331.773","177919.25"
"220","J4","29","22265.512","177855.67"
"220","J4","30","22296.227","177943.7"
"220","J4","31","22314.535","178059.73"
"220","J4","32","22325.682","178011.4"
"220","J4","33","22278.365","177929.17"
"220","J4","34","22234.986","177933.28"
"220","J4","35","22227.857","178058.44"
"220","J4","36","22200.707","178009.77"
"220","J4","37","22288.012","177959.2"
"220","J4","38","22387.904","178060.84"
"220","J4","39","22363.121","178064.64"
"220","J4","40","22342.098","177996.28"
"220","J4","41","22307.969","177966.73"
"220","J4","42","22375.334","177973.03"
"220","J4","43","22365.572","178182.62"
"220","J4","44","22323.666","178034.6"
"220","J4","45","22374.75","177881.77"
"220","J4","46","22366.658","177858.2"
"220","J4","47","22441.807","178048.19"
"220","J4","48","22307.482","178037.0"
"220","J4","49","22232.627","178033.38"
"220","J4","50","22267.408","178047.23"
"220","J4","51","22270.1","178080.55"
"220","J4","52","22412.24","178154.92"
"220","J4","53","22403.197","178204.5"
"220","J4","54","22352.822","178234.31"
"220","J4","55","22394.742","178249.81"
"220","J4","56","22387.084","178227.48"
"220","J4","57","22495.816","178256.55"
"220","J4","58","22442.12","178222.77"
"220","J4","59","22373.838","178340.55"
"220","J4","60","22426.17","178447.62"
"220","J4","61","22503.855","178401.4"
"220","J4","62","22407.867","178431.6"
"220","J4","63","22336.979","178415.9"
"220","J4","64","22414.318","178377.08"
"220","J4","65","22558.85","178384.66"
"220","J4","66","22539.51","178367.27"
"220","J4","67","22572.61","178546.28"
"220","J4","68","22591.355","178508.4"
"220","J4","69","22681.7","178481.08"
"220","J4","70","22627.994","178527.62"
"220","J4","71","22577.9","178645.78"
"220","J4","72","22563.092","178721.19"
"220","J4","73","22609.52","178769.4"
"220","J4","74","22714.43","178835.58"
"220","J4","75","22757.328","178862.48"
"220","J4","76","22715.47","178954.0"
"220","J4","77","22662.754","178872.45"
"220","J4","78","22591.611","178789.66"
"220","J4","79","22610.559","178662.67"
"220","J4","80","22646.299","178596.88"
"220","J4","81","22644.367","178778.48"
"220","J4","82","22587.875","178845.11"
"220","J4","83","22604.42","178766.19"
"220","J4","84","22593.469","178721.6"
"220","J4","85","22536.088","178634.64"
"220","J4","86","22493.486","178617.97"
"220","J4","87","22595.443","178521.92"
"220","J4","88","22547.143","178471.64"
"220","J4","89","22475.545","178541.0"
"220","J4","90","22481.523","178526.19"
"221","J5","1","19381.389","146786.6"
"221","J5","2","19438.967","146822.86"
"221","J5","3","19468.293","146922.83"
"221","J5","4","19449.512","147127.97"
"221","J5","5","19451.018","147056.11"
"221","J5","6","19559.502","146923.48"
"221","J5","7","19507.783","146886.44"
"221","J5","8","19478.742","146999.7"
"221","J5","9","19553.078","147036.9"
"221","J5","10","19534.977","147245.02"
"221","J5","11","19555.662","147250.69"
"221","J5","12","19677.09","147281.23"
"221","J5","13","19688.64","147197.89"
"221","J5","14","19743.867","147118.88"
"221","J5","15","19750.154","147163.66"
"221","J5","16","19889.635","147329.47"
"221","J5","17","19885.707","147425.12"
"221","J5","18","19878.639","147429.7"
"221","J5","19","19894.398","147454.12"
"221","J5","20","19829.768","147595.23"
"221","J5","21","19757.105","147423.39"
"221","J5","22","19726.44","147372.88"
"221","J5","23","19849.502","147622.14"
"221","J5","24","19891.475","147557.61"
"221","J5","25","19871.3","147473.55"
"221","J5","26","19839.148","147544.03"
"221","J5","27","19815.213","147530.84"
"221","J5","28","19883.125","147584.64"
"221","J5","29","19864.33","147587.86"
"221","J5","30","19666.2","147524.66"
"221","J5","31","19640.457","147549.48"
"221","J5","32","19906.375","147651.33"
"221","J5","33","19989.79","147599.6"
"221","J5","34","19835.863","147637.48"
"221","J5","35","19783.27","147804.11"
"221","J5","36","19949.316","147865.55"
"221","J5","37","20036.963","147812.33"
"221","J5","38","20002.512","147718.81"
"221","J5","39","19924.963","147700.27"
"221","J5","40","19933.465","147580.39"
"221","J5","41","20087.463","147490.22"
"221","J5","42","20114.195","147583.2"
"221","J5","43","20048.525","147777.4"
"221","J5","44","20061.443","147859.95"
"221","J5","45","20099.19","147814.48"
"221","J5","46","20102.404","147753.9"
"221","J5","47","20198.637","147639.72"
"221","J5","48","20206.838","147634.67"
"221","J5","49","20225.523","147923.88"
"221","J5","50","20200.133","147737.38"
"221","J5","51","20262.04","147597.84"
"221","J5","52","20224.807","147643.86"
"221","J5","53","20305.441","147793.31"
"221","J5","54","20401.725","147952.98"
"221","J5","55","20342.195","147882.78"
"221","J5","56","20353.537","147790.42"
"221","J5","57","20449.877","147734.33"
"221","J5","58","20416.066","147919.42"
"221","J5","59","20337.297","148030.69"
"221","J5","60","20382.291","147995.19"
"221","J5","61","20429.17","148149.33"
"221","J5","62","20496.951","148189.42"
"221","J5","63","20444.305","148054.75"
"221","J5","64","20342.637","147907.86"
"221","J5","65","20288.523","147785.95"
"221","J5","66","20425.422","147736.73"
"221","J5","67","20385.121","147977.97"
"221","J5","68","20354.5","148119.12"
"221","J5","69","20326.242","148105.73"
"221","J5","70","20495.133","148097.94"
"221","J5","71","20445.584","147988.67"
"221","J5","72","20350.043","147848.78"
"221","J5","73","20348.246","147722.86"
"221","J5","74","20245.447","147571.28"
"221","J5","75","20087.254","147249.55"
"221","J5","76","19993.76","146707.75"
"221","J5","77","19983.697","146608.62"
"221","J5","78","19923.338","146758.48"
"221","J5","79","19933.178","146739.94"
"221","J5","80","20022.629","146638.94"
"221","J5","81","19998.68","146555.58"
"221","J5","82","20053.572","146561.61"
"221","J5","83","20039.334","146672.94"
"221","J5","84","19968.994","146656.48"
"221","J5","85","19972.836","146586.47"
"221","J5","86","20025.3","146596.0"
"221","J5","87","20021.592","146741.78"
"221","J5","88","19962.537","146707.7"
"221","J5","89","20006.51","146558.3"
"221","J5","90","20123.627","146521.17"
"223","J7","1","20067.973","154796.36"
"223","J7","2","20176.416","154836.1"
"223","J7","3","20391.01","155254.64"
"223","J7","4","20574.955","155348.39"
"223","J7","5","20582.732","155508.62"
"223","J7","6","20570.055","155482.34"
"223","J7","7","20906.32","155442.11"
"223","J7","8","21682.158","155452.64"
"223","J7","9","22995.816","155737.66"
"223","J7","10","25150.094","155755.3"
"223","J7","11","28936.764","155773.81"
"223","J7","12","35624.367","155744.7"
"223","J7","13","45777.754","155814.39"
"223","J7","14","58621.2","156135.14"
"223","J7","15","72079.055","156569.66"
"223","J7","16","83989.63","156640.12"
"223","J7","17","92826.66","156561.42"
"223","J7","18","98682.64","156624.95"
"223","J7","19","102144.92","156934.23"
"223","J7","20","104434.164","156985.5"
"223","J7","21","105910.89","157117.45"
"223","J7","22","107232.125","157058.5"
"223","J7","23","107786.59","156930.11"
"223","J7","24","108681.516","156844.14"
"223","J7","25","109265.2","156927.11"
"223","J7","26","109757.25","157084.94"
"223","J7","27","110500.055","157244.19"
"223","J7","28","111197.836","157178.97"
"223","J7","29","111876.83","156997.23"
"223","J7","30","112521.57","156854.28"
"223","J7","31","113231.11","156925.16"
"223","J7","32","113790.9","157141.25"
"223","J7","33","114151.93","157209.06"
"223","J7","34","114873.086","157334.52"
"223","J7","35","115171.81","157444.73"
"223","J7","36","115806.8","157377.33"
"223","J7","37","116349.06","157469.73"
"223","J7","38","116840.26","157349.22"
"223","J7","39","117568.82","157261.3"
"223","J7","40","118047.2","157498.92"
"223","J7","41","118752.89","157478.27"
"223","J7","42","119170.81","157586.45"
"223","J7","43","119740.03","157513.61"
"223","J7","44","120279.78","157484.33"
"223","J7","45","120838.58","157430.45"
"223","J7","46","121373.14","157375.8"
"223","J7","47","121854.484","157303.0"
"223","J7","48","122377.74","157501.77"
"223","J7","49","123156.22","157486.88"
"223","J7","50","123601.9","157484.78"
"223","J7","51","124007.46","157486.02"
"223","J7","52","124513.46","157612.62"
"223","J7","53","124877.945","157501.9"
"223","J7","54","125537.7","157410.98"
"223","J7","55","125938.09","157421.61"
"223","J7","56","126368.1","157560.75"
"223","J7","57","127034.84","157586.2"
"223","J7","58","127613.516","157540.03"
"223","J7","59","128070.53","157456.61"
"223","J7","60","128777.75","157532.23"
"223","J7","61","129147.02","157634.8"
"223","J7","62","129689.49","157563.38"
"223","J7","63","130437.75","157665.66"
"223","J7","64","131312.42","157581.66"
"223","J7","65","132120.98","157399.39"
"223","J7","66","132935.55","157307.6"
"223","J7","67","134368.81","157554.47"
"223","J7","68","135948.6","157598.11"
"223","J7","69","137951.84","157700.19"
"223","J7","70","140659.33","157789.75"
"223","J7","71","143912.11","157933.56"
"223","J7","72","147541.23","158004.7"
"223","J7","73","151499.83","158208.03"
"223","J7","74","155449.0","158300.9"
"223","J7","75","159461.36","158168.27"
"223","J7","76","163216.97","158101.05"
"223","J7","77","167098.83","158013.61"
"223","J7","78","170661.23","158231.75"
"223","J7","79","173882.28","158315.98"
"223","J7","80","176735.06","158381.48"
"223","J7","81","179538.56","158707.62"
"223","J7","82","181853.03","158775.92"
"223","J7","83","183891.88","158529.52"
"223","J7","84","185913.08","158355.03"
"223","J7","85","188463.48","158484.2"
"223","J7","86","190556.27","158600.05"
"223","J7","87","191759.45","158708.83"
"223","J7","88","193304.9","158672.52"
"223","J7","89","194533.02","158740.33"
"223","J7","90","195724.31","158749.05"
"224","J8","1","19656.543","151180.62"
"224","J8","2","19669.44","151212.03"
"224","J8","3","19810.758","151523.31"
"224","J8","4","19822.05","151458.95"
"224","J8","5","19933.334","151395.73"
"224","J8","6","20359.018","151470.44"
"224","J8","7","20836.803","151595.23"
"224","J8","8","21377.639","151561.3"
"224","J8","9","22709.084","151554.34"
"224","J8","10","25246.428","151747.86"
"224","J8","11","29578.277","151939.08"
"224","J8","12","36642.453","152175.2"
"224","J8","13","47161.082","152257.17"
"224","J8","14","60157.9","152288.39"
"224","J8","15","73103.12","152403.83"
"224","J8","16","84253.01","152747.97"
"224","J8","17","92181.164","153035.9"
"224","J8","18","97145.56","153189.52"
"224","J8","19","100234.266","153190.72"
"224","J8","20","102116.516","153366.64"
"224","J8","21","103472.39","153298.55"
"224","J8","22","104481.484","153281.47"
"224","J8","23","105268.2","153344.94"
"224","J8","24","105968.164","153330.12"
"224","J8","25","106605.02","153239.97"
"224","J8","26","107160.92","153364.25"
"224","J8","27","107761.586","153522.14"
"224","J8","28","108364.836","153595.64"
"224","J8","29","108995.83","153518.52"
"224","J8","30","109598.64","153444.23"
"224","J8","31","110082.625","153656.92"
"224","J8","32","110687.25","153644.9"
"224","J8","33","111368.28","153700.12"
"224","J8","34","112174.83","153534.84"
"224","J8","35","112501.67","153374.8"
"224","J8","36","113101.33","153425.55"
"224","J8","37","113658.04","153641.97"
"224","J8","38","114086.56","153617.61"
"224","J8","39","114581.26","153488.0"
"224","J8","40","115442.68","153461.88"
"224","J8","41","115961.016","153881.08"
"224","J8","42","116384.38","153865.94"
"224","J8","43","116959.95","153815.16"
"224","J8","44","117475.14","153714.48"
"224","J8","45","117813.82","153832.94"
"224","J8","46","118447.04","153961.98"
"224","J8","47","119087.58","153864.45"
"224","J8","48","119362.086","153777.73"
"224","J8","49","119907.336","153821.1"
"224","J8","50","120423.695","154085.58"
"224","J8","51","121285.89","154195.03"
"224","J8","52","121790.086","154178.34"
"224","J8","53","122220.08","154110.03"
"224","J8","54","122768.695","153982.92"
"224","J8","55","123706.805","153999.81"
"224","J8","56","124661.664","153889.06"
"224","J8","57","125782.33","153912.38"
"224","J8","58","126979.78","154011.77"
"224","J8","59","128253.086","154009.73"
"224","J8","60","129716.875","154204.6"
"224","J8","61","131829.16","154288.44"
"224","J8","62","134226.6","154129.78"
"224","J8","63","136949.14","154050.8"
"224","J8","64","139930.34","154298.66"
"224","J8","65","143342.69","154256.36"
"224","J8","66","146530.97","154338.2"
"224","J8","67","149928.73","154358.52"
"224","J8","68","153220.48","154357.4"
"224","J8","69","156309.23","154713.97"
"224","J8","70","159652.0","154738.67"
"224","J8","71","162641.75","154731.16"
"224","J8","72","165686.05","154637.55"
"224","J8","73","168422.25","154789.64"
"224","J8","74","170886.61","154794.08"
"224","J8","75","173328.48","154740.72"
"224","J8","76","175074.19","154643.62"
"224","J8","77","177181.69","154871.16"
"224","J8","78","179217.55","155037.77"
"224","J8","79","180764.86","155085.38"
"224","J8","80","182475.67","154990.95"
"224","J8","81","183950.45","155129.45"
"224","J8","82","185355.12","155020.0"
"224","J8","83","186459.55","154984.9"
"224","J8","84","187837.3","155196.1"
"224","J8","85","188957.89","155355.88"
"224","J8","86","190300.02","155227.3"
"224","J8","87","191450.06","155143.89"
"224","J8","88","192295.78","155070.56"
"224","J8","89","193086.5","155384.73"
"224","J8","90","193623.72","155401.95"
"226","J10","1","20054.549","153302.28"
"226","J10","2","20180.193","153716.17"
"226","J10","3","20167.469","154084.2"
"226","J10","4","20108.021","154014.92"
"226","J10","5","20123.785","153862.34"
"226","J10","6","20342.121","153655.23"
"226","J10","7","20821.3","153593.16"
"226","J10","8","21573.303","153778.83"
"226","J10","9","22622.928","153773.5"
"226","J10","10","24791.379","153850.69"
"226","J10","11","28516.988","153905.64"
"226","J10","12","34130.85","154052.9"
"226","J10","13","41858.56","154072.38"
"226","J10","14","51452.438","154072.14"
"226","J10","15","61852.86","154301.02"
"226","J10","16","71960.19","154465.52"
"226","J10","17","80751.43","154664.7"
"226","J10","18","87925.875","154947.61"
"226","J10","19","93541.07","154988.06"
"226","J10","20","97908.17","154858.19"
"226","J10","21","101127.36","154728.52"
"226","J10","22","103160.07","154831.64"
"226","J10","23","104750.484","155096.12"
"226","J10","24","105972.7","154951.11"
"226","J10","25","107169.53","154782.89"
"226","J10","26","108075.516","154809.89"
"226","J10","27","108516.09","155065.58"
"226","J10","28","109334.625","155183.8"
"226","J10","29","109995.766","155126.45"
"226","J10","30","110469.46","155205.25"
"226","J10","31","110580.4","155224.47"
"226","J10","32","111265.08","155249.92"
"226","J10","33","111639.695","155231.8"
"226","J10","34","112099.414","155166.2"
"226","J10","35","112615.96","155122.9"
"226","J10","36","113105.48","155208.86"
"226","J10","37","113649.02","155181.9"
"226","J10","38","114161.74","155213.72"
"226","J10","39","114858.98","155225.88"
"226","J10","40","115682.78","155256.94"
"226","J10","41","116650.49","155196.95"
"226","J10","42","117809.5","155352.39"
"226","J10","43","119441.36","155296.0"
"226","J10","44","121313.16","155326.12"
"226","J10","45","123697.09","155312.94"
"226","J10","46","126242.625","155648.45"
"226","J10","47","129329.414","155682.97"
"226","J10","48","132370.17","155726.16"
"226","J10","49","135860.67","155633.98"
"226","J10","50","139301.27","155735.38"
"226","J10","51","142582.97","155915.81"
"226","J10","52","146083.28","156051.58"
"226","J10","53","149463.69","155954.9"
"226","J10","54","152782.62","155991.72"
"226","J10","55","155782.98","156160.81"
"226","J10","56","158761.11","156227.31"
"226","J10","57","161848.78","156275.38"
"226","J10","58","164501.36","156220.55"
"226","J10","59","167275.64","156163.66"
"226","J10","60","169983.67","156339.17"
"226","J10","61","172886.17","156555.67"
"226","J10","62","175473.58","156536.98"
"226","J10","63","177668.27","156394.1"
"226","J10","64","179982.48","156448.86"
"226","J10","65","182404.94","156496.69"
"226","J10","66","184767.75","156619.92"
"226","J10","67","186758.19","156565.66"
"226","J10","68","188703.81","156828.86"
"226","J10","69","190813.0","157013.89"
"226","J10","70","192543.77","157015.44"
"226","J10","71","194347.98","156860.34"
"226","J10","72","195757.92","156876.39"
"226","J10","73","197026.64","156784.56"
"226","J10","74","199060.25","156194.08"
"226","J10","75","200990.34","155823.38"
"226","J10","76","202171.14","155533.47"
"226","J10","77","203424.6","155110.28"
"226","J10","78","204109.06","154865.48"
"226","J10","79","205196.53","154675.3"
"226","J10","80","205599.94","154522.27"
"226","J10","81","206206.58","154439.9"
"226","J10","82","206870.17","154321.11"
"226","J10","83","207197.95","154250.34"
"226","J10","84","207501.75","154173.73"
"226","J10","85","207845.64","154306.67"
"226","J10","86","208333.3","154491.72"
"226","J10","87","208506.25","154479.81"
"226","J10","88","208584.36","154399.75"
"226","J10","89","209084.73","154487.77"
"226","J10","90","209315.58","154418.39"
"227","J11","1","19830.324","152027.12"
"227","J11","2","19928.83","152097.38"
"227","J11","3","20149.693","152893.94"
"227","J11","4","20311.201","153324.31"
"227","J11","5","20347.877","153658.72"
"227","J11","6","20693.521","153677.67"
"227","J11","7","21229.068","153861.75"
"227","J11","8","21918.385","153939.98"
"227","J11","9","23319.375","153887.44"
"227","J11","10","25751.61","153818.02"
"227","J11","11","30077.936","153718.92"
"227","J11","12","36526.383","153828.83"
"227","J11","13","45066.688","154046.31"
"227","J11","14","55033.676","154041.34"
"227","J11","15","65609.14","154222.14"
"227","J11","16","75188.734","154175.83"
"227","J11","17","83196.84","154263.39"
"227","J11","18","90082.32","154471.81"
"227","J11","19","95184.086","154625.11"
"227","J11","20","99026.36","154589.45"
"227","J11","21","101824.6","154599.73"
"227","J11","22","104082.52","154512.38"
"227","J11","23","105744.625","154605.6"
"227","J11","24","106944.83","154668.22"
"227","J11","25","107703.15","154769.03"
"227","J11","26","108352.25","154635.64"
"227","J11","27","109061.53","154457.98"
"227","J11","28","109460.5","154355.98"
"227","J11","29","110281.1","154515.03"
"227","J11","30","110977.766","154406.06"
"227","J11","31","111267.65","154338.31"
"227","J11","32","111800.98","154711.84"
"227","J11","33","111973.98","154915.16"
"227","J11","34","112484.78","154698.11"
"227","J11","35","113064.58","154542.14"
"227","J11","36","113292.56","154618.36"
"227","J11","37","113928.41","154557.83"
"227","J11","38","114704.414","154644.89"
"227","J11","39","115109.65","154575.3"
"227","J11","40","115907.93","154620.0"
"227","J11","41","116701.03","154461.12"
"227","J11","42","117771.77","154355.77"
"227","J11","43","119258.32","154555.06"
"227","J11","44","121013.39","154561.97"
"227","J11","45","123088.47","154660.03"
"227","J11","46","125849.23","154635.22"
"227","J11","47","128940.086","154865.81"
"227","J11","48","132316.33","154884.55"
"227","J11","49","135994.58","155143.75"
"227","J11","50","139451.83","155085.22"
"227","J11","51","142999.66","155050.88"
"227","J11","52","146349.28","154938.2"
"227","J11","53","149785.42","154997.2"
"227","J11","54","153298.64","155014.89"
"227","J11","55","156686.0","155055.1"
"227","J11","56","159669.94","155292.36"
"227","J11","57","162669.62","155415.5"
"227","J11","58","165398.83","155634.17"
"227","J11","59","168337.62","155740.16"
"227","J11","60","171219.55","155637.58"
"227","J11","61","173863.78","155492.48"
"227","J11","62","176142.44","155413.61"
"227","J11","63","178589.05","155725.44"
"227","J11","64","181310.02","155717.38"
"227","J11","65","183634.19","155920.39"
"227","J11","66","185813.81","155982.4"
"227","J11","67","187318.0","155891.58"
"227","J11","68","189299.25","155937.03"
"227","J11","69","191318.77","156137.19"
"227","J11","70","193008.38","156088.81"
"227","J11","71","194851.7","155953.25"
"227","J11","72","196629.56","155747.08"
"227","J11","73","197700.5","155625.61"
"227","J11","74","199292.66","155605.52"
"227","J11","75","201158.69","155430.78"
"227","J11","76","202371.78","155246.56"
"227","J11","77","203560.33","155030.6"
"227","J11","78","204868.78","154759.86"
"227","J11","79","205283.84","154335.53"
"227","J11","80","205710.7","154128.33"
"227","J11","81","206395.45","154092.9"
"227","J11","82","207018.83","153975.5"
"227","J11","83","207344.47","153905.8"
"227","J11","84","207667.98","153773.45"
"227","J11","85","208070.5","153660.19"
"227","J11","86","208554.16","153591.5"
"227","J11","87","208768.67","153751.2"
"227","J11","88","208607.73","153694.66"
"227","J11","89","208851.44","153725.34"
"227","J11","90","209327.39","153925.55"
"229","J13","1","20991.994","163219.48"
