# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_2\data\JG047A TMCC1 Gen3 - Probe.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2020-12-17 10:03:32 AM EST
# Run End Date/Time: 2020-12-17 12:00:16 PM EST
# Run Duration: 116 minutes 43 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-08-07 06:05:44 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-08-07 06:05:53 PM EDT
"Well","Well Position","Cycle Number","HEX","ROX"
"77","D5","16","19046.676","152536.56"
"77","D5","17","19190.46","152562.47"
"77","D5","18","19335.414","152638.48"
"77","D5","19","19668.559","152628.31"
"77","D5","20","20218.363","152554.36"
"77","D5","21","21090.732","152512.48"
"77","D5","22","22660.885","152520.88"
"77","D5","23","25584.016","152603.4"
"77","D5","24","30125.94","152790.62"
"77","D5","25","36965.062","152713.28"
"77","D5","26","46037.367","152731.14"
"77","D5","27","56807.46","153201.67"
"77","D5","28","67939.055","153220.66"
"77","D5","29","77980.88","153234.58"
"77","D5","30","86386.83","153443.2"
"77","D5","31","92600.09","153397.08"
"77","D5","32","96965.945","153383.61"
"77","D5","33","100159.74","153361.84"
"77","D5","34","102240.62","153468.28"
"77","D5","35","103983.57","153678.97"
"77","D5","36","104845.06","153586.5"
"77","D5","37","105481.07","153484.69"
"77","D5","38","106062.766","153631.69"
"77","D5","39","106729.65","153693.77"
"77","D5","40","107449.83","153630.33"
"77","D5","41","107634.24","153507.12"
"77","D5","42","107862.91","153506.17"
"77","D5","43","108532.586","153547.88"
"77","D5","44","109012.39","153499.62"
"77","D5","45","109263.07","153640.34"
"77","D5","46","109763.7","153581.56"
"77","D5","47","110080.89","153645.16"
"77","D5","48","110299.64","153791.77"
"77","D5","49","110674.586","153503.75"
"77","D5","50","111067.93","153344.22"
"77","D5","51","111513.49","153438.34"
"77","D5","52","112050.79","153575.81"
"77","D5","53","112210.29","153844.53"
"77","D5","54","112396.31","153775.03"
"77","D5","55","113103.82","153657.45"
"77","D5","56","113442.99","153697.33"
"77","D5","57","113540.63","153764.5"
"77","D5","58","113678.91","153732.4"
"77","D5","59","114115.31","153699.17"
"77","D5","60","114632.49","153655.47"
"77","D5","61","114873.84","153802.8"
"77","D5","62","115251.19","153678.53"
"77","D5","63","115638.95","153563.83"
"77","D5","64","115895.82","153658.61"
"77","D5","65","116179.05","153587.81"
"77","D5","66","116542.04","153637.11"
"77","D5","67","116763.8","153801.64"
"77","D5","68","117058.03","153775.97"
"77","D5","69","117336.65","153695.1"
"77","D5","70","117638.586","153685.58"
"77","D5","71","117985.83","153568.86"
"77","D5","72","118421.55","153532.83"
"77","D5","73","118697.125","153902.16"
"77","D5","74","118927.22","153925.1"
"77","D5","75","119226.375","153826.31"
"77","D5","76","119575.93","153944.22"
"77","D5","77","119953.016","153947.7"
"77","D5","78","120250.016","153821.31"
"77","D5","79","120344.11","153768.56"
"77","D5","80","120715.266","153753.48"
"77","D5","81","121198.36","153953.64"
"77","D5","82","121344.39","153894.98"
"77","D5","83","121715.1","153759.4"
"77","D5","84","121990.516","153735.42"
"77","D5","85","122347.664","153613.1"
"77","D5","86","122388.53","153556.12"
"77","D5","87","122808.625","153636.67"
"77","D5","88","123056.03","153655.55"
"77","D5","89","123437.66","153634.34"
"77","D5","90","123468.53","153948.22"
"79","D7","1","22549.832","182837.2"
"79","D7","2","22527.951","182787.81"
"79","D7","3","22456.643","182702.14"
"79","D7","4","22436.182","182312.53"
"79","D7","5","22456.19","181868.98"
"79","D7","6","22410.168","181472.56"
"79","D7","7","22424.666","181353.31"
"79","D7","8","22522.455","181350.66"
"79","D7","9","22447.092","181386.61"
"79","D7","10","22413.898","181422.39"
"79","D7","11","22420.762","181592.48"
"79","D7","12","22429.389","181691.78"
"79","D7","13","22490.117","181848.95"
"79","D7","14","22484.008","181804.95"
"79","D7","15","22490.775","181640.4"
"79","D7","16","22658.875","181630.19"
"79","D7","17","22903.766","181866.11"
"79","D7","18","23195.646","181878.08"
"79","D7","19","23766.852","181913.97"
"79","D7","20","24626.066","181979.42"
"79","D7","21","26067.854","181944.39"
"79","D7","22","28484.875","181954.17"
"79","D7","23","32308.756","182040.47"
"79","D7","24","37587.297","182121.56"
"79","D7","25","44106.707","182195.25"
"79","D7","26","51478.31","182184.77"
"79","D7","27","59474.453","182368.25"
"79","D7","28","67439.36","182529.14"
"79","D7","29","74860.05","182716.9"
"79","D7","30","82005.93","183021.97"
"79","D7","31","88300.84","183009.6"
"79","D7","32","93851.734","182920.52"
"79","D7","33","98625.31","183014.12"
"79","D7","34","102566.99","183090.53"
"79","D7","35","106191.59","183294.66"
"79","D7","36","109164.6","183241.89"
"79","D7","37","111556.016","183204.7"
"79","D7","38","113340.93","183125.78"
"79","D7","39","114873.71","183230.25"
"79","D7","40","116186.945","183309.2"
"79","D7","41","117325.22","183233.62"
"79","D7","42","118316.79","183281.08"
"79","D7","43","119186.76","183298.52"
"79","D7","44","119832.414","183355.42"
"79","D7","45","120350.67","183376.48"
"79","D7","46","120696.234","183348.73"
"79","D7","47","121421.43","183334.6"
"79","D7","48","121870.6","183360.78"
"79","D7","49","122385.79","183370.4"
"79","D7","50","122872.12","183421.17"
"79","D7","51","123241.836","183356.4"
"79","D7","52","123382.61","183429.83"
"79","D7","53","123841.27","183374.78"
"79","D7","54","124312.63","183448.06"
"79","D7","55","124570.0","183392.45"
"79","D7","56","124887.02","183322.11"
"79","D7","57","125217.586","183207.67"
"79","D7","58","125652.8","183108.73"
"79","D7","59","125981.34","183180.81"
"79","D7","60","126457.54","183152.34"
"79","D7","61","126591.57","183320.66"
"79","D7","62","126912.92","183338.97"
"79","D7","63","127112.03","183369.58"
"79","D7","64","127619.555","183264.6"
"79","D7","65","128037.375","183183.8"
"79","D7","66","128514.3","183122.69"
"79","D7","67","128817.734","183301.66"
"79","D7","68","128975.99","183260.44"
"79","D7","69","129459.234","183111.73"
"79","D7","70","129941.85","183047.78"
"79","D7","71","130362.41","183310.84"
"79","D7","72","130514.74","183387.27"
"79","D7","73","130843.91","183271.0"
"79","D7","74","130977.266","183223.17"
"79","D7","75","131322.58","183247.28"
"79","D7","76","131889.42","183134.08"
"79","D7","77","132403.39","183031.95"
"79","D7","78","132804.08","183115.58"
"79","D7","79","133233.7","183090.67"
"79","D7","80","133879.0","183128.72"
"79","D7","81","134648.4","183255.9"
"79","D7","82","135748.7","183163.9"
"79","D7","83","137065.98","183073.92"
"79","D7","84","138391.5","183251.48"
"79","D7","85","140201.83","183385.23"
"79","D7","86","142536.14","183387.25"
"79","D7","87","145201.72","183485.17"
"79","D7","88","147945.0","183537.7"
"79","D7","89","151381.05","183641.03"
"79","D7","90","154232.05","183550.12"
"80","D8","1","19875.912","150716.02"
"80","D8","2","19887.61","150652.89"
"80","D8","3","19979.795","150553.81"
"80","D8","4","19995.297","150484.12"
"80","D8","5","19905.707","150436.42"
"80","D8","6","19752.484","150406.52"
"80","D8","7","19754.56","150113.4"
"80","D8","8","19920.15","150058.62"
"80","D8","9","19951.133","150147.53"
"80","D8","10","19783.865","150160.66"
"80","D8","11","19794.475","150212.95"
"80","D8","12","20037.361","150234.64"
"80","D8","13","20043.04","150393.47"
"80","D8","14","20039.744","150427.88"
"80","D8","15","20239.545","150221.33"
"80","D8","16","20366.842","150155.3"
"80","D8","17","20500.025","150208.8"
"80","D8","18","20928.105","150238.03"
"80","D8","19","21582.555","150282.67"
"80","D8","20","22734.812","150566.73"
"80","D8","21","24602.277","150610.86"
"80","D8","22","27594.457","150541.1"
"80","D8","23","31693.182","150487.34"
"80","D8","24","37171.754","150473.27"
"80","D8","25","43083.977","150625.39"
"80","D8","26","49627.23","150673.11"
"80","D8","27","56375.457","150993.86"
"80","D8","28","62999.324","151307.34"
"80","D8","29","69032.41","151236.89"
"80","D8","30","74580.62","151167.1"
"80","D8","31","79299.3","151375.98"
"80","D8","32","83603.59","151566.25"
"80","D8","33","87338.55","151474.38"
"80","D8","34","90535.49","151392.0"
"80","D8","35","93140.32","151533.72"
"80","D8","36","95315.586","151590.72"
"80","D8","37","96940.5","151677.84"
"80","D8","38","98578.12","151758.73"
"80","D8","39","99781.81","151844.98"
"80","D8","40","100808.75","151730.81"
"80","D8","41","101836.555","151641.4"
"80","D8","42","102407.97","151843.52"
"80","D8","43","103046.07","152044.67"
"80","D8","44","103503.51","151876.67"
"80","D8","45","103949.266","151700.69"
"80","D8","46","104361.53","151591.88"
"80","D8","47","104987.43","151606.08"
"80","D8","48","105283.22","151764.14"
"80","D8","49","105659.84","151732.83"
"80","D8","50","105999.59","151738.19"
"80","D8","51","106226.7","151645.75"
"80","D8","52","106494.3","151597.45"
"80","D8","53","106825.09","151539.11"
"80","D8","54","107001.15","151703.89"
"80","D8","55","107395.98","151776.55"
"80","D8","56","107766.79","151591.05"
"80","D8","57","108168.23","151468.78"
"80","D8","58","108543.34","151587.48"
"80","D8","59","109016.43","151823.94"
"80","D8","60","109198.53","151818.72"
"80","D8","61","109153.48","151722.88"
"80","D8","62","109528.9","151753.9"
"80","D8","63","110122.61","151643.48"
"80","D8","64","110319.07","151566.98"
"80","D8","65","110427.48","151709.83"
"80","D8","66","110809.21","151710.25"
"80","D8","67","111208.67","151851.03"
"80","D8","68","111465.03","151809.45"
"80","D8","69","111637.16","151849.98"
"80","D8","70","111993.11","151762.23"
"80","D8","71","112527.945","151721.73"
"80","D8","72","112925.41","151935.55"
"80","D8","73","113725.016","151840.05"
"80","D8","74","114034.77","151740.86"
"80","D8","75","114423.14","151789.5"
"80","D8","76","115643.75","151418.66"
"80","D8","77","116831.62","151337.27"
"80","D8","78","118250.55","151734.95"
"80","D8","79","120130.95","151766.9"
"80","D8","80","123022.85","151657.98"
"80","D8","81","126049.37","151750.8"
"80","D8","82","128893.32","152053.73"
"80","D8","83","132191.47","152011.4"
"80","D8","84","135692.0","151998.95"
"80","D8","85","139022.69","152164.2"
"80","D8","86","141777.22","152369.84"
"80","D8","87","144591.28","152471.02"
"80","D8","88","147511.34","152502.4"
"80","D8","89","150470.69","152504.67"
"80","D8","90","152821.92","152627.33"
"82","D10","1","20476.35","160113.89"
"82","D10","2","20423.457","160028.7"
"82","D10","3","20353.271","159664.64"
"82","D10","4","20348.215","159485.23"
"82","D10","5","20380.035","159359.0"
"82","D10","6","20397.363","159123.8"
"82","D10","7","20489.12","159116.36"
"82","D10","8","20537.566","159308.6"
"82","D10","9","20606.324","159359.34"
"82","D10","10","20500.916","159513.75"
"82","D10","11","20454.643","159543.16"
"82","D10","12","20514.973","159589.81"
"82","D10","13","20634.348","159630.73"
"82","D10","14","20743.934","159680.58"
"82","D10","15","20812.467","159853.39"
"82","D10","16","20702.365","159692.88"
"82","D10","17","20637.15","159587.94"
"82","D10","18","20657.678","159625.1"
"82","D10","19","20639.535","159742.17"
"82","D10","20","20631.203","159726.36"
"82","D10","21","20733.617","159782.97"
"82","D10","22","20764.182","159739.9"
"82","D10","23","20810.686","159551.73"
"82","D10","24","20907.477","159470.84"
"82","D10","25","21166.248","159530.38"
"82","D10","26","21384.979","159603.6"
"82","D10","27","21505.703","159585.31"
"82","D10","28","21859.268","159654.22"
"82","D10","29","22435.238","159637.4"
"82","D10","30","23561.309","159564.58"
"82","D10","31","24876.613","159546.9"
"82","D10","32","26595.55","159715.66"
"82","D10","33","28843.043","159667.98"
"82","D10","34","31060.908","159650.44"
"82","D10","35","32823.715","159889.64"
"82","D10","36","34235.22","159944.69"
"82","D10","37","35099.844","159954.1"
"82","D10","38","35831.65","159979.73"
"82","D10","39","36255.676","159830.95"
"82","D10","40","36694.836","159726.31"
"82","D10","41","37240.766","159729.86"
"82","D10","42","37650.21","159797.27"
"82","D10","43","38077.88","159763.25"
"82","D10","44","38504.77","159813.88"
"82","D10","45","38889.17","159858.12"
"82","D10","46","39288.582","159882.38"
"82","D10","47","39701.434","160056.77"
"82","D10","48","40056.61","159845.88"
"82","D10","49","40438.574","159635.44"
"82","D10","50","40904.168","159582.0"
"82","D10","51","41272.68","159706.3"
"82","D10","52","41533.254","159741.23"
"82","D10","53","41981.926","159895.81"
"82","D10","54","42292.914","159618.52"
"82","D10","55","42654.477","159567.7"
"82","D10","56","43201.46","159817.94"
"82","D10","57","43437.55","159584.58"
"82","D10","58","43727.895","159526.97"
"82","D10","59","44187.516","159800.27"
"82","D10","60","44531.94","159884.25"
"82","D10","61","44860.074","159912.28"
"82","D10","62","45008.934","160027.1"
"82","D10","63","45150.887","160033.56"
"82","D10","64","45791.914","160010.48"
"82","D10","65","46469.887","159959.61"
"82","D10","66","46796.73","159860.61"
"82","D10","67","46930.156","159800.42"
"82","D10","68","47297.133","159852.4"
"82","D10","69","47612.52","159739.34"
"82","D10","70","47936.32","159703.36"
"82","D10","71","48395.387","159899.34"
"82","D10","72","48824.453","159852.27"
"82","D10","73","49130.51","159778.88"
"82","D10","74","49538.77","159817.1"
"82","D10","75","50082.09","159776.47"
"82","D10","76","50382.047","159838.05"
"82","D10","77","50798.66","159964.94"
"82","D10","78","51633.9","159904.8"
"82","D10","79","52585.18","159825.3"
"82","D10","80","53762.137","159845.67"
"82","D10","81","55412.293","159806.62"
"82","D10","82","57104.93","159757.62"
"82","D10","83","59429.676","159852.31"
"82","D10","84","62201.23","159884.22"
"82","D10","85","65221.727","159887.64"
"82","D10","86","68421.95","159828.98"
"82","D10","87","71790.39","159763.53"
"82","D10","88","75128.92","159888.83"
"82","D10","89","78536.586","160214.58"
"82","D10","90","81379.36","160206.27"
"83","D11","1","20523.002","158776.62"
"83","D11","2","20608.14","159105.72"
"83","D11","3","20649.541","159420.98"
"83","D11","4","20672.635","159450.48"
"83","D11","5","20741.986","159344.66"
"83","D11","6","20787.738","159215.86"
"83","D11","7","20729.367","159183.83"
"83","D11","8","20703.762","159414.11"
"83","D11","9","20811.12","159390.97"
"83","D11","10","20798.71","159356.56"
"83","D11","11","20827.361","159530.6"
"83","D11","12","20859.227","159284.45"
"83","D11","13","20767.824","159204.62"
"83","D11","14","20709.248","159503.88"
"83","D11","15","20755.273","159668.22"
"83","D11","16","20856.322","159454.25"
"83","D11","17","20949.975","159380.78"
"83","D11","18","20978.418","159625.66"
"83","D11","19","20984.34","159642.38"
"83","D11","20","20936.625","159559.81"
"83","D11","21","20979.729","159508.89"
"83","D11","22","21079.332","159671.6"
"83","D11","23","21112.66","159599.98"
"83","D11","24","21290.9","159479.47"
"83","D11","25","21365.709","159419.03"
"83","D11","26","21663.719","159383.45"
"83","D11","27","22155.492","159557.03"
"83","D11","28","22613.152","159565.17"
"83","D11","29","23466.854","159708.47"
"83","D11","30","24937.436","159716.83"
"83","D11","31","26961.922","159915.75"
"83","D11","32","29498.84","159883.92"
"83","D11","33","32229.25","159784.97"
"83","D11","34","35081.19","159830.17"
"83","D11","35","37386.453","159834.08"
"83","D11","36","39200.31","159923.36"
"83","D11","37","40215.07","160083.1"
"83","D11","38","41138.48","160010.19"
"83","D11","39","41939.15","159991.06"
"83","D11","40","42602.69","160083.83"
"83","D11","41","43045.58","159998.36"
"83","D11","42","43897.176","159966.16"
"83","D11","43","44466.586","160052.66"
"83","D11","44","45265.195","160061.02"
"83","D11","45","45798.88","159965.3"
"83","D11","46","46108.844","159991.92"
"83","D11","47","46650.33","160085.2"
"83","D11","48","47209.492","160158.14"
"83","D11","49","47831.723","160105.25"
"83","D11","50","48347.098","160205.7"
"83","D11","51","49011.67","160142.97"
"83","D11","52","49553.348","160132.38"
"83","D11","53","50047.082","160163.55"
"83","D11","54","50572.54","160137.7"
"83","D11","55","51074.18","160246.02"
"83","D11","56","51688.38","160222.12"
"83","D11","57","52108.727","160129.2"
"83","D11","58","52621.46","160058.66"
"83","D11","59","52985.938","160216.88"
"83","D11","60","53338.074","160153.33"
"83","D11","61","54076.766","160114.73"
"83","D11","62","54747.95","160160.12"
"83","D11","63","55032.67","160365.02"
"83","D11","64","55449.465","160292.55"
"83","D11","65","56105.625","160263.66"
"83","D11","66","56713.87","160437.55"
"83","D11","67","56978.492","160436.14"
"83","D11","68","57557.766","160431.8"
"83","D11","69","58012.523","160416.06"
"83","D11","70","58710.766","160322.98"
"83","D11","71","59272.004","160342.69"
"83","D11","72","59736.32","160270.84"
"83","D11","73","60160.895","160354.33"
"83","D11","74","60887.477","160494.4"
"83","D11","75","61631.383","160462.95"
"83","D11","76","62398.395","160435.97"
"83","D11","77","63454.613","160395.92"
"83","D11","78","64774.297","160573.78"
"83","D11","79","66225.695","160679.44"
"83","D11","80","68289.09","160645.81"
"83","D11","81","70851.22","160545.25"
"83","D11","82","73543.82","160681.28"
"83","D11","83","76854.78","160873.16"
"83","D11","84","80775.664","160755.58"
"83","D11","85","84554.99","160685.9"
"83","D11","86","88116.58","161004.14"
"83","D11","87","92069.79","161052.69"
"83","D11","88","95761.18","161161.95"
"83","D11","89","99318.06","161170.67"
"83","D11","90","102368.08","161070.27"
"85","D13","1","23302.014","178774.66"
"85","D13","2","23274.209","178187.34"
"85","D13","3","23222.754","177326.67"
"85","D13","4","23005.555","175925.2"
"85","D13","5","22937.412","175440.92"
"85","D13","6","22954.443","175098.39"
"85","D13","7","22830.496","174834.1"
"85","D13","8","22803.812","174698.23"
"85","D13","9","22876.174","174503.25"
"85","D13","10","23007.717","174487.27"
"85","D13","11","22990.01","174650.69"
"85","D13","12","22925.23","174857.2"
"85","D13","13","22896.14","175015.66"
"85","D13","14","22917.107","174962.4"
"85","D13","15","22969.582","174838.7"
"85","D13","16","23242.725","174819.36"
"85","D13","17","23272.643","175028.97"
"85","D13","18","23271.352","175113.02"
"85","D13","19","23531.54","175008.78"
"85","D13","20","23812.244","174958.12"
"85","D13","21","24332.775","175086.52"
"85","D13","22","25154.117","175147.81"
"85","D13","23","26399.21","175088.66"
"85","D13","24","28186.342","175052.89"
"85","D13","25","30463.947","175029.1"
"85","D13","26","33547.7","175028.16"
"85","D13","27","37362.05","175275.39"
"85","D13","28","41661.01","175395.23"
"85","D13","29","46352.715","175345.97"
"85","D13","30","51159.984","175392.7"
"85","D13","31","56261.168","175503.12"
"85","D13","32","61270.887","175479.11"
"85","D13","33","66494.25","175483.94"
"85","D13","34","71524.43","175817.7"
"85","D13","35","76186.7","175851.36"
"85","D13","36","80959.91","175955.94"
"85","D13","37","85667.45","175914.6"
"85","D13","38","89830.68","175993.61"
"85","D13","39","93867.25","176116.4"
"85","D13","40","97571.9","176243.44"
"85","D13","41","101038.94","176255.55"
"85","D13","42","103840.4","176398.92"
"85","D13","43","106116.75","176342.3"
"85","D13","44","108365.125","176383.58"
"85","D13","45","109866.61","176476.23"
"85","D13","46","111346.836","176483.62"
"85","D13","47","112528.17","176522.08"
"85","D13","48","113642.57","176500.64"
"85","D13","49","114793.03","176434.27"
"85","D13","50","115878.266","176583.95"
"85","D13","51","116611.19","176536.88"
"85","D13","52","117554.625","176575.22"
"85","D13","53","118506.945","176550.34"
"85","D13","54","119310.0","176451.06"
"85","D13","55","120074.38","176482.11"
"85","D13","56","120891.22","176379.31"
"85","D13","57","121501.46","176366.78"
"85","D13","58","122137.15","176527.03"
"85","D13","59","123236.17","176507.11"
"85","D13","60","123993.195","176670.11"
"85","D13","61","124454.89","176691.77"
"85","D13","62","125148.78","176726.8"
"85","D13","63","125771.6","176688.78"
"85","D13","64","126535.86","176558.11"
"85","D13","65","127230.18","176497.97"
"85","D13","66","127830.92","176601.64"
"85","D13","67","128655.375","176587.31"
"85","D13","68","129456.336","176793.38"
"85","D13","69","130091.195","176658.02"
"85","D13","70","130660.836","176536.98"
"85","D13","71","131292.64","176675.02"
"85","D13","72","132155.75","176765.75"
"85","D13","73","132857.8","176982.72"
"85","D13","74","133566.86","176919.5"
"85","D13","75","134432.5","176756.8"
"85","D13","76","135523.33","176618.28"
"85","D13","77","136880.6","176694.75"
"85","D13","78","138530.83","176929.45"
"85","D13","79","140444.72","176909.19"
"85","D13","80","143035.05","176868.48"
"85","D13","81","145924.69","176771.23"
"85","D13","82","149408.03","176907.72"
"85","D13","83","152949.27","177174.27"
"85","D13","84","156881.83","177215.94"
"85","D13","85","160516.38","177089.69"
"85","D13","86","164056.97","177176.8"
"85","D13","87","167707.42","177561.47"
"85","D13","88","171257.05","177619.23"
"85","D13","89","174585.89","177705.22"
"85","D13","90","177037.89","177828.86"
"86","D14","1","19444.861","150438.5"
"86","D14","2","19461.47","150669.19"
"86","D14","3","19642.014","151124.6"
"86","D14","4","19644.814","151176.23"
"86","D14","5","19603.371","151363.27"
"86","D14","6","19598.867","151510.45"
"86","D14","7","19584.377","151357.81"
"86","D14","8","19628.184","151263.16"
"86","D14","9","19619.643","151363.97"
"86","D14","10","19652.96","151286.45"
"86","D14","11","19631.906","151137.98"
"86","D14","12","19631.652","151122.1"
"86","D14","13","19634.71","151465.55"
"86","D14","14","19782.787","151538.83"
"86","D14","15","19919.225","151561.6"
"86","D14","16","20022.334","151534.66"
"86","D14","17","19901.846","151416.95"
"86","D14","18","19911.34","151298.8"
"86","D14","19","20332.889","151265.19"
"86","D14","20","20722.15","151536.83"
"86","D14","21","21390.41","151592.22"
"86","D14","22","22421.322","151544.31"
"86","D14","23","23680.65","151703.33"
"86","D14","24","25797.467","151662.42"
"86","D14","25","28239.938","151629.3"
"86","D14","26","31343.2","151916.22"
"86","D14","27","35021.816","151925.64"
"86","D14","28","39103.53","152022.78"
"86","D14","29","43146.965","151974.95"
"86","D14","30","47497.81","152106.72"
"86","D14","31","52084.34","152285.48"
"86","D14","32","56226.484","152199.1"
"86","D14","33","60333.586","152178.55"
"86","D14","34","64318.246","152414.36"
"86","D14","35","68364.64","152671.73"
"86","D14","36","71873.1","152615.06"
"86","D14","37","75325.7","152603.95"
"86","D14","38","78537.484","152610.14"
"86","D14","39","81708.83","152768.25"
"86","D14","40","84388.58","152717.23"
"86","D14","41","86624.99","152850.67"
"86","D14","42","88774.06","152974.31"
"86","D14","43","90577.73","152873.38"
"86","D14","44","92517.266","152910.72"
"86","D14","45","93982.836","153040.56"
"86","D14","46","95457.1","152912.95"
"86","D14","47","96698.11","152827.92"
"86","D14","48","97669.875","153029.92"
"86","D14","49","98718.21","153169.03"
"86","D14","50","99917.766","153138.06"
"86","D14","51","100847.85","153189.83"
"86","D14","52","101678.69","153132.05"
"86","D14","53","102475.99","153277.55"
"86","D14","54","103180.0","153554.72"
"86","D14","55","103932.305","153536.94"
"86","D14","56","104485.555","153357.0"
"86","D14","57","105230.414","153246.1"
"86","D14","58","106105.1","153168.2"
"86","D14","59","106979.39","153114.86"
"86","D14","60","107578.5","153433.06"
"86","D14","61","108082.09","153382.72"
"86","D14","62","109064.35","153366.7"
"86","D14","63","109895.46","153414.95"
"86","D14","64","110798.85","153578.6"
"86","D14","65","112241.61","153584.94"
"86","D14","66","113773.24","153492.19"
"86","D14","67","115473.6","153548.75"
"86","D14","68","117645.99","153649.84"
"86","D14","69","120338.984","153691.58"
"86","D14","70","123132.67","153772.22"
"86","D14","71","126179.086","153662.78"
"86","D14","72","129336.09","153714.52"
"86","D14","73","132862.88","153808.97"
"86","D14","74","136397.47","153941.44"
"86","D14","75","139234.75","154126.89"
"86","D14","76","142256.16","154050.06"
"86","D14","77","145275.53","154183.08"
"86","D14","78","147615.3","154373.58"
"86","D14","79","150230.81","154591.06"
"86","D14","80","152871.14","154532.9"
"86","D14","81","155381.5","154389.58"
"86","D14","82","157789.14","154594.9"
"86","D14","83","160619.64","154836.7"
"86","D14","84","162799.7","154780.69"
"86","D14","85","165044.5","155027.77"
"86","D14","86","167249.7","155154.55"
"86","D14","87","169401.58","154890.67"
"86","D14","88","172493.27","154307.16"
"86","D14","89","176245.55","153766.3"
"86","D14","90","179432.36","153509.66"
"88","D16","1","20817.512","180261.78"
"88","D16","2","20886.002","179913.81"
"88","D16","3","20847.836","179283.66"
"88","D16","4","20793.158","179205.89"
"88","D16","5","20783.727","179371.03"
"88","D16","6","20773.828","179350.9"
"88","D16","7","20785.102","179282.62"
"88","D16","8","20748.72","179282.03"
"88","D16","9","20691.572","179446.62"
"88","D16","10","20588.615","179601.16"
"88","D16","11","20569.807","179664.45"
"88","D16","12","20616.715","179583.12"
"88","D16","13","20680.23","179409.39"
"88","D16","14","20647.336","179437.33"
"88","D16","15","20635.572","179796.89"
"88","D16","16","20745.93","179735.05"
"88","D16","17","20940.518","179657.4"
"88","D16","18","21030.59","179711.28"
"88","D16","19","21034.865","179716.81"
"88","D16","20","21067.223","179686.27"
"88","D16","21","21093.51","179767.08"
"88","D16","22","21392.312","179738.61"
"88","D16","23","21709.553","179719.58"
"88","D16","24","22397.379","179583.03"
"88","D16","25","23342.498","179562.55"
"88","D16","26","25014.133","179805.47"
"88","D16","27","27813.957","179898.64"
"88","D16","28","32055.68","179893.55"
"88","D16","29","37881.6","179957.61"
"88","D16","30","45413.723","180090.53"
"88","D16","31","53989.457","180112.94"
"88","D16","32","63267.09","180239.2"
"88","D16","33","72378.97","180595.64"
"88","D16","34","80528.54","180875.25"
"88","D16","35","87949.04","180885.69"
"88","D16","36","94336.83","180970.48"
"88","D16","37","99563.445","181179.69"
"88","D16","38","103833.09","181126.0"
"88","D16","39","107185.68","181099.16"
"88","D16","40","109537.28","181015.84"
"88","D16","41","111468.34","181153.48"
"88","D16","42","112966.56","181441.45"
"88","D16","43","114088.65","181335.39"
"88","D16","44","115001.15","181059.55"
"88","D16","45","115660.63","180926.64"
"88","D16","46","116309.414","181057.03"
"88","D16","47","116875.55","181250.83"
"88","D16","48","117441.84","181411.34"
"88","D16","49","117699.99","181317.47"
"88","D16","50","118031.55","181198.64"
"88","D16","51","118399.5","181093.33"
"88","D16","52","118748.08","181133.66"
"88","D16","53","119151.12","181223.62"
"88","D16","54","119403.44","181344.98"
"88","D16","55","119773.81","181433.02"
"88","D16","56","120030.12","181328.11"
"88","D16","57","120392.6","181227.78"
"88","D16","58","120616.89","181227.23"
"88","D16","59","120816.27","181134.4"
"88","D16","60","121253.586","181155.92"
"88","D16","61","121474.89","181176.8"
"88","D16","62","121827.92","181182.8"
"88","D16","63","122010.984","181089.98"
"88","D16","64","122198.79","181093.36"
"88","D16","65","122398.18","181058.75"
"88","D16","66","122744.86","181260.86"
"88","D16","67","123040.2","181217.64"
"88","D16","68","123362.12","181238.77"
"88","D16","69","123664.66","181306.25"
"88","D16","70","123885.28","181500.92"
"88","D16","71","123963.52","181394.38"
"88","D16","72","124164.35","181189.36"
"88","D16","73","124422.586","181050.48"
"88","D16","74","124623.28","181043.48"
"88","D16","75","124792.43","181026.67"
"88","D16","76","125324.34","181311.62"
"88","D16","77","125461.7","181269.92"
"88","D16","78","125638.016","181111.16"
"88","D16","79","125770.625","181018.11"
"88","D16","80","126343.79","181079.73"
"88","D16","81","126247.28","181280.11"
"88","D16","82","126526.31","181208.5"
"88","D16","83","126959.79","181148.34"
"88","D16","84","127476.58","181135.44"
"88","D16","85","127759.89","181216.34"
"88","D16","86","127688.695","181397.97"
"88","D16","87","128154.945","181360.98"
"88","D16","88","128253.625","181448.86"
"88","D16","89","128746.555","181361.89"
"88","D16","90","129086.75","181295.11"
"89","D17","1","19118.316","157490.84"
"89","D17","2","19250.861","157559.28"
"89","D17","3","19360.863","158293.6"
"89","D17","4","19247.5","158447.58"
"89","D17","5","19172.777","158346.86"
"89","D17","6","19188.602","158206.64"
