# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_2\data\JG045A TMCC1 Gen3 EvaGreen.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2020-11-05 10:11:48 AM EST
# Run End Date/Time: 2020-11-05 12:23:07 PM EST
# Run Duration: 131 minutes 18 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-08-07 06:02:02 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-08-07 06:05:19 PM EDT
"Well","Well Position","Sample","Target","Tm","Melt Peak Height"
"116","E20","10000.0","BP500_GC40","87.43394470214844","0.002764393575489521"
"116","E20","10000.0","BP500_GC40","85.187255859375","0.0030738823115825653"
"121","F1","1000.0","BP160_GC10","66.15911865234375","0.27269718050956726"
"121","F1","1000.0","BP160_GC10","82.41149139404297","0.004440055228769779"
"121","F1","1000.0","BP160_GC10","88.225341796875","0.0035092614125460386"
"121","F1","1000.0","BP160_GC10","85.31842041015625","0.0038588750176131725"
"121","F1","1000.0","BP160_GC10","0.0","0.0"
"122","F2","1000.0","BP160_GC10","65.89485931396484","0.26587212085723877"
"122","F2","1000.0","BP160_GC10","71.04804992675781","0.16657449305057526"
"122","F2","1000.0","BP160_GC10","87.69681549072266","0.0034799715504050255"
"122","F2","1000.0","BP160_GC10","90.73587036132812","0.003216661512851715"
"122","F2","1000.0","BP160_GC10","0.0","0.0"
"124","F4","1000.0","BP160_GC20","69.72671508789062","0.5107096433639526"
"124","F4","1000.0","BP160_GC20","84.78988647460938","0.003545319428667426"
"124","F4","1000.0","BP160_GC20","92.58573913574219","0.0020830912981182337"
"124","F4","1000.0","BP160_GC20","0.0","0.0"
"124","F4","1000.0","BP160_GC20","0.0","0.0"
"125","F5","1000.0","BP160_GC20","69.46244812011719","0.5022541880607605"
"125","F5","1000.0","BP160_GC20","90.20734405517578","0.0033476478420197964"
"125","F5","1000.0","BP160_GC20","85.31842041015625","0.003703128779307008"
"125","F5","1000.0","BP160_GC20","82.27935791015625","0.004920579493045807"
"125","F5","1000.0","BP160_GC20","76.06910705566406","0.007227370049804449"
"127","F7","1000.0","BP160_GC60","83.20429229736328","0.5238924026489258"
"127","F7","1000.0","BP160_GC60","61.138065338134766","0.1394578516483307"
"127","F7","1000.0","BP160_GC60","64.30925750732422","0.1383512020111084"
"127","F7","1000.0","BP160_GC60","0.0","0.0"
"127","F7","1000.0","BP160_GC60","0.0","0.0"
"128","F8","1000.0","BP160_GC60","83.07215881347656","0.5235376358032227"
"128","F8","1000.0","BP160_GC60","63.38432693481445","0.13863039016723633"
"128","F8","1000.0","BP160_GC60","61.00593185424805","0.13763374090194702"
"128","F8","1000.0","BP160_GC60","68.53752136230469","0.13341011106967926"
"128","F8","1000.0","BP160_GC60","74.21923828125","0.12418782711029053"
"130","F10","1000.0","BP160_GC80","71.44444274902344","0.18340083956718445"
"130","F10","1000.0","BP160_GC80","92.85000610351562","0.0032084640115499496"
"130","F10","1000.0","BP160_GC80","84.2613525390625","0.004245883785188198"
"130","F10","1000.0","BP160_GC80","81.35443115234375","0.005247467663139105"
"130","F10","1000.0","BP160_GC80","61.138065338134766","0.04932669550180435"
"131","F11","1000.0","BP160_GC80","71.18017578125","0.1772550493478775"
"131","F11","1000.0","BP160_GC80","81.8829574584961","0.00508795864880085"
"131","F11","1000.0","BP160_GC80","78.84390258789062","0.005632934160530567"
"131","F11","1000.0","BP160_GC80","91.00013732910156","0.002216372638940811"
"131","F11","1000.0","BP160_GC80","87.9610824584961","0.00276728137396276"
"133","F13","1000.0","BP280_GC70","86.77315521240234","0.42832741141319275"
"133","F13","1000.0","BP280_GC70","60.87015151977539","0.15495716035366058"
"133","F13","1000.0","BP280_GC70","66.28863525390625","0.1424350142478943"
"133","F13","1000.0","BP280_GC70","0.0","0.0"
"133","F13","1000.0","BP280_GC70","0.0","0.0"
"134","F14","1000.0","BP280_GC70","86.37667846679688","0.4258810877799988"
"134","F14","1000.0","BP280_GC70","72.36791229248047","0.11498034745454788"
"134","F14","1000.0","BP280_GC70","64.30626678466797","0.14121533930301666"
"134","F14","1000.0","BP280_GC70","60.34151840209961","0.15734872221946716"
"134","F14","1000.0","BP280_GC70","0.0","0.0"
"136","F16","1000.0","BP280_GC30","74.08596801757812","0.54399573802948"
"136","F16","1000.0","BP280_GC30","65.89216613769531","0.08604797720909119"
"136","F16","1000.0","BP280_GC30","60.87015151977539","0.08917277306318283"
"136","F16","1000.0","BP280_GC30","0.0","0.0"
"136","F16","1000.0","BP280_GC30","0.0","0.0"
"137","F17","1000.0","BP280_GC30","71.83927917480469","0.09149108827114105"
"137","F17","1000.0","BP280_GC30","85.98020935058594","0.0030396967194974422"
"137","F17","1000.0","BP280_GC30","83.20487976074219","0.003351660445332527"
"137","F17","1000.0","BP280_GC30","60.6058349609375","0.038225531578063965"
"137","F17","1000.0","BP280_GC30","89.68063354492188","0.0023420541547238827"
"139","F19","1000.0","BP500_GC40","78.05071258544922","0.6873129606246948"
"139","F19","1000.0","BP500_GC40","69.72474670410156","0.13954932987689972"
"139","F19","1000.0","BP500_GC40","60.6058349609375","0.16337800025939941"
"139","F19","1000.0","BP500_GC40","0.0","0.0"
"139","F19","1000.0","BP500_GC40","0.0","0.0"
"140","F20","1000.0","BP500_GC40","88.4912109375","0.002431620843708515"
"140","F20","1000.0","BP500_GC40","78.31503295898438","0.00438951700925827"
"140","F20","1000.0","BP500_GC40","67.47805786132812","0.005175430327653885"
"140","F20","1000.0","BP500_GC40","70.38554382324219","0.0048000505194067955"
"140","F20","1000.0","BP500_GC40","75.01107788085938","0.004066618159413338"
"145","G1","100.0","BP160_GC10","66.15911865234375","0.2626934349536896"
"145","G1","100.0","BP160_GC10","71.31230926513672","0.12291064858436584"
"145","G1","100.0","BP160_GC10","86.50761413574219","0.003851359710097313"
"145","G1","100.0","BP160_GC10","90.3394775390625","0.0034268340095877647"
"145","G1","100.0","BP160_GC10","79.76882934570312","0.005322872661054134"
"146","G2","100.0","BP160_GC10","66.291259765625","0.3047793507575989"
"146","G2","100.0","BP160_GC10","83.60069274902344","0.004139386583119631"
"146","G2","100.0","BP160_GC10","88.225341796875","0.0025983303785324097"
"146","G2","100.0","BP160_GC10","91.9250717163086","0.00231667747721076"
"146","G2","100.0","BP160_GC10","79.10816192626953","0.005041029304265976"
"148","G4","100.0","BP160_GC20","69.72671508789062","0.5198495388031006"
"148","G4","100.0","BP160_GC20","87.82894897460938","0.003447755705565214"
"148","G4","100.0","BP160_GC20","91.13227844238281","0.0026089015882462263"
"148","G4","100.0","BP160_GC20","81.35443115234375","0.004561609588563442"
"148","G4","100.0","BP160_GC20","0.0","0.0"
"149","G5","100.0","BP160_GC20","69.46244812011719","0.5193101763725281"
"149","G5","100.0","BP160_GC20","91.9250717163086","0.002623709151521325"
"149","G5","100.0","BP160_GC20","79.6366958618164","0.005219482816755772"
"149","G5","100.0","BP160_GC20","83.33642578125","0.0038031884469091892"
"149","G5","100.0","BP160_GC20","0.0","0.0"
"151","G7","100.0","BP160_GC60","83.20429229736328","0.45600491762161255"
"151","G7","100.0","BP160_GC60","65.36632537841797","0.13294127583503723"
"151","G7","100.0","BP160_GC60","69.19818115234375","0.12490452080965042"
"151","G7","100.0","BP160_GC60","0.0","0.0"
"151","G7","100.0","BP160_GC60","0.0","0.0"
"152","G8","100.0","BP160_GC60","83.07215881347656","0.43407076597213745"
"152","G8","100.0","BP160_GC60","61.66659927368164","0.1285385936498642"
"152","G8","100.0","BP160_GC60","64.70565795898438","0.12823477387428284"
"152","G8","100.0","BP160_GC60","74.74777221679688","0.10915988683700562"
"152","G8","100.0","BP160_GC60","0.0","0.0"
"154","G10","100.0","BP160_GC80","80.29736328125","0.08950799703598022"
"154","G10","100.0","BP160_GC80","71.31230926513672","0.061230022460222244"
"154","G10","100.0","BP160_GC80","91.264404296875","0.003206532448530197"
"154","G10","100.0","BP160_GC80","60.34526824951172","0.0694032609462738"
"154","G10","100.0","BP160_GC80","0.0","0.0"
"155","G11","100.0","BP160_GC80","86.77188110351562","0.15461239218711853"
"155","G11","100.0","BP160_GC80","78.71176147460938","0.06999704241752625"
"155","G11","100.0","BP160_GC80","60.60953140258789","0.11379318684339523"
"155","G11","100.0","BP160_GC80","73.82284545898438","0.07417283952236176"
"155","G11","100.0","BP160_GC80","0.0","0.0"
"157","G13","100.0","BP280_GC70","74.6146011352539","0.37050172686576843"
"157","G13","100.0","BP280_GC70","87.03746795654297","0.043403442949056625"
"157","G13","100.0","BP280_GC70","90.60574340820312","0.005490586161613464"
"157","G13","100.0","BP280_GC70","0.0","0.0"
"157","G13","100.0","BP280_GC70","0.0","0.0"
"158","G14","100.0","BP280_GC70","74.4824447631836","0.31632059812545776"
"158","G14","100.0","BP280_GC70","86.77315521240234","0.04326891154050827"
"158","G14","100.0","BP280_GC70","0.0","0.0"
"158","G14","100.0","BP280_GC70","0.0","0.0"
"158","G14","100.0","BP280_GC70","0.0","0.0"
"160","G16","100.0","BP280_GC30","74.08596801757812","0.622475802898407"
"160","G16","100.0","BP280_GC30","60.87015151977539","0.09956927597522736"
"160","G16","100.0","BP280_GC30","63.51331329345703","0.09773340076208115"
"160","G16","100.0","BP280_GC30","88.09473419189453","0.002514263615012169"
"160","G16","100.0","BP280_GC30","0.0","0.0"
"161","G17","100.0","BP280_GC30","84.39430236816406","0.00433702114969492"
"161","G17","100.0","BP280_GC30","89.1520004272461","0.0028043179772794247"
"161","G17","100.0","BP280_GC30","80.69387817382812","0.0049882931634783745"
"161","G17","100.0","BP280_GC30","71.971435546875","0.006579887587577105"
"161","G17","100.0","BP280_GC30","94.43832397460938","0.0030176525469869375"
"163","G19","100.0","BP500_GC40","77.9185562133789","0.6064730882644653"
"163","G19","100.0","BP500_GC40","83.60135650634766","0.023333288729190826"
"163","G19","100.0","BP500_GC40","65.363525390625","0.14039960503578186"
"163","G19","100.0","BP500_GC40","62.58820724487305","0.14634598791599274"
"163","G19","100.0","BP500_GC40","89.9449462890625","0.0041664764285087585"
"164","G20","100.0","BP500_GC40","70.38554382324219","0.00771707808598876"
"164","G20","100.0","BP500_GC40","78.05071258544922","0.006946763955056667"
"164","G20","100.0","BP500_GC40","91.66300964355469","0.0047958018258214"
"164","G20","100.0","BP500_GC40","88.62336730957031","0.004438905976712704"
"164","G20","100.0","BP500_GC40","82.94056701660156","0.005031812936067581"
"217","J1","1.0E8","BP30_GC30","82.27935791015625","0.697730541229248"
"217","J1","1.0E8","BP30_GC30","65.89485931396484","0.18035626411437988"
"217","J1","1.0E8","BP30_GC30","61.66659927368164","0.1788560301065445"
"217","J1","1.0E8","BP30_GC30","69.46244812011719","0.1795661300420761"
"217","J1","1.0E8","BP30_GC30","0.0","0.0"
"218","J2","1.0E8","BP30_GC30","81.75082397460938","0.613940417766571"
"218","J2","1.0E8","BP30_GC30","61.00593185424805","0.18722355365753174"
"218","J2","1.0E8","BP30_GC30","64.04499053955078","0.17457114160060883"
"218","J2","1.0E8","BP30_GC30","0.0","0.0"
"218","J2","1.0E8","BP30_GC30","0.0","0.0"
"220","J4","1.0E8","BP30_GC70","83.60069274902344","0.8058497905731201"
"220","J4","1.0E8","BP30_GC70","61.53446578979492","0.19938959181308746"
"220","J4","1.0E8","BP30_GC70","68.53752136230469","0.17443686723709106"
"220","J4","1.0E8","BP30_GC70","0.0","0.0"
"220","J4","1.0E8","BP30_GC70","0.0","0.0"
"221","J5","1.0E8","BP30_GC70","83.46855163574219","0.7390964031219482"
"221","J5","1.0E8","BP30_GC70","65.76272583007812","0.19227300584316254"
"221","J5","1.0E8","BP30_GC70","69.5945816040039","0.18086914718151093"
"221","J5","1.0E8","BP30_GC70","72.76577758789062","0.1793660819530487"
"221","J5","1.0E8","BP30_GC70","0.0","0.0"
"223","J7","1.0E8","BP50_GC25","75.80484008789062","0.5033235549926758"
"223","J7","1.0E8","BP50_GC25","61.53446578979492","0.1621846854686737"
"223","J7","1.0E8","BP50_GC25","66.15911865234375","0.18320725858211517"
"223","J7","1.0E8","BP50_GC25","0.0","0.0"
"223","J7","1.0E8","BP50_GC25","0.0","0.0"
"224","J8","1.0E8","BP50_GC25","81.48655700683594","0.4301842451095581"
"224","J8","1.0E8","BP50_GC25","62.45939636230469","0.17239415645599365"
"224","J8","1.0E8","BP50_GC25","88.62174987792969","0.008413076400756836"
"224","J8","1.0E8","BP50_GC25","0.0","0.0"
"224","J8","1.0E8","BP50_GC25","0.0","0.0"
"226","J10","1.0E8","BP50_GC60","83.20429229736328","0.939932644367218"
"226","J10","1.0E8","BP50_GC60","61.00593185424805","0.21352481842041016"
"226","J10","1.0E8","BP50_GC60","63.78072738647461","0.209924578666687"
"226","J10","1.0E8","BP50_GC60","66.291259765625","0.2091217190027237"
"226","J10","1.0E8","BP50_GC60","69.99098205566406","0.19209778308868408"
"227","J11","1.0E8","BP50_GC60","83.07215881347656","0.8635185956954956"
"227","J11","1.0E8","BP50_GC60","72.36937713623047","0.199834406375885"
"227","J11","1.0E8","BP50_GC60","64.04499053955078","0.22206637263298035"
"227","J11","1.0E8","BP50_GC60","60.47740173339844","0.26238539814949036"
"227","J11","1.0E8","BP50_GC60","68.53752136230469","0.2062469720840454"
"229","J13","1.0E8","BP50_GC75","83.20487976074219","0.541878879070282"
"229","J13","1.0E8","BP50_GC75","62.720367431640625","0.16232162714004517"
"229","J13","1.0E8","BP50_GC75","69.59259033203125","0.15338002145290375"
"229","J13","1.0E8","BP50_GC75","0.0","0.0"
"229","J13","1.0E8","BP50_GC75","0.0","0.0"
"230","J14","1.0E8","BP50_GC75","83.20487976074219","0.5195475220680237"
"230","J14","1.0E8","BP50_GC75","60.87015151977539","0.15759246051311493"
"230","J14","1.0E8","BP50_GC75","63.9097900390625","0.15617486834526062"
"230","J14","1.0E8","BP50_GC75","68.93180084228516","0.15142077207565308"
"230","J14","1.0E8","BP50_GC75","66.02432250976562","0.15338115394115448"
"232","J16","1.0E8","BP500_GC60","83.86567687988281","0.9541690349578857"
"232","J16","1.0E8","BP500_GC60","66.42079162597656","0.22308585047721863"
"232","J16","1.0E8","BP500_GC60","60.73799133300781","0.25609979033470154"
"232","J16","1.0E8","BP500_GC60","70.91416931152344","0.19883432984352112"
"232","J16","1.0E8","BP500_GC60","73.95381164550781","0.19033214449882507"
"233","J17","1.0E8","BP500_GC60","83.86567687988281","0.828190267086029"
"233","J17","1.0E8","BP500_GC60","68.93180084228516","0.20223011076450348"
"233","J17","1.0E8","BP500_GC60","71.3106460571289","0.19477880001068115"
"233","J17","1.0E8","BP500_GC60","60.47367858886719","0.27271565794944763"
"233","J17","1.0E8","BP500_GC60","0.0","0.0"
"241","K1","1.0E7","BP30_GC30","82.41149139404297","0.7641890048980713"
"241","K1","1.0E7","BP30_GC30","62.591529846191406","0.17512492835521698"
"241","K1","1.0E7","BP30_GC30","66.02699279785156","0.1843322217464447"
"241","K1","1.0E7","BP30_GC30","68.66964721679688","0.18416741490364075"
"241","K1","1.0E7","BP30_GC30","0.0","0.0"
"242","K2","1.0E7","BP30_GC30","82.41149139404297","0.7406237125396729"
"242","K2","1.0E7","BP30_GC30","65.10205841064453","0.18783874809741974"
"242","K2","1.0E7","BP30_GC30","60.74166488647461","0.1901555061340332"
"242","K2","1.0E7","BP30_GC30","0.0","0.0"
"242","K2","1.0E7","BP30_GC30","0.0","0.0"
"244","K4","1.0E7","BP30_GC70","83.60069274902344","0.8407467603683472"
"244","K4","1.0E7","BP30_GC70","64.96992492675781","0.1765647977590561"
"244","K4","1.0E7","BP30_GC70","71.44444274902344","0.16051428020000458"
"244","K4","1.0E7","BP30_GC70","0.0","0.0"
"244","K4","1.0E7","BP30_GC70","0.0","0.0"
"245","K5","1.0E7","BP30_GC70","83.46855163574219","0.8287872672080994"
"245","K5","1.0E7","BP30_GC70","63.38432693481445","0.18404991924762726"
"245","K5","1.0E7","BP30_GC70","60.74166488647461","0.18415266275405884"
"245","K5","1.0E7","BP30_GC70","66.291259765625","0.17965540289878845"
"245","K5","1.0E7","BP30_GC70","69.33031463623047","0.17749270796775818"
"247","K7","1.0E7","BP50_GC25","78.71176147460938","0.2759250998497009"
"247","K7","1.0E7","BP50_GC25","61.4023323059082","0.12819793820381165"
"247","K7","1.0E7","BP50_GC25","93.90707397460938","0.004652634263038635"
"247","K7","1.0E7","BP50_GC25","0.0","0.0"
"247","K7","1.0E7","BP50_GC25","0.0","0.0"
"248","K8","1.0E7","BP50_GC25","81.09016418457031","0.4517176151275635"
"248","K8","1.0E7","BP50_GC25","63.64859390258789","0.16305069625377655"
"248","K8","1.0E7","BP50_GC25","61.138065338134766","0.15707102417945862"
"248","K8","1.0E7","BP50_GC25","92.45360565185547","0.005280226469039917"
"248","K8","1.0E7","BP50_GC25","0.0","0.0"
"250","K10","1.0E7","BP50_GC60","83.33642578125","1.0169159173965454"
"250","K10","1.0E7","BP50_GC60","68.66964721679688","0.1900309920310974"
"250","K10","1.0E7","BP50_GC60","65.89485931396484","0.19603270292282104"
"250","K10","1.0E7","BP50_GC60","62.855796813964844","0.20265652239322662"
"250","K10","1.0E7","BP50_GC60","0.0","0.0"
"251","K11","1.0E7","BP50_GC60","83.07215881347656","0.9892656803131104"
"251","K11","1.0E7","BP50_GC60","69.99098205566406","0.18570701777935028"
"251","K11","1.0E7","BP50_GC60","64.44139099121094","0.20312568545341492"
"251","K11","1.0E7","BP50_GC60","61.138065338134766","0.21837811172008514"
"251","K11","1.0E7","BP50_GC60","74.35137176513672","0.18923787772655487"
"253","K13","1.0E7","BP50_GC75","83.60135650634766","0.4810795187950134"
"253","K13","1.0E7","BP50_GC75","66.94942474365234","0.15103882551193237"
"253","K13","1.0E7","BP50_GC75","64.43842315673828","0.15011486411094666"
"253","K13","1.0E7","BP50_GC75","60.73799133300781","0.15258067846298218"
"253","K13","1.0E7","BP50_GC75","0.0","0.0"
"254","K14","1.0E7","BP50_GC75","83.60135650634766","0.4317645728588104"
"254","K14","1.0E7","BP50_GC75","63.64547348022461","0.15246744453907013"
"254","K14","1.0E7","BP50_GC75","67.74237823486328","0.14723892509937286"
"254","K14","1.0E7","BP50_GC75","0.0","0.0"
"254","K14","1.0E7","BP50_GC75","0.0","0.0"
"256","K16","1.0E7","BP500_GC60","83.86567687988281","0.9738239049911499"
"256","K16","1.0E7","BP500_GC60","68.40316772460938","0.20179367065429688"
"256","K16","1.0E7","BP500_GC60","71.70712280273438","0.19508732855319977"
"256","K16","1.0E7","BP500_GC60","65.76000213623047","0.20159076154232025"
"256","K16","1.0E7","BP500_GC60","0.0","0.0"
"257","K17","1.0E7","BP500_GC60","83.86567687988281","0.9341586828231812"
"257","K17","1.0E7","BP500_GC60","71.04633331298828","0.20189636945724487"
"257","K17","1.0E7","BP500_GC60","67.08158874511719","0.20034873485565186"
"257","K17","1.0E7","BP500_GC60","0.0","0.0"
"257","K17","1.0E7","BP500_GC60","0.0","0.0"
"265","L1","1000000.0","BP30_GC30","81.75082397460938","0.3360133767127991"
"265","L1","1000000.0","BP30_GC30","67.74472045898438","0.14208078384399414"
"265","L1","1000000.0","BP30_GC30","61.270198822021484","0.13098952174186707"
"265","L1","1000000.0","BP30_GC30","0.0","0.0"
"265","L1","1000000.0","BP30_GC30","0.0","0.0"
"266","L2","1000000.0","BP30_GC30","81.61869049072266","0.8457955121994019"
"266","L2","1000000.0","BP30_GC30","62.19512939453125","0.16337716579437256"
"266","L2","1000000.0","BP30_GC30","65.76272583007812","0.1780286431312561"
"266","L2","1000000.0","BP30_GC30","0.0","0.0"
"266","L2","1000000.0","BP30_GC30","0.0","0.0"
"268","L4","1000000.0","BP30_GC70","83.60069274902344","0.8352274894714355"
"268","L4","1000000.0","BP30_GC70","71.8408432006836","0.1767834573984146"
"268","L4","1000000.0","BP30_GC70","65.89485931396484","0.17973732948303223"
"268","L4","1000000.0","BP30_GC70","63.120059967041016","0.1774853765964508"
"268","L4","1000000.0","BP30_GC70","60.47740173339844","0.18347737193107605"
"269","L5","1000000.0","BP30_GC70","83.33642578125","0.813846230506897"
"269","L5","1000000.0","BP30_GC70","60.87379837036133","0.17066197097301483"
"269","L5","1000000.0","BP30_GC70","66.15911865234375","0.17758873105049133"
"269","L5","1000000.0","BP30_GC70","87.82894897460938","0.1290176808834076"
"269","L5","1000000.0","BP30_GC70","71.44444274902344","0.17851833999156952"
"271","L7","1000000.0","BP50_GC25","76.5976333618164","0.18682251870632172"
"271","L7","1000000.0","BP50_GC25","71.18017578125","0.1509612798690796"
"271","L7","1000000.0","BP50_GC25","88.75387573242188","0.004559457302093506"
"271","L7","1000000.0","BP50_GC25","92.58573913574219","0.003421396017074585"
"271","L7","1000000.0","BP50_GC25","0.0","0.0"
"272","L8","1000000.0","BP50_GC25","81.09016418457031","0.10631389915943146"
"272","L8","1000000.0","BP50_GC25","71.04804992675781","0.1451970934867859"
"272","L8","1000000.0","BP50_GC25","74.21923828125","0.1335509717464447"
"272","L8","1000000.0","BP50_GC25","88.88601684570312","0.0027240291237831116"
"272","L8","1000000.0","BP50_GC25","90.86801147460938","0.002257317304611206"
"274","L10","1000000.0","BP50_GC60","81.75082397460938","0.7698241472244263"
"274","L10","1000000.0","BP50_GC60","66.5555191040039","0.17193064093589783"
"274","L10","1000000.0","BP50_GC60","60.87379837036133","0.18207120895385742"
"274","L10","1000000.0","BP50_GC60","68.93391418457031","0.17152489721775055"
"274","L10","1000000.0","BP50_GC60","0.0","0.0"
"275","L11","1000000.0","BP50_GC60","82.6757583618164","0.9749059677124023"
"275","L11","1000000.0","BP50_GC60","66.68765258789062","0.20556071400642395"
"275","L11","1000000.0","BP50_GC60","73.95497131347656","0.1912946254014969"
"275","L11","1000000.0","BP50_GC60","60.47740173339844","0.22466474771499634"
"275","L11","1000000.0","BP50_GC60","0.0","0.0"
"277","L13","1000000.0","BP50_GC75","83.20487976074219","0.3133798837661743"
"277","L13","1000000.0","BP50_GC75","61.00231170654297","0.1382998675107956"
"277","L13","1000000.0","BP50_GC75","92.19163513183594","0.011575177311897278"
"277","L13","1000000.0","BP50_GC75","70.91416931152344","0.13986854255199432"
"277","L13","1000000.0","BP50_GC75","66.68511199951172","0.13453279435634613"
"278","L14","1000000.0","BP50_GC75","83.07272338867188","0.2627931237220764"
"278","L14","1000000.0","BP50_GC75","70.38554382324219","0.13367262482643127"
"278","L14","1000000.0","BP50_GC75","60.6058349609375","0.13061073422431946"
"278","L14","1000000.0","BP50_GC75","63.38115692138672","0.12522095441818237"
"278","L14","1000000.0","BP50_GC75","0.0","0.0"
"280","L16","1000000.0","BP500_GC60","83.86567687988281","0.9718909859657288"
"280","L16","1000000.0","BP500_GC60","88.4912109375","0.13728643953800201"
"280","L16","1000000.0","BP500_GC60","61.266624450683594","0.17544826865196228"
"280","L16","1000000.0","BP500_GC60","64.7027359008789","0.1777125597000122"
"280","L16","1000000.0","BP500_GC60","0.0","0.0"
"281","L17","1000000.0","BP500_GC60","83.99783325195312","1.5405526161193848"
"281","L17","1000000.0","BP500_GC60","66.15647888183594","0.1650552749633789"
"281","L17","1000000.0","BP500_GC60","71.1784896850586","0.16312538087368011"
"281","L17","1000000.0","BP500_GC60","63.38115692138672","0.15224458277225494"
"281","L17","1000000.0","BP500_GC60","61.00231170654297","0.14344756305217743"
"289","M1","100000.0","BP30_GC30","81.35443115234375","0.3298017978668213"
"289","M1","100000.0","BP30_GC30","66.68765258789062","0.1279248744249344"
"289","M1","100000.0","BP30_GC30","61.270198822021484","0.11582070589065552"
"289","M1","100000.0","BP30_GC30","64.44139099121094","0.1240965947508812"
"289","M1","100000.0","BP30_GC30","69.5945816040039","0.12740850448608398"
"290","M2","100000.0","BP30_GC30","75.6727066040039","0.23026272654533386"
"290","M2","100000.0","BP30_GC30","61.138065338134766","0.06459204852581024"
"290","M2","100000.0","BP30_GC30","64.96992492675781","0.06901825964450836"
"290","M2","100000.0","BP30_GC30","0.0","0.0"
"290","M2","100000.0","BP30_GC30","0.0","0.0"
"292","M4","100000.0","BP30_GC70","82.14722442626953","0.371769517660141"
"292","M4","100000.0","BP30_GC70","60.87379837036133","0.12724243104457855"
"292","M4","100000.0","BP30_GC70","68.27325439453125","0.11763367801904678"
"292","M4","100000.0","BP30_GC70","64.57352447509766","0.12054020911455154"
"292","M4","100000.0","BP30_GC70","71.31230926513672","0.11729015409946442"
"293","M5","100000.0","BP30_GC70","82.6757583618164","0.4566594362258911"
"293","M5","100000.0","BP30_GC70","64.30925750732422","0.1333080381155014"
"293","M5","100000.0","BP30_GC70","60.87379837036133","0.14046183228492737"
"293","M5","100000.0","BP30_GC70","66.81978607177734","0.1314237117767334"
"293","M5","100000.0","BP30_GC70","89.81094360351562","0.010415986180305481"
"295","M7","100000.0","BP50_GC25","71.04804992675781","0.22751688957214355"
"295","M7","100000.0","BP50_GC25","90.60374450683594","0.004329085350036621"
"295","M7","100000.0","BP50_GC25","80.69376373291016","0.006550989579409361"
"295","M7","100000.0","BP50_GC25","60.74166488647461","0.06560204178094864"
"295","M7","100000.0","BP50_GC25","87.43254852294922","0.0041520847007632256"
"296","M8","100000.0","BP50_GC25","71.04804992675781","0.2222803682088852"
"296","M8","100000.0","BP50_GC25","60.60953140258789","0.06210136041045189"
"296","M8","100000.0","BP50_GC25","89.94307708740234","0.0025625359266996384"
"296","M8","100000.0","BP50_GC25","86.50761413574219","0.0025640674866735935"
"296","M8","100000.0","BP50_GC25","0.0","0.0"
"298","M10","100000.0","BP50_GC60","81.8829574584961","0.5514661073684692"
"298","M10","100000.0","BP50_GC60","68.93391418457031","0.15092439949512482"
"298","M10","100000.0","BP50_GC60","71.57657623291016","0.14421440660953522"
"298","M10","100000.0","BP50_GC60","65.36632537841797","0.1524582803249359"
"298","M10","100000.0","BP50_GC60","0.0","0.0"
"299","M11","100000.0","BP50_GC60","81.75082397460938","0.5044591426849365"
"299","M11","100000.0","BP50_GC60","61.66659927368164","0.15355506539344788"
"299","M11","100000.0","BP50_GC60","64.96992492675781","0.14935217797756195"
"299","M11","100000.0","BP50_GC60","87.03614807128906","0.007861882448196411"
"299","M11","100000.0","BP50_GC60","71.44444274902344","0.1348201334476471"
"301","M13","100000.0","BP50_GC75","82.80841064453125","0.21416178345680237"
"301","M13","100000.0","BP50_GC75","60.73799133300781","0.11903785914182663"
"301","M13","100000.0","BP50_GC75","69.59259033203125","0.12520675361156464"
"301","M13","100000.0","BP50_GC75","66.42079162597656","0.12157009541988373"
"301","M13","100000.0","BP50_GC75","93.11674499511719","0.010059118270874023"
"302","M14","100000.0","BP50_GC75","82.5440902709961","0.18058575689792633"
"302","M14","100000.0","BP50_GC75","60.87015151977539","0.11296848207712173"
"302","M14","100000.0","BP50_GC75","70.78201293945312","0.11093325912952423"
"302","M14","100000.0","BP50_GC75","63.64547348022461","0.11075203120708466"
"302","M14","100000.0","BP50_GC75","80.16524505615234","0.1664852499961853"
"304","M16","100000.0","BP500_GC60","83.99783325195312","0.7340590953826904"
"304","M16","100000.0","BP500_GC60","68.53532409667969","0.1880839318037033"
"304","M16","100000.0","BP500_GC60","65.49568939208984","0.19313913583755493"
"304","M16","100000.0","BP500_GC60","63.11684036254883","0.1932743489742279"
"304","M16","100000.0","BP500_GC60","76.20050048828125","0.16353537142276764"
"305","M17","100000.0","BP500_GC60","83.86567687988281","0.7537910342216492"
