,Experiment,Well,Target,lg10_Copies,Outlier,WellPosition,Copies,Reporter,Task,Comments,CT,Reaction,col,row,PRDM1,TMCC1,GBP6,ARG1,WellName,Sample,MasterMix,Cycle,Fluorescence,Corr_Fluorescence,FAM-HEX
380,JG069J,195,FAM,#NAME?,FALSE,I3,0,FAM,UNKNOWN,,23.763847,380,2,8,4,4,2.5,2.5,I3,JG069J_195,TaqMan Fast Advanced,50,0.6598245115556899,2.290445089,0.18649097364205575
382,JG069J,196,FAM,#NAME?,FALSE,I4,0,FAM,UNKNOWN,,23.868,382,3,8,4,4,2,2.5,I4,JG069J_196,TaqMan Fast Advanced,50,0.5368123964294128,2.1029136180877686,-0.031676022
384,JG069J,197,FAM,#NAME?,FALSE,I5,0,FAM,UNKNOWN,,23.837479,384,4,8,4,4,1.5,2.5,I5,JG069J_197,TaqMan Fast Advanced,50,0.5671359387577619,2.1479544639587402,0.034168336
386,JG069J,198,FAM,#NAME?,FALSE,I6,0,FAM,UNKNOWN,,23.290598,386,5,8,4,3.5,3.5,2.5,I6,JG069J_198,TaqMan Fast Advanced,50,0.7213392726559705,2.3727669715881348,0.2709341100187882
388,JG069J,199,FAM,#NAME?,FALSE,I7,0,FAM,UNKNOWN,,23.762491,388,6,8,4,3.5,3,2.5,I7,JG069J_199,TaqMan Fast Advanced,50,0.6380459551287421,2.256472110748291,0.16490401254413956
390,JG069J,200,FAM,#NAME?,FALSE,I8,0,FAM,UNKNOWN,,23.889353,390,7,8,4,3.5,2.5,2.5,I8,JG069J_200,TaqMan Fast Advanced,50,0.6105652119394116,2.215205669403076,0.10364060575199885
392,JG069J,201,FAM,#NAME?,FALSE,I9,0,FAM,UNKNOWN,,23.80513,392,8,8,4,3.5,2,2.5,I9,JG069J_201,TaqMan Fast Advanced,50,0.5703188138639493,2.1476433277130127,-0.027864889
394,JG069J,202,FAM,#NAME?,FALSE,I10,0,FAM,UNKNOWN,,23.942604,394,9,8,4,3.5,1.5,2.5,I10,JG069J_202,TaqMan Fast Advanced,50,0.552356269,2.1186630725860596,-0.055732371
396,JG069J,203,FAM,#NAME?,FALSE,I11,0,FAM,UNKNOWN,,23.268028,396,10,8,4,3,3.5,2.5,I11,JG069J_203,TaqMan Fast Advanced,50,0.6296875210591291,2.245659589767456,0.074277868
398,JG069J,204,FAM,#NAME?,FALSE,I12,0,FAM,UNKNOWN,,23.955328,398,11,8,4,3,3,2.5,I12,JG069J_204,TaqMan Fast Advanced,50,0.5674679106845378,2.1288654804229736,-0.135382726
400,JG069J,205,FAM,#NAME?,FALSE,I13,0,FAM,UNKNOWN,,23.763811,400,12,8,4,3,2.5,2.5,I13,JG069J_205,TaqMan Fast Advanced,50,0.6219608265518334,2.233781576156616,0.13507049392938764
402,JG069J,206,FAM,#NAME?,FALSE,I14,0,FAM,UNKNOWN,,23.9355,402,13,8,4,3,2,2.5,I14,JG069J_206,TaqMan Fast Advanced,50,0.6355191750431651,2.2438511848449707,0.082109524
404,JG069J,207,FAM,#NAME?,FALSE,I15,0,FAM,UNKNOWN,,24.312605,404,14,8,4,3,1.5,2.5,I15,JG069J_207,TaqMan Fast Advanced,50,0.48890384244046664,1.9783682823181152,-0.06098798
406,JG069J,208,FAM,#NAME?,FALSE,I16,0,FAM,UNKNOWN,,23.542702,406,15,8,4,2.5,3.5,2.5,I16,JG069J_208,TaqMan Fast Advanced,50,0.606683458,2.197293758392334,0.073824636
408,JG069J,209,FAM,#NAME?,FALSE,I17,0,FAM,UNKNOWN,,23.88377,408,16,8,4,2.5,3,2.5,I17,JG069J_209,TaqMan Fast Advanced,50,0.5390384313867568,2.0869688987731934,0.011798361827383697
410,JG069J,210,FAM,#NAME?,FALSE,I18,0,FAM,UNKNOWN,,24.017036,410,17,8,4,2.5,2.5,2.5,I18,JG069J_210,TaqMan Fast Advanced,50,0.5389254756056899,2.0919368267059326,-0.09635755
412,JG069J,211,FAM,#NAME?,FALSE,I19,0,FAM,UNKNOWN,,24.0376,412,18,8,4,2.5,2,2.5,I19,JG069J_211,TaqMan Fast Advanced,50,0.5342115435848558,2.078584909439087,0.03539981
414,JG069J,212,FAM,#NAME?,FALSE,I20,0,FAM,UNKNOWN,,24.132923,414,19,8,4,2.5,1.5,2.5,I20,JG069J_212,TaqMan Fast Advanced,50,0.43244924801366863,1.9257988929748535,-0.17315205
416,JG069J,213,FAM,#NAME?,FALSE,I21,0,FAM,UNKNOWN,,23.5147,416,20,8,4,2,3.5,2.5,I21,JG069J_213,TaqMan Fast Advanced,50,0.523410923,2.0669000148773193,-0.024229764
418,JG069J,214,FAM,#NAME?,FALSE,I22,0,FAM,UNKNOWN,,23.774426,418,21,8,4,2,3,2.5,I22,JG069J_214,TaqMan Fast Advanced,50,0.5145606564960333,2.0589566230773926,0.031568602
420,JG069J,215,FAM,#NAME?,FALSE,I23,0,FAM,UNKNOWN,,23.744778,420,22,8,4,2,2.5,2.5,I23,JG069J_215,TaqMan Fast Advanced,50,0.5222990135023377,2.084686756134033,-0.001384757
422,JG069J,216,FAM,#NAME?,FALSE,I24,0,FAM,UNKNOWN,,23.99815,422,23,8,4,2,2,2.5,I24,JG069J_216,TaqMan Fast Advanced,50,0.49616530339420567,2.0340285301208496,-0.044497155
424,JG069J,217,FAM,#NAME?,FALSE,J1,0,FAM,UNKNOWN,,23.327477,424,0,9,4,4,3.5,2,J1,JG069J_217,TaqMan Fast Advanced,50,0.7393034599913951,2.4177205562591553,0.36600146697150565
426,JG069J,218,FAM,#NAME?,FALSE,J2,0,FAM,UNKNOWN,,23.678314,426,1,9,4,4,3,2,J2,JG069J_218,TaqMan Fast Advanced,50,0.6560916692068235,2.2959744930267334,0.23202956703241112
428,JG069J,219,FAM,#NAME?,FALSE,J3,0,FAM,UNKNOWN,,23.753843,428,2,9,4,4,2.5,2,J3,JG069J_219,TaqMan Fast Advanced,50,0.6984555764747017,2.3645849227905273,0.2964968897154235
430,JG069J,220,FAM,#NAME?,FALSE,J4,0,FAM,UNKNOWN,,23.700407,430,3,9,4,4,2,2,J4,JG069J_220,TaqMan Fast Advanced,50,0.6638009710855398,2.3090713024139404,0.2213632123200467
432,JG069J,221,FAM,#NAME?,FALSE,J5,0,FAM,UNKNOWN,,23.841154,432,4,9,4,4,1.5,2,J5,JG069J_221,TaqMan Fast Advanced,50,0.6708340261854498,2.2958202362060547,0.15308763673465287
434,JG069J,222,FAM,#NAME?,FALSE,J6,0,FAM,UNKNOWN,,23.27624,434,5,9,4,3.5,3.5,2,J6,JG069J_222,TaqMan Fast Advanced,50,0.7663128302026289,2.4355733394622803,0.36362628766139016
436,JG069J,223,FAM,#NAME?,FALSE,J7,0,FAM,UNKNOWN,,23.634796,436,6,9,4,3.5,3,2,J7,JG069J_223,TaqMan Fast Advanced,50,0.7378847810296231,2.415879249572754,0.39200411577650945
438,JG069J,224,FAM,#NAME?,FALSE,J8,0,FAM,UNKNOWN,,23.910194,438,7,9,4,3.5,2.5,2,J8,JG069J_224,TaqMan Fast Advanced,50,0.69484155,2.329641580581665,0.3142748124897204
440,JG069J,225,FAM,#NAME?,FALSE,J9,0,FAM,UNKNOWN,,23.861547,440,8,9,4,3.5,2,2,J9,JG069J_225,TaqMan Fast Advanced,50,0.6737530553086986,2.3102734088897705,0.20591072613219147
442,JG069J,226,FAM,#NAME?,FALSE,J10,0,FAM,UNKNOWN,,24.041393,442,9,9,4,3.5,1.5,2,J10,JG069J_226,TaqMan Fast Advanced,50,0.5843052993389111,2.157886505126953,-0.025430866
444,JG069J,227,FAM,#NAME?,FALSE,J11,0,FAM,UNKNOWN,,23.235998,444,10,9,4,3,3.5,2,J11,JG069J_227,TaqMan Fast Advanced,50,0.7469471350332046,2.4222254753112793,0.3348303328856852
446,JG069J,228,FAM,#NAME?,FALSE,J12,0,FAM,UNKNOWN,,23.84496,446,11,9,4,3,3,2,J12,JG069J_228,TaqMan Fast Advanced,50,0.6984451322301313,2.340515137,0.17296125878394386
448,JG069J,229,FAM,#NAME?,FALSE,J13,0,FAM,UNKNOWN,,23.870909,448,12,9,4,3,2.5,2,J13,JG069J_229,TaqMan Fast Advanced,50,0.6394698056528325,2.2553951740264893,0.19437616032960714
450,JG069J,230,FAM,#NAME?,FALSE,J14,0,FAM,UNKNOWN,,23.906952,450,13,9,4,3,2,2,J14,JG069J_230,TaqMan Fast Advanced,50,0.6724244164249454,2.299046754837036,0.24663854097840848
452,JG069J,231,FAM,#NAME?,FALSE,J15,0,FAM,UNKNOWN,,24.292511,452,14,9,4,3,1.5,2,J15,JG069J_231,TaqMan Fast Advanced,50,0.569178282,2.0922634601593018,0.061377483
454,JG069J,232,FAM,#NAME?,FALSE,J16,0,FAM,UNKNOWN,,23.336002,454,15,9,4,2.5,3.5,2,J16,JG069J_232,TaqMan Fast Advanced,50,0.6926411321403174,2.333932638168335,0.28346667769572925
456,JG069J,233,FAM,#NAME?,FALSE,J17,0,FAM,UNKNOWN,,24.09972,456,16,9,4,2.5,3,2,J17,JG069J_233,TaqMan Fast Advanced,50,0.5870643230205591,2.178441286087036,0.14196773597999884
458,JG069J,234,FAM,#NAME?,FALSE,J18,0,FAM,UNKNOWN,,23.985716,458,17,9,4,2.5,2.5,2,J18,JG069J_234,TaqMan Fast Advanced,50,0.6479079511215325,2.2600345611572266,0.29700248550116837
460,JG069J,235,FAM,#NAME?,FALSE,J19,0,FAM,UNKNOWN,,24.121504,460,18,9,4,2.5,2,2,J19,JG069J_235,TaqMan Fast Advanced,50,0.5969289962839724,2.1735169887542725,0.13277065646645153
462,JG069J,236,FAM,#NAME?,FALSE,J20,0,FAM,UNKNOWN,,24.037785,462,19,9,4,2.5,1.5,2,J20,JG069J_236,TaqMan Fast Advanced,50,0.582161205,2.1549580097198486,0.16192832372481986
464,JG069J,237,FAM,#NAME?,FALSE,J21,0,FAM,UNKNOWN,,23.462702,464,20,9,4,2,3.5,2,J21,JG069J_237,TaqMan Fast Advanced,50,0.6029370660302621,2.1897287368774414,0.20655376497557693
466,JG069J,238,FAM,#NAME?,FALSE,J22,0,FAM,UNKNOWN,,23.713907,466,21,9,4,2,3,2,J22,JG069J_238,TaqMan Fast Advanced,50,0.5192746318539819,2.071105718612671,-0.027479612
468,JG069J,239,FAM,#NAME?,FALSE,J23,0,FAM,UNKNOWN,,23.83822,468,22,9,4,2,2.5,2,J23,JG069J_239,TaqMan Fast Advanced,50,0.6514214354430096,2.2870655059814453,0.26864442668881505
470,JG069J,240,FAM,#NAME?,FALSE,J24,0,FAM,UNKNOWN,,23.891302,470,23,9,4,2,2,2,J24,JG069J_240,TaqMan Fast Advanced,50,0.5407400631836831,2.106668710708618,0.006459085
472,JG069J,241,FAM,#NAME?,FALSE,K1,0,FAM,UNKNOWN,,23.219704,472,0,10,3,4,3.5,4,K1,JG069J_241,TaqMan Fast Advanced,50,0.7604983906834796,2.450731039047241,0.49006545732107865
474,JG069J,242,FAM,#NAME?,FALSE,K2,0,FAM,UNKNOWN,,23.644098,474,1,10,3,4,3,4,K2,JG069J_242,TaqMan Fast Advanced,50,0.7210898483016572,2.3774900436401367,0.42771198565096946
476,JG069J,243,FAM,#NAME?,FALSE,K3,0,FAM,UNKNOWN,,23.737625,476,2,10,3,4,2.5,4,K3,JG069J_243,TaqMan Fast Advanced,50,0.6659057921339063,2.2985055446624756,0.4120341244064704
478,JG069J,244,FAM,#NAME?,FALSE,K4,0,FAM,UNKNOWN,,23.71805,478,3,10,3,4,2,4,K4,JG069J_244,TaqMan Fast Advanced,50,0.6372274663100042,2.262136697769165,0.3918750485276006
480,JG069J,245,FAM,#NAME?,FALSE,K5,0,FAM,UNKNOWN,,23.764889,480,4,10,3,4,1.5,4,K5,JG069J_245,TaqMan Fast Advanced,50,0.6954539275504663,2.3334195613861084,0.3855795809965589
482,JG069J,246,FAM,#NAME?,FALSE,K6,0,FAM,UNKNOWN,,23.32989,482,5,10,3,3.5,3.5,4,K6,JG069J_246,TaqMan Fast Advanced,50,0.7506555882171336,2.415654182434082,0.5059421717359467
484,JG069J,247,FAM,#NAME?,FALSE,K7,0,FAM,UNKNOWN,,23.749039,484,6,10,3,3.5,3,4,K7,JG069J_247,TaqMan Fast Advanced,50,0.7299258910786057,2.374352216720581,0.4817405081449825
486,JG069J,248,FAM,#NAME?,FALSE,K8,0,FAM,UNKNOWN,,23.858707,486,7,10,3,3.5,2.5,4,K8,JG069J_248,TaqMan Fast Advanced,50,0.7141797502257707,2.362161398,0.45586906758299656
488,JG069J,249,FAM,#NAME?,FALSE,K9,0,FAM,UNKNOWN,,23.885489,488,8,10,3,3.5,2,4,K9,JG069J_249,TaqMan Fast Advanced,50,0.711309711,2.3594865798950195,0.3959327271657803
490,JG069J,250,FAM,#NAME?,FALSE,K10,0,FAM,UNKNOWN,,23.964403,490,9,10,3,3.5,1.5,4,K10,JG069J_250,TaqMan Fast Advanced,50,0.5990943785420958,2.177992105484009,0.2636996565804739
492,JG069J,251,FAM,#NAME?,FALSE,K11,0,FAM,UNKNOWN,,23.309692,492,10,10,3,3,3.5,4,K11,JG069J_251,TaqMan Fast Advanced,50,0.6674184163292283,2.3051741123199463,0.31547687238204053
494,JG069J,252,FAM,#NAME?,FALSE,K12,0,FAM,UNKNOWN,,23.73229,494,11,10,3,3,3,4,K12,JG069J_252,TaqMan Fast Advanced,50,0.6898417038223436,2.3333613872528076,0.3802820936159694
496,JG069J,253,FAM,#NAME?,FALSE,K13,0,FAM,UNKNOWN,,23.984468,496,12,10,3,3,2.5,4,K13,JG069J_253,TaqMan Fast Advanced,50,0.6354367960039251,2.247826337814331,0.3446484485555712
498,JG069J,254,FAM,#NAME?,FALSE,K14,0,FAM,UNKNOWN,,23.983625,498,13,10,3,3,2,4,K14,JG069J_254,TaqMan Fast Advanced,50,0.6472177449766542,2.263422727584839,0.36355765369078014
500,JG069J,255,FAM,#NAME?,FALSE,K15,0,FAM,UNKNOWN,,24.090746,500,14,10,3,3,1.5,4,K15,JG069J_255,TaqMan Fast Advanced,50,0.6004917789806973,2.190326214,0.32754280939895897
502,JG069J,256,FAM,#NAME?,FALSE,K16,0,FAM,UNKNOWN,,23.506168,502,15,10,3,2.5,3.5,4,K16,JG069J_256,TaqMan Fast Advanced,50,0.6824556149580593,2.3079111576080322,0.39633575464870446
504,JG069J,257,FAM,#NAME?,FALSE,K17,0,FAM,UNKNOWN,,23.805878,504,16,10,3,2.5,3,4,K17,JG069J_257,TaqMan Fast Advanced,50,0.6427310631532651,2.243983745574951,0.38647655870569453
506,JG069J,258,FAM,#NAME?,FALSE,K18,0,FAM,UNKNOWN,,24.006384,506,17,10,3,2.5,2.5,4,K18,JG069J_258,TaqMan Fast Advanced,50,0.6330380144933467,2.234041213989258,0.29580822733235146
508,JG069J,259,FAM,#NAME?,FALSE,K19,0,FAM,UNKNOWN,,24.071398,508,18,10,3,2.5,2,4,K19,JG069J_259,TaqMan Fast Advanced,50,0.5313678102902601,2.0731916427612305,0.2357459837306436
510,JG069J,260,FAM,#NAME?,FALSE,K20,0,FAM,UNKNOWN,,24.097775,510,19,10,3,2.5,1.5,4,K20,JG069J_260,TaqMan Fast Advanced,50,0.5315718510553263,2.0814948081970215,0.2248582975558891
512,JG069J,261,FAM,#NAME?,FALSE,K21,0,FAM,UNKNOWN,,23.529844,512,20,10,3,2,3.5,4,K21,JG069J_261,TaqMan Fast Advanced,50,0.5736593156856803,2.1473562717437744,0.3070288351874893
514,JG069J,262,FAM,#NAME?,FALSE,K22,0,FAM,UNKNOWN,,23.723839,514,21,10,3,2,3,4,K22,JG069J_262,TaqMan Fast Advanced,50,0.47302342876151476,2.0023584365844727,0.082467661
516,JG069J,263,FAM,#NAME?,FALSE,K23,0,FAM,UNKNOWN,,23.893625,516,22,10,3,2,2.5,4,K23,JG069J_263,TaqMan Fast Advanced,50,0.4728832091202553,1.9997836351394653,0.12044697246508873
518,JG069J,264,FAM,#NAME?,FALSE,K24,0,FAM,UNKNOWN,,23.8959,518,23,10,3,2,2,4,K24,JG069J_264,TaqMan Fast Advanced,50,0.5201793615303765,2.0894343852996826,0.13842060721940164
520,JG069J,265,FAM,#NAME?,FALSE,L1,0,FAM,UNKNOWN,,23.146605,520,0,11,3,4,3.5,3.5,L1,JG069J_265,TaqMan Fast Advanced,50,0.8020650057967965,2.5454463958740234,0.5429353106777515
522,JG069J,266,FAM,#NAME?,FALSE,L2,0,FAM,UNKNOWN,,23.469406,522,1,11,3,4,3,3.5,L2,JG069J_266,TaqMan Fast Advanced,50,0.7883337614799474,2.4895105361938477,0.6145053179949372
524,JG069J,267,FAM,#NAME?,FALSE,L3,0,FAM,UNKNOWN,,23.732697,524,2,11,3,4,2.5,3.5,L3,JG069J_267,TaqMan Fast Advanced,50,0.7644949201125318,2.453997850418091,0.48547684050964246
526,JG069J,268,FAM,#NAME?,FALSE,L4,0,FAM,UNKNOWN,,23.918278,526,3,11,3,4,2,3.5,L4,JG069J_268,TaqMan Fast Advanced,50,0.5484774812191753,2.116281270980835,0.35112551284347715
528,JG069J,269,FAM,#NAME?,FALSE,L5,0,FAM,UNKNOWN,,23.791426,528,4,11,3,4,1.5,3.5,L5,JG069J_269,TaqMan Fast Advanced,50,0.5633525316268603,2.1477272510528564,0.13108242599152659
530,JG069J,270,FAM,#NAME?,FALSE,L6,0,FAM,UNKNOWN,,23.369455,530,5,11,3,3.5,3.5,3.5,L6,JG069J_270,TaqMan Fast Advanced,50,0.7544088904992319,2.4179248809814453,0.5270072886829827
532,JG069J,271,FAM,#NAME?,FALSE,L7,0,FAM,UNKNOWN,,23.638474,532,6,11,3,3.5,3,3.5,L7,JG069J_271,TaqMan Fast Advanced,50,0.7457792094305875,2.4159770011901855,0.514726023
534,JG069J,272,FAM,#NAME?,FALSE,L8,0,FAM,UNKNOWN,,23.856153,534,7,11,3,3.5,2.5,3.5,L8,JG069J_272,TaqMan Fast Advanced,50,0.7261874967638612,2.381967544555664,0.5008316035525491
536,JG069J,273,FAM,#NAME?,FALSE,L9,0,FAM,UNKNOWN,,23.833601,536,8,11,3,3.5,2,3.5,L9,JG069J_273,TaqMan Fast Advanced,50,0.7389420717944113,2.3926401138305664,0.48657322878709586
538,JG069J,274,FAM,#NAME?,FALSE,L10,0,FAM,UNKNOWN,,23.78016,538,9,11,3,3.5,1.5,3.5,L10,JG069J_274,TaqMan Fast Advanced,50,0.6978223971571392,2.3320274353027344,0.444870153
540,JG069J,275,FAM,#NAME?,FALSE,L11,0,FAM,UNKNOWN,,23.440449,540,10,11,3,3,3.5,3.5,L11,JG069J_275,TaqMan Fast Advanced,50,0.6999846832192005,2.350663900375366,0.4265093563571763
542,JG069J,276,FAM,#NAME?,FALSE,L12,0,FAM,UNKNOWN,,23.680273,542,11,11,3,3,3,3.5,L12,JG069J_276,TaqMan Fast Advanced,50,0.6910371099707254,2.325406312942505,0.39967515504936435
544,JG069J,277,FAM,#NAME?,FALSE,L13,0,FAM,UNKNOWN,,23.806204,544,12,11,3,3,2.5,3.5,L13,JG069J_277,TaqMan Fast Advanced,50,0.6535204493180464,2.289865732192993,0.3916477398207001
546,JG069J,278,FAM,#NAME?,FALSE,L14,0,FAM,UNKNOWN,,23.93451,546,13,11,3,3,2,3.5,L14,JG069J_278,TaqMan Fast Advanced,50,0.6689047782332236,2.289614200592041,0.44609598285285995
548,JG069J,279,FAM,#NAME?,FALSE,L15,0,FAM,UNKNOWN,,24.000896,548,14,11,3,3,1.5,3.5,L15,JG069J_279,TaqMan Fast Advanced,50,0.5968984002812059,2.162104368209839,0.29383647725007056
550,JG069J,280,FAM,#NAME?,FALSE,L16,0,FAM,UNKNOWN,,23.495129,550,15,11,3,2.5,3.5,3.5,L16,JG069J_280,TaqMan Fast Advanced,50,0.680708826,2.302103042602539,0.4372582466340935
552,JG069J,282,FAM,#NAME?,FALSE,L18,0,FAM,UNKNOWN,,23.88525,552,17,11,3,2.5,2.5,3.5,L18,JG069J_282,TaqMan Fast Advanced,50,0.6642121536269695,2.2901360988616943,0.4464226497456795
554,JG069J,283,FAM,#NAME?,FALSE,L19,0,FAM,UNKNOWN,,23.925531,554,18,11,3,2.5,2,3.5,L19,JG069J_283,TaqMan Fast Advanced,50,0.6272406401668013,2.2394559383392334,0.43530440994778336
556,JG069J,284,FAM,#NAME?,FALSE,L20,0,FAM,UNKNOWN,,24.076406,556,19,11,3,2.5,1.5,3.5,L20,JG069J_284,TaqMan Fast Advanced,50,0.49315611381206464,2.020451784133911,0.1757419447418307
558,JG069J,285,FAM,#NAME?,FALSE,L21,0,FAM,UNKNOWN,,23.489689,558,20,11,3,2,3.5,3.5,L21,JG069J_285,TaqMan Fast Advanced,50,0.5792009047325656,2.1681411266326904,0.37462342994274056
560,JG069J,286,FAM,#NAME?,FALSE,L22,0,FAM,UNKNOWN,,23.770872,560,21,11,3,2,3,3.5,L22,JG069J_286,TaqMan Fast Advanced,50,0.5257218558414292,2.0727100372314453,0.25516867749902095
562,JG069J,287,FAM,#NAME?,FALSE,L23,0,FAM,UNKNOWN,,23.761034,562,22,11,3,2,2.5,3.5,L23,JG069J_287,TaqMan Fast Advanced,50,0.49771158608171173,2.062227487564087,0.1658894427868416
564,JG069J,288,FAM,#NAME?,FALSE,L24,0,FAM,UNKNOWN,,23.737276,564,23,11,3,2,2,3.5,L24,JG069J_288,TaqMan Fast Advanced,50,0.4944595786475861,2.079941749572754,-0.072625669
566,JG069J,289,FAM,#NAME?,FALSE,M1,0,FAM,UNKNOWN,,23.080849,566,0,12,3,4,3.5,3,M1,JG069J_289,TaqMan Fast Advanced,50,0.799698385,2.523483991622925,0.5780249922578083
568,JG069J,290,FAM,#NAME?,FALSE,M2,0,FAM,UNKNOWN,,23.495384,568,1,12,3,4,3,3,M2,JG069J_290,TaqMan Fast Advanced,50,0.7818570634394731,2.4846346378326416,0.6142982052712591
570,JG069J,291,FAM,#NAME?,FALSE,M3,0,FAM,UNKNOWN,,23.631176,570,2,12,3,4,2.5,3,M3,JG069J_291,TaqMan Fast Advanced,50,0.8163727396703375,2.5244829654693604,0.621528668
572,JG069J,292,FAM,#NAME?,FALSE,M4,0,FAM,UNKNOWN,,23.615486,572,3,12,3,4,2,3,M4,JG069J_292,TaqMan Fast Advanced,50,0.7762770632635244,2.470395327,0.5640368990119148
574,JG069J,293,FAM,#NAME?,FALSE,M5,0,FAM,UNKNOWN,,23.812176,574,4,12,3,4,1.5,3,M5,JG069J_293,TaqMan Fast Advanced,50,0.6667437248713053,2.3058133125305176,0.4501788615708543
576,JG069J,294,FAM,#NAME?,FALSE,M6,0,FAM,UNKNOWN,,23.351027,576,5,12,3,3.5,3.5,3,M6,JG069J_294,TaqMan Fast Advanced,50,0.7926987382403957,2.4790990352630615,0.581492186
578,JG069J,295,FAM,#NAME?,FALSE,M7,0,FAM,UNKNOWN,,23.834114,578,6,12,3,3.5,3,3,M7,JG069J_295,TaqMan Fast Advanced,50,0.7832783955956933,2.4429290294647217,0.600868223
580,JG069J,296,FAM,#NAME?,FALSE,M8,0,FAM,UNKNOWN,,23.7362,580,7,12,3,3.5,2.5,3,M8,JG069J_296,TaqMan Fast Advanced,50,0.7495898467150374,2.4295921325683594,0.5298283050629373
582,JG069J,297,FAM,#NAME?,FALSE,M9,0,FAM,UNKNOWN,,23.783388,582,8,12,3,3.5,2,3,M9,JG069J_297,TaqMan Fast Advanced,50,0.7873543667706763,2.4818408489227295,0.6165810977248906
584,JG069J,298,FAM,#NAME?,FALSE,M10,0,FAM,UNKNOWN,,23.93906,584,9,12,3,3.5,1.5,3,M10,JG069J_298,TaqMan Fast Advanced,50,0.6228005553718624,2.2183995246887207,0.28730940537772437
586,JG069J,299,FAM,#NAME?,FALSE,M11,0,FAM,UNKNOWN,,23.265707,586,10,12,3,3,3.5,3,M11,JG069J_299,TaqMan Fast Advanced,50,0.7253735872335448,2.3870584964752197,0.46662068773487836
588,JG069J,300,FAM,#NAME?,FALSE,M12,0,FAM,UNKNOWN,,23.78776,588,11,12,3,3,3,3,M12,JG069J_300,TaqMan Fast Advanced,50,0.7230680383017462,2.3775205612182617,0.4932289496004631
590,JG069J,301,FAM,#NAME?,FALSE,M13,0,FAM,UNKNOWN,,23.892933,590,12,12,3,3,2.5,3,M13,JG069J_301,TaqMan Fast Advanced,50,0.6319747191305967,2.245532751083374,0.3512803174352027
592,JG069J,302,FAM,#NAME?,FALSE,M14,0,FAM,UNKNOWN,,24.063725,592,13,12,3,3,2,3,M14,JG069J_302,TaqMan Fast Advanced,50,0.7067038572299792,2.3410868644714355,0.5170599008617134
594,JG069J,303,FAM,#NAME?,FALSE,M15,0,FAM,UNKNOWN,,24.112286,594,14,12,3,3,1.5,3,M15,JG069J_303,TaqMan Fast Advanced,50,0.7307986909321571,2.3713269233703613,0.47212103361973434
596,JG069J,304,FAM,#NAME?,FALSE,M16,0,FAM,UNKNOWN,,23.538105,596,15,12,3,2.5,3.5,3,M16,JG069J_304,TaqMan Fast Advanced,50,0.686821935,2.2993297576904297,0.41643073399542935
598,JG069J,305,FAM,#NAME?,FALSE,M17,0,FAM,UNKNOWN,,23.802786,598,16,12,3,2.5,3,3,M17,JG069J_305,TaqMan Fast Advanced,50,0.7153180043507285,2.3436949253082275,0.4858490969737044
600,JG069J,306,FAM,#NAME?,FALSE,M18,0,FAM,UNKNOWN,,24.211205,600,17,12,3,2.5,2.5,3,M18,JG069J_306,TaqMan Fast Advanced,50,0.6841983447851417,2.285041570663452,0.4047382493132587
602,JG069J,307,FAM,#NAME?,FALSE,M19,0,FAM,UNKNOWN,,23.979822,602,18,12,3,2.5,2,3,M19,JG069J_307,TaqMan Fast Advanced,50,0.6440031711789005,2.2478256225585938,0.45152258621639857
604,JG069J,308,FAM,#NAME?,FALSE,M20,0,FAM,UNKNOWN,,24.131712,604,19,12,3,2.5,1.5,3,M20,JG069J_308,TaqMan Fast Advanced,50,0.59419154,2.1739442348480225,0.31033541344137855
606,JG069J,309,FAM,#NAME?,FALSE,M21,0,FAM,UNKNOWN,,23.304497,606,20,12,3,2,3.5,3,M21,JG069J_309,TaqMan Fast Advanced,50,0.6841142804136751,2.3255538940429688,0.5141081144096973
608,JG069J,310,FAM,#NAME?,FALSE,M22,0,FAM,UNKNOWN,,23.725065,608,21,12,3,2,3,3,M22,JG069J_310,TaqMan Fast Advanced,50,0.6786074814391834,2.3280422687530518,0.4984539345745064
610,JG069J,311,FAM,#NAME?,FALSE,M23,0,FAM,UNKNOWN,,23.976425,610,22,12,3,2,2.5,3,M23,JG069J_311,TaqMan Fast Advanced,50,0.58131527,2.168844699859619,0.264168139
612,JG069J,312,FAM,#NAME?,FALSE,M24,0,FAM,UNKNOWN,,23.899776,612,23,12,3,2,2,3,M24,JG069J_312,TaqMan Fast Advanced,50,0.5936568563525905,2.203507423400879,0.372324639
614,JG069J,313,FAM,#NAME?,FALSE,N1,0,FAM,UNKNOWN,,23.188631,614,0,13,3,4,3.5,2.5,N1,JG069J_313,TaqMan Fast Advanced,50,0.8821268143450105,2.637032985687256,0.7277463473700403
616,JG069J,314,FAM,#NAME?,FALSE,N2,0,FAM,UNKNOWN,,23.504774,616,1,13,3,4,3,2.5,N2,JG069J_314,TaqMan Fast Advanced,50,0.8624505268919146,2.607426643371582,0.7627144510107362
618,JG069J,315,FAM,#NAME?,FALSE,N3,0,FAM,UNKNOWN,,23.642956,618,2,13,3,4,2.5,2.5,N3,JG069J_315,TaqMan Fast Advanced,50,0.8327399350791729,2.5737059116363525,0.7015172607897066
620,JG069J,316,FAM,#NAME?,FALSE,N4,0,FAM,UNKNOWN,,23.680206,620,3,13,3,4,2,2.5,N4,JG069J_316,TaqMan Fast Advanced,50,0.8073456957845223,2.514336109161377,0.6862863442711261
