,Experiment,Well,Target,lg10_Copies,Outlier,WellPosition,Copies,Reporter,Sample,Task,Comments,CT,Reaction,Cycle,Fluorescence,Corr_Fluorescence
21120,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,1,-0.0010559478105775187,0.0012321181129664183
21121,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,1,-0.0016890732677998204,0.0009711795719340444
21122,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,2,-0.0007857181714422713,0.0011849611764773726
21123,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,2,-0.001704086287746202,0.0004817284643650055
21124,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,3,-0.0004141382308589869,0.0013240985572338104
21125,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,3,-0.001355981905323966,0.000397380325011909
21126,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,4,-0.0004034211377127459,0.0007999255903996527
21127,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,4,-0.0006586111006793737,0.0007026826497167349
21128,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,5,-0.0003223214404094215,0.0004051245341543108
21129,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,5,-0.0003052975743255641,0.000624145963229239
21130,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,6,-8.10814571674855e-05,0.000304681045236066
21131,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,6,0.0002719557139686649,0.0007954421453177929
21132,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,7,0.00043982439548369534,0.0007182977860793471
21133,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,7,0.0003821758568490383,0.0004457043542061001
21134,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,8,7.84265040620438e-05,-0.0004898682818748057
21135,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,8,0.0003713034384892923,-3.912738247890957e-05
21136,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,9,-1.9956735289530075e-05,-0.0012145810760557652
21137,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,9,0.0006729662992446526,-0.00017528685566503555
21138,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,10,0.0007226681018924307,-0.0003934175183530897
21139,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,10,0.0006214892717772557,-0.0007054181187413633
21140,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,11,0.0009408201265258233,-0.0005362995434552431
21141,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,11,0.0007475238413627141,-0.00103751290589571
21142,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,12,0.000907031288225118,-0.0011422798270359635
21143,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,12,0.001118708738435615,-0.0010961118387058377
21144,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,13,0.0016065769779190875,-0.0004003011272288859
21145,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,13,0.0011806307673247825,-0.001499732257798314
21146,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,14,0.0017882163039664972,-0.0006102979532442987
21147,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,14,0.0018987312934611756,-0.0011713033309206367
21148,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,15,0.0018684891151117908,-0.0010066189570352435
21149,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,15,0.002110863662490028,-0.0014073452912271023
21150,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,16,0.0018478980284314186,-0.00158834015019238
21151,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,16,0.0031346340831752994,-0.0007379032904282212
21152,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,17,0.002589793260179823,-0.0007685177843086421
21153,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,17,0.0050918964531778774,0.0009729659650474787
21154,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,18,0.003617661394974216,0.0005769580020569265
21155,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,18,0.008167441814275509,0.003931419923901558
21156,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,19,0.004225925338203228,0.0011511496268212795
21157,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,19,0.01303771089793131,0.008892113342881203
21158,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,20,0.00545707776024054,0.002870287047699094
21159,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,20,0.022746620211832744,0.019250916317105293
21160,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,21,0.00867300016336271,0.00823767576366663
21161,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,21,0.04139810698340457,0.03958628326654434
21162,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,22,0.013522557772580114,0.01660788618028164
21163,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,22,0.07297347984921057,0.0743398666381836
21164,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,23,0.022103139221010575,0.03183617815375328
21165,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,23,0.12005652762642854,0.12639421224594116
21166,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,24,0.03789460573072884,0.0603189617395401
21167,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,24,0.184106879158244,0.19737769663333893
21168,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,25,0.06248728637198506,0.10497946292161942
21169,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,25,0.2597214767910357,0.2812625467777252
21170,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,26,0.09636215326003374,0.1667017638683319
21171,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,26,0.3369754588029902,0.3669763505458832
21172,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,27,0.13565067625161756,0.23837502300739288
21173,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,27,0.40702102744243307,0.44464826583862305
21174,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,28,0.1734259813605511,0.30726680159568787
21175,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,28,0.4639767920750315,0.5077168345451355
21176,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,29,0.20587552350051197,0.36636918783187866
21177,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,29,0.5051994460749946,0.5532332062721252
21178,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,30,0.23045949751692774,0.4110136926174164
21179,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,30,0.5335507595505359,0.5843899250030518
21180,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,31,0.24956533452293608,0.4455886781215668
21181,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,31,0.5513034152151044,0.6037225127220154
21182,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,32,0.2643753844437964,0.4722675085067749
21183,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,32,0.564333327423515,0.6177863478660583
21184,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,33,0.27719964293596483,0.4952962100505829
21185,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,33,0.5739624433378082,0.6280561089515686
21186,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,34,0.2893836321265523,0.5171480178833008
21187,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,34,0.5839120151013484,0.6386834383010864
21188,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,35,0.30105443306863017,0.538056492805481
21189,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,35,0.593688162442305,0.6491172313690186
21190,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,36,0.3121158675526017,0.557844877243042
21191,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,36,0.5995755636273281,0.6552126407623291
21192,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,37,0.3233868771439988,0.5780185461044312
21193,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,37,0.6057723612483281,0.6616532802581787
21194,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,38,0.33381971601332616,0.5966514945030212
21195,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,38,0.6125873640429921,0.6687835454940796
21196,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,39,0.342565317997373,0.6121830940246582
21197,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,39,0.6191222484619305,0.6756013035774231
21198,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,40,0.35230214570999563,0.6295367479324341
21199,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,40,0.6256844875648994,0.6824496388435364
21200,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,41,0.36262580317955484,0.6479690074920654
21201,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,41,0.632783722623317,0.6898970007896423
21202,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,42,0.3729955068586984,0.6664859056472778
21203,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,42,0.640638897963661,0.6981877088546753
21204,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,43,0.38252211092573235,0.6834531426429749
21205,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,43,0.6461433869993756,0.7038559913635254
21206,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,44,0.39219603043652834,0.7006911039352417
21207,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,44,0.6532467893729383,0.7113080024719238
21208,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,45,0.40185775742985685,0.717906653881073
21209,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,45,0.6589191464110427,0.7171635627746582
21210,JG034,323,GC55 - FAM,4.0,False,N11,10000.0,FAM,,STANDARD,,23.83321,352,46,0.41332326361638605,0.738437831401825
21211,JG034,323,GC55 - HEX,4.0,False,N11,10000.0,HEX,,STANDARD,,20.996668,353,46,0.6672043566181071,0.7259340286254883
