,Experiment,Well,Target,lg10_Copies,Outlier,WellPosition,Copies,Reporter,Sample,Task,Comments,CT,Reaction,Cycle,Fluorescence,Corr_Fluorescence
15360,JG034,251,GC55 - FAM,7.0,False,K11,10000000.0,FAM,,STANDARD,,13.547973,256,1,-0.0016869713899699738,0.003119236556813121
15361,JG034,251,GC55 - HEX,7.0,False,K11,10000000.0,HEX,,STANDARD,,20.669191,257,1,-0.002526840518984806,-0.0007151257013902068
15362,JG034,251,GC55 - FAM,7.0,False,K11,10000000.0,FAM,,STANDARD,,13.547973,256,2,-0.0015059319617234885,0.0023210826329886913
15363,JG034,251,GC55 - HEX,7.0,False,K11,10000000.0,HEX,,STANDARD,,20.669191,257,2,-0.0019167562671423514,-0.0004419753095135093
15364,JG034,251,GC55 - FAM,7.0,False,K11,10000000.0,FAM,,STANDARD,,13.547973,256,3,-0.0014557188944407224,0.0012824535369873047
15365,JG034,251,GC55 - HEX,7.0,False,K11,10000000.0,HEX,,STANDARD,,20.669191,257,3,-0.0006642643575230623,0.0005478613311424851
15366,JG034,251,GC55 - FAM,7.0,False,K11,10000000.0,FAM,,STANDARD,,13.547973,256,4,-0.0009297382306628041,0.0011183439055457711
15367,JG034,251,GC55 - HEX,7.0,False,K11,10000000.0,HEX,,STANDARD,,20.669191,257,4,-0.00039280117479151733,0.0004432374844327569
15368,JG034,251,GC55 - FAM,7.0,False,K11,10000000.0,FAM,,STANDARD,,13.547973,256,5,-0.0011588829771617814,-0.0004337791760917753
15369,JG034,251,GC55 - HEX,7.0,False,K11,10000000.0,HEX,,STANDARD,,20.669191,257,5,-0.000692580729663924,-0.00029867919511161745
15370,JG034,251,GC55 - FAM,7.0,False,K11,10000000.0,FAM,,STANDARD,,13.547973,256,6,-0.0008403210314169357,-0.0009791499469429255
15371,JG034,251,GC55 - HEX,7.0,False,K11,10000000.0,HEX,,STANDARD,,20.669191,257,6,0.0005700489754529661,0.0007024674559943378
15372,JG034,251,GC55 - FAM,7.0,False,K11,10000000.0,FAM,,STANDARD,,13.547973,256,7,-0.0008055755993255674,-0.0020462104585021734
15373,JG034,251,GC55 - HEX,7.0,False,K11,10000000.0,HEX,,STANDARD,,20.669191,257,7,0.00042271034286530263,0.00013061768549960107
15374,JG034,251,GC55 - FAM,7.0,False,K11,10000000.0,FAM,,STANDARD,,13.547973,256,8,-6.348580612821464e-05,-0.0018130849348381162
15375,JG034,251,GC55 - HEX,7.0,False,K11,10000000.0,HEX,,STANDARD,,20.669191,257,8,-6.473196133687222e-05,-0.0008206603233702481
15376,JG034,251,GC55 - FAM,7.0,False,K11,10000000.0,FAM,,STANDARD,,13.547973,256,9,0.0016268640623354777,0.000163059143233113
15377,JG034,251,GC55 - HEX,7.0,False,K11,10000000.0,HEX,,STANDARD,,20.669191,257,9,1.6143337395636367e-05,-0.0011379087809473276
15378,JG034,251,GC55 - FAM,7.0,False,K11,10000000.0,FAM,,STANDARD,,13.547973,256,10,0.0036268584768005476,0.0027083680033683777
