,Experiment,Well,Target,lg10_Copies,Outlier,WellPosition,Copies,Reporter,Sample,Task,Comments,CT,Reaction,Cycle,Fluorescence,Corr_Fluorescence
23040,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,1,-0.0012041448609051626,-0.001227003987878561
23041,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,1,-0.0012973139217946179,0.0005740000633522868
23042,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,2,-0.0011989079152376347,-0.0014854726614430547
23043,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,2,-0.0012105482833856375,0.00034835972473956645
23044,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,3,-0.0004261098400145931,-0.00033306964905932546
23045,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,3,-0.0010028904354262137,0.0002575897960923612
23046,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,4,-0.000304703495870792,-0.0003780047409236431
23047,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,4,-1.9924975538269148e-05,0.0010317726992070675
23048,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,5,-0.00010740197318303612,-0.000283435161691159
23049,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,5,0.00014800981074807778,0.0008966866880655289
23050,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,6,3.686534121220189e-05,-0.0002863489789888263
23051,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,6,0.00011881189117264196,0.0005416744970716536
23052,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,7,5.671060900493861e-05,-0.0005179658182896674
23053,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,7,8.290886838271907e-05,0.0001791819086065516
23054,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,8,-3.612762905160588e-05,-0.0009567087981849909
23055,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,8,0.0001564512952730894,-6.121057231212035e-05
23056,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,9,0.00019353594797790036,-0.0008026537834666669
23057,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,9,0.0001633567501772524,-0.00037594494642689824
23058,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,10,0.0005872310399249862,-0.00034708864404819906
23059,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,10,0.0003532767952107024,-0.00048650361713953316
23060,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,11,0.0012088386558610426,0.0005274077411741018
23061,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,11,0.0005684945802605638,-0.0005688394885510206
23062,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,12,0.0011478436416157195,0.00014719649334438145
23063,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,12,0.00037309825570930566,-0.0011092668864876032
23064,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,13,0.0010430560879029274,-0.0003135107981506735
23065,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,13,0.0002846095927691125,-0.0015304252738133073
23066,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,14,0.0012218256325783484,-0.0002530052443034947
23067,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,14,0.00027449851083013495,-0.0018641437636688352
23068,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,15,0.002602855224122244,0.0020174020901322365
23069,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,15,0.0005480319943549977,-0.0018814211944118142
23070,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,16,0.0025410657506270483,0.0016357304994016886
23071,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,16,0.00244554949049622,-8.694084681337699e-05
23072,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,17,0.0021507430571284015,0.0006501745665445924
23073,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,17,0.003722551090152529,0.0010152761824429035
23074,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,18,0.0031489567844122427,0.0022169193252921104
23075,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,18,0.006725061581973636,0.0040425145998597145
23076,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,19,0.0031360670884194113,0.0019251315388828516
23077,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,19,0.01201138098441043,0.009617628529667854
23078,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,20,0.0028812888710214824,0.0011887230211868882
23079,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,20,0.022347511298011262,0.020826438441872597
23080,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,21,0.0025070337105151572,0.0002327011025045067
23081,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,21,0.039499592737607205,0.039639297872781754
23082,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,22,0.0020790958035531533,-0.0008219962473958731
23083,JG034,347,GC55 - HEX,3.0,False,O11,1000.0,HEX,,STANDARD,,21.00672,385,22,0.06894337054983397,0.07216507941484451
23084,JG034,347,GC55 - FAM,3.0,False,O11,1000.0,FAM,,STANDARD,,30.969448,384,23,0.0019099570506006783,-0.0014009890146553516
