,Experiment,Well,Target,lg10_Copies,Outlier,WellPosition,Copies,Reporter,Sample,Task,Comments,CT,Reaction,Cycle,Fluorescence,Corr_Fluorescence
17280,JG034,275,GC55 - FAM,6.0,False,L11,1000000.0,FAM,,STANDARD,,16.882715,288,1,-0.0016903721619630511,0.0009269744041375816
17281,JG034,275,GC55 - HEX,6.0,False,L11,1000000.0,HEX,,STANDARD,,20.674597,289,1,0.0007701819478676456,0.0036086717154830694
17282,JG034,275,GC55 - FAM,6.0,False,L11,1000000.0,FAM,,STANDARD,,16.882715,288,2,-0.0011178750984323863,0.0012265925761312246
17283,JG034,275,GC55 - HEX,6.0,False,L11,1000000.0,HEX,,STANDARD,,20.674597,289,2,0.0004861233222451418,0.0028083936776965857
17284,JG034,275,GC55 - FAM,6.0,False,L11,1000000.0,FAM,,STANDARD,,16.882715,288,3,-0.0011662074050419846,0.0003850500797852874
17285,JG034,275,GC55 - HEX,6.0,False,L11,1000000.0,HEX,,STANDARD,,20.674597,289,3,-0.000953123075710718,0.0007193591445684433
17286,JG034,275,GC55 - FAM,6.0,False,L11,1000000.0,FAM,,STANDARD,,16.882715,288,4,-0.0010985486611701787,-0.0002432866458548233
17287,JG034,275,GC55 - HEX,6.0,False,L11,1000000.0,HEX,,STANDARD,,20.674597,289,4,-0.001281739917117144,-0.00013062900688964874
17288,JG034,275,GC55 - FAM,6.0,False,L11,1000000.0,FAM,,STANDARD,,16.882715,288,5,-9.076899597970787e-05,0.0008564344607293606
17289,JG034,275,GC55 - HEX,6.0,False,L11,1000000.0,HEX,,STANDARD,,20.674597,289,5,-0.0003370950570745448,0.00043986583477817476
17290,JG034,275,GC55 - FAM,6.0,False,L11,1000000.0,FAM,,STANDARD,,16.882715,288,6,0.00012900437406158807,0.000507703167386353
17291,JG034,275,GC55 - HEX,6.0,False,L11,1000000.0,HEX,,STANDARD,,20.674597,289,6,0.0003126721861030515,0.0006813877262175083
17292,JG034,275,GC55 - FAM,6.0,False,L11,1000000.0,FAM,,STANDARD,,16.882715,288,7,0.00010012821234682983,-0.0002980766003020108
17293,JG034,275,GC55 - HEX,6.0,False,L11,1000000.0,HEX,,STANDARD,,20.674597,289,7,0.00012949731462202378,-6.341668267850764e-06
17294,JG034,275,GC55 - FAM,6.0,False,L11,1000000.0,FAM,,STANDARD,,16.882715,288,8,0.00018883201961322085,-0.0008877299260348082
17295,JG034,275,GC55 - HEX,6.0,False,L11,1000000.0,HEX,,STANDARD,,20.674597,289,8,0.00020341373133312245,-0.0004072535375598818
17296,JG034,275,GC55 - FAM,6.0,False,L11,1000000.0,FAM,,STANDARD,,16.882715,288,9,0.0008999216886114619,-0.0003333614731673151
17297,JG034,275,GC55 - HEX,6.0,False,L11,1000000.0,HEX,,STANDARD,,20.674597,289,9,0.0008479985441377686,-0.00017151326755993068
