,Experiment,Well,Target,lg10_Copies,Outlier,WellPosition,Copies,Reporter,Sample,Task,Comments,CT,Reaction,Cycle,Fluorescence,Corr_Fluorescence,S036.5,S057.3.2,S057.4.2,log$_{1}$$_{0}$ S036.5,log$_{1}$$_{0}$ S057.3.2,log$_{1}$$_{0}$ S057.4.2
624,JG071B,26,FAM,#NAME?,FALSE,B2,0,FAM,JG071B.008,UNKNOWN,,29.045387,46,43,0.11648221721940541,0.14751297235488892,100000000,100,10000,8,2,4
625,JG071B,26,HEX,#NAME?,FALSE,B2,0,HEX,JG071B.008,UNKNOWN,,33.80302,47,43,-0.421169474,0.370451957,100000000,100,10000,8,2,4
626,JG071B,26,FAM,#NAME?,FALSE,B2,0,FAM,JG071B.008,UNKNOWN,,29.045387,46,44,0.12132886874226308,0.1540757268667221,100000000,100,10000,8,2,4
627,JG071B,26,HEX,#NAME?,FALSE,B2,0,HEX,JG071B.008,UNKNOWN,,33.80302,47,44,-0.459456924,0.40459632873535156,100000000,100,10000,8,2,4
628,JG071B,26,FAM,#NAME?,FALSE,B2,0,FAM,JG071B.008,UNKNOWN,,29.045387,46,45,0.1256894908537966,0.15989206731319427,100000000,100,10000,8,2,4
629,JG071B,26,HEX,#NAME?,FALSE,B2,0,HEX,JG071B.008,UNKNOWN,,33.80302,47,45,-0.491542058,0.43317344784736633,100000000,100,10000,8,2,4
630,JG071B,26,FAM,#NAME?,FALSE,B2,0,FAM,JG071B.008,UNKNOWN,,29.045387,46,46,0.1312030573995956,0.167479008,100000000,100,10000,8,2,4
631,JG071B,26,HEX,#NAME?,FALSE,B2,0,HEX,JG071B.008,UNKNOWN,,33.80302,47,46,-0.521847635,0.4601532220840454,100000000,100,10000,8,2,4
632,JG071B,26,FAM,#NAME?,FALSE,B2,0,FAM,JG071B.008,UNKNOWN,,29.045387,46,47,0.13758763444922614,0.17640355229377747,100000000,100,10000,8,2,4
633,JG071B,26,HEX,#NAME?,FALSE,B2,0,HEX,JG071B.008,UNKNOWN,,33.80302,47,47,-0.548854469,0.4841720163822174,100000000,100,10000,8,2,4
634,JG071B,26,FAM,#NAME?,FALSE,B2,0,FAM,JG071B.008,UNKNOWN,,29.045387,46,48,0.14383576618877406,0.18511855602264404,100000000,100,10000,8,2,4
635,JG071B,26,HEX,#NAME?,FALSE,B2,0,HEX,JG071B.008,UNKNOWN,,33.80302,47,48,-0.572906997,0.5055390000343323,100000000,100,10000,8,2,4
636,JG071B,26,FAM,#NAME?,FALSE,B2,0,FAM,JG071B.008,UNKNOWN,,29.045387,46,49,0.15126639807404466,0.19564954936504364,100000000,100,10000,8,2,4
637,JG071B,26,HEX,#NAME?,FALSE,B2,0,HEX,JG071B.008,UNKNOWN,,33.80302,47,49,-0.595477193,0.5255754590034485,100000000,100,10000,8,2,4
638,JG071B,26,FAM,#NAME?,FALSE,B2,0,FAM,JG071B.008,UNKNOWN,,29.045387,46,50,0.1579010439994717,0.20495812594890594,100000000,100,10000,8,2,4
639,JG071B,26,HEX,#NAME?,FALSE,B2,0,HEX,JG071B.008,UNKNOWN,,33.80302,47,50,-0.614557668,0.5424794554710388,100000000,100,10000,8,2,4
720,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,1,-0.002977105,-0.000574399,100000000,100,100000,8,2,5
721,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,1,0.002942175,-0.000268854,100000000,100,100000,8,2,5
722,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,2,-0.002269514,-0.0002011,100000000,100,100000,8,2,5
723,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,2,0.002780183,-0.000442613,100000000,100,100000,8,2,5
724,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,3,-0.00129926,0.000575573,100000000,100,100000,8,2,5
725,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,3,0.002325732,-0.000353859,100000000,100,100000,8,2,5
726,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,4,-0.00093712,0.000418361,100000000,100,100000,8,2,5
727,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,4,0.0016094,-3.00E-05,100000000,100,100000,8,2,5
728,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,5,-0.000525844,0.000336608,100000000,100,100000,8,2,5
729,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,5,-0.000200436,0.001275321,100000000,100,100000,8,2,5
730,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,6,-0.000195394,0.000130729,100000000,100,100000,8,2,5
731,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,6,-0.001184607,0.001839557,100000000,100,100000,8,2,5
732,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,7,0.000318231,0.000206153,100000000,100,100000,8,2,5
733,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,7,-0.000983005,0.001339432,100000000,100,100000,8,2,5
734,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,8,0.000633252,-2.34E-05,100000000,100,100000,8,2,5
735,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,8,-0.000658025,0.000728562,100000000,100,100000,8,2,5
736,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,9,0.000848584,-0.000406086,100000000,100,100000,8,2,5
737,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,9,-0.000407217,0.00018427,100000000,100,100000,8,2,5
738,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,10,0.001157551,-0.000644957,100000000,100,100000,8,2,5
739,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,10,-0.000501843,-5.00E-05,100000000,100,100000,8,2,5
740,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,11,0.001419943,-0.000955353,100000000,100,100000,8,2,5
741,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,11,0.000416788,-0.001193693,100000000,100,100000,8,2,5
742,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,12,0.001937954,-0.000873193,100000000,100,100000,8,2,5
743,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,12,0.000651276,-0.001723337,100000000,100,100000,8,2,5
744,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,13,0.002329009,-0.000986,100000000,100,100000,8,2,5
745,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,13,-0.000520071,-0.000991091,100000000,100,100000,8,2,5
746,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,14,0.002872267,-0.000865067,100000000,100,100000,8,2,5
747,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,14,-0.001291168,-0.000618112,100000000,100,100000,8,2,5
748,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,15,0.004218653,0.000489235,100000000,100,100000,8,2,5
749,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,15,-0.000582407,-0.001573467,100000000,100,100000,8,2,5
750,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,16,0.00605594,0.002597416,100000000,100,100000,8,2,5
751,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,16,-0.000237788,-0.002201965,100000000,100,100000,8,2,5
752,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,17,0.00868011,0.005914022,100000000,100,100000,8,2,5
753,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,17,-0.000836103,-0.001984078,100000000,100,100000,8,2,5
754,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,18,0.013410654218317207,0.012465402483940125,100000000,100,100000,8,2,5
755,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,18,-0.002355821,-0.00093913,100000000,100,100000,8,2,5
756,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,19,0.020301443174291948,0.022334287,100000000,100,100000,8,2,5
757,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,19,-0.002838477,-0.000825059,100000000,100,100000,8,2,5
758,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,20,0.029969557,0.036468331,100000000,100,100000,8,2,5
759,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,20,-0.005843931,0.001553497,100000000,100,100000,8,2,5
760,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,21,0.043045388,0.055835634,100000000,100,100000,8,2,5
761,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,21,-0.010666542,0.005563149,100000000,100,100000,8,2,5
762,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,22,0.05869571,0.0791566,100000000,100,100000,8,2,5
763,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,22,-0.016311946,0.010311347432434559,100000000,100,100000,8,2,5
764,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,23,0.075492087,0.10423757880926132,100000000,100,100000,8,2,5
765,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,23,-0.02562334,0.018350169,100000000,100,100000,8,2,5
766,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,24,0.092047302,0.12894819676876068,100000000,100,100000,8,2,5
767,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,24,-0.03871077,0.029778395,100000000,100,100000,8,2,5
768,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,25,0.10738077796905625,0.1517825871706009,100000000,100,100000,8,2,5
769,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,25,-0.059624638,0.048231699,100000000,100,100000,8,2,5
770,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,26,0.12096155946180145,0.17192533612251282,100000000,100,100000,8,2,5
771,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,26,-0.086968771,0.072456859,100000000,100,100000,8,2,5
772,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,27,0.13310315440341033,0.18985792994499207,100000000,100,100000,8,2,5
773,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,27,-0.120768816,0.10247690975666046,100000000,100,100000,8,2,5
774,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,28,0.14320451256718966,0.20465731620788574,100000000,100,100000,8,2,5
775,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,28,-0.161017935,0.13828569650650024,100000000,100,100000,8,2,5
776,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,29,0.1525462132621615,0.2182900756597519,100000000,100,100000,8,2,5
777,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,29,-0.203515985,0.17611314356327057,100000000,100,100000,8,2,5
778,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,30,0.16054738875665273,0.2298641949892044,100000000,100,100000,8,2,5
779,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,30,-0.246856898,0.21469715237617493,100000000,100,100000,8,2,5
780,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,31,0.16825485072986657,0.24098725616931915,100000000,100,100000,8,2,5
781,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,31,-0.29085272,0.25386902689933777,100000000,100,100000,8,2,5
782,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,32,0.17432395985733762,0.24959427118301392,100000000,100,100000,8,2,5
783,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,32,-0.334809396,0.29300573468208313,100000000,100,100000,8,2,5
784,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,33,0.17919636346759105,0.25636351108551025,100000000,100,100000,8,2,5
785,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,33,-0.376994219,0.33055204153060913,100000000,100,100000,8,2,5
786,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,34,0.18349115959536688,0.26224571466445923,100000000,100,100000,8,2,5
787,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,34,-0.414554415,0.3639472424983978,100000000,100,100000,8,2,5
788,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,35,0.1871769877484032,0.2671927213668823,100000000,100,100000,8,2,5
789,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,35,-0.450904201,0.3962559401988983,100000000,100,100000,8,2,5
790,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,36,0.19043273469506034,0.27147921919822693,100000000,100,100000,8,2,5
791,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,36,-0.481413173,0.4233219027519226,100000000,100,100000,8,2,5
792,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,37,0.19321233000920607,0.27503451704978943,100000000,100,100000,8,2,5
793,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,37,-0.512109072,0.45055562257766724,100000000,100,100000,8,2,5
794,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,38,0.196676811,0.27964159846305847,100000000,100,100000,8,2,5
795,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,38,-0.541563485,0.47667500376701355,100000000,100,100000,8,2,5
796,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,39,0.20016387991893828,0.2842833697795868,100000000,100,100000,8,2,5
797,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,39,-0.566500379,0.49873942136764526,100000000,100,100000,8,2,5
798,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,40,0.20228960120692485,0.2868345081806183,100000000,100,100000,8,2,5
799,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,40,-0.586661709,0.5165172219276428,100000000,100,100000,8,2,5
800,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,41,0.20475927878504155,0.2899138629436493,100000000,100,100000,8,2,5
801,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,41,-0.602979785,0.5308452844619751,100000000,100,100000,8,2,5
802,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,42,0.20748127636339928,0.2933806777000427,100000000,100,100000,8,2,5
803,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,42,-0.618079816,0.5440800786018372,100000000,100,100000,8,2,5
804,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,43,0.2101580185779236,0.29677802324295044,100000000,100,100000,8,2,5
805,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,43,-0.632486857,0.5566927790641785,100000000,100,100000,8,2,5
806,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,44,0.21399773825548776,0.30196136236190796,100000000,100,100000,8,2,5
807,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,44,-0.6459667,0.56847322,100000000,100,100000,8,2,5
808,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,45,0.21870584859377992,0.30847829580307007,100000000,100,100000,8,2,5
809,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,45,-0.653768154,0.5751567482948303,100000000,100,100000,8,2,5
810,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,46,0.223340759,0.3148828148841858,100000000,100,100000,8,2,5
811,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,46,-0.665036485,0.5849521160125732,100000000,100,100000,8,2,5
812,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,47,0.229121685,0.3230472803115845,100000000,100,100000,8,2,5
813,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,47,-0.671008446,0.589993417,100000000,100,100000,8,2,5
814,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,48,0.23550606794839143,0.33213844895362854,100000000,100,100000,8,2,5
815,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,48,-0.676643209,0.5947321057319641,100000000,100,100000,8,2,5
816,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,49,0.24163246431172705,0.340833455,100000000,100,100000,8,2,5
817,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,49,-0.683501662,0.6005691289901733,100000000,100,100000,8,2,5
818,JG071B,3,FAM,#NAME?,FALSE,A3,0,FAM,JG071B.016,UNKNOWN,,20.169268,4,50,0.24769377212862304,0.3494285047054291,100000000,100,100000,8,2,5
819,JG071B,3,HEX,#NAME?,FALSE,A3,0,HEX,JG071B.016,UNKNOWN,,24.576586,5,50,-0.689140409,0.6053113341331482,100000000,100,100000,8,2,5
900,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,1,-0.002529369,0.001012968,100000000,100,100000,8,2,5
901,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,1,0.000415566,0.002646177,100000000,100,100000,8,2,5
902,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,2,-0.001999336,0.001037702,100000000,100,100000,8,2,5
903,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,2,0.000675952,0.002058262,100000000,100,100000,8,2,5
904,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,3,-0.00166354,0.000764145,100000000,100,100000,8,2,5
905,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,3,0.000263019,0.002074723,100000000,100,100000,8,2,5
906,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,4,-0.001235351,0.000632477,100000000,100,100000,8,2,5
907,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,4,-0.001253412,0.003081694,100000000,100,100000,8,2,5
908,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,5,-0.000759092,0.00057463,100000000,100,100000,8,2,5
909,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,5,-6.29E-05,0.001658927,100000000,100,100000,8,2,5
910,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,6,-7.21E-05,0.00084036,100000000,100,100000,8,2,5
911,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,6,3.256485112783142e-05,0.00121901,100000000,100,100000,8,2,5
912,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,7,0.000216431,0.000494265,100000000,100,100000,8,2,5
913,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,7,-0.000430137,0.001280144,100000000,100,100000,8,2,5
914,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,8,0.000663977,0.000392324,100000000,100,100000,8,2,5
915,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,8,0.000599471,1.7690658751234878e-06,100000000,100,100000,8,2,5
916,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,9,0.001302375,0.000583475,100000000,100,100000,8,2,5
917,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,9,0.000742853,-0.000481123,100000000,100,100000,8,2,5
918,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,10,0.00154733,0.000170413,100000000,100,100000,8,2,5
919,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,10,0.000108581,-0.000265985,100000000,100,100000,8,2,5
920,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,11,0.001701037,-0.000382779,100000000,100,100000,8,2,5
921,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,11,7.587674641490829e-05,-0.00059082,100000000,100,100000,8,2,5
922,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,12,0.002227684,-0.000363245,100000000,100,100000,8,2,5
923,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,12,3.181158273049485e-06,-0.000879758,100000000,100,100000,8,2,5
924,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,13,0.002415226,-0.000864477,100000000,100,100000,8,2,5
925,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,13,4.059971403275484e-05,-0.001267536,100000000,100,100000,8,2,5
926,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,14,0.002439164,-0.001616957,100000000,100,100000,8,2,5
927,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,14,1.6129904276851693e-05,-0.001599762,100000000,100,100000,8,2,5
928,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,15,0.002694123,-0.002014656,100000000,100,100000,8,2,5
929,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,15,-9.49E-05,-0.001854278,100000000,100,100000,8,2,5
930,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,16,0.002984431,-0.002358069,100000000,100,100000,8,2,5
931,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,16,-0.000912445,-0.001474646,100000000,100,100000,8,2,5
932,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,17,0.003972956,-0.001629225,100000000,100,100000,8,2,5
933,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,17,-0.000593075,-0.002115505,100000000,100,100000,8,2,5
934,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,18,0.004540734,-0.001546525,100000000,100,100000,8,2,5
935,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,18,-0.00083701,-0.002250738,100000000,100,100000,8,2,5
936,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,19,0.005537439,-0.000805119,100000000,100,100000,8,2,5
937,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,19,-0.000876786,-0.002569225,100000000,100,100000,8,2,5
938,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,20,0.00651791,-8.86E-05,100000000,100,100000,8,2,5
939,JG071B,27,HEX,#NAME?,FALSE,B3,0,HEX,JG071B.016,UNKNOWN,,29.813974,49,20,-0.001698085,-0.002186211,100000000,100,100000,8,2,5
940,JG071B,27,FAM,#NAME?,FALSE,B3,0,FAM,JG071B.016,UNKNOWN,,26.867071,48,21,0.008444222,0.002080369,100000000,100,100000,8,2,5
