# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_3\data\JG034 TMCC1 Gen2 Competitors - 59C v3.eds
# Comment: NA
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2019-12-17 12:44:16 PM EST
# Run End Date/Time: 2019-12-17 02:02:51 PM EST
# Run Duration: 78 minutes 34 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-10-26 02:03:12 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-10-26 02:03:55 PM EDT
"Well","Well Position","Cycle Number","FAM","HEX","ROX"
"5","A5","38","304212.6",,"167671.92"
"5","A5","39","307136.7",,"167587.11"
"5","A5","40","309535.28",,"167488.12"
"5","A5","41","312102.53",,"167512.81"
"5","A5","42","314937.28",,"167597.2"
"5","A5","43","317818.9",,"167594.53"
"5","A5","44","320040.62",,"167819.95"
"5","A5","45","322632.4",,"167853.25"
"5","A5","46","325546.72",,"167753.64"
"5","A5","47","328047.75",,"167714.88"
"5","A5","48","331170.28",,"167769.73"
"5","A5","49","334442.38",,"167881.28"
"5","A5","50","337560.7",,"167986.89"
"5","A5","51","341988.88",,"167987.48"
"5","A5","52","347218.75",,"167894.69"
"5","A5","53","353305.84",,"167866.84"
"5","A5","54","359536.38",,"167905.25"
"5","A5","55","366574.4",,"167879.45"
"5","A5","56","374727.5",,"167842.44"
"5","A5","57","383666.3",,"167889.8"
"5","A5","58","393742.6",,"167965.44"
"5","A5","59","403072.88",,"167957.56"
"5","A5","60","411072.0",,"167854.06"
"7","A7","1","44143.766","30439.777","154013.8"
"7","A7","2","44347.188","30526.303","154217.22"
"7","A7","3","44719.94","30571.432","154835.97"
"7","A7","4","44973.523","30630.723","154926.94"
"7","A7","5","45307.84","30610.549","154911.33"
"7","A7","6","46036.11","30639.385","154888.73"
"7","A7","7","47072.48","30925.97","154958.92"
"7","A7","8","48820.77","31007.145","154977.5"
"7","A7","9","52146.383","31246.947","154918.84"
"7","A7","10","58140.574","31429.027","154991.31"
"7","A7","11","68156.02","31956.205","155013.86"
"7","A7","12","83864.93","32541.764","155186.75"
"7","A7","13","105505.3","33287.305","155161.52"
"7","A7","14","131142.42","34220.54","155216.38"
"7","A7","15","157632.34","35221.32","155186.61"
"7","A7","16","181895.23","36200.24","155179.89"
"7","A7","17","201749.12","37186.07","155217.84"
"7","A7","18","216805.56","37856.03","155140.69"
"7","A7","19","227614.56","38332.504","155170.27"
"7","A7","20","235020.73","38506.082","155296.95"
"7","A7","21","240563.22","38757.934","155347.48"
"7","A7","22","244565.66","39237.645","155285.52"
"7","A7","23","247784.39","39334.836","155351.06"
"7","A7","24","250787.56","39519.516","155432.19"
"7","A7","25","253994.23","39728.945","155346.19"
"7","A7","26","256470.05","39851.863","155314.97"
"7","A7","27","258484.83","39878.305","155354.0"
"7","A7","28","261116.2","40177.676","155486.06"
"7","A7","29","263247.28","40338.05","155475.66"
"7","A7","30","265587.25","40624.254","155673.12"
"7","A7","31","267850.03","40663.184","155629.75"
"7","A7","32","270718.72","40695.96","155461.55"
"7","A7","33","273461.88","40677.92","155380.16"
"7","A7","34","276055.38","40807.34","155601.58"
"7","A7","35","278239.25","41123.945","155735.22"
"7","A7","36","280371.7","41424.367","155697.95"
"7","A7","37","283313.34","41477.953","155631.72"
"7","A7","38","285962.44","41390.844","155637.36"
"7","A7","39","287800.0","41583.03","155574.69"
"7","A7","40","290470.97","41730.965","155733.62"
"7","A7","41","293072.3","41857.445","155883.02"
"7","A7","42","295830.0","42006.824","155813.0"
"7","A7","43","298819.97","42075.676","155710.9"
"7","A7","44","301246.94","42260.277","155805.5"
"7","A7","45","304321.72","42417.777","155815.45"
"7","A7","46","308330.38","42794.453","155885.89"
"7","A7","47","312959.2","42982.355","155791.14"
"7","A7","48","318703.4","43331.527","155777.06"
