,Target,Well,Copies,lg10_Copies,BP,GC,F0_lg,K,m,r,ρ,τ
151,S067_0d89c8_e_LVM_1,288.0,13888888.75,4.5,68.0,0.5441176470588235,-6.679365052575802,0.45363009836907653,0.014634200576070584,0.6989861375302815,0.21901336840909463,32.36327284517887
152,S067_0d89c8_e_LVM_2,281.0,13888888.75,4.5,127.0,0.3543307086614173,-5.761241896090294,0.73103291591523,0.008627500781259808,0.8290026362791934,0.17909638989271467,23.06550748287673
153,S067_0d89c8_e_LVM_3,245.0,22222000.0,6.0,76.0,0.4605263157894736,-4.9727614671325515,0.6887887243603837,0.01091780405926902,0.7808659899139725,0.20468511121572952,21.162846511071656
154,S067_0d89c8_α_Avg_0,86.0,15873014.285714285,5.0,45.0,0.4666666666666667,-7.21614737359677,0.3093011040185729,0.0006823986479115567,0.8256783534992849,0.16630100505138182,29.076712580701532
155,S067_0d89c8_α_Avg_2,90.0,13888888.75,4.5,47.0,0.5106382978723404,-4.441604928271373,0.2791097917199469,0.00039566717407482676,0.5959971259975478,0.28567323758228175,26.543627436203792
156,S067_0d89c8_α_Avg_3,54.0,22222000.0,6.0,74.0,0.25675675675675674,-6.019877652463119,0.30317914089906983,0.0003009205866710711,0.9875482625968821,0.12753269070876744,20.29255315613271
157,S067_0d89c8_α_LVM_0,278.0,15873014.285714285,5.0,98.0,0.23469387755102042,-8.09761429940111,0.4410855669085085,0.0011359759574186379,0.9107929752588644,0.1365724840837442,29.506156271273337
158,S067_0d89c8_α_LVM_1,278.0,13888888.75,4.5,182.0,0.21978021978021978,-6.143559529011132,0.5332827117586648,0.0008777271395669743,0.7663175614370822,0.19919780451123037,26.370318697955895
159,S067_0d89c8_α_LVM_2,282.0,13888888.75,4.5,198.0,0.2222222222222222,-5.960404872903349,0.5545525199148318,0.00045891689787194966,0.8328849226838464,0.1756682419607581,23.775414187173812
160,S067_0d89c8_α_LVM_3,246.0,22222000.0,6.0,137.0,0.21897810218978103,-5.830345795720566,0.42821109712631733,0.0001721848702710627,0.9159964350314113,0.1514216430958531,21.12408289051467
161,S067_0d89c8_β_Avg_0,87.0,15873014.285714285,5.0,45.0,0.4666666666666667,-6.136733887357978,0.25265791225362233,0.0009820599437247162,0.7256001815523813,0.20729308986811978,28.107012187597103
162,S067_0d89c8_β_Avg_2,91.0,13888888.75,4.5,47.0,0.5319148936170213,-5.215140851273052,0.25501535828920047,0.0013183026031006494,0.7296284383629069,0.21739943377751225,23.74156574421485
163,S067_0d89c8_β_LVM_0,279.0,15873014.285714285,5.0,41.0,0.4634146341463415,-7.138599177982095,0.21650627693936,0.0018907452474630497,0.8106394298390327,0.17159026289616644,29.253077231257016
164,S067_76f36b_a_Avg_0,99.0,18351850.0,4.833333333333333,102.0,0.39215686274509803,-6.637161548469902,0.7257562542030387,0.0119451028546951,0.8251880715128079,0.17215490879514328,26.708920305314845
165,S067_76f36b_a_Avg_1,82.0,18518335.0,5.166666666666667,66.0,0.4696969696969697,-4.428658075013135,0.6255801534180251,0.022694303633263958,0.7358772345916083,0.2575245007572707,24.20249165268595
166,S067_76f36b_a_Avg_2,92.0,13888888.75,4.5,53.0,0.24528301886792453,-6.042382153590396,0.8165336150640972,0.014885456524991294,0.9084627831191178,0.1515964608754958,22.15439183408943
167,S067_76f36b_a_Avg_3,56.0,22222000.0,6.0,58.0,0.24137931034482757,-5.531665428077629,0.7326396199731031,0.02320277155952065,0.9600749945938439,0.14042004504275274,19.16138091866235
168,S067_76f36b_a_LVM_0,287.0,15873014.285714285,5.0,56.0,0.39285714285714285,-5.91524997426158,0.6724957476640855,0.021627729000221557,0.9237750683518734,0.14777619251170698,21.27936184275776
169,S067_76f36b_a_LVM_1,280.0,13888888.75,4.5,78.0,0.3333333333333333,-5.222596943788347,0.6900376577283862,0.026510494372942096,0.8051544886890597,0.2205991482069644,30.090345107119568
170,S067_76f36b_a_LVM_2,284.0,13888888.75,4.5,117.0,0.3333333333333333,-5.621635700794063,0.7996532070601384,0.012963480277400486,0.8779616959403074,0.1648616381359251,21.229141121188164
171,S067_76f36b_a_LVM_3,248.0,22222000.0,6.0,43.0,0.3023255813953488,-5.780696303550149,0.7675377769459183,0.018002982970193038,0.9656312455547622,0.13682286957566642,19.89398491500885
172,S067_76f36b_b_Avg_0,96.0,15873014.285714285,5.0,166.0,0.5783132530120482,-5.3851516209685855,0.4454580000113193,0.018577884814454736,0.5250608850124692,0.2882471447606694,34.03636855239059
173,S067_76f36b_b_Avg_1,89.0,18518335.0,5.166666666666667,171.0,0.543859649122807,-7.767413853790056,0.5203058555097481,0.018137972009600097,0.5563718693026037,0.28269292142582597,47.09945213723288
174,S067_76f36b_b_Avg_3,57.0,22222000.0,6.0,166.0,0.5903614457831325,-3.9455797923664484,0.47532721050991206,0.037118381423254104,0.5758349107265991,0.2987842841391088,22.660333218128567
175,S067_76f36b_b_LVM_0,288.0,15873014.285714285,5.0,335.0,0.3522388059701492,-6.602210910021356,0.5047436990802817,0.016095748902869387,0.7347458597244997,0.19958162547840866,29.86075567174492
176,S067_76f36b_b_LVM_1,294.0,13888888.75,4.5,575.0,0.3339130434782609,-6.537298827298677,0.5431646112382738,0.014739330346793068,0.6209192121302526,0.24384739980414713,35.96265198839667
177,S067_76f36b_b_LVM_2,285.0,13888888.75,4.5,42.0,0.30952380952380953,-6.244374765763662,0.5883372382571103,0.01868540960385728,0.9002483001017793,0.15156081713365477,23.078926023262255
178,S067_76f36b_α_Avg_0,93.0,15873014.285714285,5.0,45.0,0.44444444444444436,-5.493695973495828,0.2628359227590145,0.0004847525616315075,0.7270706687026888,0.21666451099053735,25.015016465741528
179,S067_76f36b_α_Avg_1,97.0,13888888.75,4.5,53.0,0.2830188679245283,-5.824555660142224,0.22915722374145406,0.001288390149019524,0.7065756639667167,0.2196674745549672,27.412468549257227
180,S067_76f36b_α_Avg_2,94.0,13888888.75,4.5,47.0,0.5319148936170213,-4.874075919986773,0.30748119571019944,0.0006745053218971354,0.6272909448429652,0.25885431149693106,25.793579532013005
181,S067_76f36b_α_Avg_3,58.0,22222000.0,6.0,71.0,0.2535211267605634,-5.225777105700923,0.36088068767260295,0.0006867957797494121,0.7780625194112202,0.20185099228619974,22.318700831757592
182,S067_76f36b_α_LVM_0,285.0,15873014.285714285,5.0,80.0,0.25,-5.102057806712893,0.31878461766566807,0.000474258831683898,0.7567124256188931,0.20907249990845572,22.42610345828144
183,S067_76f36b_α_LVM_1,299.0,13888888.75,4.5,15.0,0.2,-5.426745104807201,0.11983127576960952,0.00020057130650079317,0.740090754544344,0.22301849570793042,25.804410277665063
184,S067_76f36b_α_LVM_2,286.0,13888888.75,4.5,20.0,0.5,-6.307754951812432,0.22699255397588347,0.0009123097617939707,0.7944353098680266,0.18450675952696677,26.4332591473042
185,S067_76f36b_α_LVM_3,250.0,22222000.0,6.0,116.0,0.22413793103448273,-5.198402724509752,0.44463785690795776,0.0007011093738179333,0.8017060160076547,0.19392706851445737,21.564606194373688
186,S067_76f36b_β_Avg_0,98.0,18351850.0,4.833333333333333,45.0,0.4444444444444444,-5.882753208189339,0.2815132433144247,0.0008426610979314561,0.7731636608982662,0.1962430054788016,25.355547899832732
187,S067_76f36b_β_Avg_1,92.0,13888888.75,4.5,53.0,0.2830188679245283,-6.514060377395769,0.3366677382865733,0.0007409008454932185,0.8785934159411287,0.15811337636644057,24.55652692738221
188,S067_76f36b_β_Avg_2,95.0,13888888.75,4.5,47.0,0.5106382978723404,-4.949393356559179,0.3283894491238011,0.00048618101491826993,0.6693454456924177,0.24272776406175425,24.526114090382436
189,S067_76f36b_β_Avg_3,59.0,22222000.0,6.0,71.0,0.2535211267605634,-5.455763235122097,0.40679077580060624,0.0010197514336334024,0.885453231532605,0.16382279285288143,20.49176734250505
190,S067_76f36b_β_LVM_0,286.0,15873014.285714285,5.0,51.0,0.2156862745098039,-6.710113706868931,0.27935410661325605,0.0009379955737676834,0.9147982499058813,0.14477883673697106,24.36020641060585
191,S067_76f36b_β_LVM_2,287.0,13888888.75,4.5,32.0,0.375,-5.892421972165679,0.2805611949634012,0.00037630320427003836,0.8305570657469882,0.17676222336706748,23.536270241787186
192,S067_76f36b_β_LVM_3,251.0,22222000.0,6.0,45.0,0.4222222222222222,-5.466429779169971,0.3486623534786965,0.0002499633959299785,0.8246106511985161,0.18314212765050422,22.01423956898488
193,S067_8a718d_a_Avg_0,75.0,15873014.285714285,5.0,45.0,0.4666666666666667,-6.5876425942925705,0.8410713076483826,0.008981130655354792,0.8123647448445608,0.17593363372335968,26.964694775770997
194,S067_8a718d_a_Avg_1,103.0,13888888.75,4.5,87.0,0.27586206896551724,-8.905591837746703,0.8133191276025911,0.012679845267194987,0.8799310436886818,0.15427496410771663,36.28066010713875
195,S067_8a718d_a_Avg_2,96.0,13888888.75,4.5,82.0,0.3048780487804878,-6.658555959189334,0.8172509168682993,0.008233427130280977,0.9558853326758847,0.13244043239511044,23.18385470135952
196,S067_8a718d_a_Avg_3,60.0,22222000.0,6.0,82.0,0.2926829268292683,-5.709732675044916,0.7538897248553379,0.009518677925936674,0.962779283215616,0.138023601843072,19.7033344142952
197,S067_8a718d_a_LVM_0,267.0,15873014.285714285,5.0,56.0,0.48214285714285715,-5.39343620095251,0.829828471060081,0.013776752139317453,0.7945614600097246,0.19487024356679047,22.535473249770455
198,S067_8a718d_a_LVM_1,291.0,13888888.75,4.5,89.0,0.3595505617977528,-6.9389265970286935,0.8087423279323639,0.00887251639056876,0.821373187120658,0.17840829077969417,28.720825760950667
199,S067_8a718d_a_LVM_2,288.0,13888888.75,4.5,138.0,0.34782608695652173,-5.742226697540308,0.8086830340933703,0.007241569028624324,0.8498076375395949,0.17251179218746618,22.435543554294842
200,S067_8a718d_a_LVM_3,252.0,22222000.0,6.0,53.0,0.49056603773584906,-5.552198381221459,0.6888482377439391,0.022837607421465376,0.8772281890440677,0.16623954634470223,21.03616822483686
201,S067_8a718d_b_Avg_0,76.0,15873014.285714285,5.0,92.0,0.41304347826086957,-6.585022946250693,0.6904071891735729,0.021487996625479726,0.8050444705960232,0.1779064152351952,27.193910655076028
202,S067_8a718d_b_Avg_1,106.0,13888888.75,4.5,71.0,0.4647887323943662,-6.572801950041511,0.6684635492225363,0.030898642169925113,0.813804170014854,0.1813224625747687,27.490403072026773
203,S067_8a718d_b_Avg_2,97.0,13888888.75,4.5,70.0,0.38571428571428573,-5.585878667817225,0.6608333007509928,0.022207075599232958,0.887920259620918,0.16115064418252278,20.952756534488316
204,S067_8a718d_b_Avg_3,61.0,22222000.0,6.0,70.0,0.37142857142857144,-5.321088306605143,0.5875706709317434,0.03075914859997112,0.8849357556659804,0.16717190398441917,19.89216780698633
205,S067_8a718d_b_LVM_0,268.0,15873014.285714285,5.0,70.0,0.4142857142857143,-5.365244753692385,0.7164085111250397,0.019107955920392668,0.8415977193016982,0.17945436841540285,21.187515631497547
206,S067_8a718d_b_LVM_1,295.0,13888888.75,4.5,86.0,0.3953488372093023,-7.349823931017212,0.5973122326819914,0.016472420386367308,0.8457494646602441,0.17135697520798862,30.292179964664207
207,S067_8a718d_b_LVM_2,289.0,13888888.75,4.5,127.0,0.3858267716535433,-5.216957104887806,0.688910862609592,0.025684595699976095,0.8523844296849248,0.17644366788235147,20.357971765074666
208,S067_8a718d_b_LVM_3,253.0,22222000.0,6.0,70.0,0.48571428571428565,-5.20715280531891,0.5539040594966635,0.02122879212685593,0.861385776223646,0.17495877328966677,20.096218628450067
209,S067_8a718d_c_Avg_0,77.0,15873014.285714285,5.0,45.0,0.4666666666666667,-5.78797837587495,0.7514140158227353,0.010865374614657437,0.6673059672345651,0.23095468161730334,28.870376874084883
210,S067_8a718d_c_Avg_1,85.4,22220002.0,5.4,87.0,0.27586206896551724,-9.71113941025285,0.6634224707570582,0.00760395270569868,0.7499161781772383,0.20816356630316374,43.23392496030598
211,S067_8a718d_c_Avg_2,98.0,13888888.75,4.5,82.0,0.3048780487804878,-5.207333835880739,0.75578178287529,0.010357534816217666,0.7924215955916295,0.19629213175003551,21.896807279859136
212,S067_8a718d_c_Avg_3,62.0,22222000.0,6.0,82.0,0.2926829268292683,-5.0994179792102585,0.6779633671626133,0.011042257262493032,0.8078288226740302,0.19402616307672255,20.997690488106795
213,S067_8a718d_c_LVM_0,269.0,15873014.285714285,5.0,59.0,0.3389830508474576,-6.092378158758328,0.8056120022944739,0.008749228037752577,0.7257586104426919,0.2072015486595091,27.891433884940348
214,S067_8a718d_c_LVM_1,298.0,13888888.75,4.5,309.0,0.22330097087378642,-5.476523263661592,0.685193178318998,0.009607773678117631,0.5548854657522798,0.2853038813245117,33.842587405838444
215,S067_8a718d_c_LVM_2,290.0,13888888.75,4.5,120.0,0.3416666666666667,-4.752895242340424,0.7126038121101881,0.011458795296131648,0.7085726484526698,0.231435174662148,22.31215260568423
216,S067_8a718d_c_LVM_3,254.0,22222000.0,6.0,40.0,0.325,-5.111120287434234,0.665661486333306,0.011728669513286006,0.7844950272946238,0.20133436455929582,21.666543315951177
217,S067_8a718d_d_Avg_0,78.0,15873014.285714285,5.0,149.0,0.45637583892617456,-5.343079031079799,0.5197522173280776,0.0023352996659729325,0.5882181789555173,0.26701578513279367,30.023008181657623
218,S067_8a718d_d_Avg_1,94.0,13888888.75,4.5,41.0,0.4878048780487805,-6.346154156228767,0.25537750299951306,0.0018100649007097248,0.7156016682564631,0.2122267034829801,29.3438907593294
219,S067_8a718d_d_Avg_2,99.0,13888888.75,4.5,47.0,0.6595744680851063,-4.475506233589372,0.36928070106751343,0.0009577314736159238,0.5544187710861439,0.2945991613123155,26.70895188141049
220,S067_8a718d_d_Avg_3,63.0,22222000.0,6.0,51.0,0.6470588235294118,-4.3208406945714435,0.35534671600923873,0.0005126660532798194,0.5173451530663286,0.313786112210785,27.64555180009886
221,S067_8a718d_d_LVM_0,270.0,15873014.285714285,5.0,43.0,0.6511627906976745,-8.775862477604965,0.30571632521327563,0.005882688800172927,0.7276403439540958,0.18970858981106192,39.58923515588406
222,S067_8a718d_d_LVM_1,244.0,27775000.0,6.5,91.0,0.3956043956043956,-4.364635603987161,0.29504767001556426,0.0012975337332428653,0.7453600962781533,0.22597167490202763,19.31933996421288
223,S067_8a718d_d_LVM_2,291.0,13888888.75,4.5,182.0,0.42857142857142855,-4.1792229735959205,0.6142270515830804,0.0012247020210522448,0.6025332928521301,0.28204069879992055,22.95544950893719
224,S067_8a718d_d_LVM_3,255.0,22222000.0,6.0,131.0,0.45038167938931295,-4.399469385582804,0.5053175296418592,0.0013930320125173493,0.6115394887815152,0.2762552872383738,23.67010982029795
225,S067_8a718d_e_Avg_0,87.0,16851850.0,4.666666666666667,102.0,0.45098039215686275,-6.452452537117597,0.6478344396961687,0.015667966852897293,0.6962992814921236,0.21437254739410952,30.82220779595836
226,S067_8a718d_e_Avg_1,101.0,13888888.75,4.5,89.0,0.42696629213483145,-6.116823431587983,0.6621486287981387,0.017768557895562153,0.7524059313252991,0.2050952799618967,27.751959557229135
227,S067_8a718d_e_Avg_2,100.0,13888888.75,4.5,97.0,0.44329896907216493,-5.258727636829847,0.8829801100298522,0.01948421387069719,0.7861418893163434,0.1983771633688451,22.240300363059042
228,S067_8a718d_e_Avg_3,64.0,22222000.0,6.0,63.0,0.5396825396825397,-4.545246679493691,0.7692584119256408,0.01644799801454055,0.7489685623316527,0.2221408469285276,20.160473926801984
229,S067_8a718d_e_LVM_0,271.0,15873014.285714285,5.0,175.0,0.2571428571428571,-5.872092022725139,0.667665710185381,0.01589574555019843,0.780648037603897,0.1947373187637087,24.96676900860709
230,S067_8a718d_e_LVM_1,287.0,13888888.75,4.5,157.0,0.25477707006369427,-6.805946863022655,0.6257782759453012,0.02372960691525894,0.7449893689910302,0.20190773018119626,30.679765233782625
231,S067_8a718d_e_LVM_2,292.0,13888888.75,4.5,149.0,0.3422818791946309,-5.335228417917577,0.8570607947540836,0.016673940754980347,0.8217893955997655,0.18594098584846822,21.532669515922056
232,S067_8a718d_e_LVM_3,256.0,22222000.0,6.0,97.0,0.4639175257731959,-4.721233555728017,0.7761636668397068,0.01856534345690835,0.7607766561942859,0.2151089799485384,20.591351404677425
233,S067_8a718d_α_Avg_0,69.0,18516850.0,5.166666666666667,45.0,0.4666666666666666,-6.6051320992331135,0.3407074079538539,0.0005367350443887436,0.8002615982532796,0.17966725939199923,27.366314095995957
234,S067_8a718d_α_Avg_2,101.0,13888888.75,4.5,47.0,0.5106382978723404,-5.237035136604497,0.2914292333006519,0.0003733446196792393,0.7238565910767307,0.21941316209371306,24.004467964077627
235,S067_8a718d_α_Avg_3,65.0,22222000.0,6.0,74.0,0.25675675675675674,-5.911715399501349,0.32824402215462994,0.000169687313745372,0.9796698459058764,0.13066291264730925,20.108224513218513
236,S067_8a718d_α_LVM_0,265.0,15873014.285714285,5.0,98.0,0.23469387755102042,-7.940741490247128,0.43049413301418893,0.00015321362795366755,0.9397124387044249,0.12987030581377215,28.025002724491863
237,S067_8a718d_α_LVM_1,277.0,13888888.75,4.5,182.0,0.21978021978021978,-6.684664080083245,0.5550249405623722,0.0014290621128461253,0.7976847679177218,0.18482198579795875,27.841443047862047
238,S067_8a718d_α_LVM_2,294.7142857142857,15858730.0,4.428571428571429,199.0,0.22613065326633167,-5.0275168300347035,0.5666421792834914,0.0006511188710959073,0.800982466116472,0.19524601712352435,20.857956619134082
239,S067_8a718d_α_LVM_3,251.0,27752500.0,6.25,137.0,0.21897810218978103,-5.556028744435245,0.48365653914808415,0.0004607329681863161,0.930941863755175,0.1487675234349063,19.843334681463574
240,S067_8a718d_β_Avg_0,74.0,15873014.285714285,5.0,45.0,0.44444444444444436,-6.440952834687011,0.2499663457585963,0.001753834729684213,0.7295763747022562,0.20345138751878658,29.281647796717348
241,S067_8a718d_β_Avg_3,66.0,22222000.0,6.0,74.0,0.25675675675675674,-5.671362329330819,0.26384467027416053,0.0012033554554134174,0.8761226367096263,0.16566015421698416,21.460870231131285
242,S067_8a718d_β_LVM_0,266.0,15873014.285714285,5.0,41.0,0.4634146341463415,-6.909814835011941,0.25605521265028275,0.001580519588146971,0.7633184482444938,0.18876671740963208,29.992124716360706
243,S067_8a718d_β_LVM_1,282.0,13888888.75,4.5,24.0,0.4166666666666667,-6.644597910041121,0.16593688226375017,0.001487997952709266,0.8575011958444173,0.16374315525182992,25.627243216475343
244,S067_8a718d_β_LVM_3,258.0,22222000.0,6.0,38.0,0.42105263157894735,-5.777456125632057,0.21844125652402843,0.001052510670221263,0.8534115816121689,0.1714378160823083,22.411621518091078
245,S067_b12a22_a_Avg_0,82.0,15873014.285714285,5.0,77.0,0.2597402597402597,-8.306407105803356,0.24506696525152966,0.0013680438080978085,0.9668456141192646,0.1203029762469963,28.57486975446523
246,S067_b12a22_a_Avg_2,103.0,13888888.75,4.5,53.0,0.22641509433962265,-6.693000552229283,0.25848214376005896,0.00019441382195031093,0.9874258053299121,0.12437606370645284,23.013055674407696
247,S067_b12a22_a_Avg_3,67.0,22222000.0,6.0,55.0,0.2363636363636364,-6.680971548713797,0.26259067680081083,0.00024822066874162225,1.021720966740158,0.11392112019880196,21.72262491808495
248,S067_b12a22_a_LVM_0,274.0,15873014.285714285,5.0,58.0,0.2241379310344828,-8.391940101947384,0.22596962980210836,0.001550396257993264,0.9555010817538667,0.12287217570784617,29.167082704635995
249,S067_b12a22_a_LVM_1,281.0,13888888.75,4.5,22.0,0.22727272727272727,-6.546734377783218,0.14470385132646083,0.0007137505408577022,0.9256131552833881,0.16233262581559024,24.937502033066163
250,S067_b12a22_a_LVM_2,295.0,13888888.75,4.5,28.0,0.39285714285714285,-7.490962250779942,0.18764485577309983,0.00027794697224373403,1.0259603807823012,0.1086753774329739,24.282981393306297
251,S067_b12a22_a_LVM_3,259.0,22222000.0,6.0,40.0,0.425,-5.813260336164687,0.2623497968295445,0.00035134149454519323,0.8680185627147555,0.16626778579783807,22.202399046563013
252,S067_b12a22_b_Avg_0,83.0,15873014.285714285,5.0,77.0,0.2597402597402597,-7.647941657393153,0.2294967994354098,0.0014285826494657551,0.8901704948977959,0.14551879851199204,28.531417910793355
253,S067_b12a22_b_LVM_0,275.0,15873014.285714285,5.0,45.0,0.22222222222222218,-8.379122867531342,0.1909445790049014,0.0014002970586002863,0.9241301912175797,0.1323236673578209,30.057679088884957
254,S067_b12a22_b_LVM_3,260.0,22222000.0,6.0,11.0,0.4545454545454545,-5.96954709283942,0.16696037739527717,0.0012613626316878921,0.8886944483462687,0.16393190475216762,21.937414349353073
255,S067_b12a22_c_Avg_0,84.0,15873014.285714285,5.0,72.0,0.3333333333333333,-7.147930968897322,0.6485992033231255,0.02785253882468926,0.8299633948182272,0.16620889729930907,28.651108629723815
256,S067_b12a22_c_Avg_1,100.0,13888888.75,4.5,48.0,0.4583333333333333,-6.535306256454977,0.685037036852206,0.01865333637898825,0.7744022209403854,0.19417288309906827,28.64081921984522
257,S067_b12a22_c_Avg_2,105.0,13888888.75,4.5,171.0,0.49707602339181284,-4.4493376030135305,0.7793879898505282,0.01220857516760213,0.6352803988333936,0.2637772748788219,23.27970216255284
258,S067_b12a22_c_Avg_3,69.0,22222000.0,6.0,49.0,0.6938775510204082,-4.306378519283774,0.6567089414159415,0.014133299297134971,0.6320206042508997,0.26925127071910526,22.63560960803114
259,S067_b12a22_c_LVM_0,276.0,15873014.285714285,5.0,278.0,0.3597122302158273,-6.631896080154928,0.6170708999579738,0.020297428641636438,0.674925834825185,0.21919285093579163,32.65984469282724
260,S067_b12a22_c_LVM_1,286.0,13888888.75,4.5,256.0,0.33984375,-6.16764993855862,0.6449225448921758,0.015878707688839217,0.6580883065953352,0.23620887860256679,31.738796004529828
261,S067_b12a22_c_LVM_2,297.0,13888888.75,4.5,256.0,0.328125,-4.895700466959881,0.7726236594287001,0.014152979076262983,0.7541961000568876,0.21310046745311842,21.553957801532516
262,S067_b12a22_c_LVM_3,261.0,22222000.0,6.0,309.0,0.3592233009708738,-5.003753705761542,0.6755461706608079,0.022075078806134386,0.6938562235804296,0.23377980939975904,23.942113161748814
263,S067_b12a22_d_Avg_0,85.0,15873014.285714285,5.0,206.0,0.6310679611650486,-4.529773184783834,0.4298581707957566,0.024361341309020578,0.4412357469852669,0.33778519017087916,34.00921422501305
264,S067_b12a22_d_Avg_1,99.0,13888888.75,4.5,185.0,0.5405405405405406,-4.649830129458772,0.626987718401536,0.016100911037963416,0.4768221649890674,0.33084040431205897,33.03377044862342
265,S067_b12a22_d_Avg_2,106.0,13888888.75,4.5,230.0,0.6347826086956522,-3.68908750231576,0.5556078973540198,0.021783188609682796,0.4427968024372026,0.35950646153544863,27.640222133740593
266,S067_b12a22_d_Avg_3,70.0,22222000.0,6.0,224.0,0.6205357142857143,-3.3891351587813063,0.5546288010836105,0.014577563779864952,0.4445055168226048,0.3702518337778405,25.16364467942077
267,S067_b12a22_d_LVM_0,277.0,15873014.285714285,5.0,354.0,0.3474576271186441,-5.962691133227493,0.7088073508187839,0.01192131475296437,0.5887346818336454,0.2559589302233292,33.656709925430235
268,S067_b12a22_d_LVM_1,285.0,13888888.75,4.5,427.0,0.3185011709601874,-5.753798681378273,0.710271160088916,0.011013399131612275,0.5247839280615877,0.2913799321513307,37.497831542476035
269,S067_b12a22_d_LVM_2,298.0,13888888.75,4.5,49.0,0.2653061224489796,-5.373982045760432,0.7271742932616749,0.010141168701263142,0.8221391382991319,0.18449899085837207,21.749642522198968
270,S067_b12a22_d_LVM_3,238.0,37000000.0,7.0,476.0,0.34873949579831925,-3.9726283998692273,0.6011888916567472,0.010597801214621621,0.5854280280832285,0.29182242948670417,22.487712170676712
271,S067_b12a22_α_Avg_0,80.0,15873014.285714285,5.0,45.0,0.44444444444444436,-7.615523356042234,0.2795251595904446,0.00030557874514940944,0.8704615010400432,0.15178369104137748,29.016199086183548
272,S067_b12a22_α_Avg_2,107.0,13888888.75,4.5,60.0,0.25,-6.906199323242557,0.23418904808095664,0.00015713088875630917,0.999303125168607,0.11863984979600208,22.97866846916071
273,S067_b12a22_α_Avg_3,71.0,22222000.0,6.0,65.0,0.24615384615384617,-6.047337404397301,0.24637836932984633,0.00024354395037311924,0.9563807003640535,0.1367768063938385,21.053574301680893
274,S067_b12a22_α_LVM_0,264.0,18518350.0,5.333333333333333,87.0,0.2413793103448276,-6.94812819219035,0.3770823072061025,0.0014460036028388417,0.7717780501552126,0.1855740354775541,29.87928570339604
275,S067_b12a22_α_LVM_1,279.0,13888888.75,4.5,190.0,0.22105263157894736,-6.973610396040286,0.4611365573444799,0.001007773308480896,0.8089848963236806,0.1802771268074201,28.825203993738988
276,S067_b12a22_α_LVM_2,299.0,13888888.75,4.5,206.0,0.22330097087378642,-5.481816170167563,0.474887589791786,0.000258811226636378,0.8350479307692309,0.17856891325977028,21.826441044842884
277,S067_b12a22_α_LVM_3,263.0,22222000.0,6.0,49.0,0.5102040816326531,-5.266440709375055,0.25489955064857145,0.0003275257969871557,0.776445118456482,0.2013916052789307,22.56038020185531
278,S067_b12a22_β_Avg_0,81.0,15873014.285714285,5.0,45.0,0.44444444444444436,-6.8851571769704965,0.24225835734227238,0.0016014024872117497,0.780680183087194,0.18371442438893024,29.27103765486293
279,S067_b12a22_β_Avg_2,108.0,13888888.75,4.5,60.0,0.25,-6.202488295585575,0.20553121276741082,0.0014750033361724964,0.8760197171478548,0.15902801109407444,23.758555272753906
280,S073.0.0,109.0,22222000.0,6.0,83.0,0.4096385542168674,-4.518938809620508,0.9411027985000636,0.025311122711303907,0.7722762928968705,0.2139177197655469,19.46396166466087
281,S073.0.1,134.0,18518500.0,5.5,83.0,0.3253012048192771,-4.8993140860750275,1.0308788393275115,0.007867429377066512,0.7977444921464092,0.19981562090788832,20.4613130255036
282,S073.0.2,135.0,18518500.0,5.5,235.0,0.4085106382978723,-3.8742240299781,0.87226832145587,0.008458557891898333,0.5673334633521429,0.3036014491970487,22.70634917758205
283,S073.0.3,136.0,18518500.0,5.5,275.0,0.6654545454545454,-3.259231149421959,0.7677801024417698,0.014152240501200258,0.4247022388726172,0.38324846002340385,25.41523913408966
284,S073.0.4,137.0,18518500.0,5.5,155.0,0.20000000000000004,-4.86009892591114,0.9803684472054783,0.009343100032472124,0.7060898528163612,0.23137353769015845,22.965642773415453
285,S073.0.5,138.0,18518500.0,5.5,155.0,0.5806451612903226,-3.4949464643747774,0.8800245120963693,0.01051177943896238,0.5062129748424872,0.33943597170576073,22.93117550750284
286,S073.0.7,140.0,18518500.0,5.5,83.0,0.40963855421686746,-4.643133359195766,0.9189019594059936,0.007984863098327875,0.7208675404059036,0.22936862470889818,21.464546523311167
287,S073.1.0,141.0,18518500.0,5.5,79.0,0.43037974683544306,-5.873679100139037,0.5610062053768923,0.04627916398664308,0.9906994589157717,0.12793494082730203,19.747450862850744
288,S073.1.1,142.0,18518500.0,5.5,79.0,0.34177215189873417,-5.823959154194013,0.6071697660786574,0.008484306768065353,0.9997731531905439,0.12558040098811285,19.422849433191228
289,S073.1.2,143.0,18518500.0,5.5,231.0,0.41558441558441556,-4.840812726250244,0.5533672363397365,0.00955812880049151,0.7256540019975303,0.22434437863903045,22.19510329910051
290,S073.1.3,144.0,18518500.0,5.5,271.0,0.6752767527675276,-3.803519311885467,0.517306136331903,0.018510166906125395,0.5322068188447334,0.31889410813685704,23.71050667295216
291,S073.1.4,145.0,18518500.0,5.5,151.0,0.20529801324503313,-6.0184189867695155,0.588738531002843,0.008358764932162139,0.9539859251049699,0.13735751629443851,21.022704516652052
292,S073.1.5,146.0,18518500.0,5.5,151.0,0.5960264900662252,-4.401969698736347,0.5452291097305212,0.013022062278553166,0.659896871477924,0.2557128025186614,22.147141404733603
