,lg10_Copies,Target,Cycle,Fluorescence,Reaction
541,8.0,GC55 - HEX,22,-0.04281248068701648,223
542,8.0,GC55 - HEX,23,-0.04341444470531334,223
543,8.0,GC55 - HEX,24,-0.0450573471779372,223
544,8.0,GC55 - HEX,25,-0.04726211950905913,223
545,8.0,GC55 - HEX,26,-0.046544431145390835,223
546,8.0,GC55 - HEX,27,-0.04639227076052087,223
547,8.0,GC55 - HEX,28,-0.048496444783385904,223
548,8.0,GC55 - HEX,29,-0.04833476167265496,223
549,8.0,GC55 - HEX,30,-0.04911318644638775,223
550,8.0,GC55 - HEX,31,-0.050565402140185824,223
551,8.0,GC55 - HEX,32,-0.050473484609466816,223
552,8.0,GC55 - HEX,33,-0.05180466297364785,223
553,8.0,GC55 - HEX,34,-0.05229270267402261,223
554,8.0,GC55 - HEX,35,-0.05367140756940612,223
555,8.0,GC55 - HEX,36,-0.05466661951997997,223
556,8.0,GC55 - HEX,37,-0.05430275268090817,223
557,8.0,GC55 - HEX,38,-0.054499071803688307,223
558,8.0,GC55 - HEX,39,-0.05651983487716746,223
559,8.0,GC55 - HEX,40,-0.057745537439357925,223
