,Experiment,Well,Target,lg10_Copies,Outlier,WellPosition,Copies,Reporter,Sample,Task,Comments,CT,Reaction,SYN_Copies,WT_Copies,Cycle,Fluorescence,Corr_Fluorescence,FAM-HEX
114,JG063A,69,S056.4.4,2.0,False,C21,100.0,FAM,S056.4.4_vs_S056.4.12,STANDARD,,21.231207,114,5.0,2.0,40,0.2678070404005936,0.24843324720859528,-0.5594666425928126
154,JG063A,93,S056.4.4,2.0,False,D21,100.0,FAM,S056.4.4_vs_S056.4.12,STANDARD,,inf,154,5.0,2.0,40,0.014267479984334095,-0.00035395269514992833,-1.0
194,JG063A,117,S056.4.4,3.0,False,E21,1000.0,FAM,S056.4.4_vs_S056.4.12,STANDARD,,inf,194,5.0,3.0,40,0.05341978277129069,0.004774580243974924,-0.9367989165912123
234,JG063A,141,S056.4.4,3.0,False,F21,1000.0,FAM,S056.4.4_vs_S056.4.12,STANDARD,,inf,234,5.0,3.0,40,0.034613862564979794,-0.0004711714282166213,-0.9961662748064251
274,JG063A,165,S056.4.4,4.0,False,G21,10000.0,FAM,S056.4.4_vs_S056.4.12,STANDARD,,22.587152,274,5.0,4.0,40,0.1880334098606011,0.16798780858516693,-0.7156400273352688
314,JG063A,189,S056.4.4,4.0,False,H21,10000.0,FAM,S056.4.4_vs_S056.4.12,STANDARD,,22.308558,314,5.0,4.0,40,0.21158391703233748,0.18418113887310028,-0.6828451772833533
354,JG063A,213,S056.4.4,5.0,False,I21,100000.0,FAM,S056.4.4_vs_S056.4.12,STANDARD,,18.73644,354,5.0,5.0,40,0.5215455309559995,0.4990595281124115,-0.06374038239954838
394,JG063A,237,S056.4.4,5.0,False,J21,100000.0,FAM,S056.4.4_vs_S056.4.12,STANDARD,,18.47751,394,5.0,5.0,40,0.5205336719993475,0.5169212818145752,-0.054917450743422025
434,JG063A,261,S056.4.4,6.0,False,K21,1000000.0,FAM,S056.4.4_vs_S056.4.12,STANDARD,,15.597496,434,5.0,6.0,40,0.7944423091244823,0.7756309509277344,0.601428815184929
472,JG063A,285,S056.4.4,6.0,False,L21,1000000.0,FAM,S056.4.4_vs_S056.4.12,STANDARD,,15.417866,472,5.0,6.0,40,0.8003020945443329,0.7851302623748779,0.6336037687661107
512,JG063A,309,S056.4.4,7.0,False,M21,10000000.0,FAM,S056.4.4_vs_S056.4.12,STANDARD,,12.793573,512,5.0,7.0,40,0.9174888299051193,0.886545717716217,0.9306965845061639
552,JG063A,333,S056.4.4,7.0,False,N21,10000000.0,FAM,S056.4.4_vs_S056.4.12,STANDARD,,12.698489,552,5.0,7.0,40,0.9469675095498369,0.8801464438438416,0.9658747115180348
592,JG063A,357,S056.4.4,8.0,False,O21,100000000.0,FAM,S056.4.4_vs_S056.4.12,STANDARD,,10.131643,592,5.0,8.0,40,0.941333610084847,0.8687992095947266,0.9911578023063436
632,JG063A,381,S056.4.4,8.0,False,P21,100000000.0,FAM,S056.4.4_vs_S056.4.12,STANDARD,,9.956508,632,5.0,8.0,40,0.9494268794757136,0.9159491658210754,1.0
