# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_6\data\JG074D_L2_500_like_competitor_sweep.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2022-04-06 12:12:16 PM EDT
# Run End Date/Time: 2022-04-06 02:06:43 PM EDT
# Run Duration: 114 minutes 26 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-10-26 01:45:00 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-10-26 01:45:14 PM EDT
"Sample","Target","Number of Replicates","Quantity","Number of Cqs","Cq Mean","Cq SD","Cq SE","Biogroup"
"JG074D.042","FAM","1","-","0","14.471323198365436","","",
"JG074D.042","HEX","1","-","0","11.717703655885082","","",
"JG074D.043","FAM","1","-","0","14.244177502991409","","",
"JG074D.043","HEX","1","-","0","11.877936240986443","","",
"JG074D.044","FAM","1","-","0","11.723938436589183","","",
"JG074D.044","HEX","1","-","0","11.991538160003635","","",
"JG074D.045","FAM","1","-","0","7.563914402114744","","",
"JG074D.045","HEX","1","-","0","11.70596880235015","","",
"JG074D.046","FAM","1","-","0","7.5585705431567","","",
"JG074D.046","HEX","1","-","0","11.503343575315238","","",
"JG074D.047","FAM","1","-","0","7.417330237261787","","",
"JG074D.047","HEX","1","-","0","11.851705447076807","","",
"JG074D.048","FAM","1","-","0","7.719163676123916","","",
"JG074D.048","HEX","1","-","0","11.549831634586827","","",
"JG074D.049","FAM","1","-","0","19.4960095803124","","",
"JG074D.049","HEX","1","-","0","13.720019679238291","","",
"JG074D.050","FAM","1","-","0","16.83158108732673","","",
"JG074D.050","HEX","1","-","0","13.681641088818022","","",
"JG074D.051","FAM","1","-","0","17.921552134478922","","",
"JG074D.051","HEX","1","-","0","13.408699377697989","","",
"JG074D.052","FAM","1","-","0","16.72963309599527","","",
"JG074D.052","HEX","1","-","0","13.5667738703956","","",
"JG074D.053","FAM","1","-","0","12.123957473715073","","",
"JG074D.053","HEX","1","-","0","13.508388273765476","","",
"JG074D.054","FAM","1","-","0","19.74211597866746","","",
"JG074D.054","HEX","1","-","0","13.340905007415575","","",
"JG074D.055","FAM","1","-","0","16.377304541702003","","",
"JG074D.055","HEX","1","-","0","13.539279977351814","","",
"JG074D.056","FAM","1","-","0","16.839794610357426","","",
"JG074D.056","HEX","1","-","0","13.442948024510024","","",
"JG074D.057","FAM","1","-","0","16.632606462761252","","",
"JG074D.057","HEX","1","-","0","13.593000990967784","","",
"JG074D.058","FAM","1","-","0","12.202238957370952","","",
"JG074D.058","HEX","1","-","0","13.479471114452874","","",
"JG074D.059","FAM","1","-","0","17.776936869852616","","",
"JG074D.059","HEX","1","-","0","13.422177895309389","","",
"JG074D.060","FAM","1","-","0","16.25277051514979","","",
"JG074D.060","HEX","1","-","0","13.436437434294756","","",
"JG074D.061","FAM","1","-","0","16.169992979371102","","",
"JG074D.061","HEX","1","-","0","13.493762054508071","","",
"JG074D.062","FAM","1","-","0","16.07499371874504","","",
"JG074D.062","HEX","1","-","0","13.410555165991386","","",
"JG074D.063","FAM","1","-","0","12.050835610227136","","",
"JG074D.063","HEX","1","-","0","13.619665646864572","","",
"JG074D.064","FAM","1","-","0","13.921814243770267","","",
"JG074D.064","HEX","1","-","0","13.36780078899438","","",
"JG074D.065","FAM","1","-","0","14.138722747326009","","",
"JG074D.065","HEX","1","-","0","13.490448500566256","","",
"JG074D.066","FAM","1","-","0","14.231351183363515","","",
"JG074D.066","HEX","1","-","0","13.507333564093305","","",
"JG074D.067","FAM","1","-","0","14.176458228624933","","",
"JG074D.067","HEX","1","-","0","13.4465685725309","","",
"JG074D.068","FAM","1","-","0","11.808268822015098","","",
"JG074D.068","HEX","1","-","0","13.457423651543753","","",
"JG074D.069","FAM","1","-","0","7.636568857858302","","",
"JG074D.069","HEX","1","-","0","13.21206491811288","","",
"JG074D.070","FAM","1","-","0","7.634486796389579","","",
"JG074D.070","HEX","1","-","0","13.55886981844752","","",
"JG074D.071","FAM","1","-","0","7.655719476498605","","",
"JG074D.071","HEX","1","-","0","13.319522178776932","","",
"JG074D.072","FAM","1","-","0","7.620897047720089","","",
"JG074D.072","HEX","1","-","0","13.538211961284642","","",
"JG074D.073","FAM","1","-","0","18.764859940821097","","",
"JG074D.073","HEX","1","-","0","15.20614428693887","","",
"JG074D.074","FAM","1","-","0","16.443356508905865","","",
"JG074D.074","HEX","1","-","0","15.376000868503041","","",
"JG074D.075","FAM","1","-","0","17.502721242790386","","",
"JG074D.075","HEX","1","-","0","15.01047067089755","","",
"JG074D.076","FAM","1","-","0","16.279359843164414","","",
"JG074D.076","HEX","1","-","0","15.221111025854523","","",
"JG074D.077","FAM","1","-","0","12.139961120583475","","",
"JG074D.077","HEX","1","-","0","15.263365340220279","","",
"JG074D.078","FAM","1","-","0","18.50960043067582","","",
"JG074D.078","HEX","1","-","0","15.16707548790259","","",
"JG074D.079","FAM","1","-","0","16.11505468664628","","",
"JG074D.079","HEX","1","-","0","15.300608632259276","","",
"JG074D.080","FAM","1","-","0","16.42978491954434","","",
"JG074D.080","HEX","1","-","0","15.121607310628356","","",
"JG074D.081","FAM","1","-","0","16.215495700057545","","",
"JG074D.081","HEX","1","-","0","15.24449851333237","","",
"JG074D.082","FAM","1","-","0","12.180555031410734","","",
"JG074D.082","HEX","1","-","0","15.23048985319939","","",
"JG074D.083","FAM","1","-","0","17.273151505946778","","",
"JG074D.083","HEX","1","-","0","15.216827275490491","","",
"JG074D.084","FAM","1","-","0","15.892832292652777","","",
"JG074D.084","HEX","1","-","0","15.176006495287723","","",
"JG074D.085","FAM","1","-","0","15.948498961693147","","",
"JG074D.085","HEX","1","-","0","15.136261442095723","","",
"JG074D.086","FAM","1","-","0","15.685241901439575","","",
"JG074D.086","HEX","1","-","0","15.087024964287917","","",
"JG074D.087","FAM","1","-","0","12.05528790738958","","",
"JG074D.087","HEX","1","-","0","14.94974101800332","","",
"JG074D.088","FAM","1","-","0","13.706192844260187","","",
"JG074D.088","HEX","1","-","0","15.093962533311583","","",
"JG074D.089","FAM","1","-","0","14.018535885975997","","",
"JG074D.089","HEX","1","-","0","15.316573653219077","","",
"JG074D.090","FAM","1","-","0","14.114012015545867","","",
"JG074D.090","HEX","1","-","0","14.989036870134356","","",
"JG074D.091","FAM","1","-","0","14.099549378501639","","",
"JG074D.091","HEX","1","-","0","15.21792809573573","","",
"JG074D.092","FAM","1","-","0","11.694575490385024","","",
"JG074D.092","HEX","1","-","0","15.170635736170702","","",
"JG074D.093","FAM","1","-","0","7.600767742839627","","",
"JG074D.093","HEX","1","-","0","15.387228351383921","","",
"JG074D.094","FAM","1","-","0","7.668385487727196","","",
"JG074D.094","HEX","1","-","0","14.93799734899082","","",
"JG074D.095","FAM","1","-","0","7.530404969136592","","",
"JG074D.095","HEX","1","-","0","15.311621086132046","","",
"JG074D.096","FAM","1","-","0","7.6302016477545465","","",
"JG074D.096","HEX","1","-","0","15.37597484479284","","",
"JG074D.097","FAM","1","-","0","18.044160924644604","","",
"JG074D.097","HEX","1","-","0","17.07457500890684","","",
"JG074D.098","FAM","1","-","0","16.322076610749512","","",
"JG074D.098","HEX","1","-","0","16.750690349330604","","",
"JG074D.099","FAM","1","-","0","16.721097839225735","","",
"JG074D.099","HEX","1","-","0","16.95757315029787","","",
"JG074D.100","FAM","1","-","0","16.16963906389337","","",
"JG074D.100","HEX","1","-","0","16.84559052385157","","",
"JG074D.101","FAM","1","-","0","12.15955162284143","","",
"JG074D.101","HEX","1","-","0","16.979743362405827","","",
"JG074D.102","FAM","1","-","0","18.114207039220943","","",
"JG074D.102","HEX","1","-","0","16.902164209870286","","",
"JG074D.103","FAM","1","-","0","16.018582658793537","","",
"JG074D.103","HEX","1","-","0","","","",
"JG074D.104","FAM","1","-","0","16.27278449875805","","",
"JG074D.104","HEX","1","-","0","17.00950646355409","","",
"JG074D.105","FAM","1","-","0","16.064624608877985","","",
"JG074D.105","HEX","1","-","0","16.93666900597522","","",
"JG074D.106","FAM","1","-","0","12.2177295354365","","",
"JG074D.106","HEX","1","-","0","17.033382184663246","","",
"JG074D.107","FAM","1","-","0","17.00880523624147","","",
"JG074D.107","HEX","1","-","0","17.139992267907843","","",
"JG074D.108","FAM","1","-","0","15.902069690921497","","",
"JG074D.108","HEX","1","-","0","16.885489712183826","","",
"JG074D.109","FAM","1","-","0","15.980930227653182","","",
"JG074D.109","HEX","1","-","0","16.862441985086782","","",
"JG074D.110","FAM","1","-","0","15.680827980212289","","",
"JG074D.110","HEX","1","-","0","16.851526046335565","","",
"JG074D.111","FAM","1","-","0","12.146741925089511","","",
"JG074D.111","HEX","1","-","0","16.921669994675824","","",
"JG074D.112","FAM","1","-","0","13.824123322226757","","",
"JG074D.112","HEX","1","-","0","16.80174635033176","","",
"JG074D.113","FAM","1","-","0","14.060962039405553","","",
"JG074D.113","HEX","1","-","0","","","",
"JG074D.114","FAM","1","-","0","14.231465335370427","","",
"JG074D.114","HEX","1","-","0","16.786942980677694","","",
"JG074D.115","FAM","1","-","0","14.092345498864177","","",
"JG074D.115","HEX","1","-","0","16.792652734224177","","",
"JG074D.116","FAM","1","-","0","11.717418802164865","","",
"JG074D.116","HEX","1","-","0","16.74140143101748","","",
"JG074D.117","FAM","1","-","0","7.564154268472908","","",
"JG074D.117","HEX","1","-","0","17.770821911755966","","",
"JG074D.118","FAM","1","-","0","7.591393926110301","","",
"JG074D.118","HEX","1","-","0","17.637571698169992","","",
"JG074D.119","FAM","1","-","0","7.66823875394736","","",
"JG074D.119","HEX","1","-","0","17.419614102628877","","",
"JG074D.120","FAM","1","-","0","7.599489644262707","","",
"JG074D.120","HEX","1","-","0","17.514842125388853","","",
"JG074D.121","FAM","1","-","0","18.016372354058227","","",
"JG074D.121","HEX","1","-","0","18.918225152091665","","",
"JG074D.122","FAM","1","-","0","16.24757155889779","","",
"JG074D.122","HEX","1","-","0","18.823609551638178","","",
"JG074D.123","FAM","1","-","0","16.505977897727007","","",
"JG074D.123","HEX","1","-","0","18.915520332925425","","",
"JG074D.124","FAM","1","-","0","16.01619741944769","","",
"JG074D.124","HEX","1","-","0","18.58273822032639","","",
"JG074D.125","FAM","1","-","0","12.210060951772181","","",
"JG074D.125","HEX","1","-","0","19.21265066506082","","",
"JG074D.126","FAM","1","-","0","18.024771964071384","","",
"JG074D.126","HEX","1","-","0","18.936741234135","","",
"JG074D.127","FAM","1","-","0","16.047176958647277","","",
"JG074D.127","HEX","1","-","0","19.015244243494635","","",
"JG074D.128","FAM","1","-","0","16.336908671641815","","",
"JG074D.128","HEX","1","-","0","19.003000731800796","","",
"JG074D.129","FAM","1","-","0","16.02081730629852","","",
"JG074D.129","HEX","1","-","0","18.649480985773998","","",
"JG074D.130","FAM","1","-","0","12.128011721049294","","",
"JG074D.130","HEX","1","-","0","19.229162965156085","","",
"JG074D.131","FAM","1","-","0","17.05561775578429","","",
"JG074D.131","HEX","1","-","0","18.650560831297085","","",
"JG074D.132","FAM","1","-","0","15.79706765395941","","",
"JG074D.132","HEX","1","-","0","18.876406486448083","","",
"JG074D.133","FAM","1","-","0","15.928959781021568","","",
