# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_s3\data\JG076E_FP004-RP004x_Set_I.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2022-07-20 10:55:32 AM EDT
# Run End Date/Time: 2022-07-20 12:51:31 PM EDT
# Run Duration: 115 minutes 59 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-10-26 01:32:35 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-10-26 01:32:41 PM EDT
"Well","Well Position","Cycle Number","TET","ROX","HEX","SUN"
"64","C16","46","325186.7","147339.28",,
"64","C16","47","325801.62","147274.16",,
"64","C16","48","326705.38","147296.19",,
"64","C16","49","327694.1","147439.38",,
"64","C16","50","328570.66","147543.42",,
"64","C16","51","329174.34","147549.95",,
"64","C16","52","329887.78","147479.66",,
"64","C16","53","331057.9","147318.08",,
"64","C16","54","332272.38","147226.64",,
"64","C16","55","333040.66","147240.47",,
"64","C16","56","333834.78","147377.9",,
"64","C16","57","334849.84","147317.75",,
"64","C16","58","335586.3","147143.28",,
"64","C16","59","336298.5","147116.92",,
"64","C16","60","336897.5","147308.55",,
"64","C16","61","337706.78","147259.0",,
"64","C16","62","338468.2","147000.53",,
"64","C16","63","339237.06","147027.9",,
"64","C16","64","339972.72","147420.72",,
"64","C16","65","340948.3","147273.5",,
"64","C16","66","341547.22","147214.95",,
"64","C16","67","342856.44","147423.47",,
"64","C16","68","343837.2","147517.08",,
"64","C16","69","344726.5","147558.14",,
"64","C16","70","345449.1","147500.36",,
"64","C16","71","346681.0","147250.77",,
"64","C16","72","347110.9","147174.61",,
"64","C16","73","348154.06","147306.73",,
"64","C16","74","348898.62","147413.47",,
"64","C16","75","349643.25","147413.6",,
"64","C16","76","350491.62","147403.83",,
"64","C16","77","351647.0","147173.44",,
"64","C16","78","352522.22","147091.53",,
"64","C16","79","353347.94","147177.31",,
"64","C16","80","354561.66","147241.97",,
"64","C16","81","355890.0","147071.56",,
"64","C16","82","357388.56","146868.14",,
"64","C16","83","359537.06","146865.2",,
"64","C16","84","361669.53","147033.45",,
"64","C16","85","364451.3","147003.94",,
"64","C16","86","368101.38","146962.72",,
"64","C16","87","372707.7","146978.14",,
"64","C16","88","379291.84","146935.56",,
"64","C16","89","386375.53","146833.89",,
"64","C16","90","393243.16","146807.8",,
"65","C17","1",,"143562.28",,"62432.22"
"65","C17","2",,"143428.78",,"62549.5"
"65","C17","3",,"143122.12",,"63061.836"
"65","C17","4",,"142816.45",,"63090.156"
"65","C17","5",,"142735.67",,"63157.68"
"65","C17","6",,"142914.38",,"63682.496"
"65","C17","7",,"141595.22",,"63385.11"
"65","C17","8",,"140737.1",,"63047.094"
"65","C17","9",,"140057.95",,"62995.02"
"65","C17","10",,"139763.56",,"63409.316"
"65","C17","11",,"139749.47",,"64295.09"
"65","C17","12",,"139926.52",,"65790.0"
"65","C17","13",,"140089.08",,"68391.72"
"65","C17","14",,"139985.14",,"73127.414"
"65","C17","15",,"139681.02",,"81137.82"
"65","C17","16",,"139470.27",,"93419.27"
"65","C17","17",,"139364.5",,"110244.21"
"65","C17","18",,"139043.86",,"129525.22"
"65","C17","19",,"138813.45",,"147800.61"
"65","C17","20",,"138619.8",,"162578.52"
"65","C17","21",,"138322.88",,"173078.48"
"65","C17","22",,"138133.55",,"179955.53"
"65","C17","23",,"138061.58",,"184333.62"
"65","C17","24",,"138082.08",,"186923.45"
"65","C17","25",,"137975.73",,"188396.86"
"65","C17","26",,"137850.11",,"189727.31"
"65","C17","27",,"137810.69",,"190446.02"
"65","C17","28",,"137774.1",,"191212.25"
"65","C17","29",,"138003.44",,"191762.88"
"65","C17","30",,"138074.34",,"192499.06"
"65","C17","31",,"137971.75",,"193159.89"
"65","C17","32",,"137844.52",,"193749.06"
"65","C17","33",,"137767.48",,"194196.4"
"65","C17","34",,"137651.6",,"194657.73"
"65","C17","35",,"137547.5",,"195159.66"
"65","C17","36",,"137599.44",,"195724.66"
"65","C17","37",,"137713.95",,"196256.73"
"65","C17","38",,"137638.23",,"196954.0"
"65","C17","39",,"137583.5",,"197206.55"
"65","C17","40",,"137581.47",,"197764.86"
"65","C17","41",,"137504.33",,"198279.69"
"65","C17","42",,"137536.9",,"198766.28"
"65","C17","43",,"137596.94",,"199446.0"
"65","C17","44",,"137419.64",,"199718.14"
"65","C17","45",,"137371.3",,"200277.77"
"65","C17","46",,"137672.27",,"200709.89"
"65","C17","47",,"137752.73",,"201159.48"
"65","C17","48",,"137793.08",,"201824.89"
"65","C17","49",,"137737.98",,"202201.72"
"65","C17","50",,"137643.42",,"202772.77"
"65","C17","51",,"137651.72",,"203087.39"
"65","C17","52",,"137541.47",,"203354.61"
"65","C17","53",,"137380.39",,"203739.52"
"65","C17","54",,"137331.72",,"204531.5"
"65","C17","55",,"137544.5",,"204982.97"
"65","C17","56",,"137508.17",,"205408.55"
"65","C17","57",,"137428.33",,"205752.66"
"65","C17","58",,"137281.02",,"206302.38"
"65","C17","59",,"137194.39",,"206643.08"
"65","C17","60",,"137320.23",,"207011.4"
"65","C17","61",,"137503.02",,"207758.6"
"65","C17","62",,"137283.38",,"208429.31"
"65","C17","63",,"137208.83",,"208643.64"
"65","C17","64",,"137435.92",,"208996.23"
"65","C17","65",,"137421.66",,"209414.5"
"65","C17","66",,"137412.84",,"209982.55"
"65","C17","67",,"137361.2",,"210578.36"
"65","C17","68",,"137422.75",,"211110.22"
"65","C17","69",,"137343.22",,"211679.16"
"65","C17","70",,"137302.92",,"211980.72"
"65","C17","71",,"137480.02",,"212560.92"
"65","C17","72",,"137402.06",,"213201.5"
"65","C17","73",,"137319.81",,"213746.33"
"65","C17","74",,"137458.31",,"214351.23"
"65","C17","75",,"137622.25",,"215035.39"
"65","C17","76",,"137534.38",,"215695.94"
"65","C17","77",,"137398.61",,"216707.25"
"65","C17","78",,"137324.58",,"217805.83"
"65","C17","79",,"137405.55",,"219100.75"
"65","C17","80",,"137333.81",,"220927.38"
"65","C17","81",,"137246.22",,"222966.88"
"65","C17","82",,"137219.86",,"225478.17"
"65","C17","83",,"137199.66",,"228758.9"
"65","C17","84",,"137078.52",,"232384.33"
"65","C17","85",,"136993.44",,"236827.47"
"65","C17","86",,"136963.12",,"241988.05"
"65","C17","87",,"136728.58",,"247909.4"
"65","C17","88",,"136568.92",,"254247.16"
"65","C17","89",,"136340.25",,"261340.39"
"65","C17","90",,"136284.11",,"267897.72"
"66","C18","1",,"158768.62",,"70262.72"
"66","C18","2",,"158613.02",,"70213.02"
"66","C18","3",,"158123.88",,"70250.25"
"66","C18","4",,"156740.06",,"69986.11"
"66","C18","5",,"154454.61",,"69228.36"
"66","C18","6",,"152636.81",,"68412.21"
"66","C18","7",,"151980.9",,"68266.08"
"66","C18","8",,"151742.75",,"68419.76"
"66","C18","9",,"151710.61",,"68655.26"
"66","C18","10",,"151903.52",,"68698.1"
"66","C18","11",,"151805.81",,"68956.16"
"66","C18","12",,"151672.98",,"69511.27"
"66","C18","13",,"151655.6",,"70140.38"
"66","C18","14",,"151527.36",,"71130.64"
"66","C18","15",,"151589.0",,"72779.09"
"66","C18","16",,"151812.98",,"75637.87"
"66","C18","17",,"151594.83",,"79894.46"
"66","C18","18",,"151413.7",,"86721.0"
"66","C18","19",,"151443.45",,"95908.71"
"66","C18","20",,"151225.72",,"106661.37"
"66","C18","21",,"150754.8",,"117954.9"
"66","C18","22",,"150529.23",,"129076.336"
"66","C18","23",,"150412.7",,"139345.22"
"66","C18","24",,"150105.11",,"148093.77"
"66","C18","25",,"149949.17",,"155672.72"
"66","C18","26",,"149957.81",,"161724.38"
"66","C18","27",,"149853.56",,"166800.61"
"66","C18","28",,"149734.86",,"170698.03"
"66","C18","29",,"149628.23",,"173344.66"
"66","C18","30",,"149556.0",,"175983.33"
"66","C18","31",,"149652.77",,"177806.34"
"66","C18","32",,"149709.02",,"178928.95"
"66","C18","33",,"149860.28",,"180116.02"
"66","C18","34",,"149871.77",,"180953.06"
"66","C18","35",,"150039.11",,"181732.11"
"66","C18","36",,"149963.27",,"182492.36"
"66","C18","37",,"149829.78",,"183042.83"
"66","C18","38",,"149795.72",,"183539.03"
"66","C18","39",,"149858.47",,"184148.84"
"66","C18","40",,"149694.8",,"184907.58"
"66","C18","41",,"149602.0",,"185337.58"
"66","C18","42",,"149707.45",,"185878.88"
"66","C18","43",,"149662.9",,"186086.27"
"66","C18","44",,"149680.34",,"186567.4"
"66","C18","45",,"149688.38",,"187353.72"
"66","C18","46",,"149646.44",,"187635.2"
"66","C18","47",,"149626.55",,"187870.05"
"66","C18","48",,"149874.61",,"188348.42"
"66","C18","49",,"149835.27",,"188827.2"
"66","C18","50",,"149749.53",,"189113.92"
"66","C18","51",,"149702.11",,"189631.0"
"66","C18","52",,"149697.31",,"190058.6"
"66","C18","53",,"149774.25",,"190495.12"
"66","C18","54",,"149708.27",,"190733.11"
"66","C18","55",,"149667.9",,"191294.39"
"66","C18","56",,"149601.23",,"191768.84"
"66","C18","57",,"149646.36",,"192516.28"
"66","C18","58",,"149595.0",,"192899.3"
"66","C18","59",,"149533.33",,"193065.58"
"66","C18","60",,"149428.48",,"193530.02"
"66","C18","61",,"149404.83",,"193995.11"
"66","C18","62",,"149635.73",,"194305.3"
"66","C18","63",,"149731.61",,"194598.36"
"66","C18","64",,"149853.28",,"195049.08"
"66","C18","65",,"149762.84",,"195400.62"
"66","C18","66",,"149577.72",,"195967.06"
"66","C18","67",,"149367.73",,"196437.0"
"66","C18","68",,"149293.9",,"196799.3"
"66","C18","69",,"149418.73",,"197134.88"
"66","C18","70",,"149436.97",,"197656.16"
"66","C18","71",,"149630.53",,"198176.69"
"66","C18","72",,"149600.72",,"198501.66"
"66","C18","73",,"149601.73",,"198969.33"
"66","C18","74",,"149726.61",,"199480.0"
"66","C18","75",,"149662.73",,"200048.02"
"66","C18","76",,"149567.31",,"200522.28"
"66","C18","77",,"149398.94",,"201335.52"
"66","C18","78",,"149350.47",,"202219.84"
"66","C18","79",,"149561.02",,"203133.22"
"66","C18","80",,"149578.38",,"204512.44"
"66","C18","81",,"149704.2",,"206345.8"
"66","C18","82",,"149622.9",,"208581.31"
"66","C18","83",,"149451.84",,"212089.5"
"66","C18","84",,"149325.8",,"216489.69"
"66","C18","85",,"149182.27",,"222046.14"
"66","C18","86",,"148911.7",,"228760.86"
"66","C18","87",,"148825.69",,"236384.97"
"66","C18","88",,"148828.48",,"244745.92"
"66","C18","89",,"148547.06",,"253340.42"
"66","C18","90",,"148469.42",,"261002.53"
"67","C19","1",,"159024.64",,"68744.86"
"67","C19","2",,"158542.56",,"68719.85"
"67","C19","3",,"157942.81",,"68906.78"
"67","C19","4",,"157064.11",,"68823.41"
"67","C19","5",,"154729.52",,"68377.19"
"67","C19","6",,"152915.28",,"67776.27"
"67","C19","7",,"152099.94",,"67557.305"
"67","C19","8",,"151736.9",,"67495.94"
"67","C19","9",,"151486.22",,"67524.54"
"67","C19","10",,"151229.77",,"67687.75"
"67","C19","11",,"151143.84",,"67814.93"
"67","C19","12",,"151260.11",,"68265.21"
"67","C19","13",,"151265.31",,"68747.76"
"67","C19","14",,"151113.55",,"69521.91"
"67","C19","15",,"151151.14",,"70802.3"
"67","C19","16",,"151213.69",,"72960.58"
"67","C19","17",,"151082.27",,"76280.375"
"67","C19","18",,"151048.31",,"80533.02"
"67","C19","19",,"150910.9",,"86348.04"
"67","C19","20",,"150656.08",,"92994.43"
"67","C19","21",,"150426.2",,"100037.8"
"67","C19","22",,"150363.8",,"107651.46"
"67","C19","23",,"150271.56",,"115077.875"
"67","C19","24",,"150308.4",,"122628.26"
"67","C19","25",,"150106.23",,"129564.88"
"67","C19","26",,"149827.89",,"136272.02"
"67","C19","27",,"149622.53",,"142728.03"
"67","C19","28",,"149612.14",,"148306.98"
"67","C19","29",,"149489.62",,"152920.39"
"67","C19","30",,"149324.2",,"157463.94"
"67","C19","31",,"149359.5",,"161743.94"
"67","C19","32",,"149286.44",,"165047.47"
"67","C19","33",,"149231.27",,"168242.16"
"67","C19","34",,"149376.98",,"170847.56"
"67","C19","35",,"149401.66",,"173157.92"
"67","C19","36",,"149114.05",,"175268.84"
"67","C19","37",,"148971.53",,"177303.11"
"67","C19","38",,"149211.14",,"178931.08"
"67","C19","39",,"149117.48",,"180377.11"
"67","C19","40",,"149036.61",,"181592.97"
"67","C19","41",,"149045.67",,"183100.97"
"67","C19","42",,"149054.28",,"184249.2"
"67","C19","43",,"148957.22",,"185012.97"
"67","C19","44",,"149075.77",,"185951.5"
"67","C19","45",,"148964.73",,"186806.19"
"67","C19","46",,"148955.84",,"187824.17"
"67","C19","47",,"149109.08",,"188949.34"
"67","C19","48",,"149144.36",,"189968.28"
"67","C19","49",,"149030.1",,"190490.62"
"67","C19","50",,"149104.25",,"191410.58"
"67","C19","51",,"149199.22",,"192317.55"
"67","C19","52",,"149096.1",,"193163.53"
"67","C19","53",,"148979.83",,"194171.97"
"67","C19","54",,"148855.44",,"194919.7"
"67","C19","55",,"148952.7",,"195736.92"
"67","C19","56",,"148811.36",,"196619.47"
"67","C19","57",,"148650.62",,"197477.67"
"67","C19","58",,"148741.73",,"198288.08"
"67","C19","59",,"148894.36",,"198923.9"
"67","C19","60",,"149041.61",,"199888.5"
"67","C19","61",,"149033.95",,"200641.58"
"67","C19","62",,"148811.47",,"201620.23"
"67","C19","63",,"148671.88",,"202836.33"
"67","C19","64",,"148860.02",,"204075.02"
"67","C19","65",,"148892.97",,"205268.6"
"67","C19","66",,"148851.48",,"206891.84"
"67","C19","67",,"148761.75",,"208639.44"
"67","C19","68",,"148635.05",,"211340.0"
"67","C19","69",,"148700.42",,"214906.97"
"67","C19","70",,"148595.88",,"219063.86"
"67","C19","71",,"148564.61",,"224004.42"
"67","C19","72",,"148368.11",,"229859.3"
"67","C19","73",,"148051.97",,"236859.7"
"67","C19","74",,"147878.25",,"244152.7"
"67","C19","75",,"147888.48",,"251134.62"
"67","C19","76",,"147790.98",,"258114.28"
"67","C19","77",,"147785.83",,"265025.12"
"67","C19","78",,"147667.73",,"271483.06"
"67","C19","79",,"147531.98",,"277785.97"
"67","C19","80",,"147531.62",,"284385.56"
"67","C19","81",,"147460.6",,"290798.66"
"67","C19","82",,"147317.45",,"296809.9"
"67","C19","83",,"147204.14",,"302737.22"
"67","C19","84",,"147063.5",,"308472.6"
"67","C19","85",,"146937.36",,"314562.3"
"67","C19","86",,"146813.64",,"320906.8"
"67","C19","87",,"146720.08",,"326418.66"
"67","C19","88",,"146365.03",,"332239.0"
"67","C19","89",,"145615.02",,"338849.16"
"67","C19","90",,"145437.62",,"345018.2"
"68","C20","1",,"152526.97",,"60761.23"
"68","C20","2",,"152347.47",,"60698.246"
"68","C20","3",,"151632.17",,"60629.15"
"68","C20","4",,"150046.44",,"60529.074"
"68","C20","5",,"147919.3",,"59967.52"
"68","C20","6",,"146050.34",,"59204.895"
"68","C20","7",,"145460.25",,"58858.79"
"68","C20","8",,"145152.78",,"58819.4"
"68","C20","9",,"144838.03",,"58881.56"
"68","C20","10",,"144573.53",,"58974.113"
"68","C20","11",,"144297.52",,"59085.594"
"68","C20","12",,"144101.45",,"59398.566"
"68","C20","13",,"144077.55",,"60167.574"
"68","C20","14",,"144096.52",,"61863.406"
"68","C20","15",,"144062.47",,"64609.77"
"68","C20","16",,"144060.7",,"69451.79"
"68","C20","17",,"143686.23",,"77346.43"
"68","C20","18",,"143454.39",,"89014.11"
"68","C20","19",,"143337.47",,"104237.55"
"68","C20","20",,"143075.27",,"120484.65"
"68","C20","21",,"142739.12",,"135731.31"
"68","C20","22",,"142557.17",,"148304.02"
"68","C20","23",,"142457.73",,"157740.27"
"68","C20","24",,"142353.45",,"164452.03"
"68","C20","25",,"142325.34",,"169105.83"
"68","C20","26",,"142267.47",,"172346.25"
"68","C20","27",,"142364.73",,"174623.64"
"68","C20","28",,"142362.83",,"176160.72"
"68","C20","29",,"142228.22",,"177515.47"
"68","C20","30",,"142173.73",,"178143.73"
"68","C20","31",,"142389.77",,"178714.52"
"68","C20","32",,"142394.94",,"179466.66"
"68","C20","33",,"142279.02",,"180196.64"
"68","C20","34",,"142185.62",,"180614.78"
"68","C20","35",,"142103.44",,"181345.92"
"68","C20","36",,"142064.56",,"182031.1"
"68","C20","37",,"142079.23",,"182482.48"
"68","C20","38",,"142166.1",,"183101.81"
"68","C20","39",,"142121.62",,"183881.6"
"68","C20","40",,"142141.55",,"184579.28"
"68","C20","41",,"142094.72",,"185110.6"
"68","C20","42",,"142123.92",,"185436.23"
"68","C20","43",,"141949.02",,"185789.89"
"68","C20","44",,"141846.36",,"186292.58"
"68","C20","45",,"141935.73",,"186756.52"
"68","C20","46",,"142091.28",,"187407.58"
"68","C20","47",,"142051.4",,"187787.92"
"68","C20","48",,"142032.39",,"188418.5"
"68","C20","49",,"142002.73",,"189221.17"
"68","C20","50",,"142146.64",,"189385.64"
"68","C20","51",,"142104.17",,"189727.06"
"68","C20","52",,"142111.47",,"190408.42"
"68","C20","53",,"142222.8",,"191358.1"
"68","C20","54",,"142186.05",,"191875.02"
"68","C20","55",,"142221.17",,"192002.39"
"68","C20","56",,"142164.44",,"192587.55"
"68","C20","57",,"142172.5",,"192962.38"
"68","C20","58",,"142096.52",,"193523.64"
"68","C20","59",,"142083.36",,"193900.53"
"68","C20","60",,"142133.31",,"194193.8"
"68","C20","61",,"142082.4",,"194826.27"
"68","C20","62",,"142000.38",,"195514.83"
"68","C20","63",,"142007.61",,"195942.56"
"68","C20","64",,"142001.06",,"196396.72"
"68","C20","65",,"142217.8",,"196982.4"
"68","C20","66",,"142222.08",,"197489.92"
"68","C20","67",,"142200.14",,"198003.27"
"68","C20","68",,"142173.8",,"198342.19"
"68","C20","69",,"142109.42",,"198846.75"
"68","C20","70",,"142158.84",,"199478.1"
"68","C20","71",,"142124.83",,"200241.61"
"68","C20","72",,"142236.58",,"201032.47"
"68","C20","73",,"142312.14",,"201745.89"
"68","C20","74",,"142261.42",,"202180.08"
"68","C20","75",,"142035.69",,"202998.66"
"68","C20","76",,"141974.02",,"203914.31"
"68","C20","77",,"142219.75",,"205013.25"
"68","C20","78",,"142263.0",,"206323.94"
"68","C20","79",,"142219.97",,"207957.42"
"68","C20","80",,"142002.2",,"209811.84"
"68","C20","81",,"141907.56",,"212244.08"
"68","C20","82",,"142009.02",,"215362.58"
"68","C20","83",,"141956.72",,"219767.02"
"68","C20","84",,"141770.9",,"224745.62"
"68","C20","85",,"141676.7",,"230739.11"
"68","C20","86",,"141647.81",,"237965.64"
"68","C20","87",,"141370.94",,"245950.27"
"68","C20","88",,"141117.55",,"255099.28"
"68","C20","89",,"141035.16",,"264086.94"
"68","C20","90",,"141023.48",,"272043.12"
"69","C21","1",,"150498.06",,"62462.055"
"69","C21","2",,"150345.3",,"62399.57"
"69","C21","3",,"149869.69",,"62277.543"
"69","C21","4",,"148264.83",,"62075.945"
"69","C21","5",,"146410.14",,"61700.31"
"69","C21","6",,"144850.23",,"60825.66"
"69","C21","7",,"143931.39",,"60640.25"
"69","C21","8",,"143567.9",,"60735.71"
"69","C21","9",,"143373.47",,"60733.477"
"69","C21","10",,"143304.69",,"60780.426"
"69","C21","11",,"143295.98",,"61050.883"
"69","C21","12",,"143234.81",,"61447.95"
"69","C21","13",,"143049.06",,"62084.637"
"69","C21","14",,"142920.16",,"63201.44"
"69","C21","15",,"143103.7",,"64687.277"
"69","C21","16",,"142910.44",,"66911.445"
"69","C21","17",,"142697.88",,"69973.43"
"69","C21","18",,"142673.02",,"74179.56"
"69","C21","19",,"142650.66",,"79473.51"
"69","C21","20",,"142522.84",,"85126.39"
"69","C21","21",,"142550.38",,"91236.49"
"69","C21","22",,"142438.66",,"97582.48"
"69","C21","23",,"142401.28",,"103849.54"
"69","C21","24",,"142327.77",,"109794.03"
"69","C21","25",,"142194.84",,"115658.68"
"69","C21","26",,"142198.66",,"121470.77"
"69","C21","27",,"142013.48",,"126472.44"
"69","C21","28",,"141809.27",,"131212.75"
"69","C21","29",,"141652.73",,"135220.55"
"69","C21","30",,"141570.53",,"139129.4"
"69","C21","31",,"141800.28",,"142084.81"
"69","C21","32",,"141739.86",,"144947.83"
"69","C21","33",,"141600.62",,"147650.83"
"69","C21","34",,"141559.12",,"149581.92"
"69","C21","35",,"141442.06",,"151527.52"
"69","C21","36",,"141509.86",,"153117.98"
"69","C21","37",,"141763.34",,"154567.38"
"69","C21","38",,"141653.6",,"155846.89"
"69","C21","39",,"141482.6",,"156981.03"
"69","C21","40",,"141463.72",,"158026.16"
"69","C21","41",,"141544.38",,"158596.95"
"69","C21","42",,"141472.22",,"159500.12"
"69","C21","43",,"141585.1",,"160349.6"
"69","C21","44",,"141721.28",,"161090.48"
"69","C21","45",,"141702.02",,"161800.69"
"69","C21","46",,"141644.03",,"162288.25"
"69","C21","47",,"141599.31",,"162827.9"
"69","C21","48",,"141744.05",,"163457.12"
"69","C21","49",,"141803.34",,"164352.47"
"69","C21","50",,"141659.33",,"164792.75"
"69","C21","51",,"141558.52",,"165260.42"
"69","C21","52",,"141615.17",,"166127.78"
"69","C21","53",,"141630.53",,"166882.1"
"69","C21","54",,"141715.4",,"167512.98"
"69","C21","55",,"141753.39",,"168241.64"
"69","C21","56",,"141854.47",,"169136.61"
"69","C21","57",,"141686.88",,"169925.23"
"69","C21","58",,"141504.81",,"170683.34"
"69","C21","59",,"141517.83",,"171119.25"
"69","C21","60",,"141791.34",,"171792.67"
"69","C21","61",,"141712.17",,"172993.12"
"69","C21","62",,"141597.89",,"174728.06"
"69","C21","63",,"141560.48",,"175946.34"
"69","C21","64",,"141505.45",,"178144.78"
"69","C21","65",,"141532.05",,"180844.72"
"69","C21","66",,"141424.17",,"184650.94"
"69","C21","67",,"141370.12",,"189595.6"
"69","C21","68",,"141293.98",,"195010.31"
"69","C21","69",,"141385.11",,"201410.64"
"69","C21","70",,"141144.9",,"207869.75"
"69","C21","71",,"140991.0",,"214778.94"
"69","C21","72",,"141000.2",,"221829.47"
"69","C21","73",,"140736.75",,"229065.44"
"69","C21","74",,"140608.94",,"235936.83"
"69","C21","75",,"140719.95",,"242527.69"
"69","C21","76",,"140668.3",,"249556.45"
"69","C21","77",,"140585.66",,"256843.38"
"69","C21","78",,"140123.97",,"263630.44"
"69","C21","79",,"139943.94",,"270054.3"
"69","C21","80",,"139946.27",,"277110.44"
"69","C21","81",,"139851.66",,"283402.66"
"69","C21","82",,"139777.77",,"289868.94"
"69","C21","83",,"139815.84",,"296714.94"
"69","C21","84",,"139714.2",,"302794.0"
"69","C21","85",,"139461.31",,"308975.53"
"69","C21","86",,"139386.14",,"315773.97"
"69","C21","87",,"139466.75",,"321852.38"
"69","C21","88",,"139382.36",,"327841.97"
"69","C21","89",,"139129.69",,"333032.2"
"69","C21","90",,"139067.77",,"337547.5"
"70","C22","1",,"152787.84",,"62413.69"
"70","C22","2",,"152583.86",,"62365.305"
"70","C22","3",,"151983.53",,"62054.8"
"70","C22","4",,"150500.36",,"61458.06"
"70","C22","5",,"148597.12",,"60721.68"
"70","C22","6",,"147133.38",,"60043.48"
"70","C22","7",,"146444.06",,"59902.117"
"70","C22","8",,"145737.98",,"59901.85"
"70","C22","9",,"145301.42",,"59912.742"
"70","C22","10",,"145191.33",,"59960.707"
"70","C22","11",,"145331.11",,"60045.57"
"70","C22","12",,"145150.39",,"60511.42"
"70","C22","13",,"144946.7",,"61237.25"
"70","C22","14",,"144905.42",,"62644.99"
"70","C22","15",,"144939.94",,"65144.074"
"70","C22","16",,"144770.98",,"68881.64"
"70","C22","17",,"144793.78",,"74507.445"
"70","C22","18",,"144677.83",,"81943.31"
"70","C22","19",,"144404.11",,"90835.695"
"70","C22","20",,"144352.55",,"100394.58"
"70","C22","21",,"144259.78",,"110015.695"
"70","C22","22",,"143943.67",,"119813.414"
"70","C22","23",,"143690.69",,"128877.805"
"70","C22","24",,"143669.36",,"136775.25"
"70","C22","25",,"143478.61",,"143942.89"
"70","C22","26",,"143556.7",,"150040.5"
"70","C22","27",,"143584.75",,"155158.77"
"70","C22","28",,"143441.7",,"159791.3"
"70","C22","29",,"143210.47",,"163606.55"
"70","C22","30",,"143310.75",,"166348.22"
"70","C22","31",,"143430.03",,"168885.7"
"70","C22","32",,"143386.03",,"171399.36"
"70","C22","33",,"143334.97",,"172912.06"
"70","C22","34",,"143261.45",,"174220.2"
"70","C22","35",,"143308.58",,"175625.84"
"70","C22","36",,"143164.25",,"177001.2"
"70","C22","37",,"143359.58",,"177611.83"
"70","C22","38",,"143369.12",,"178236.89"
"70","C22","39",,"143211.05",,"178898.92"
"70","C22","40",,"143064.86",,"179697.11"
"70","C22","41",,"143238.47",,"180239.19"
"70","C22","42",,"143332.2",,"180838.39"
"70","C22","43",,"143370.73",,"181235.78"
"70","C22","44",,"143442.58",,"181992.38"
"70","C22","45",,"143376.45",,"182334.5"
"70","C22","46",,"143186.66",,"183115.34"
"70","C22","47",,"143389.95",,"183937.81"
"70","C22","48",,"143503.06",,"184448.06"
"70","C22","49",,"143314.67",,"184707.78"
"70","C22","50",,"143280.88",,"185265.11"
"70","C22","51",,"143521.47",,"185762.36"
"70","C22","52",,"143455.55",,"186300.97"
"70","C22","53",,"143498.8",,"186813.66"
"70","C22","54",,"143280.25",,"187946.4"
"70","C22","55",,"143206.42",,"188838.12"
"70","C22","56",,"143306.9",,"190065.2"
"70","C22","57",,"143366.25",,"192062.94"
"70","C22","58",,"143474.36",,"194709.61"
"70","C22","59",,"143266.2",,"197941.64"
"70","C22","60",,"143085.98",,"202426.1"
"70","C22","61",,"143285.84",,"207683.33"
"70","C22","62",,"143212.84",,"214007.42"
"70","C22","63",,"143024.38",,"221009.72"
"70","C22","64",,"143082.55",,"227847.72"
"70","C22","65",,"142941.64",,"234762.27"
"70","C22","66",,"142735.42",,"241958.22"
"70","C22","67",,"142756.5",,"248985.73"
"70","C22","68",,"142589.95",,"256039.3"
"70","C22","69",,"142695.25",,"262857.16"
"70","C22","70",,"142767.47",,"269393.25"
"70","C22","71",,"142570.67",,"275769.5"
"70","C22","72",,"142396.36",,"282142.84"
"70","C22","73",,"142144.38",,"288377.16"
"70","C22","74",,"141892.05",,"294766.22"
"70","C22","75",,"141920.28",,"300953.75"
"70","C22","76",,"141978.89",,"307087.25"
"70","C22","77",,"141787.58",,"313006.44"
"70","C22","78",,"141753.11",,"318781.75"
"70","C22","79",,"141794.92",,"324471.62"
"70","C22","80",,"141942.27",,"330500.9"
"70","C22","81",,"141723.67",,"335921.62"
"70","C22","82",,"141413.81",,"343022.53"
"70","C22","83",,"140868.61",,"350227.28"
"70","C22","84",,"139548.17",,"359317.7"
"70","C22","85",,"138531.55",,"372040.7"
"70","C22","86",,"137351.25",,"385879.34"
"70","C22","87",,"136535.86",,"399668.0"
"70","C22","88",,"135799.92",,"410261.38"
"70","C22","89",,"135030.58",,"419296.5"
"70","C22","90",,"134865.78",,"424921.38"
"71","C23","1",,"157943.23",,"73209.586"
"71","C23","2",,"157736.88",,"73161.07"
"71","C23","3",,"157056.64",,"73134.2"
"71","C23","4",,"155543.86",,"72522.66"
"71","C23","5",,"153912.97",,"72052.13"
"71","C23","6",,"152182.06",,"71277.87"
"71","C23","7",,"150950.47",,"71082.44"
