# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_2\data\JG045A TMCC1 Gen3 EvaGreen.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2020-11-05 10:11:48 AM EST
# Run End Date/Time: 2020-11-05 12:23:07 PM EST
# Run Duration: 131 minutes 18 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-08-07 06:02:02 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-08-07 06:05:19 PM EDT
"Well","Well Position","Reading Number","Target","Temperature","Fluorescence","Derivative"
"1","A1","63","BP160_GC10","76.46549987792969","0.2795982360839844","0.08148631453514099"
"1","A1","64","BP160_GC10","76.72976684570312","0.25957223773002625","0.0670410543680191"
"1","A1","65","BP160_GC10","76.99403381347656","0.2450932264328003","0.05490606278181076"
"1","A1","66","BP160_GC10","77.25830078125","0.2354186773300171","0.04485967010259628"
"1","A1","67","BP160_GC10","77.52256774902344","0.22481383383274078","0.03662813454866409"
"1","A1","68","BP160_GC10","77.78683471679688","0.215575709939003","0.03057037480175495"
"1","A1","69","BP160_GC10","78.05110168457031","0.20828254520893097","0.026081668213009834"
"1","A1","70","BP160_GC10","78.31536865234375","0.20397208631038666","0.02246404066681862"
"1","A1","71","BP160_GC10","78.57963562011719","0.19999878108501434","0.019531691446900368"
"1","A1","72","BP160_GC10","78.84390258789062","0.1922432780265808","0.017115050926804543"
"1","A1","73","BP160_GC10","79.10816192626953","0.18980078399181366","0.015077788382768631"
"1","A1","74","BP160_GC10","79.37242889404297","0.18449553847312927","0.013334287330508232"
"1","A1","75","BP160_GC10","79.6366958618164","0.18183712661266327","0.011853042989969254"
"1","A1","76","BP160_GC10","79.90096282958984","0.17931318283081055","0.010639471933245659"
"1","A1","77","BP160_GC10","80.16522979736328","0.17756767570972443","0.009705089032649994"
"1","A1","78","BP160_GC10","80.42949676513672","0.1755954474210739","0.009039130061864853"
"1","A1","79","BP160_GC10","80.69376373291016","0.17292821407318115","0.008594958111643791"
"1","A1","80","BP160_GC10","80.95802307128906","0.17044612765312195","0.008296318352222443"
"1","A1","81","BP160_GC10","81.2222900390625","0.1701059341430664","0.008058708161115646"
"1","A1","82","BP160_GC10","81.48655700683594","0.1653243750333786","0.007816974073648453"
"1","A1","83","BP160_GC10","81.75082397460938","0.16305212676525116","0.007546363398432732"
"1","A1","84","BP160_GC10","82.01509094238281","0.16199235618114471","0.00726606510579586"
"1","A1","85","BP160_GC10","82.27935791015625","0.15922009944915771","0.007021944969892502"
"1","A1","86","BP160_GC10","82.54362487792969","0.15870068967342377","0.006856763735413551"
"1","A1","87","BP160_GC10","82.80789184570312","0.15839605033397675","0.0067849308252334595"
"1","A1","88","BP160_GC10","83.07215881347656","0.1549844890832901","0.006786452606320381"
"1","A1","89","BP160_GC10","83.33642578125","0.15227605402469635","0.006821257993578911"
"1","A1","90","BP160_GC10","83.60069274902344","0.15248991549015045","0.006852196529507637"
"1","A1","91","BP160_GC10","83.86495971679688","0.14849667251110077","0.006860880181193352"
"1","A1","92","BP160_GC10","84.12921905517578","0.14784762263298035","0.006848838180303574"
"1","A1","93","BP160_GC10","84.39348602294922","0.14602427184581757","0.006826389580965042"
"1","A1","94","BP160_GC10","84.65775299072266","0.14434480667114258","0.006799787282943726"
"1","A1","95","BP160_GC10","84.9220199584961","0.14190664887428284","0.006763719022274017"
"1","A1","96","BP160_GC10","85.18628692626953","0.14119599759578705","0.006701724603772163"
"1","A1","97","BP160_GC10","85.45055389404297","0.1375071406364441","0.006591329351067543"
"1","A1","98","BP160_GC10","85.7148208618164","0.13709720969200134","0.006411038339138031"
"1","A1","99","BP160_GC10","85.97908020019531","0.1345447450876236","0.006150210276246071"
"1","A1","100","BP160_GC10","86.24334716796875","0.1347193568944931","0.005822191014885902"
"1","A1","101","BP160_GC10","86.50761413574219","0.13028185069561005","0.005475232377648354"
"1","A1","102","BP160_GC10","86.77188110351562","0.1282242387533188","0.005188440904021263"
"1","A1","103","BP160_GC10","87.03614807128906","0.13067618012428284","0.005044255405664444"
"1","A1","104","BP160_GC10","87.3004150390625","0.12964195013046265","0.005086485296487808"
"1","A1","105","BP160_GC10","87.56468200683594","0.12692709267139435","0.005289889872074127"
"1","A1","106","BP160_GC10","87.82894897460938","0.12595507502555847","0.005564561113715172"
"1","A1","107","BP160_GC10","88.09321594238281","0.12261674553155899","0.005795877426862717"
"1","A1","108","BP160_GC10","88.35748291015625","0.12084552645683289","0.005896380171179771"
"1","A1","109","BP160_GC10","88.62174987792969","0.1203770786523819","0.005841163918375969"
"1","A1","110","BP160_GC10","88.88601684570312","0.11829251050949097","0.005670912563800812"
"1","A1","111","BP160_GC10","89.15028381347656","0.11482202261686325","0.00546545535326004"
"1","A1","112","BP160_GC10","89.41454315185547","0.11795314401388168","0.005302131175994873"
"1","A1","113","BP160_GC10","89.6788101196289","0.11597566306591034","0.005218198522925377"
"1","A1","114","BP160_GC10","89.94307708740234","0.11289724707603455","0.005195409059524536"
"1","A1","115","BP160_GC10","90.20734405517578","0.1122620478272438","0.0051762405782938"
"1","A1","116","BP160_GC10","90.47161102294922","0.11049933731555939","0.005103986710309982"
"1","A1","117","BP160_GC10","90.73587036132812","0.10870187729597092","0.004962805658578873"
"1","A1","118","BP160_GC10","91.00013732910156","0.10626108199357986","0.004790987819433212"
"1","A1","119","BP160_GC10","91.264404296875","0.10827136039733887","0.004657268524169922"
"1","A1","120","BP160_GC10","91.52867126464844","0.1075042188167572","0.004615839570760727"
"1","A1","121","BP160_GC10","91.79293823242188","0.10617037862539291","0.004671119153499603"
"1","A1","122","BP160_GC10","92.05720520019531","0.102183498442173","0.004776401445269585"
"1","A1","123","BP160_GC10","92.32147216796875","0.10234773904085159","0.0048645734786987305"
"1","A1","124","BP160_GC10","92.58573913574219","0.10159723460674286","0.0048873331397771835"
"1","A1","125","BP160_GC10","92.85000610351562","0.099451445043087","0.004838641732931137"
"1","A1","126","BP160_GC10","93.11427307128906","0.09835513681173325","0.0047534070909023285"
"1","A1","127","BP160_GC10","93.3785400390625","0.09769077599048615","0.004687275737524033"
"1","A1","128","BP160_GC10","93.64280700683594","0.09536689519882202","0.004688248038291931"
"1","A1","129","BP160_GC10","93.90707397460938","0.09746979176998138","0.0047711338847875595"
"1","A1","130","BP160_GC10","94.17134094238281","0.09611646831035614","0.004907069727778435"
"1","A1","131","BP160_GC10","94.43560028076172","0.09149280190467834","0.005037862807512283"
"1","A1","132","BP160_GC10","94.69986724853516","0.08982664346694946","0.005109379068017006"
"2","A2","1","BP160_GC10","60.08100128173828","3.7266037464141846","0.10963405668735504"
"2","A2","2","BP160_GC10","60.34526824951172","3.6901631355285645","0.12095801532268524"
"2","A2","3","BP160_GC10","60.60953140258789","3.6688618659973145","0.13198894262313843"
"2","A2","4","BP160_GC10","60.87379837036133","3.6314642429351807","0.14223870635032654"
"2","A2","5","BP160_GC10","61.138065338134766","3.5806849002838135","0.15149155259132385"
"2","A2","6","BP160_GC10","61.4023323059082","3.5435972213745117","0.15993715822696686"
"2","A2","7","BP160_GC10","61.66659927368164","3.4975976943969727","0.16810645163059235"
"2","A2","8","BP160_GC10","61.93086242675781","3.451781749725342","0.17662763595581055"
"2","A2","9","BP160_GC10","62.19512939453125","3.4178690910339355","0.1859380155801773"
"2","A2","10","BP160_GC10","62.45939636230469","3.368590831756592","0.19610951840877533"
"2","A2","11","BP160_GC10","62.723663330078125","3.3018639087677","0.20687225461006165"
"2","A2","12","BP160_GC10","62.98793029785156","3.257563829421997","0.2178005427122116"
"2","A2","13","BP160_GC10","63.252193450927734","3.190735340118408","0.22853444516658783"
"2","A2","14","BP160_GC10","63.51646041870117","3.1311261653900146","0.2389354109764099"
"2","A2","15","BP160_GC10","63.78072738647461","3.0656096935272217","0.24912282824516296"
"2","A2","16","BP160_GC10","64.04499053955078","3.0036330223083496","0.2593998908996582"
"2","A2","17","BP160_GC10","64.30925750732422","2.928427219390869","0.2700892686843872"
"2","A2","18","BP160_GC10","64.57352447509766","2.8639750480651855","0.28132614493370056"
"2","A2","19","BP160_GC10","64.8377914428711","2.7903892993927","0.29285889863967896"
"2","A2","20","BP160_GC10","65.10205841064453","2.716444730758667","0.30393359065055847"
"2","A2","21","BP160_GC10","65.36632537841797","2.6303343772888184","0.313332736492157"
"2","A2","22","BP160_GC10","65.6305923461914","2.544663667678833","0.3195849359035492"
"2","A2","23","BP160_GC10","65.89485931396484","2.4546773433685303","0.32130879163742065"
"2","A2","24","BP160_GC10","66.15911865234375","2.3629205226898193","0.3175925016403198"
"2","A2","25","BP160_GC10","66.42338562011719","2.265303373336792","0.30829665064811707"
"2","A2","26","BP160_GC10","66.68765258789062","2.184572219848633","0.2941735088825226"
"2","A2","27","BP160_GC10","66.95191955566406","2.097487449645996","0.27674829959869385"
"2","A2","28","BP160_GC10","67.2161865234375","2.0382909774780273","0.25799262523651123"
"2","A2","29","BP160_GC10","67.48045349121094","1.969561219215393","0.23989883065223694"
"2","A2","30","BP160_GC10","67.74472045898438","1.9194833040237427","0.2240770310163498"
"2","A2","31","BP160_GC10","68.00898742675781","1.8716099262237549","0.2115010768175125"
"2","A2","32","BP160_GC10","68.27325439453125","1.8158345222473145","0.2024385929107666"
"2","A2","33","BP160_GC10","68.53752136230469","1.7726960182189941","0.19656388461589813"
"2","A2","34","BP160_GC10","68.80178833007812","1.7262998819351196","0.19319157302379608"
"2","A2","35","BP160_GC10","69.06604766845703","1.6721057891845703","0.1915571093559265"
"2","A2","36","BP160_GC10","69.33031463623047","1.6184320449829102","0.19104774296283722"
"2","A2","37","BP160_GC10","69.5945816040039","1.5729211568832397","0.1913139522075653"
"2","A2","38","BP160_GC10","69.85884857177734","1.523148536682129","0.19224199652671814"
"2","A2","39","BP160_GC10","70.12311553955078","1.4748023748397827","0.1938399374485016"
"2","A2","40","BP160_GC10","70.38738250732422","1.4241706132888794","0.19611583650112152"
"2","A2","41","BP160_GC10","70.65164947509766","1.3702908754348755","0.1990196704864502"
"2","A2","42","BP160_GC10","70.9159164428711","1.3198529481887817","0.2024507075548172"
"2","A2","43","BP160_GC10","71.18017578125","1.2661463022232056","0.20630218088626862"
"2","A2","44","BP160_GC10","71.44444274902344","1.2113782167434692","0.21049170196056366"
"2","A2","45","BP160_GC10","71.70870971679688","1.1534587144851685","0.21495673060417175"
"2","A2","46","BP160_GC10","71.97297668457031","1.099012017250061","0.21960553526878357"
"2","A2","47","BP160_GC10","72.23724365234375","1.0431476831436157","0.22425788640975952"
"2","A2","48","BP160_GC10","72.50151062011719","0.9820601940155029","0.22860148549079895"
"2","A2","49","BP160_GC10","72.76577758789062","0.9177795648574829","0.23218610882759094"
"2","A2","50","BP160_GC10","73.03004455566406","0.8557595014572144","0.23444679379463196"
"2","A2","51","BP160_GC10","73.2943115234375","0.7906783819198608","0.23474206030368805"
"2","A2","52","BP160_GC10","73.55857849121094","0.7267442345619202","0.2324027419090271"
"2","A2","53","BP160_GC10","73.82284545898438","0.6622625589370728","0.2268124520778656"
"2","A2","54","BP160_GC10","74.08710479736328","0.5984775424003601","0.21753348410129547"
"2","A2","55","BP160_GC10","74.35137176513672","0.5364623069763184","0.20446054637432098"
"2","A2","56","BP160_GC10","74.61563873291016","0.47778579592704773","0.18793825805187225"
"2","A2","57","BP160_GC10","74.8799057006836","0.42781734466552734","0.16877666115760803"
"2","A2","58","BP160_GC10","75.14417266845703","0.38564279675483704","0.14812922477722168"
"2","A2","59","BP160_GC10","75.40843963623047","0.3515406548976898","0.12727190554141998"
"2","A2","60","BP160_GC10","75.6727066040039","0.3241535425186157","0.10735918581485748"
"2","A2","61","BP160_GC10","75.93696594238281","0.3015603721141815","0.08923983573913574"
"2","A2","62","BP160_GC10","76.20123291015625","0.2820850908756256","0.07337959855794907"
"2","A2","63","BP160_GC10","76.46549987792969","0.27007922530174255","0.05988890677690506"
"2","A2","64","BP160_GC10","76.72976684570312","0.25612595677375793","0.048623327165842056"
"2","A2","65","BP160_GC10","76.99403381347656","0.2441016286611557","0.039309170097112656"
"2","A2","66","BP160_GC10","77.25830078125","0.23493731021881104","0.03164895623922348"
"2","A2","67","BP160_GC10","77.52256774902344","0.2289300113916397","0.025382554158568382"
"2","A2","68","BP160_GC10","77.78683471679688","0.22362905740737915","0.02097751945257187"
"2","A2","69","BP160_GC10","78.05110168457031","0.21700707077980042","0.01798076555132866"
"2","A2","70","BP160_GC10","78.31536865234375","0.21420925855636597","0.015600479207932949"
"2","A2","71","BP160_GC10","78.57963562011719","0.21051819622516632","0.013718600384891033"
"2","A2","72","BP160_GC10","78.84390258789062","0.207126185297966","0.012226076796650887"
"2","A2","73","BP160_GC10","79.10816192626953","0.20315375924110413","0.011033091694116592"
"2","A2","74","BP160_GC10","79.37242889404297","0.20079460740089417","0.01007527019828558"
"2","A2","75","BP160_GC10","79.6366958618164","0.19918352365493774","0.009311601519584656"
"2","A2","76","BP160_GC10","79.90096282958984","0.19655530154705048","0.008714821189641953"
"2","A2","77","BP160_GC10","80.16522979736328","0.19394131004810333","0.008259343914687634"
"2","A2","78","BP160_GC10","80.42949676513672","0.1934286653995514","0.007913405075669289"
"2","A2","79","BP160_GC10","80.69376373291016","0.19067202508449554","0.007638675160706043"
"2","A2","80","BP160_GC10","80.95802307128906","0.1882617324590683","0.007397729903459549"
"2","A2","81","BP160_GC10","81.2222900390625","0.18692246079444885","0.007165208458900452"
"2","A2","82","BP160_GC10","81.48655700683594","0.18509846925735474","0.006936252117156982"
"2","A2","83","BP160_GC10","81.75082397460938","0.18156129121780396","0.006726380437612534"
"2","A2","84","BP160_GC10","82.01509094238281","0.18281830847263336","0.006561296060681343"
"2","A2","85","BP160_GC10","82.27935791015625","0.17928309738636017","0.006461046636104584"
"2","A2","86","BP160_GC10","82.54362487792969","0.18009153008460999","0.006427755579352379"
"2","A2","87","BP160_GC10","82.80789184570312","0.17689770460128784","0.006443450227379799"
"2","A2","88","BP160_GC10","83.07215881347656","0.17606040835380554","0.006478236988186836"
"2","A2","89","BP160_GC10","83.33642578125","0.1729086935520172","0.006501855328679085"
"2","A2","90","BP160_GC10","83.60069274902344","0.1732834279537201","0.006491616368293762"
"2","A2","91","BP160_GC10","83.86495971679688","0.1701248735189438","0.006434772163629532"
"2","A2","92","BP160_GC10","84.12921905517578","0.16960465908050537","0.006328936666250229"
"2","A2","93","BP160_GC10","84.39348602294922","0.1681261956691742","0.006183028221130371"
"2","A2","94","BP160_GC10","84.65775299072266","0.16357144713401794","0.0060173142701387405"
"2","A2","95","BP160_GC10","84.9220199584961","0.16617442667484283","0.005858851596713066"
"2","A2","96","BP160_GC10","85.18628692626953","0.1631292700767517","0.005731487646698952"
"2","A2","97","BP160_GC10","85.45055389404297","0.16289053857326508","0.005645982921123505"
"2","A2","98","BP160_GC10","85.7148208618164","0.16001124680042267","0.005597081035375595"
"2","A2","99","BP160_GC10","85.97908020019531","0.16036298871040344","0.005569886416196823"
"2","A2","100","BP160_GC10","86.24334716796875","0.1591440588235855","0.005551589652895927"
"2","A2","101","BP160_GC10","86.50761413574219","0.15594631433486938","0.005539467558264732"
"2","A2","102","BP160_GC10","86.77188110351562","0.15469445288181305","0.005538474768400192"
"2","A2","103","BP160_GC10","87.03614807128906","0.15497292578220367","0.005549430847167969"
"2","A2","104","BP160_GC10","87.3004150390625","0.15384668111801147","0.005558224394917488"
"2","A2","105","BP160_GC10","87.56468200683594","0.15114673972129822","0.005537956953048706"
"2","A2","106","BP160_GC10","87.82894897460938","0.14818936586380005","0.005465935915708542"
"2","A2","107","BP160_GC10","88.09321594238281","0.14947815239429474","0.005342606455087662"
"2","A2","108","BP160_GC10","88.35748291015625","0.14651691913604736","0.005196224898099899"
"2","A2","109","BP160_GC10","88.62174987792969","0.14814414083957672","0.005067845806479454"
"2","A2","110","BP160_GC10","88.88601684570312","0.14491114020347595","0.004987157881259918"
"2","A2","111","BP160_GC10","89.15028381347656","0.14521390199661255","0.0049562714993953705"
"2","A2","112","BP160_GC10","89.41454315185547","0.1441759616136551","0.0049505941569805145"
"2","A2","113","BP160_GC10","89.6788101196289","0.1412341296672821","0.004934366792440414"
"2","A2","114","BP160_GC10","89.94307708740234","0.14215503633022308","0.004880398511886597"
"2","A2","115","BP160_GC10","90.20734405517578","0.13965672254562378","0.004783978685736656"
"2","A2","116","BP160_GC10","90.47161102294922","0.13914348185062408","0.004665888845920563"
"2","A2","117","BP160_GC10","90.73587036132812","0.1385187953710556","0.004564641043543816"
"2","A2","118","BP160_GC10","91.00013732910156","0.1383657157421112","0.004522163420915604"
"2","A2","119","BP160_GC10","91.264404296875","0.13664324581623077","0.004568444564938545"
"2","A2","120","BP160_GC10","91.52867126464844","0.13670547306537628","0.004709545522928238"
"2","A2","121","BP160_GC10","91.79293823242188","0.13518787920475006","0.004921389743685722"
"2","A2","122","BP160_GC10","92.05720520019531","0.13426978886127472","0.005151638761162758"
"2","A2","123","BP160_GC10","92.32147216796875","0.1330774873495102","0.0053317006677389145"
"2","A2","124","BP160_GC10","92.58573913574219","0.13069579005241394","0.005398781970143318"
"2","A2","125","BP160_GC10","92.85000610351562","0.12881171703338623","0.005321914330124855"
"2","A2","126","BP160_GC10","93.11427307128906","0.12682975828647614","0.00511951744556427"
"2","A2","127","BP160_GC10","93.3785400390625","0.12894906103610992","0.004857096821069717"
"2","A2","128","BP160_GC10","93.64280700683594","0.12511736154556274","0.004622163251042366"
"2","A2","129","BP160_GC10","93.90707397460938","0.126804381608963","0.004487376660108566"
"2","A2","130","BP160_GC10","94.17134094238281","0.12770742177963257","0.004480898380279541"
"2","A2","131","BP160_GC10","94.43560028076172","0.12387288361787796","0.004579614847898483"
"2","A2","132","BP160_GC10","94.69986724853516","0.12340798228979111","0.004727751016616821"
"4","A4","1","BP160_GC20","60.08100128173828","4.8901777267456055","0.12103697657585144"
"4","A4","2","BP160_GC20","60.34526824951172","4.8555097579956055","0.12616339325904846"
"4","A4","3","BP160_GC20","60.60953140258789","4.819286346435547","0.13098125159740448"
"4","A4","4","BP160_GC20","60.87379837036133","4.784814357757568","0.1351981908082962"
"4","A4","5","BP160_GC20","61.138065338134766","4.761445045471191","0.13873234391212463"
"4","A4","6","BP160_GC20","61.4023323059082","4.71134090423584","0.14167086780071259"
"4","A4","7","BP160_GC20","61.66659927368164","4.683646202087402","0.14417783915996552"
"4","A4","8","BP160_GC20","61.93086242675781","4.6525678634643555","0.14642634987831116"
"4","A4","9","BP160_GC20","62.19512939453125","4.602300643920898","0.14862272143363953"
"4","A4","10","BP160_GC20","62.45939636230469","4.564531326293945","0.15105251967906952"
"4","A4","11","BP160_GC20","62.723663330078125","4.52863073348999","0.15407520532608032"
"4","A4","12","BP160_GC20","62.98793029785156","4.489530563354492","0.1580185741186142"
"4","A4","13","BP160_GC20","63.252193450927734","4.45704984664917","0.16303059458732605"
"4","A4","14","BP160_GC20","63.51646041870117","4.4154205322265625","0.16901154816150665"
"4","A4","15","BP160_GC20","63.78072738647461","4.369539260864258","0.17568302154541016"
"4","A4","16","BP160_GC20","64.04499053955078","4.328020095825195","0.18275925517082214"
"4","A4","17","BP160_GC20","64.30925750732422","4.268808841705322","0.19008120894432068"
"4","A4","18","BP160_GC20","64.57352447509766","4.220465183258057","0.19763031601905823"
"4","A4","19","BP160_GC20","64.8377914428711","4.185187339782715","0.2054084688425064"
"4","A4","20","BP160_GC20","65.10205841064453","4.128633499145508","0.21331842243671417"
"4","A4","21","BP160_GC20","65.36632537841797","4.0648698806762695","0.22114579379558563"
"4","A4","22","BP160_GC20","65.6305923461914","4.007427215576172","0.22866809368133545"
"4","A4","23","BP160_GC20","65.89485931396484","3.957866668701172","0.23581203818321228"
"4","A4","24","BP160_GC20","66.15911865234375","3.884103298187256","0.24274781346321106"
"4","A4","25","BP160_GC20","66.42338562011719","3.8274314403533936","0.24985678493976593"
"4","A4","26","BP160_GC20","66.68765258789062","3.7646045684814453","0.2576189339160919"
