# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_2\data\JG045A TMCC1 Gen3 EvaGreen.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2020-11-05 10:11:48 AM EST
# Run End Date/Time: 2020-11-05 12:23:07 PM EST
# Run Duration: 131 minutes 18 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-08-07 06:02:02 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-08-07 06:05:19 PM EDT
"Well","Well Position","Omit","Sample","Target","Task","Reporter","Quencher","Amp Status","Amp Score","Curve Quality","Result Quality Issues","Cq","Cq Confidence","Cq Mean","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4"
"158","G14","false","100.0","BP280_GC70","STANDARD","SYBR","None","Inconclusive","1.2532943516385902","","","34.238097613611316","0.9199662699837766","33.36318844491132","1.2373084122201652","true","0.1405856919812463","true","3","29","74.4824447631836","","",""
"160","G16","false","100.0","BP280_GC30","STANDARD","SYBR","None","Amp","1.4184948359781302","","","29.284139482367472","0.9835712367649696","29.284139482367472","","true","0.30112860742619285","true","3","23","74.08596801757812","","",""
"161","G17","false","100.0","BP280_GC30","STANDARD","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.30112860742619285","true","3","89","84.39430236816406","89.1520004272461","80.69387817382812","71.971435546875"
"163","G19","false","100.0","BP500_GC40","STANDARD","SYBR","None","Amp","1.4129895607431493","","","33.15054827707378","0.9646820161488807","33.15054827707378","","true","0.4036370650066456","true","3","26","77.9185562133789","","",""
"164","G20","false","100.0","BP500_GC40","STANDARD","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.4036370650066456","true","3","89","70.38554382324219","78.05071258544922","91.66300964355469","88.62336730957031"
"217","J1","false","1.0E8","BP30_GC30","STANDARD","SYBR","None","Amp","1.3598042624659552","","","46.98775906944686","0.4041975461384714","47.21158536558856","0.3165381836184249","true","0.03999999910593033","true","3","38","82.27935791015625","","",""
"218","J2","false","1.0E8","BP30_GC30","STANDARD","SYBR","None","Amp","1.346186248045485","","","47.43541166173026","0.40823680332192985","47.21158536558856","0.3165381836184249","true","0.03999999910593033","true","3","39","81.75082397460938","","",""
"220","J4","false","1.0E8","BP30_GC70","STANDARD","SYBR","None","Amp","1.3681097762505916","","","46.84573802595045","0.4846642465518509","47.124139692504215","0.3937194126272756","true","0.03999999910593033","true","3","39","83.60069274902344","","",""
"221","J5","false","1.0E8","BP30_GC70","STANDARD","SYBR","None","Amp","1.3529215441095257","","","47.40254135905798","0.46516770288690923","47.124139692504215","0.3937194126272756","true","0.03999999910593033","true","3","40","83.46855163574219","","",""
"223","J7","false","1.0E8","BP50_GC25","STANDARD","SYBR","None","Amp","1.266604515664412","","","10.440759748804513","0.32527263900684944","10.598565671176098","0.2231712756406873","true","0.12939996185447822","true","3","6","75.80484008789062","","",""
"224","J8","false","1.0E8","BP50_GC25","STANDARD","SYBR","None","Amp","1.2650489407831256","","","10.756371593547684","0.3444742695055544","10.598565671176098","0.2231712756406873","true","0.12939996185447822","true","3","6","81.48655700683594","","",""
"226","J10","false","1.0E8","BP50_GC60","STANDARD","SYBR","None","Amp","1.402845869719786","","","45.52462194359739","0.4444391696335675","45.478730750787065","0.06489994725693186","true","0.03999999910593033","true","3","37","83.20429229736328","","",""
"227","J11","false","1.0E8","BP50_GC60","STANDARD","SYBR","None","Amp","1.4036953545461928","","","45.432839557976735","0.45195542695723373","45.478730750787065","0.06489994725693186","true","0.03999999910593033","true","3","37","83.07215881347656","","",""
"229","J13","false","1.0E8","BP50_GC75","STANDARD","SYBR","None","Amp","1.3440755751753566","","","61.983480463344826","0.5596154811272303","62.38998114636968","0.5748787790471753","true","0.11909690387687344","true","3","54","83.20487976074219","","",""
"230","J14","false","1.0E8","BP50_GC75","STANDARD","SYBR","None","Amp","1.3473778931385183","","","62.79648182939452","0.5594738077852333","62.38998114636968","0.5748787790471753","true","0.11909690387687344","true","3","55","83.20487976074219","","",""
"232","J16","false","1.0E8","BP500_GC60","STANDARD","SYBR","None","Amp","1.42386494646707","","","12.543239982241069","0.46825019647864","12.761049189394136","0.3080287347655982","true","0.4239324541307037","true","3","6","83.86567687988281","","",""
"233","J17","false","1.0E8","BP500_GC60","STANDARD","SYBR","None","Amp","1.4136161424703837","","","12.978858396547203","0.49321378360761226","12.761049189394136","0.3080287347655982","true","0.4239324541307037","true","3","6","83.86567687988281","","",""
"241","K1","false","1.0E7","BP30_GC30","STANDARD","SYBR","None","Amp","1.366016522685043","","","51.08623341476989","0.4780128328038038","50.84634692350959","0.33925072937103157","true","0.03999999910593033","true","3","42","82.41149139404297","","",""
"242","K2","false","1.0E7","BP30_GC30","STANDARD","SYBR","None","Amp","1.350138105675865","","","50.60646043224929","0.4686476678338764","50.84634692350959","0.33925072937103157","true","0.03999999910593033","true","3","41","82.41149139404297","","",""
"244","K4","false","1.0E7","BP30_GC70","STANDARD","SYBR","None","Amp","1.3589017724152228","","","51.17161598061715","0.5033075495063107","51.75375887710044","0.8232743794461704","true","0.03999999910593033","true","3","43","83.60069274902344","","",""
"245","K5","false","1.0E7","BP30_GC70","STANDARD","SYBR","None","Amp","1.357727946410219","","","52.335901773583736","0.5094513069069045","51.75375887710044","0.8232743794461704","true","0.03999999910593033","true","3","44","83.46855163574219","","",""
"247","K7","false","1.0E7","BP50_GC25","STANDARD","SYBR","None","Amp","1.2701552555386848","","","13.811291734581214","0.6215767790215938","13.93275629048505","0.17177682230685468","true","0.12939996185447822","true","3","9","78.71176147460938","","",""
"248","K8","false","1.0E7","BP50_GC25","STANDARD","SYBR","None","Amp","1.2677623714628221","","","14.054220846388887","0.5040898910229079","13.93275629048505","0.17177682230685468","true","0.12939996185447822","true","3","9","81.09016418457031","","",""
"250","K10","false","1.0E7","BP50_GC60","STANDARD","SYBR","None","Amp","1.407364205095592","","","48.31977039083817","0.5285471755785095","48.70744077625933","0.5482487167930197","true","0.03999999910593033","true","3","40","83.33642578125","","",""
"251","K11","false","1.0E7","BP50_GC60","STANDARD","SYBR","None","Amp","1.4056072256701908","","","49.09511116168049","0.5377880748439592","48.70744077625933","0.5482487167930197","true","0.03999999910593033","true","3","41","83.07215881347656","","",""
"253","K13","false","1.0E7","BP50_GC75","STANDARD","SYBR","None","Amp","1.3393340388389112","","","68.51460785548397","0.604107291020558","68.9387484011236","0.5998253119944926","true","0.11909690387687344","true","3","59","83.60135650634766","","",""
"254","K14","false","1.0E7","BP50_GC75","STANDARD","SYBR","None","Amp","1.3374468465055334","","","69.36288894676322","0.6088840258184712","68.9387484011236","0.5998253119944926","true","0.11909690387687344","true","3","61","83.60135650634766","","",""
"256","K16","false","1.0E7","BP500_GC60","STANDARD","SYBR","None","Amp","1.4311543656935821","","","16.268787174621963","0.6384102355337797","16.45562762817355","0.26423230341257387","true","0.4239324541307037","true","3","9","83.86567687988281","","",""
"257","K17","false","1.0E7","BP500_GC60","STANDARD","SYBR","None","Amp","1.4211258766202706","","","16.642468081725134","0.5999727645006084","16.45562762817355","0.26423230341257387","true","0.4239324541307037","true","3","10","83.86567687988281","","",""
"265","L1","false","1000000.0","BP30_GC30","STANDARD","SYBR","None","Amp","1.2289323913074526","","","15.198535317052965","0.41502652877832347","34.90409406997584","27.867868442523395","true","0.03999999910593033","true","3","12","81.75082397460938","","",""
"266","L2","false","1000000.0","BP30_GC30","STANDARD","SYBR","None","Amp","1.3485439265005856","","","54.609652822898724","0.4799738235250681","34.90409406997584","27.867868442523395","true","0.03999999910593033","true","3","46","81.61869049072266","","",""
"268","L4","false","1000000.0","BP30_GC70","STANDARD","SYBR","None","Amp","1.3670060651868596","","","54.10051582855448","0.5075011305593493","56.60985602809898","3.5487429428038024","true","0.03999999910593033","true","3","46","83.60069274902344","","",""
"269","L5","false","1000000.0","BP30_GC70","STANDARD","SYBR","None","Amp","1.361509524139644","","","59.119196227643485","0.5252607752725084","56.60985602809898","3.5487429428038024","true","0.03999999910593033","true","3","51","83.33642578125","","",""
"271","L7","false","1000000.0","BP50_GC25","STANDARD","SYBR","None","Inconclusive","1.2755396772489038","","","17.160793454741103","0.8577055280934158","17.328317635638804","0.23691496865092776","true","0.12939996185447822","true","3","12","76.5976333618164","","",""
"272","L8","false","1000000.0","BP50_GC25","STANDARD","SYBR","None","Amp","1.268837241617584","","","17.495841816536505","0.8804431489941118","17.328317635638804","0.23691496865092776","true","0.12939996185447822","true","3","13","81.09016418457031","71.04804992675781","74.21923828125",""
"274","L10","false","1000000.0","BP50_GC60","STANDARD","SYBR","None","Amp","1.3367304899493861","","","70.78961916410356","0.5018927928483197","62.49200167601756","11.734603187035432","true","0.03999999910593033","true","3","61","81.75082397460938","","",""
"275","L11","false","1000000.0","BP50_GC60","STANDARD","SYBR","None","Amp","1.3992855875417616","","","54.19438418793156","0.5345762334691672","62.49200167601756","11.734603187035432","true","0.03999999910593033","true","3","46","82.6757583618164","","",""
"277","L13","false","1000000.0","BP50_GC75","STANDARD","SYBR","None","Amp","1.3166201827985422","","","77.3630312769499","0.665888060167199","77.7106508768348","0.4916083527043882","true","0.11909690387687344","true","3","69","83.20487976074219","","",""
"278","L14","false","1000000.0","BP50_GC75","STANDARD","SYBR","None","Amp","1.2945615623154998","","","78.05827047671971","0.6503727075587845","77.7106508768348","0.4916083527043882","true","0.11909690387687344","true","3","70","83.07272338867188","","",""
"280","L16","false","1000000.0","BP500_GC60","STANDARD","SYBR","None","Amp","1.4203795657311455","","","20.084989685303523","0.6548183475883061","19.956191291420268","0.18214843544122286","true","0.4239324541307037","true","3","13","83.86567687988281","","",""
"281","L17","false","1000000.0","BP500_GC60","STANDARD","SYBR","None","Amp","1.468675786269883","","","19.82739289753701","0.7663545956167638","19.956191291420268","0.18214843544122286","true","0.4239324541307037","true","3","13","83.99783325195312","","",""
"289","M1","false","100000.0","BP30_GC30","STANDARD","SYBR","None","Amp","1.3307531683480376","","","18.652558404867058","0.49859921374825217","18.758934750953884","0.15043887135154033","true","0.03999999910593033","true","3","15","81.35443115234375","","",""
"290","M2","false","100000.0","BP30_GC30","STANDARD","SYBR","None","Inconclusive","1.2302224948870397","","","18.86531109704071","0.9130342819917536","18.758934750953884","0.15043887135154033","true","0.03999999910593033","true","3","16","75.6727066040039","","",""
"292","M4","false","100000.0","BP30_GC70","STANDARD","SYBR","None","Amp","1.2930741351682629","","","80.20679733434591","0.6298069963684129","78.88374678746351","1.8710760271060627","true","0.03999999910593033","true","3","70","82.14722442626953","","",""
"293","M5","false","100000.0","BP30_GC70","STANDARD","SYBR","None","Amp","1.316021862268335","","","77.5606962405811","0.6453448815772262","78.88374678746351","1.8710760271060627","true","0.03999999910593033","true","3","68","82.6757583618164","","",""
"295","M7","false","100000.0","BP50_GC25","STANDARD","SYBR","None","Inconclusive","0.0","","","20.44728920047175","0.9155905971823995","20.656780994108477","0.2962661357670465","true","0.12939996185447822","true","3","15","71.04804992675781","","",""
"296","M8","false","100000.0","BP50_GC25","STANDARD","SYBR","None","Inconclusive","0.0","","","20.866272787745203","0.9093637800188922","20.656780994108477","0.2962661357670465","true","0.12939996185447822","true","3","16","71.04804992675781","","",""
"298","M10","false","100000.0","BP50_GC60","STANDARD","SYBR","None","Amp","1.3430216024717745","","","80.10205170483835","0.6001525118266768","80.8242107897568","1.0212871720823409","true","0.03999999910593033","true","3","69","81.8829574584961","","",""
"299","M11","false","100000.0","BP50_GC60","STANDARD","SYBR","None","Amp","1.3357384742797709","","","81.54636987467526","0.6256980602593227","80.8242107897568","1.0212871720823409","true","0.03999999910593033","true","3","71","81.75082397460938","","",""
"301","M13","false","100000.0","BP50_GC75","STANDARD","SYBR","None","Amp","1.2801616762859174","","","81.31090242878913","0.7107801371682849","82.54810081189103","1.7496627327297494","true","0.11909690387687344","true","3","72","82.80841064453125","","",""
"302","M14","false","100000.0","BP50_GC75","STANDARD","SYBR","None","Inconclusive","1.2877488657406824","","","83.78529919499294","0.6735240508014978","82.54810081189103","1.7496627327297494","true","0.11909690387687344","true","3","74","82.5440902709961","60.87015151977539","",""
"304","M16","false","100000.0","BP500_GC60","STANDARD","SYBR","None","Amp","1.4274154610944003","","","23.812578001991703","0.8980566239022515","24.170668760863027","0.5064168077564956","true","0.4239324541307037","true","3","16","83.99783325195312","","",""
"305","M17","false","100000.0","BP500_GC60","STANDARD","SYBR","None","Amp","1.4257871696626196","","","24.52875951973435","0.8807211681520787","24.170668760863027","0.5064168077564956","true","0.4239324541307037","true","3","17","83.86567687988281","","",""
"313","N1","false","10000.0","BP30_GC30","STANDARD","SYBR","None","Inconclusive","1.2287182896951068","","","21.318894036523247","0.9474738116233661","21.386216743961338","0.09520868591466436","true","0.03999999910593033","true","3","18","75.27630615234375","","",""
"314","N2","false","10000.0","BP30_GC30","STANDARD","SYBR","None","Inconclusive","1.2305029292723666","","","21.45353945139943","0.9575588317635654","21.386216743961338","0.09520868591466436","true","0.03999999910593033","true","3","18","75.54057312011719","","",""
"316","N4","false","10000.0","BP30_GC70","STANDARD","SYBR","None","Inconclusive","1.2729477724078744","","","86.0566171762457","0.48620681440939717","85.4080304528492","0.917240140603164","true","0.03999999910593033","true","3","76","81.35443115234375","","",""
"317","N5","false","10000.0","BP30_GC70","STANDARD","SYBR","None","Inconclusive","1.285922396943894","","","84.75944372945271","0.6094611197306427","85.4080304528492","0.917240140603164","true","0.03999999910593033","true","3","75","81.35443115234375","","",""
"319","N7","false","10000.0","BP50_GC25","STANDARD","SYBR","None","Amp","0.0","","","22.901292296122044","0.9840141608565086","23.04042749478042","0.19676688494659525","true","0.12939996185447822","true","3","18","71.04804992675781","","",""
"320","N8","false","10000.0","BP50_GC25","STANDARD","SYBR","None","Inconclusive","0.0","","","23.179562693438797","0.8300291955775247","23.04042749478042","0.19676688494659525","true","0.12939996185447822","true","3","18","71.04804992675781","","",""
"322","N10","false","10000.0","BP50_GC60","STANDARD","SYBR","None","Inconclusive","1.2675369001938481","","","21.300431781291493","0.5324457877826007","53.202336441928374","45.11610623660613","true","0.03999999910593033","true","3","18","81.75082397460938","","",""
"323","N11","false","10000.0","BP50_GC60","STANDARD","SYBR","None","Inconclusive","1.3250071537246684","","","85.10424110256525","0.5826182992696098","53.202336441928374","45.11610623660613","true","0.03999999910593033","true","3","74","81.61869049072266","","",""
"325","N13","false","10000.0","BP50_GC75","STANDARD","SYBR","None","Inconclusive","0.0","","","89.87397823216612","0.0","89.87397823216612","","true","0.11909690387687344","true","3","81","82.80841064453125","","",""
"326","N14","false","10000.0","BP50_GC75","STANDARD","SYBR","None","Inconclusive","0.0","","","Undetermined","0.0","","","true","0.11909690387687344","true","3","82","80.95819091796875","","",""
"328","N16","false","10000.0","BP500_GC60","STANDARD","SYBR","None","Amp","1.4308307354698828","","","27.400653498743488","0.9392109292862236","27.795594743670854","0.5585312649166279","true","0.4239324541307037","true","3","20","83.86567687988281","","",""
"329","N17","false","10000.0","BP500_GC60","STANDARD","SYBR","None","Amp","1.4099032491644752","","","28.190535988598217","0.906754400204557","27.795594743670854","0.5585312649166279","true","0.4239324541307037","true","3","20","83.86567687988281","","",""
"337","O1","false","1000.0","BP30_GC30","STANDARD","SYBR","None","Inconclusive","1.2325131839033245","","","22.415685732909658","0.9225807939694728","22.507020931428006","0.129167476467017","true","0.03999999910593033","true","3","19","75.93696594238281","","",""
"338","O2","false","1000.0","BP30_GC30","STANDARD","SYBR","None","Inconclusive","0.0","","","22.598356129946353","0.9184096189789237","22.507020931428006","0.129167476467017","true","0.03999999910593033","true","3","19","75.27630615234375","","",""
"340","O4","false","1000.0","BP30_GC70","STANDARD","SYBR","None","Inconclusive","1.2797013876728363","","","84.4718534919198","0.6279141116940252","85.61901141575271","1.6223262940686478","true","0.03999999910593033","true","3","75","81.48655700683594","","",""
"341","O5","false","1000.0","BP30_GC70","STANDARD","SYBR","None","Inconclusive","1.2575343754083792","","","86.76616933958562","0.3622230446015603","85.61901141575271","1.6223262940686478","true","0.03999999910593033","true","3","77","81.09016418457031","","",""
"343","O7","false","1000.0","BP50_GC25","STANDARD","SYBR","None","Amp","0.0","","","24.041487130991378","0.9744122822010565","24.19422140737845","0.21599888510553325","true","0.12939996185447822","true","3","19","71.04804992675781","","",""
"344","O8","false","1000.0","BP50_GC25","STANDARD","SYBR","None","Amp","0.0","","","24.346955683765522","0.9270387137276787","24.19422140737845","0.21599888510553325","true","0.12939996185447822","true","3","19","70.9159164428711","","",""
"346","O10","false","1000.0","BP50_GC60","STANDARD","SYBR","None","Inconclusive","1.3226193585443229","","","22.383643048604824","0.556545645198525","53.67453794725131","44.252007944456956","true","0.03999999910593033","true","3","19","81.75082397460938","","",""
"347","O11","false","1000.0","BP50_GC60","STANDARD","SYBR","None","Inconclusive","1.318837123740689","","","84.9654328458978","0.5854040235551649","53.67453794725131","44.252007944456956","true","0.03999999910593033","true","3","75","81.48655700683594","","",""
"349","O13","false","1000.0","BP50_GC75","STANDARD","SYBR","None","Amp","0.0","","","39.303793895825464","0.9764822757064381","41.61844105654494","3.2734054067978726","true","0.11909690387687344","true","3","34","76.59697723388672","","",""
"350","O14","false","1000.0","BP50_GC75","STANDARD","SYBR","None","Amp","1.1977692314434967","","","43.93308821726441","0.9767080671865177","41.61844105654494","3.2734054067978726","true","0.11909690387687344","true","3","38","78.84366607666016","","",""
"352","O16","false","1000.0","BP500_GC60","STANDARD","SYBR","None","Amp","1.4135253302473638","","","30.243864287746884","0.9613161006804576","30.674410313650476","0.6088840290585107","true","0.4239324541307037","true","3","23","83.7335205078125","","",""
"353","O17","false","1000.0","BP500_GC60","STANDARD","SYBR","None","Amp","1.408608871688915","","","31.104956339554064","0.9620945040362905","30.674410313650476","0.6088840290585107","true","0.4239324541307037","true","3","24","83.46920013427734","","",""
"361","P1","false","100.0","BP30_GC30","STANDARD","SYBR","None","Inconclusive","1.2322693794319532","","","23.757256446524465","0.9249185849660835","23.25503751337403","0.7102448265417783","true","0.03999999910593033","true","3","21","75.93696594238281","","",""
"362","P2","false","100.0","BP30_GC30","STANDARD","SYBR","None","Amp","0.0","","","22.752818580223597","0.9626460164320665","23.25503751337403","0.7102448265417783","true","0.03999999910593033","true","3","20","71.31230926513672","74.35137176513672","",""
"364","P4","false","100.0","BP30_GC70","STANDARD","SYBR","None","Inconclusive","1.2761936435112193","","","86.71136247240322","0.4101767273518158","84.59704443390169","2.9900972452194363","true","0.03999999910593033","true","3","77","81.09016418457031","","",""
"365","P5","false","100.0","BP30_GC70","STANDARD","SYBR","None","Inconclusive","1.322444894459124","","","82.48272639540016","0.7167727789657592","84.59704443390169","2.9900972452194363","true","0.03999999910593033","true","3","74","82.27935791015625","","",""
"367","P7","false","100.0","BP50_GC25","STANDARD","SYBR","None","Amp","0.0","","","24.34651438371325","0.9418175208022866","24.561255247380238","0.3036894417936907","true","0.12939996185447822","true","3","20","71.04804992675781","","",""
"368","P8","false","100.0","BP50_GC25","STANDARD","SYBR","None","Amp","0.0","","","24.775996111047228","0.9862436809473593","24.561255247380238","0.3036894417936907","true","0.12939996185447822","true","3","20","70.9159164428711","","",""
"370","P10","false","100.0","BP50_GC60","STANDARD","SYBR","None","Inconclusive","1.340435085901274","","","85.5056955425848","0.5780446581640547","85.4323101649606","0.10378259632030763","true","0.03999999910593033","true","3","76","81.75082397460938","","",""
"371","P11","false","100.0","BP50_GC60","STANDARD","SYBR","None","Inconclusive","1.308911660451818","","","85.35892478733639","0.5707699098512983","85.4323101649606","0.10378259632030763","true","0.03999999910593033","true","3","75","81.35443115234375","","",""
"373","P13","false","100.0","BP50_GC75","STANDARD","SYBR","None","Amp","0.0","","","38.639107299906584","0.9798278655808885","38.927233855603234","0.40747248274574693","true","0.11909690387687344","true","3","33","78.97582244873047","","",""
"374","P14","false","100.0","BP50_GC75","STANDARD","SYBR","None","Inconclusive","0.0","","","39.21536041129988","0.9778394781844676","38.927233855603234","0.40747248274574693","true","0.11909690387687344","true","3","34","76.33265686035156","","",""
"376","P16","false","100.0","BP500_GC60","STANDARD","SYBR","None","Amp","1.4305658009047306","","","30.665958630300302","0.9598764739825588","31.32386951294365","0.9304264930670355","true","0.4239324541307037","true","3","23","83.86567687988281","","",""
"377","P17","false","100.0","BP500_GC60","STANDARD","SYBR","None","Amp","1.4088144900409667","","","31.981780395586995","0.965647692325206","31.32386951294365","0.9304264930670355","true","0.4239324541307037","true","3","24","83.46920013427734","","",""
