N_train,Iteration,Train_NLPD,Train_RMSE,Test_NLPD,Test_RMSE,TrainCode
6,8,-1.4751005237069428,0.0566793242012367,-0.8599263161432599,0.0785385787772327,0100000001001010000000000000100000100
6,9,-0.9632507520962118,0.0625125339595904,-1.0429765261035302,0.0805376686603585,0000010000000000001000000110100100000
11,0,-1.409351486636795,0.0607684494358642,-1.17495828092113,0.0649902881712429,0100001100100000110011001000011000000
11,1,-1.4451172777527224,0.0573930865149761,-1.162280151585969,0.0678213517754653,1000010001100000010011000000010100101
11,2,-1.4480473447555395,0.0593070257270728,-1.1573405567278816,0.0658965837780223,0100000001100000001011100100100100100
11,3,-1.9444282319977504,0.030147743690943,-0.3263796628087263,0.0963246500804412,0000101100000010010001101100001000010
11,4,-1.4681455925580926,0.0527386231241126,-1.0323455438513889,0.0748174832329952,1010000100101010010010001000010010000
11,5,-1.336443696794516,0.0664780186652591,-1.038903552714259,0.0685473910655089,0011000011010100100000100000110000010
11,6,-1.6458123953168975,0.048778323383159,-0.905882665858479,0.0777453338868032,0000010000100010010111100000000101010
11,7,-1.4710727262347556,0.0476823845613636,-0.8261195585458747,0.0876191498081992,0000000100011100011001100010000001010
11,8,-0.914595797125984,0.074461671394925,-1.5233292864430792,0.0591266379300689,0101000010000100101010000110001000100
11,9,-1.6427952212048589,0.0510626613388931,-0.8359867654767925,0.0750515835142545,0100000101101100001000100000000000111
16,0,-1.368431181214817,0.0563214729027468,-1.2585925524783097,0.072370737109687,0001010000111011001011000010001100111
16,1,-1.5785311881517037,0.0470399276823231,-0.6740225435842732,0.0890097186820636,1001111000011010100010110100010110000
16,2,-1.2436912267047422,0.0607878376079893,-1.4864774984190765,0.060446253141114,1000111011000100100010100011101011000
16,3,-1.2920793477640486,0.0583891943443814,-1.4658427451304508,0.0616442165578798,1110100101111010001010000010010001001
16,4,-1.5393774933142814,0.0563817160583769,-0.9614135917358918,0.0665299289167465,0010111110100100110101000000110000011
16,5,-1.1580256930860806,0.0663038925505866,-1.5693041548959794,0.0510459173780373,0111001100100100100010111010001100001
16,6,-1.6962259947361191,0.0437427972887469,-0.4389194514093848,0.0890403064407994,0000101100111110011000010001110000110
16,7,-1.3926569674597955,0.0603245216730968,-1.2474765876891896,0.0588170716412819,0111110001110100110110110000100000000
16,8,-1.5957512073836817,0.0505876979838367,-0.7479303075822119,0.0793543441151392,0001110101101001001101010101000101000
16,9,-1.2298933542019932,0.0642213654466515,-1.4367654940190764,0.0634873362127715,0011111010000011100011100011110000000
21,0,-1.672647667903909,0.0493245432462331,-0.4369160617524056,0.0852118658726661,1101101101100011010001100100001111111
21,1,-1.5582354326966488,0.0486562828799003,-0.9055029679616126,0.0789477994536532,1010111110101111000110011101011010000
21,2,-1.523299561172909,0.0493213090593747,-0.8645438824448245,0.0853895398805348,1010011100100111010001011011111001110
21,3,-1.3573231072369294,0.0582807118374114,-1.2922902075300542,0.0593914609023902,0101111110101000111101011011100010010
21,4,-1.5843039645319403,0.0505740525849777,-1.0010791203944096,0.0697833973261338,1100000011100110011011101100111011110
21,5,-1.560144264706789,0.0560445674729516,-0.8685456595810871,0.0645113670366466,0111001111100100101101101001110001110
21,6,-1.4121632675184568,0.055114997658118,-1.393898302550273,0.0661295815328937,0110001101000001101111111011110011100
21,7,-1.5870351380398984,0.0491915304700956,-0.9366431759816788,0.0721954943679338,1100001110111100110011110101010110010
21,8,-1.5863138805680872,0.0487679971958126,-0.3586014114565607,0.0950830640618256,0111111100001001110000011001101111011
21,9,-1.4931234252186218,0.0580047326559774,-0.937601282815898,0.0645094784727024,1111100010110101111100110001111010000
26,0,-1.4819527901777745,0.0524790761124767,-1.1988540746403484,0.0751521361475236,1001011110101011001111111011011101111
26,1,-1.4343877590120138,0.0546027548118891,-1.604970708563117,0.0509521107500176,1111110001110101110111010111001110111
26,2,-1.612130164079561,0.0486698183937813,-0.4052228084290919,0.0819503757464049,1000101101111011101100111001111111111
26,3,-1.485659773137367,0.0524476583527626,-1.5281231726987714,0.0533207520340648,0110011011100101111111110011011111110
26,4,-1.7960409145384495,0.0356186658319519,0.6609997927544801,0.1274542576507679,1010101100011111011111110101111101011
26,5,-1.429032461028013,0.0527156626604805,-1.3296781223784009,0.0621458237018628,1100011101111111110000011111111111001
26,6,-1.5081148388486878,0.0501499618687692,-1.217523584028079,0.0732875576072136,1010111111110110010111110111011110100
26,7,-1.6760168934639628,0.0481173293751416,0.1317559729747801,0.0989257752124814,1111110101010110111101100101110111110
26,8,-1.4401057377416429,0.0546027345156914,-1.5584565045702687,0.05106590208061,1110111110101011101011111010101011110
26,9,-1.4836513935638591,0.0498400910750424,-1.193041312821266,0.0787958212982546,1110101010111010011011011111101111110
31,0,-1.48617995087268,0.0524688166143691,-1.6095788567886926,0.0503414236444208,1111111111101111111111001111011010111
31,1,-1.449221378398429,0.0544457588119347,-1.83146377522041,0.0299166300071136,1111011111111011100111111110111111110
31,2,-1.4770667114665526,0.0534837016781267,-1.604472338215042,0.0430121947066808,0111111111101111111111110111101100111
31,3,-1.652908784768672,0.0472066925751709,0.7082938384187608,0.1033585309726407,1101110111111111110101111101011111111
31,4,-1.4393923596235596,0.0545742842980861,-1.1952707714958333,0.0590012915149573,1111111111111011110100111111111100111
31,5,-1.5044946090198328,0.0506991512186387,-1.644399488622179,0.0507193713497834,1100111111111101111111010110111111111
31,6,-1.6126437805568912,0.0477196021424675,-0.0878306781033588,0.092017556319403,1101111111101111111110111101011111011
31,7,-1.4563440168475708,0.0538542349310492,-1.7205164446215084,0.0407520826246087,1101111011111111101011110111111110111
31,8,-1.4868827022078128,0.0524501895311773,-1.4152984053733324,0.0582949046595495,1111111111111110111111100111010101111
31,9,-1.437561300387023,0.0539072690836345,-1.8089051964140648,0.043389693959183,1111111110111111110110001111110111111
36,0,-1.5147230969947951,0.0509513842043462,-1.3150707266182144,0.0658810339693638,1111111111111111111111111111101111111
36,1,-1.515071062047989,0.051576168862686,-1.67503490620947,0.0184573261844857,1111111111110111111111111111111111111
36,2,-1.503858188588531,0.0517983184863294,-1.9146878387993544,0.0035838644194666,1111111111111111111111111111111101111
36,3,-1.5099595327338486,0.0514183027210308,-1.2646264350552383,0.0668023671340853,1111111101111111111111111111111111111
36,4,-1.5069555250693063,0.0514946797704174,-1.910627512820656,0.0247498992706156,1111110111111111111111111111111111111
36,5,-1.5093766855435715,0.0509735744773515,-2.3419862227474257,0.0139268861642924,1111111111111111111111011111111111111
36,6,-1.5056430981081743,0.0516904266985187,-1.9210804006704767,0.0087801456833132,1111101111111111111111111111111111111
36,7,-1.5136775804381362,0.0510330131194127,-1.3632150136883432,0.0639150842785168,1111111111111111111111111111111110111
36,8,-1.50125102274182,0.0518409838751442,-1.9097326328986173,0.0191901901577893,1111111111111111111111111111111111110
36,9,-1.515984789276969,0.0508013893442574,-1.2627195285802313,0.0704331700865527,1111111111111111111111111111110111111
32,0,-1.4724570119172975,0.0523548685057131,-1.5559153406976909,0.0583983481949754,0101110011111111111111111111011111111
32,1,-1.5081869391116198,0.0500367101576807,-1.244310357204954,0.0833983010587621,1111110111111111011110011111111011111
32,2,-1.5170601116429865,0.0510579040647354,-0.9818721127406472,0.0831902162598612,1011111111110110011111111111111011111
32,3,-1.4566474602492183,0.0540659105084567,-1.644890770264567,0.0472551193961242,1101101110111101111111111111111110111
32,4,-1.485117948894128,0.0519971979647966,-1.43258811559379,0.0637587276504321,1111111101111111101011111011011111111
32,5,-1.6094543902910488,0.0490479643210252,-0.0712865771668623,0.0853434987071675,1111110111101111111011111001111111111
32,6,-1.605218368281803,0.0492565884729477,-0.0357474195432587,0.0863381430767754,1111111111111111101111111101111010101
32,7,-1.614202331020485,0.0496705693767182,0.2816427652494537,0.0942031258350159,0111111110111111111111110101111011111
32,8,-1.474516273364514,0.0533809866811993,-0.9081450718005448,0.0675901967855196,0101111111111101111101111111101111111
32,9,-1.5994025690766431,0.0493856566978444,-0.0845591450432987,0.0854845335401919,1101110011111111111111111101111111101
33,0,-1.448293467196318,0.0533684916696801,-1.887016203157872,0.0381659391309743,1101111111111111110010111111111111111
33,1,-1.6044884344624242,0.0487791304526961,0.1703372085408163,0.0907175643876572,1111101111111111111111011101111011111
33,2,-1.472979395489332,0.053479227605723,-1.671542652782647,0.0370106150301952,1011111111110010111111111111111111111
33,3,-1.482618734620616,0.0526244896789229,-1.6580387131249508,0.0471645504174745,1111111101111111101111111011111111011
33,4,-1.4798958811000764,0.0526788903452697,-1.6075283441387185,0.0484215750285297,1001111111111111111111111111101101111
33,5,-1.4354652711141953,0.0540905361120508,-2.0658407548471582,0.0210784793020866,1011111011111111101110111111111111111
33,6,-1.6124101420532015,0.0486545967829789,0.6595116652262314,0.102991206696567,1011111101111111101111111101111111111
33,7,-1.500109939389031,0.0521424166421446,-1.5689876036049342,0.0469138170475629,1111101111110111111111111111101110111
33,8,-1.4935538362537553,0.0522039227180586,-1.1534920554987511,0.0729377385615955,1101111100111111111111111111101111111
33,9,-1.634722719688856,0.0486741718788295,1.5826550389142895,0.1114515770647556,1111111011111111111101111101111111110
34,0,-1.4747367256214354,0.0530281629198388,-1.9165944442283167,0.0214089331839327,1111111111111011111110110111111111111
34,1,-1.4941120345449277,0.0524236890993722,-1.396543748458586,0.0543574905859223,1111111101110110111111111111111111111
34,2,-1.4672939068833777,0.0535979915984288,-1.7556357148431871,0.0414795662460297,1111111110111111101111111111111111110
34,3,-1.5130531064672257,0.0511813023751162,-1.3731344813555852,0.0646315020077778,1111110111110111111111111111011111111
34,4,-1.5390542238994795,0.0488043918883774,-1.0823475744348334,0.0807149991021734,1110111101111111111111111111111111011
34,5,-1.611310833314039,0.0487594557203947,0.9962286329787924,0.1044238255989032,1111111111111101111111111101111101111
34,6,-1.4886518010393397,0.0520796106947085,-1.58375539810853,0.0497978495998561,1111111111111110110111111011111111111
34,7,-1.4921608098928865,0.0519889612776518,-1.792458834712028,0.0428371832514231,1111101101111111111111011111111111111
34,8,-1.551479570323744,0.0492664130203941,-0.504366134071622,0.1053846780036846,1111111011110111011111111111111111111
34,9,-1.4879383037373506,0.0525777072013792,-1.8136326792007715,0.0318888281769529,1111111011111111111111111011111101111
35,0,-1.495778223851835,0.0515219359263799,-2.050547682553644,0.0316940829213916,1111111111111111111011011111111111111
35,1,-1.494441693310577,0.0515823768120961,-2.1817570149919407,0.0183054755970511,1111111111111111101111011111111111111
35,2,-1.6259520214710943,0.0477727752824836,2.694225683927955,0.1320258080891163,1111111111111111111011111101111111111
35,3,-1.494196665525138,0.052008668021085,-1.8196577229958488,0.0357249785439997,1111110111111111111011111111111111111
35,4,-1.4841329211307184,0.052587708066504,-1.9637086231512568,0.0199009124248995,1011111111111101111111111111111111111
35,5,-1.506760710291599,0.0516913895302778,-1.542199940236114,0.0465496705349473,1111111111111111111111101111101111111
35,6,-1.474302507441683,0.052644117663445,-2.1015720181317383,0.0142300473068122,1111111111111111111110111111111101111
35,7,-1.5068460313373675,0.051561536173481,-1.5999772899497606,0.0461068427370743,1101011111111111111111111111111111111
35,8,-1.4894677400144711,0.0521540775519791,-1.8733932378682907,0.0342183093540973,1111111011111111111011111111111111111
35,9,-1.5181062456282006,0.04991031863057096,0.18528813706839464,0.141800910140871,1011111111011111111111111111111111111
