# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_2\data\JG045A TMCC1 Gen3 EvaGreen.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2020-11-05 10:11:48 AM EST
# Run End Date/Time: 2020-11-05 12:23:07 PM EST
# Run Duration: 131 minutes 18 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-08-07 06:02:02 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-08-07 06:05:19 PM EDT
"Well","Well Position","Cycle Number","SYBR","ROX"
"134","F14","114","455110.7","138252.16"
"134","F14","115","450035.25","138177.53"
"134","F14","116","444525.22","138255.14"
"134","F14","117","440007.4","138499.17"
"134","F14","118","434251.03","138202.7"
"134","F14","119","430170.78","138377.77"
"134","F14","120","424349.5","137996.45"
"134","F14","121","420073.38","138285.08"
"134","F14","122","415892.75","138252.86"
"134","F14","123","410998.84","138593.05"
"134","F14","124","405897.78","138155.69"
"134","F14","125","401461.5","137786.17"
"134","F14","126","396890.75","138360.0"
"134","F14","127","391780.66","138234.12"
"134","F14","128","387413.28","138111.58"
"134","F14","129","382339.94","138205.08"
"134","F14","130","377830.5","138139.77"
"134","F14","131","373093.47","138224.12"
"134","F14","132","369490.28","137889.69"
"134","F14","133","364282.56","137914.44"
"134","F14","134","360089.88","137942.17"
"134","F14","135","355623.66","137557.0"
"134","F14","136","351455.94","137389.45"
"134","F14","137","346667.47","137367.78"
"134","F14","138","341989.44","137728.47"
"134","F14","139","337790.88","137635.53"
"134","F14","140","333233.8","137746.61"
"134","F14","141","329417.3","137447.28"
"134","F14","142","324387.88","137367.34"
"134","F14","143","320545.62","137404.1"
"134","F14","144","316729.38","137132.75"
"134","F14","145","312488.8","137733.58"
"134","F14","146","307923.5","137195.14"
"134","F14","147","304225.94","137337.14"
"134","F14","148","300500.56","136929.92"
"134","F14","149","295732.66","136990.48"
"134","F14","150","291685.0","136900.36"
"134","F14","151","288390.84","136871.61"
"134","F14","152","285038.03","136552.02"
"134","F14","153","280037.66","136402.88"
"134","F14","154","275930.72","136615.16"
"134","F14","155","271787.25","136646.06"
"134","F14","156","268313.6","136107.36"
"134","F14","157","264550.1","136529.03"
"134","F14","158","260524.81","136168.3"
"134","F14","159","256755.62","136180.6"
"134","F14","160","252680.83","135807.42"
"134","F14","161","249059.53","135783.98"
"134","F14","162","245900.47","135838.3"
"134","F14","163","242091.8","136086.98"
"134","F14","164","238132.69","135700.22"
"134","F14","165","233845.1","135839.98"
"134","F14","166","230318.42","135753.23"
"134","F14","167","227001.64","135938.47"
"134","F14","168","223700.36","135072.86"
"134","F14","169","220333.58","135861.97"
"134","F14","170","216410.67","135266.62"
"134","F14","171","212541.78","135216.92"
"134","F14","172","208829.42","135251.98"
"134","F14","173","205987.69","135352.27"
"134","F14","174","202540.73","135063.39"
"134","F14","175","198172.67","134720.52"
"134","F14","176","196291.19","135039.11"
"134","F14","177","191947.69","134482.28"
"134","F14","178","188154.05","134711.03"
"134","F14","179","184538.47","134594.73"
"134","F14","180","181435.67","134093.36"
"134","F14","181","177544.12","133940.44"
"134","F14","182","173704.4","134272.06"
"134","F14","183","169629.55","133846.53"
"134","F14","184","164914.36","134002.69"
"134","F14","185","159536.9","134154.1"
"134","F14","186","152240.8","133563.69"
"134","F14","187","143523.23","133606.45"
"134","F14","188","131782.06","133494.31"
"134","F14","189","115814.31","132912.06"
"134","F14","190","95511.625","132727.84"
"134","F14","191","72565.71","133019.39"
"134","F14","192","50824.535","132740.14"
"134","F14","193","33092.258","132794.12"
"134","F14","194","24628.838","132545.75"
"134","F14","195","22261.479","132340.3"
"134","F14","196","21998.453","132523.62"
"134","F14","197","21275.447","132044.0"
"134","F14","198","21097.871","132278.67"
"134","F14","199","20483.273","131947.3"
"134","F14","200","20336.87","131975.14"
"134","F14","201","19929.135","131680.14"
"134","F14","202","19328.322","131338.47"
"134","F14","203","18925.566","131213.27"
"134","F14","204","18855.154","131516.72"
"134","F14","205","18427.498","130901.7"
"134","F14","206","18057.178","130829.91"
"134","F14","207","17894.414","130915.62"
"134","F14","208","17433.973","130798.61"
"134","F14","209","16865.662","130742.26"
"134","F14","210","16829.127","130444.61"
"134","F14","211","16698.322","130294.53"
"134","F14","212","15913.488","130507.6"
"134","F14","213","16229.754","129790.13"
"134","F14","214","15548.293","129995.35"
"134","F14","215","15154.7705","129849.73"
"134","F14","216","14871.983","130094.805"
"134","F14","217","14803.651","129463.98"
"134","F14","218","14484.419","129669.625"
"134","F14","219","14446.291","129331.18"
"134","F14","220","14154.495","129118.02"
"134","F14","221","13864.171","129242.73"
"134","F14","222","13777.618","128892.96"
"136","F16","1","23111.932","147387.9"
"136","F16","2","23325.816","147107.33"
"136","F16","3","23214.775","145277.64"
"136","F16","4","23171.502","143241.98"
"136","F16","5","23370.883","142102.98"
"136","F16","6","23403.777","141562.61"
"136","F16","7","23603.69","141255.44"
"136","F16","8","23884.932","140978.9"
"136","F16","9","24036.713","140842.6"
"136","F16","10","24257.934","140797.66"
"136","F16","11","24606.494","140597.81"
"136","F16","12","24743.557","140517.44"
"136","F16","13","25107.113","140602.06"
"136","F16","14","25241.533","140384.8"
"136","F16","15","25524.387","140273.55"
"136","F16","16","25922.783","140302.55"
"136","F16","17","26188.057","140286.38"
"136","F16","18","26348.701","140173.81"
"136","F16","19","26631.217","139954.53"
"136","F16","20","26898.684","139897.5"
"136","F16","21","27296.947","139941.83"
"136","F16","22","27866.826","139746.3"
"136","F16","23","28901.848","139703.6"
"136","F16","24","30672.264","139757.52"
"136","F16","25","33921.7","139792.98"
"136","F16","26","39846.47","139944.7"
"136","F16","27","50234.23","139947.17"
"136","F16","28","67141.52","139940.02"
"136","F16","29","92928.48","139896.92"
"136","F16","30","128718.85","139934.03"
"136","F16","31","173086.02","140235.77"
"136","F16","32","221984.62","140282.7"
"136","F16","33","270531.0","140224.88"
"136","F16","34","314195.0","140215.38"
"136","F16","35","351474.78","140414.97"
"136","F16","36","380557.7","140456.33"
"136","F16","37","402316.94","140634.64"
"136","F16","38","418016.06","140566.66"
"136","F16","39","428294.2","140575.81"
"136","F16","40","435573.72","140979.84"
"136","F16","41","440282.3","140993.62"
"136","F16","42","443519.38","140880.77"
"136","F16","43","446407.53","140864.77"
"136","F16","44","448442.28","140908.3"
"136","F16","45","449558.6","140774.61"
"136","F16","46","450576.56","140719.61"
"136","F16","47","451532.38","140925.19"
"136","F16","48","452560.25","140913.28"
"136","F16","49","453393.34","140914.55"
"136","F16","50","453946.28","140940.67"
"136","F16","51","454315.72","140856.11"
"136","F16","52","454877.38","140808.2"
"136","F16","53","455404.66","140777.23"
"136","F16","54","455852.28","140761.78"
"136","F16","55","455782.78","140825.69"
"136","F16","56","456031.53","140766.9"
"136","F16","57","456673.34","140764.25"
"136","F16","58","457162.8","140838.06"
"136","F16","59","457610.25","141112.88"
"136","F16","60","457888.44","141087.38"
"136","F16","61","458140.56","140937.05"
"136","F16","62","458294.78","140879.88"
"136","F16","63","458400.53","141076.78"
"136","F16","64","458203.4","141026.11"
"136","F16","65","458136.06","140914.33"
"136","F16","66","458783.97","140953.17"
"136","F16","67","459382.72","141150.73"
"136","F16","68","459502.25","141141.19"
"136","F16","69","459295.88","141134.03"
"136","F16","70","459478.3","141273.36"
"136","F16","71","459673.06","141241.19"
"136","F16","72","459965.75","141181.38"
"136","F16","73","460580.44","141328.38"
"136","F16","74","460536.66","141193.22"
"136","F16","75","461078.34","141092.02"
"136","F16","76","461238.3","141193.77"
"136","F16","77","461037.7","141140.38"
"136","F16","78","460807.1","141130.84"
"136","F16","79","461203.22","141106.45"
"136","F16","80","461239.2","141328.44"
"136","F16","81","461154.25","141359.94"
"136","F16","82","461336.7","141428.36"
"136","F16","83","461879.94","141555.62"
"136","F16","84","461994.53","141521.05"
"136","F16","85","462568.44","141454.62"
"136","F16","86","462410.62","141436.52"
"136","F16","87","462543.84","141351.52"
"136","F16","88","462438.12","141241.33"
"136","F16","89","462742.88","141286.33"
"136","F16","90","462835.53","141431.03"
"136","F16","91","461003.38","141044.97"
"136","F16","92","458079.56","141364.53"
"136","F16","93","453779.28","141329.94"
"136","F16","94","450093.1","141442.61"
"136","F16","95","446120.56","141390.86"
"136","F16","96","440703.4","140901.4"
"136","F16","97","437563.7","141508.5"
"136","F16","98","432829.53","141648.61"
"136","F16","99","429394.8","141180.8"
"136","F16","100","425240.75","141527.12"
"136","F16","101","420816.72","141372.02"
"136","F16","102","416671.2","141454.36"
"136","F16","103","413069.22","141628.56"
"136","F16","104","409051.6","141432.89"
"136","F16","105","403862.53","141021.3"
"136","F16","106","400356.75","141827.7"
"136","F16","107","396406.6","142041.78"
"136","F16","108","392353.62","141546.06"
"136","F16","109","388005.8","141222.0"
"136","F16","110","383979.56","141045.86"
"136","F16","111","380492.2","141624.27"
"136","F16","112","375959.28","141457.75"
"136","F16","113","371972.38","141477.83"
"136","F16","114","367805.7","141395.88"
"136","F16","115","363981.5","141642.64"
"136","F16","116","359190.44","141340.62"
"136","F16","117","355776.62","141801.11"
"136","F16","118","351896.56","141613.52"
"136","F16","119","347258.53","141227.1"
"136","F16","120","343729.56","141731.94"
"136","F16","121","340823.06","141522.23"
"136","F16","122","335928.34","141552.03"
"136","F16","123","332391.88","141269.72"
"136","F16","124","327680.8","141200.72"
"136","F16","125","324394.34","141317.86"
"136","F16","126","319693.5","141457.83"
"136","F16","127","316181.8","141365.86"
"136","F16","128","311906.84","141598.66"
"136","F16","129","307783.72","141614.12"
"136","F16","130","303895.7","141223.72"
"136","F16","131","300293.3","141300.3"
"136","F16","132","296507.9","141018.33"
"136","F16","133","291954.1","141465.89"
"136","F16","134","286735.1","141305.0"
"136","F16","135","283040.78","140967.83"
"136","F16","136","278422.6","141114.34"
"136","F16","137","272749.3","141185.92"
"136","F16","138","267575.22","141270.92"
"136","F16","139","260768.5","141041.5"
"136","F16","140","252521.23","140972.23"
"136","F16","141","240212.25","140953.72"
"136","F16","142","221844.1","140753.08"
"136","F16","143","193195.03","140806.62"
"136","F16","144","150478.77","140664.02"
"136","F16","145","99887.45","140814.73"
"136","F16","146","55519.094","140555.02"
"136","F16","147","33673.543","140278.86"
"136","F16","148","29122.72","140035.97"
"136","F16","149","27615.65","139938.48"
"136","F16","150","26449.64","140413.48"
"136","F16","151","25760.764","140265.11"
"136","F16","152","24854.4","140116.55"
"136","F16","153","24672.123","140210.06"
"136","F16","154","24006.812","139933.69"
"136","F16","155","24064.15","139706.69"
"136","F16","156","23634.586","139988.2"
"136","F16","157","23587.547","139788.78"
"136","F16","158","22994.104","139481.08"
"136","F16","159","22859.754","139633.48"
"136","F16","160","22947.26","139298.8"
"136","F16","161","22562.453","139015.31"
"136","F16","162","22210.023","139276.31"
"136","F16","163","22019.467","139212.2"
"136","F16","164","21647.443","139463.5"
"136","F16","165","21484.95","139147.33"
"136","F16","166","21171.564","138876.73"
"136","F16","167","21150.57","138803.56"
"136","F16","168","20952.855","138722.78"
"136","F16","169","20601.025","138377.5"
"136","F16","170","20620.182","138621.23"
"136","F16","171","20308.316","138629.28"
"136","F16","172","19993.23","138705.02"
"136","F16","173","19850.742","138339.31"
"136","F16","174","19635.271","138055.73"
"136","F16","175","19336.621","138016.83"
"136","F16","176","19451.316","138041.36"
"136","F16","177","19204.486","137624.52"
"136","F16","178","18970.963","137750.66"
"136","F16","179","18598.383","137741.88"
"136","F16","180","18674.51","137596.22"
"136","F16","181","18350.627","137299.86"
"136","F16","182","18155.691","137034.08"
"136","F16","183","17786.49","137235.02"
"136","F16","184","17872.61","137426.66"
"136","F16","185","17687.883","136891.94"
"136","F16","186","17613.488","136772.75"
"136","F16","187","17101.307","136673.72"
"136","F16","188","17280.16","136592.42"
"136","F16","189","17091.95","136728.67"
"136","F16","190","16861.139","136538.42"
"136","F16","191","16921.816","136095.17"
"136","F16","192","16791.018","136371.17"
"136","F16","193","16592.832","136353.33"
"136","F16","194","16212.324","135950.31"
"136","F16","195","16154.144","135857.98"
"136","F16","196","16229.382","135785.06"
"136","F16","197","15901.057","135658.16"
"136","F16","198","15963.31","135476.16"
"136","F16","199","15610.561","135205.55"
"136","F16","200","15587.48","135093.33"
"136","F16","201","15496.61","134699.47"
"136","F16","202","15076.4","134902.28"
"136","F16","203","15150.138","134789.56"
"136","F16","204","14851.972","134351.44"
"136","F16","205","14921.475","134349.69"
"136","F16","206","14563.813","134012.97"
"136","F16","207","14590.037","133834.58"
"136","F16","208","14523.94","133905.4"
"136","F16","209","14374.674","134122.67"
"136","F16","210","14291.939","133805.98"
"136","F16","211","14093.103","133592.89"
"136","F16","212","13853.134","133367.69"
"136","F16","213","13711.785","133508.55"
"136","F16","214","13927.102","133125.31"
"136","F16","215","13787.401","132950.14"
"136","F16","216","13318.06","133086.95"
"136","F16","217","13521.603","132756.7"
"136","F16","218","13166.207","132744.84"
"136","F16","219","12955.348","132401.28"
"136","F16","220","12868.844","132582.64"
"136","F16","221","13056.797","132241.81"
"136","F16","222","12658.693","132134.8"
"137","F17","1","21239.531","154212.12"
"137","F17","2","21577.467","154491.16"
"137","F17","3","22076.96","154729.98"
"137","F17","4","22515.176","154654.97"
"137","F17","5","22583.674","154616.06"
"137","F17","6","22952.08","154488.03"
"137","F17","7","23326.098","154307.88"
"137","F17","8","23441.096","154066.83"
"137","F17","9","23678.98","153927.86"
"137","F17","10","23946.854","153846.16"
"137","F17","11","24273.883","153637.25"
"137","F17","12","24589.645","153466.11"
"137","F17","13","24924.094","153351.77"
"137","F17","14","24951.674","153220.73"
"137","F17","15","25331.746","153153.08"
"137","F17","16","25341.252","153146.39"
"137","F17","17","25564.7","153153.67"
"137","F17","18","25532.48","153307.69"
"137","F17","19","25666.9","153258.92"
"137","F17","20","26202.283","153214.44"
"137","F17","21","26444.412","153252.31"
"137","F17","22","26401.15","153072.12"
"137","F17","23","26571.875","152970.97"
"137","F17","24","26933.402","152875.94"
"137","F17","25","27064.145","152921.31"
"137","F17","26","27248.457","153225.67"
"137","F17","27","27518.557","153374.16"
"137","F17","28","27826.06","153311.12"
"137","F17","29","28043.39","153242.36"
"137","F17","30","28168.59","153257.02"
"137","F17","31","28520.594","153341.67"
"137","F17","32","28763.691","153329.34"
"137","F17","33","28816.992","153221.45"
"137","F17","34","29206.2","153180.86"
"137","F17","35","29471.852","153271.08"
"137","F17","36","29670.129","153222.67"
"137","F17","37","30213.145","153102.55"
"137","F17","38","30364.945","153147.06"
"137","F17","39","30784.732","153553.6"
"137","F17","40","31553.988","153636.45"
"137","F17","41","32856.42","153672.16"
"137","F17","42","35167.51","153642.17"
"137","F17","43","39619.113","153716.69"
"137","F17","44","47183.85","153700.38"
"137","F17","45","59126.094","153800.98"
"137","F17","46","76098.8","153826.31"
"137","F17","47","94829.88","153924.64"
"137","F17","48","111175.59","153884.31"
"137","F17","49","122330.61","153893.53"
"137","F17","50","128603.984","153812.83"
"137","F17","51","131909.86","153731.14"
"137","F17","52","133635.17","153734.33"
"137","F17","53","134529.12","154050.6"
"137","F17","54","134862.36","154042.02"
"137","F17","55","135113.22","153998.61"
"137","F17","56","135285.03","153996.83"
"137","F17","57","135326.48","154019.86"
"137","F17","58","135424.17","154065.53"
"137","F17","59","135384.48","154010.72"
"137","F17","60","135801.33","153935.84"
"137","F17","61","135929.72","153945.38"
"137","F17","62","135943.88","154298.5"
"137","F17","63","135999.11","154209.08"
"137","F17","64","136029.42","154058.95"
"137","F17","65","135798.16","154046.77"
"137","F17","66","135925.22","154303.22"
"137","F17","67","136164.95","154282.97"
"137","F17","68","136131.61","154323.44"
"137","F17","69","135961.97","154461.0"
"137","F17","70","136022.33","154411.81"
"137","F17","71","135830.55","154469.94"
"137","F17","72","135909.84","154535.3"
"137","F17","73","136017.36","154434.1"
"137","F17","74","136316.23","154377.39"
"137","F17","75","136410.03","154598.06"
"137","F17","76","135952.47","154523.67"
"137","F17","77","135926.2","154382.33"
"137","F17","78","135970.6","154370.34"
"137","F17","79","136034.83","154565.19"
"137","F17","80","135627.64","154684.66"
"137","F17","81","135854.78","154816.84"
"137","F17","82","135891.88","154827.5"
"137","F17","83","135918.75","154616.05"
"137","F17","84","135737.95","154535.42"
"137","F17","85","135658.92","154802.14"
"137","F17","86","135835.36","154834.8"
"137","F17","87","135657.97","154727.89"
"137","F17","88","135859.06","154636.14"
"137","F17","89","135805.58","154597.55"
"137","F17","90","136074.08","154903.19"
"137","F17","91","135465.36","153499.47"
"137","F17","92","133368.34","153384.33"
"137","F17","93","132198.86","153608.78"
"137","F17","94","130487.84","153744.06"
"137","F17","95","128873.91","153769.62"
"137","F17","96","128038.66","153736.12"
"137","F17","97","126158.17","153692.62"
"137","F17","98","124880.51","153703.75"
"137","F17","99","123207.29","154010.61"
"137","F17","100","122501.484","154012.7"
"137","F17","101","120865.38","153603.45"
"137","F17","102","119204.82","153457.03"
"137","F17","103","118172.87","153867.05"
"137","F17","104","116614.99","154001.6"
"137","F17","105","115001.32","153916.75"
"137","F17","106","113414.6","153704.69"
"137","F17","107","112531.69","153681.31"
"137","F17","108","110776.055","154070.62"
"137","F17","109","109378.87","153860.27"
"137","F17","110","108247.17","153709.42"
"137","F17","111","106458.336","153969.94"
"137","F17","112","105372.234","153931.78"
"137","F17","113","103563.66","154107.17"
"137","F17","114","102175.72","154083.77"
"137","F17","115","100859.84","153743.78"
"137","F17","116","99765.1","154031.64"
"137","F17","117","98089.19","153858.34"
"137","F17","118","96223.84","153982.22"
"137","F17","119","94230.83","153686.03"
"137","F17","120","92227.16","153747.58"
"137","F17","121","90653.31","153800.03"
"137","F17","122","88755.74","153833.11"
"137","F17","123","86581.234","154154.81"
"137","F17","124","84492.47","153872.14"
"137","F17","125","81916.125","154131.14"
"137","F17","126","79537.445","153756.89"
"137","F17","127","77046.41","154220.3"
"137","F17","128","74357.68","154035.98"
"137","F17","129","71552.63","153810.64"
"137","F17","130","68395.58","153645.47"
"137","F17","131","65747.984","153962.1"
"137","F17","132","62847.277","153532.92"
"137","F17","133","59862.59","153828.0"
"137","F17","134","55635.496","153551.62"
"137","F17","135","52022.734","153254.92"
"137","F17","136","47348.504","153673.62"
"137","F17","137","42675.227","153567.62"
"137","F17","138","38502.57","153441.47"
"137","F17","139","34773.66","152986.81"
"137","F17","140","31910.701","153490.62"
"137","F17","141","29864.523","153299.2"
"137","F17","142","28499.1","153298.1"
"137","F17","143","26921.844","152986.94"
"137","F17","144","26172.127","153208.48"
"137","F17","145","25264.545","152531.16"
"137","F17","146","24757.818","152722.16"
"137","F17","147","24482.771","152862.77"
"137","F17","148","23965.959","152842.17"
"137","F17","149","23346.957","152882.89"
"137","F17","150","22561.49","152510.48"
"137","F17","151","22486.25","152719.67"
"137","F17","152","21667.674","152389.12"
"137","F17","153","21153.639","152717.02"
"137","F17","154","20816.248","152217.97"
"137","F17","155","20816.03","152097.81"
"137","F17","156","20318.22","152125.39"
"137","F17","157","19860.695","152457.84"
"137","F17","158","19882.766","152431.45"
"137","F17","159","19555.02","151871.27"
"137","F17","160","19626.373","152020.95"
"137","F17","161","19297.682","152089.02"
"137","F17","162","19156.598","151396.0"
"137","F17","163","18813.25","151467.39"
"137","F17","164","18625.195","151499.11"
"137","F17","165","18600.248","151462.53"
"137","F17","166","18433.084","151585.33"
"137","F17","167","18348.19","151747.83"
"137","F17","168","18170.146","151209.64"
"137","F17","169","18242.686","151363.47"
"137","F17","170","18104.174","151193.0"
"137","F17","171","17646.117","150751.36"
"137","F17","172","17672.941","150996.52"
"137","F17","173","17376.53","150642.4"
"137","F17","174","17381.621","150688.28"
"137","F17","175","17506.232","150571.94"
"137","F17","176","17331.324","150441.64"
"137","F17","177","17049.238","150225.75"
"137","F17","178","17023.676","150318.77"
"137","F17","179","16666.266","150436.36"
"137","F17","180","16475.799","150437.25"
"137","F17","181","16534.287","149783.22"
"137","F17","182","16336.596","149866.22"
"137","F17","183","16181.613","149988.81"
"137","F17","184","16212.942","149165.81"
"137","F17","185","16184.787","149636.38"
"137","F17","186","16056.374","149440.25"
"137","F17","187","15828.436","149453.56"
"137","F17","188","15714.712","149606.83"
"137","F17","189","15501.788","149369.2"
"137","F17","190","15395.322","148774.12"
"137","F17","191","15258.068","149109.47"
"137","F17","192","15250.486","148410.36"
"137","F17","193","14908.664","148957.64"
"137","F17","194","14883.539","148648.06"
"137","F17","195","14657.455","148297.64"
"137","F17","196","14842.649","147740.83"
"137","F17","197","14494.009","148297.06"
"137","F17","198","14244.975","147815.9"
"137","F17","199","14528.006","147464.34"
"137","F17","200","14388.606","147530.34"
"137","F17","201","14352.043","147124.3"
"137","F17","202","14106.984","147167.9"
"137","F17","203","13748.11","147464.5"
"137","F17","204","13974.896","147143.22"
"137","F17","205","13719.758","146806.06"
"137","F17","206","13782.456","146642.8"
"137","F17","207","13528.854","146308.81"
"137","F17","208","13520.65","146134.61"
"137","F17","209","13531.674","146030.58"
"137","F17","210","13511.398","145806.86"
"137","F17","211","13298.894","146081.53"
"137","F17","212","13020.246","145803.36"
"137","F17","213","13305.925","145952.84"
"137","F17","214","12993.0","145496.36"
"137","F17","215","12792.624","145387.12"
"137","F17","216","12774.681","145387.33"
"137","F17","217","12797.657","145088.47"
"137","F17","218","12667.85","145389.53"
"137","F17","219","12582.353","144988.92"
"137","F17","220","12518.372","144671.61"
"137","F17","221","12351.378","144756.3"
"137","F17","222","12025.561","144903.14"
"139","F19","1","21539.38","148046.7"
"139","F19","2","21774.959","147730.75"
"139","F19","3","22021.05","146158.39"
"139","F19","4","21973.295","144450.23"
"139","F19","5","21889.537","143088.48"
"139","F19","6","21873.705","142240.22"
"139","F19","7","22147.824","141853.83"
"139","F19","8","22348.332","141496.17"
"139","F19","9","22363.523","141331.73"
"139","F19","10","22641.451","141303.64"
"139","F19","11","22954.21","141211.5"
"139","F19","12","23360.13","141151.36"
"139","F19","13","23622.455","141042.86"
"139","F19","14","23708.3","140930.31"
"139","F19","15","23903.266","140769.31"
"139","F19","16","24066.822","140470.47"
"139","F19","17","24194.11","140378.81"
"139","F19","18","24380.035","140449.58"
"139","F19","19","24538.402","140380.34"
"139","F19","20","24931.559","140254.28"
"139","F19","21","25186.236","140214.3"
"139","F19","22","25207.996","140283.8"
"139","F19","23","25492.322","140293.95"
"139","F19","24","25979.354","140398.98"
"139","F19","25","26815.082","140319.7"
"139","F19","26","28003.016","140053.69"
"139","F19","27","29789.172","140009.9"
"139","F19","28","32900.49","140085.39"
"139","F19","29","38050.344","140058.2"
"139","F19","30","47397.543","140074.1"
"139","F19","31","61960.08","140239.14"
"139","F19","32","83574.484","140234.8"
"139","F19","33","114556.79","140152.05"
"139","F19","34","154179.25","140144.33"
"139","F19","35","201374.2","140278.05"
"139","F19","36","252928.9","140325.84"
"139","F19","37","305671.3","140535.81"
"139","F19","38","356931.25","140577.1"
"139","F19","39","404543.0","140555.81"
"139","F19","40","447231.06","140780.73"
"139","F19","41","483713.06","141155.77"
"139","F19","42","514432.12","141240.12"
"139","F19","43","540965.1","141148.55"
"139","F19","44","563441.6","140930.27"
"139","F19","45","580794.75","140912.25"
"139","F19","46","595287.94","141282.92"
"139","F19","47","605795.06","141236.58"
"139","F19","48","614437.94","141124.36"
"139","F19","49","621462.25","141146.05"
"139","F19","50","624297.06","141197.77"
"139","F19","51","627758.9","141231.52"
"139","F19","52","631786.3","141244.94"
"139","F19","53","634471.3","141324.31"
"139","F19","54","636428.5","141293.94"
"139","F19","55","637929.6","141180.02"
"139","F19","56","639014.1","141082.4"
"139","F19","57","641109.0","141028.42"
"139","F19","58","641519.5","141104.28"
"139","F19","59","641729.94","141085.69"
"139","F19","60","642800.25","141201.69"
"139","F19","61","643006.5","141186.97"
"139","F19","62","644622.0","141289.38"
"139","F19","63","645216.25","141216.11"
"139","F19","64","644590.44","141103.08"
"139","F19","65","644134.7","141049.62"
"139","F19","66","645528.5","140996.33"
"139","F19","67","646646.75","141092.38"
"139","F19","68","647638.7","141083.11"
"139","F19","69","647952.75","141139.6"
"139","F19","70","648701.6","141185.2"
"139","F19","71","649229.9","141093.42"
"139","F19","72","649781.94","140986.25"
"139","F19","73","651078.7","140929.0"
"139","F19","74","651085.8","141103.0"
"139","F19","75","651744.06","141281.83"
"139","F19","76","651280.56","141245.52"
"139","F19","77","652168.25","141154.06"
"139","F19","78","652601.9","141227.38"
"139","F19","79","652180.2","141427.61"
"139","F19","80","654156.94","141445.8"
"139","F19","81","654188.5","141469.3"
"139","F19","82","653483.6","141428.4"
"139","F19","83","654441.75","141261.92"
"139","F19","84","655117.56","141209.97"
"139","F19","85","654695.4","141456.75"
"139","F19","86","656403.1","141415.47"
"139","F19","87","657856.8","141365.56"
"139","F19","88","658913.6","141448.88"
"139","F19","89","659864.75","141379.2"
"139","F19","90","659341.75","141263.55"
"139","F19","91","657009.0","137151.75"
"139","F19","92","653794.75","137603.7"
"139","F19","93","645958.8","137825.94"
"139","F19","94","640499.5","137738.83"
"139","F19","95","635259.94","137680.61"
"139","F19","96","628453.44","137931.61"
"139","F19","97","624031.5","138008.64"
"139","F19","98","618527.06","137999.4"
"139","F19","99","613259.56","137976.94"
"139","F19","100","605916.3","137888.9"
"139","F19","101","599507.4","137890.88"
"139","F19","102","593814.75","138029.69"
"139","F19","103","588359.2","137771.16"
"139","F19","104","583587.0","137673.88"
"139","F19","105","577940.0","138165.9"
"139","F19","106","571355.25","137978.78"
"139","F19","107","565667.06","138126.25"
"139","F19","108","560761.4","138315.42"
"139","F19","109","554928.56","137855.17"
"139","F19","110","548764.6","138258.88"
"139","F19","111","543548.2","138051.31"
"139","F19","112","537903.3","137853.81"
"139","F19","113","531998.0","137884.77"
"139","F19","114","527783.9","138127.56"
"139","F19","115","519852.1","138188.12"
"139","F19","116","516856.0","137904.9"
"139","F19","117","511197.44","138571.22"
"139","F19","118","505586.22","137933.16"
"139","F19","119","499925.6","138371.48"
"139","F19","120","493722.06","138149.27"
"139","F19","121","488681.66","137785.58"
"139","F19","122","484793.7","137933.16"
"139","F19","123","478749.6","138630.19"
"139","F19","124","474251.6","137800.16"
"139","F19","125","469519.3","138128.3"
"139","F19","126","463646.22","137760.69"
"139","F19","127","458189.7","138362.5"
"139","F19","128","452963.94","138129.45"
"139","F19","129","447987.47","138084.27"
"139","F19","130","442509.53","138019.84"
"139","F19","131","437592.6","138424.56"
"139","F19","132","431471.9","137929.61"
"139","F19","133","427310.25","138102.34"
"139","F19","134","421434.4","137851.48"
"139","F19","135","416084.7","137994.31"
"139","F19","136","411283.25","138129.62"
"139","F19","137","406171.2","137803.62"
"139","F19","138","400631.66","137684.98"
"139","F19","139","395528.7","137597.25"
"139","F19","140","389947.06","137469.89"
"139","F19","141","383612.9","137591.02"
"139","F19","142","378412.4","137701.53"
"139","F19","143","372575.25","137711.75"
"139","F19","144","366516.6","137482.6"
"139","F19","145","359829.4","137439.66"
"139","F19","146","352844.44","137457.97"
"139","F19","147","344856.78","137203.8"
"139","F19","148","337706.06","137527.06"
"139","F19","149","328642.5","137387.97"
"139","F19","150","318568.44","137508.97"
"139","F19","151","308180.44","137399.53"
"139","F19","152","297125.88","136932.02"
"139","F19","153","284834.12","137186.69"
"139","F19","154","272928.78","137091.72"
"139","F19","155","259448.33","136770.56"
"139","F19","156","241453.92","137079.92"
"139","F19","157","218020.64","136583.08"
