# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_2\data\JG045A TMCC1 Gen3 EvaGreen.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2020-11-05 10:11:48 AM EST
# Run End Date/Time: 2020-11-05 12:23:07 PM EST
# Run Duration: 131 minutes 18 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-08-07 06:02:02 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-08-07 06:05:19 PM EDT
"Well","Well Position","Cycle Number","SYBR","ROX"
"97","E1","149","18919.62","143076.67"
"97","E1","150","18429.412","142868.1"
"97","E1","151","18159.285","142852.47"
"97","E1","152","17301.826","142807.56"
"97","E1","153","17376.197","142998.27"
"97","E1","154","17173.863","142742.55"
"97","E1","155","16951.89","142670.19"
"97","E1","156","16684.553","142584.02"
"97","E1","157","16444.182","142786.98"
"97","E1","158","16477.355","142680.33"
"97","E1","159","16282.592","142624.66"
"97","E1","160","15832.815","142774.36"
"97","E1","161","15920.955","142655.03"
"97","E1","162","15576.341","142328.88"
"97","E1","163","15524.577","142624.53"
"97","E1","164","15413.122","142393.67"
"97","E1","165","15040.427","142610.92"
"97","E1","166","14995.963","142515.6"
"97","E1","167","14715.97","142530.83"
"97","E1","168","14568.416","142171.11"
"97","E1","169","14312.175","142177.34"
"97","E1","170","14131.324","142272.12"
"97","E1","171","13978.857","142080.55"
"97","E1","172","13790.593","141757.06"
"97","E1","173","13770.81","141796.16"
"97","E1","174","13710.102","141888.67"
"97","E1","175","13607.484","141898.84"
"97","E1","176","13132.71","141538.38"
"97","E1","177","13055.667","141816.0"
"97","E1","178","13134.361","141889.38"
"97","E1","179","12717.739","141568.7"
"97","E1","180","12667.138","141395.5"
"97","E1","181","12340.548","141197.73"
"97","E1","182","12692.33","141396.1"
"97","E1","183","12518.886","141124.45"
"97","E1","184","11762.1875","141261.28"
"97","E1","185","12146.165","141246.3"
"97","E1","186","12156.21","141150.73"
"97","E1","187","11784.1","140687.36"
"97","E1","188","11458.821","141040.31"
"97","E1","189","11482.064","140664.67"
"97","E1","190","11108.452","140306.02"
"97","E1","191","11284.953","140407.83"
"97","E1","192","11221.038","140523.55"
"97","E1","193","10786.246","140437.89"
"97","E1","194","10891.277","140621.92"
"97","E1","195","10615.714","140325.84"
"97","E1","196","10351.279","140018.23"
"97","E1","197","10632.039","139998.83"
"97","E1","198","10227.389","139915.98"
"97","E1","199","10066.096","139545.83"
"97","E1","200","10302.856","139530.58"
"97","E1","201","10050.457","139426.06"
"97","E1","202","10112.998","139438.97"
"97","E1","203","9739.835","139252.02"
"97","E1","204","9704.56","139213.25"
"97","E1","205","9537.601","138832.22"
"97","E1","206","9585.985","139052.02"
"97","E1","207","9071.89","139048.66"
"97","E1","208","9083.35","138799.0"
"97","E1","209","8858.395","138800.06"
"97","E1","210","8889.059","138603.86"
"97","E1","211","8944.286","138564.48"
"97","E1","212","8888.825","138454.92"
"97","E1","213","8782.6455","138476.47"
"97","E1","214","8448.501","138377.77"
"97","E1","215","8646.467","138274.75"
"97","E1","216","8291.256","138260.5"
"97","E1","217","8292.555","138076.05"
"97","E1","218","7917.5605","137863.78"
"97","E1","219","7920.5933","137892.61"
"97","E1","220","7794.6626","137773.62"
"97","E1","221","7547.8594","137593.4"
"97","E1","222","7875.0654","137469.17"
"98","E2","1","25646.043","144476.72"
"98","E2","2","25850.725","143885.17"
"98","E2","3","26121.021","142823.53"
"98","E2","4","26174.379","142304.45"
"98","E2","5","26308.285","141974.36"
"98","E2","6","26577.674","141813.5"
"98","E2","7","26621.193","141673.66"
"98","E2","8","26870.873","141628.86"
"98","E2","9","26968.611","141741.1"
"98","E2","10","27198.582","141588.84"
"98","E2","11","27646.938","141480.12"
"98","E2","12","27898.47","141419.81"
"98","E2","13","28012.88","141315.22"
"98","E2","14","28007.861","141103.53"
"98","E2","15","28281.715","141071.27"
"98","E2","16","28770.916","141154.5"
"98","E2","17","29176.982","141219.17"
"98","E2","18","29257.951","141334.56"
"98","E2","19","29902.818","141340.23"
"98","E2","20","31255.2","141299.4"
"98","E2","21","33260.816","141284.22"
"98","E2","22","36242.633","141205.8"
"98","E2","23","41711.953","141224.95"
"98","E2","24","51256.75","141484.31"
"98","E2","25","66469.89","141550.2"
"98","E2","26","88375.4","141484.61"
"98","E2","27","116041.75","141405.17"
"98","E2","28","145263.12","141358.02"
"98","E2","29","171207.02","141450.16"
"98","E2","30","191571.02","141674.61"
"98","E2","31","205820.75","141651.69"
"98","E2","32","215091.6","141565.0"
"98","E2","33","221136.3","141531.75"
"98","E2","34","224960.17","141649.56"
"98","E2","35","227262.92","141667.84"
"98","E2","36","229043.6","141835.19"
"98","E2","37","230452.25","141864.9"
"98","E2","38","231409.6","141814.1"
"98","E2","39","232299.19","141886.67"
"98","E2","40","233306.75","141916.44"
"98","E2","41","233953.47","141881.22"
"98","E2","42","234458.56","142010.6"
"98","E2","43","235073.92","142096.95"
"98","E2","44","235471.83","142057.17"
"98","E2","45","235974.83","141977.67"
"98","E2","46","236781.16","142011.14"
"98","E2","47","237144.92","142078.25"
"98","E2","48","237422.64","142120.9"
"98","E2","49","237882.73","142273.38"
"98","E2","50","238354.38","142284.89"
"98","E2","51","238836.23","142312.5"
"98","E2","52","238907.84","142316.75"
"98","E2","53","239328.17","142246.53"
"98","E2","54","239700.8","142229.52"
"98","E2","55","239633.12","142223.11"
"98","E2","56","239981.42","142353.48"
"98","E2","57","240478.5","142411.14"
"98","E2","58","240520.3","142356.22"
"98","E2","59","240497.86","142358.25"
"98","E2","60","240679.39","142554.39"
"98","E2","61","240603.62","142523.28"
"98","E2","62","240975.38","142526.5"
"98","E2","63","241038.22","142456.42"
"98","E2","64","241229.06","142503.28"
"98","E2","65","241210.36","142529.25"
"98","E2","66","241384.3","142452.98"
"98","E2","67","241365.64","142438.67"
"98","E2","68","241808.14","142522.34"
"98","E2","69","241998.17","142473.23"
"98","E2","70","241808.97","142530.83"
"98","E2","71","242157.39","142519.84"
"98","E2","72","242728.28","142483.61"
"98","E2","73","243004.39","142480.66"
"98","E2","74","243371.17","142622.08"
"98","E2","75","243854.7","142682.0"
"98","E2","76","244000.78","142773.03"
"98","E2","77","244392.17","142751.02"
"98","E2","78","245117.06","142774.53"
"98","E2","79","246689.36","142715.03"
"98","E2","80","248645.52","142725.44"
"98","E2","81","250910.27","142798.86"
"98","E2","82","254334.03","142747.81"
"98","E2","83","259567.95","142846.67"
"98","E2","84","265714.62","142872.45"
"98","E2","85","274341.62","142920.6"
"98","E2","86","285490.97","142834.45"
"98","E2","87","298424.4","142875.89"
"98","E2","88","313305.22","143046.03"
"98","E2","89","329485.38","143017.4"
"98","E2","90","343788.56","143104.7"
"98","E2","91","371074.84","141993.88"
"98","E2","92","369173.8","141879.25"
"98","E2","93","366153.16","141816.47"
"98","E2","94","361527.22","141935.34"
"98","E2","95","358746.3","141910.06"
"98","E2","96","354750.88","141862.7"
"98","E2","97","349638.9","141952.42"
"98","E2","98","345469.4","142132.11"
"98","E2","99","341386.5","142219.72"
"98","E2","100","336250.84","142210.83"
"98","E2","101","330876.44","141981.64"
"98","E2","102","324876.7","142454.89"
"98","E2","103","319344.12","142248.19"
"98","E2","104","312761.84","142354.0"
"98","E2","105","306397.22","142553.33"
"98","E2","106","299172.53","142419.19"
"98","E2","107","292315.3","142649.39"
"98","E2","108","284534.62","142615.73"
"98","E2","109","275696.8","142437.23"
"98","E2","110","267481.94","142552.36"
"98","E2","111","258099.0","142641.22"
"98","E2","112","248796.55","142694.67"
"98","E2","113","238176.95","142697.38"
"98","E2","114","227160.58","142502.56"
"98","E2","115","216432.81","142597.39"
"98","E2","116","205933.31","142670.0"
"98","E2","117","196407.72","142698.56"
"98","E2","118","188285.31","142481.44"
"98","E2","119","181186.05","143015.8"
"98","E2","120","175947.12","142785.55"
"98","E2","121","169853.83","142485.92"
"98","E2","122","164723.53","142771.77"
"98","E2","123","159473.95","142558.33"
"98","E2","124","154949.25","142728.34"
"98","E2","125","150477.58","142695.42"
"98","E2","126","146064.14","142837.92"
"98","E2","127","141793.98","142710.88"
"98","E2","128","137946.0","142824.27"
"98","E2","129","133885.38","142712.05"
"98","E2","130","129852.59","143081.31"
"98","E2","131","125952.54","142906.64"
"98","E2","132","122198.25","142949.27"
"98","E2","133","118137.266","142977.58"
"98","E2","134","114688.195","142731.27"
"98","E2","135","110696.7","142722.33"
"98","E2","136","106820.59","142756.11"
"98","E2","137","103158.875","142461.81"
"98","E2","138","99330.664","142542.66"
"98","E2","139","95035.24","142757.5"
"98","E2","140","90585.92","142671.8"
"98","E2","141","85974.3","142926.02"
"98","E2","142","81253.414","142456.23"
"98","E2","143","76680.99","142269.66"
"98","E2","144","71379.6","142611.42"
"98","E2","145","66560.0","142451.4"
"98","E2","146","61499.594","142226.44"
"98","E2","147","55850.12","142384.25"
"98","E2","148","51090.63","142396.75"
"98","E2","149","46465.113","142159.9"
"98","E2","150","42646.812","142072.31"
"98","E2","151","39039.99","142070.66"
"98","E2","152","35675.32","142119.12"
"98","E2","153","32409.586","141843.36"
"98","E2","154","30186.58","142169.05"
"98","E2","155","27652.791","142013.03"
"98","E2","156","25716.004","141932.77"
"98","E2","157","24367.186","141764.5"
"98","E2","158","23587.969","141985.6"
"98","E2","159","23012.736","141888.08"
"98","E2","160","22239.652","142062.42"
"98","E2","161","21791.885","141772.95"
"98","E2","162","21610.37","141684.69"
"98","E2","163","21103.717","141676.69"
"98","E2","164","20779.605","141427.42"
"98","E2","165","20637.934","141734.88"
"98","E2","166","20417.15","141518.14"
"98","E2","167","20006.31","141289.58"
"98","E2","168","19837.99","141063.17"
"98","E2","169","19555.71","141390.23"
"98","E2","170","19103.92","141135.84"
"98","E2","171","18926.834","141046.47"
"98","E2","172","18794.963","140920.83"
"98","E2","173","18680.268","140921.1"
"98","E2","174","18356.35","141194.89"
"98","E2","175","18318.121","140922.19"
"98","E2","176","18073.842","140805.17"
"98","E2","177","18023.932","140775.03"
"98","E2","178","17602.572","140871.75"
"98","E2","179","17329.691","140506.77"
"98","E2","180","16813.463","140537.67"
"98","E2","181","16984.111","140424.72"
"98","E2","182","16744.14","140448.5"
"98","E2","183","16624.133","140338.05"
"98","E2","184","16409.852","140344.16"
"98","E2","185","16114.57","140102.75"
"98","E2","186","16072.267","140035.3"
"98","E2","187","15893.884","139823.39"
"98","E2","188","15531.113","139623.38"
"98","E2","189","15592.183","139664.11"
"98","E2","190","15189.059","139714.97"
"98","E2","191","15304.443","139540.78"
"98","E2","192","15120.005","139589.31"
"98","E2","193","14781.411","139499.89"
"98","E2","194","14392.455","139189.1"
"98","E2","195","14139.293","139114.84"
"98","E2","196","13977.197","139050.75"
"98","E2","197","14049.826","138986.39"
"98","E2","198","13901.961","138963.4"
"98","E2","199","13689.742","138914.06"
"98","E2","200","13730.62","138403.17"
"98","E2","201","13485.134","138612.25"
"98","E2","202","13160.994","138465.3"
"98","E2","203","12919.794","138394.86"
"98","E2","204","12720.558","138577.89"
"98","E2","205","12471.338","138199.53"
"98","E2","206","12451.995","137976.19"
"98","E2","207","12220.14","137834.12"
"98","E2","208","12240.62","137719.05"
"98","E2","209","12004.163","137560.31"
"98","E2","210","11757.595","137425.39"
"98","E2","211","11795.118","137782.72"
"98","E2","212","11225.367","137187.81"
"98","E2","213","11501.695","137198.61"
"98","E2","214","11576.386","136994.95"
"98","E2","215","11012.549","136807.38"
"98","E2","216","11111.615","136837.31"
"98","E2","217","10892.412","136406.86"
"98","E2","218","10820.039","136759.17"
"98","E2","219","10848.916","136695.12"
"98","E2","220","10604.26","136671.72"
"98","E2","221","10273.384","136385.36"
"98","E2","222","10318.713","135923.48"
"100","E4","1","20079.586","145160.5"
"100","E4","2","20209.963","144265.86"
"100","E4","3","20177.225","141970.36"
"100","E4","4","19950.4","140477.1"
"100","E4","5","19892.865","139776.02"
"100","E4","6","19956.324","139386.97"
"100","E4","7","20266.156","139216.33"
"100","E4","8","20559.766","139065.38"
"100","E4","9","20837.084","138999.58"
"100","E4","10","21115.658","139074.78"
"100","E4","11","21309.92","139072.42"
"100","E4","12","21511.852","138995.4"
"100","E4","13","21698.47","138918.23"
"100","E4","14","21985.648","138872.14"
"100","E4","15","22124.396","138890.5"
"100","E4","16","22371.193","138955.97"
"100","E4","17","22620.158","138890.72"
"100","E4","18","22923.219","138827.02"
"100","E4","19","23471.41","138805.4"
"100","E4","20","24422.178","138698.61"
"100","E4","21","25785.043","138638.08"
"100","E4","22","28155.588","138626.72"
"100","E4","23","32377.242","138657.06"
"100","E4","24","40036.87","138748.94"
"100","E4","25","53164.883","138699.08"
"100","E4","26","73592.19","138516.36"
"100","E4","27","103010.24","138579.14"
"100","E4","28","139137.38","139018.11"
"100","E4","29","177155.44","139112.84"
"100","E4","30","212183.28","139090.33"
"100","E4","31","239999.23","139259.75"
"100","E4","32","259804.39","139384.94"
"100","E4","33","272361.25","139395.52"
"100","E4","34","280365.2","139392.19"
"100","E4","35","285317.78","139553.94"
"100","E4","36","288463.78","139625.48"
"100","E4","37","290690.4","139676.3"
"100","E4","38","292078.34","139618.56"
"100","E4","39","293039.0","139568.75"
"100","E4","40","294218.38","139584.1"
"100","E4","41","294597.53","139559.4"
"100","E4","42","295219.53","139583.53"
"100","E4","43","296134.4","139588.45"
"100","E4","44","296440.2","139599.1"
"100","E4","45","297100.03","139710.6"
"100","E4","46","297509.75","139671.28"
"100","E4","47","297961.9","139753.58"
"100","E4","48","298332.3","139888.62"
"100","E4","49","298429.62","139823.25"
"100","E4","50","298615.5","139765.12"
"100","E4","51","299103.03","139724.39"
"100","E4","52","299556.38","139963.19"
"100","E4","53","299883.9","140145.7"
"100","E4","54","300316.6","139976.53"
"100","E4","55","300390.62","139863.38"
"100","E4","56","300577.56","139975.97"
"100","E4","57","300961.94","140023.16"
"100","E4","58","300741.62","139930.78"
"100","E4","59","300931.16","139937.5"
"100","E4","60","301217.16","140098.73"
"100","E4","61","301158.9","140177.69"
"100","E4","62","301375.9","140109.17"
"100","E4","63","301511.94","140148.95"
"100","E4","64","301543.22","140183.61"
"100","E4","65","301904.7","140153.95"
"100","E4","66","302067.97","140359.45"
"100","E4","67","301981.8","140268.88"
"100","E4","68","302466.8","140147.53"
"100","E4","69","302402.9","140215.48"
"100","E4","70","302275.66","140285.39"
"100","E4","71","302644.25","140215.14"
"100","E4","72","302921.6","140268.39"
"100","E4","73","303200.03","140358.02"
"100","E4","74","303131.2","140300.77"
"100","E4","75","303384.72","140403.84"
"100","E4","76","303141.1","140449.47"
"100","E4","77","303124.56","140370.53"
"100","E4","78","303223.4","140428.8"
"100","E4","79","303230.7","140384.86"
"100","E4","80","303063.38","140336.77"
"100","E4","81","303156.44","140391.97"
"100","E4","82","302963.4","140583.25"
"100","E4","83","303334.1","140508.31"
"100","E4","84","303606.9","140412.28"
"100","E4","85","303708.97","140533.22"
"100","E4","86","303745.12","140459.78"
"100","E4","87","304163.75","140450.23"
"100","E4","88","304574.8","140528.5"
"100","E4","89","304437.0","140585.97"
"100","E4","90","304245.9","140571.52"
"100","E4","91","306448.84","140257.34"
"100","E4","92","304766.66","140429.56"
"100","E4","93","302577.66","140658.52"
"100","E4","94","299707.28","140517.61"
"100","E4","95","296863.22","140397.58"
"100","E4","96","294582.03","140728.6"
"100","E4","97","291859.94","140480.66"
"100","E4","98","288878.78","140650.7"
"100","E4","99","286814.97","140441.58"
"100","E4","100","284092.75","140649.66"
"100","E4","101","281043.7","140995.12"
"100","E4","102","277543.97","140784.25"
"100","E4","103","275101.78","140808.72"
"100","E4","104","272842.72","141099.12"
"100","E4","105","269472.84","141127.73"
"100","E4","106","266844.8","140746.4"
"100","E4","107","263567.28","140720.34"
"100","E4","108","261214.38","141027.22"
"100","E4","109","258572.64","140811.83"
"100","E4","110","254830.31","141005.2"
"100","E4","111","252159.19","141306.86"
"100","E4","112","248767.69","140986.95"
"100","E4","113","246230.19","140875.72"
"100","E4","114","242571.36","141203.9"
"100","E4","115","238525.94","141296.98"
"100","E4","116","235233.56","141182.28"
"100","E4","117","231198.4","141108.56"
"100","E4","118","227706.55","140910.23"
"100","E4","119","223522.95","141113.4"
"100","E4","120","218228.0","141033.16"
"100","E4","121","212654.11","141221.83"
"100","E4","122","205596.67","141298.38"
"100","E4","123","196769.67","141365.4"
"100","E4","124","185764.08","141210.12"
"100","E4","125","170966.39","141130.53"
"100","E4","126","152456.94","141337.27"
"100","E4","127","128992.29","141276.44"
"100","E4","128","101260.06","141126.52"
"100","E4","129","72721.82","141078.48"
"100","E4","130","48632.746","141125.8"
"100","E4","131","33877.617","140971.94"
"100","E4","132","27933.984","141030.06"
"100","E4","133","25713.316","141283.2"
"100","E4","134","24550.072","141137.75"
"100","E4","135","23842.498","141093.56"
"100","E4","136","23607.7","141084.6"
"100","E4","137","23171.023","140953.64"
"100","E4","138","22940.531","140875.16"
"100","E4","139","22335.293","140797.95"
"100","E4","140","22144.379","140756.81"
"100","E4","141","21659.295","140868.25"
"100","E4","142","21089.537","141109.0"
"100","E4","143","20955.615","140815.92"
"100","E4","144","20332.695","140883.33"
"100","E4","145","20361.348","140673.6"
"100","E4","146","20279.133","140598.48"
"100","E4","147","20020.453","140512.73"
"100","E4","148","19764.707","140637.19"
"100","E4","149","19338.072","140561.61"
"100","E4","150","19214.283","140560.03"
"100","E4","151","19109.52","140620.23"
"100","E4","152","18674.322","140505.2"
"100","E4","153","18401.838","140332.8"
"100","E4","154","18343.047","140372.6"
"100","E4","155","18284.066","140216.53"
"100","E4","156","17861.736","140469.34"
"100","E4","157","17609.406","140285.92"
"100","E4","158","17606.145","140171.2"
"100","E4","159","17530.885","140113.94"
"100","E4","160","17148.342","140150.02"
"100","E4","161","16987.615","140017.23"
"100","E4","162","16825.996","140133.94"
"100","E4","163","16867.125","139762.02"
"100","E4","164","16744.621","139631.38"
"100","E4","165","16351.719","139844.67"
"100","E4","166","16234.228","139780.7"
"100","E4","167","16023.432","139676.48"
"100","E4","168","16037.306","139345.5"
"100","E4","169","15735.067","139549.97"
"100","E4","170","15495.341","139415.33"
"100","E4","171","15396.492","139516.05"
"100","E4","172","15245.009","139366.42"
"100","E4","173","15368.724","139625.48"
"100","E4","174","14853.174","139399.94"
"100","E4","175","14852.349","139252.45"
"100","E4","176","14760.827","139149.84"
"100","E4","177","14697.14","138937.23"
"100","E4","178","14207.997","138719.0"
"100","E4","179","14124.444","139177.8"
"100","E4","180","14154.734","138621.02"
"100","E4","181","13971.215","138756.78"
"100","E4","182","14015.038","138569.14"
"100","E4","183","13747.183","138541.77"
"100","E4","184","13630.895","138516.78"
"100","E4","185","13363.663","138494.48"
"100","E4","186","13391.768","138415.34"
"100","E4","187","13052.353","138167.2"
"100","E4","188","13303.77","138168.19"
"100","E4","189","12991.572","138089.47"
"100","E4","190","12976.613","137584.81"
"100","E4","191","12674.482","137916.69"
"100","E4","192","12563.57","137553.08"
"100","E4","193","12784.372","137621.83"
"100","E4","194","12477.391","137366.44"
"100","E4","195","12279.52","137327.39"
"100","E4","196","12313.57","137011.72"
"100","E4","197","12151.447","136723.27"
"100","E4","198","12105.111","137134.9"
"100","E4","199","11929.273","137027.67"
"100","E4","200","12046.524","136894.28"
"100","E4","201","11861.792","136564.6"
"100","E4","202","11528.901","136608.55"
"100","E4","203","11340.67","136499.77"
"100","E4","204","11390.246","136527.08"
"100","E4","205","11050.941","136446.88"
"100","E4","206","11045.024","136149.39"
"100","E4","207","11057.692","136068.38"
"100","E4","208","10965.086","135881.83"
"100","E4","209","10988.466","135893.69"
"100","E4","210","10770.5205","135568.2"
"100","E4","211","10499.287","135550.62"
"100","E4","212","10340.594","135515.03"
"100","E4","213","10665.338","135220.03"
"100","E4","214","10357.371","135379.53"
"100","E4","215","10074.022","135091.67"
"100","E4","216","10183.262","135136.72"
"100","E4","217","9936.656","134862.08"
"100","E4","218","9879.036","134879.95"
"100","E4","219","9846.93","134618.8"
"100","E4","220","10101.705","134711.47"
"100","E4","221","9551.727","134666.88"
"100","E4","222","9496.871","134546.45"
"101","E5","1","23315.473","148196.14"
"101","E5","2","23542.732","147436.78"
"101","E5","3","23726.734","146249.56"
"101","E5","4","24243.998","145682.8"
"101","E5","5","24324.479","145415.42"
"101","E5","6","24359.76","145185.16"
"101","E5","7","24527.059","144833.61"
"101","E5","8","24639.32","144526.11"
"101","E5","9","24792.85","144313.53"
"101","E5","10","24881.35","144110.45"
"101","E5","11","25039.102","143966.05"
"101","E5","12","25311.648","143833.27"
"101","E5","13","25595.201","143763.92"
"101","E5","14","25630.703","143815.81"
"101","E5","15","25806.133","143682.62"
"101","E5","16","25992.756","143582.69"
"101","E5","17","26178.238","143527.44"
"101","E5","18","26628.979","143364.78"
"101","E5","19","27147.52","143290.2"
"101","E5","20","27777.088","143291.3"
"101","E5","21","28657.506","143213.95"
"101","E5","22","30418.152","143131.72"
"101","E5","23","33560.676","143083.03"
"101","E5","24","39002.383","143038.17"
"101","E5","25","48438.43","143078.8"
"101","E5","26","63887.18","143311.28"
"101","E5","27","88023.29","143273.1"
"101","E5","28","120641.14","143051.58"
"101","E5","29","158799.28","143092.34"
"101","E5","30","197009.8","143460.2"
"101","E5","31","230184.08","143476.12"
"101","E5","32","255818.61","143406.33"
"101","E5","33","273098.25","143416.89"
"101","E5","34","284061.62","143542.23"
"101","E5","35","290539.5","143660.81"
"101","E5","36","295003.34","143599.34"
"101","E5","37","297731.1","143477.98"
"101","E5","38","299371.72","143458.9"
"101","E5","39","300633.75","143705.5"
"101","E5","40","301602.66","143867.69"
"101","E5","41","302315.9","143811.42"
"101","E5","42","303396.88","143738.7"
"101","E5","43","303966.3","143766.81"
"101","E5","44","304829.22","143718.08"
"101","E5","45","305467.9","143709.72"
"101","E5","46","306048.8","143714.53"
"101","E5","47","306677.66","143944.4"
"101","E5","48","306865.5","143921.38"
"101","E5","49","307082.7","143875.4"
"101","E5","50","307238.62","143925.28"
"101","E5","51","307438.25","144037.6"
"101","E5","52","307622.16","143970.72"
"101","E5","53","308200.34","143939.62"
"101","E5","54","308636.5","144110.42"
"101","E5","55","308834.47","144117.72"
"101","E5","56","309240.4","144133.31"
"101","E5","57","309649.6","144098.55"
"101","E5","58","309381.62","144231.62"
"101","E5","59","309677.72","144231.88"
"101","E5","60","310049.0","144161.08"
"101","E5","61","309987.34","144209.47"
"101","E5","62","309977.78","144146.33"
"101","E5","63","310061.88","144117.83"
"101","E5","64","310264.44","144064.48"
"101","E5","65","310317.22","144153.36"
"101","E5","66","310364.84","144211.9"
"101","E5","67","310649.28","144386.66"
"101","E5","68","310953.62","144336.33"
"101","E5","69","311027.2","144275.73"
"101","E5","70","311012.12","144209.92"
"101","E5","71","311553.88","144281.23"
"101","E5","72","311582.75","144253.02"
"101","E5","73","311453.47","144412.05"
"101","E5","74","311527.34","144612.9"
"101","E5","75","311732.97","144673.77"
"101","E5","76","311817.88","144610.92"
"101","E5","77","311934.2","144639.12"
"101","E5","78","311580.9","144544.62"
"101","E5","79","311950.72","144458.89"
"101","E5","80","311981.4","144366.55"
"101","E5","81","311790.72","144435.62"
"101","E5","82","311708.34","144569.45"
"101","E5","83","311874.38","144517.7"
"101","E5","84","311989.44","144529.38"
"101","E5","85","311916.47","144482.11"
"101","E5","86","312111.97","144626.94"
"101","E5","87","312453.6","144701.47"
"101","E5","88","312652.2","144667.89"
"101","E5","89","312619.5","144822.86"
"101","E5","90","312442.8","144835.38"
"101","E5","91","316541.03","143551.42"
"101","E5","92","313992.94","143762.48"
"101","E5","93","311743.47","143881.92"
"101","E5","94","309661.06","144115.05"
"101","E5","95","306013.53","144096.83"
"101","E5","96","304202.7","144022.25"
"101","E5","97","300997.62","144122.61"
"101","E5","98","298421.8","144084.28"
"101","E5","99","295364.53","143880.39"
"101","E5","100","292977.7","144094.25"
"101","E5","101","290306.0","144258.86"
"101","E5","102","287387.62","144318.42"
"101","E5","103","284075.12","144150.16"
"101","E5","104","281834.03","144405.95"
"101","E5","105","278474.62","144342.58"
"101","E5","106","275361.88","144096.1"
"101","E5","107","272864.66","144196.03"
"101","E5","108","269523.66","144201.39"
"101","E5","109","266433.97","144189.34"
"101","E5","110","263615.16","144356.89"
"101","E5","111","260674.34","144341.19"
"101","E5","112","257337.44","144511.97"
"101","E5","113","253842.39","144411.31"
"101","E5","114","250697.64","144392.89"
"101","E5","115","246675.44","144309.98"
"101","E5","116","243332.95","144240.62"
"101","E5","117","238958.98","144363.11"
"101","E5","118","234662.92","144446.34"
"101","E5","119","229974.31","144189.58"
"101","E5","120","224442.69","144260.77"
"101","E5","121","217681.44","144287.05"
"101","E5","122","210253.14","144076.44"
"101","E5","123","199830.77","144429.25"
"101","E5","124","187045.8","144297.2"
"101","E5","125","170308.33","143970.42"
"101","E5","126","149449.5","144366.7"
"101","E5","127","123021.45","144611.6"
"101","E5","128","94114.734","144326.98"
"101","E5","129","66824.266","144114.56"
"101","E5","130","45232.39","144296.2"
"101","E5","131","34155.76","143827.77"
"101","E5","132","30151.352","144261.08"
"101","E5","133","28671.818","144015.89"
"101","E5","134","27619.87","144265.6"
"101","E5","135","27330.652","144123.7"
"101","E5","136","26959.016","143871.22"
"101","E5","137","26685.89","144066.23"
"101","E5","138","25965.99","144012.23"
"101","E5","139","25918.234","143817.53"
"101","E5","140","25779.75","143650.78"
"101","E5","141","25203.848","144045.31"
"101","E5","142","24998.912","143837.16"
"101","E5","143","24537.148","143605.98"
"101","E5","144","24377.549","143572.36"
"101","E5","145","24282.928","143753.12"
"101","E5","146","24130.533","143699.12"
"101","E5","147","23729.31","143799.62"
"101","E5","148","23691.215","143351.44"
"101","E5","149","23269.75","143382.23"
"101","E5","150","23073.13","143438.0"
"101","E5","151","22760.996","143608.5"
"101","E5","152","22365.828","143449.34"
"101","E5","153","22315.238","143419.1"
"101","E5","154","22002.004","143284.08"
"101","E5","155","21643.84","143130.38"
"101","E5","156","21579.074","142887.36"
"101","E5","157","21575.56","143148.83"
"101","E5","158","21331.662","143131.58"
"101","E5","159","21138.14","143244.75"
"101","E5","160","20783.354","142748.78"
"101","E5","161","20897.48","142714.48"
"101","E5","162","20405.316","142858.11"
"101","E5","163","20353.053","142481.67"
"101","E5","164","20348.143","142646.17"
"101","E5","165","19797.148","142586.97"
"101","E5","166","19966.441","142412.36"
"101","E5","167","19731.436","142451.66"
"101","E5","168","19533.086","142295.33"
"101","E5","169","19405.729","142070.0"
"101","E5","170","19294.746","142079.36"
"101","E5","171","18717.668","142264.11"
"101","E5","172","18734.023","142072.56"
"101","E5","173","18356.812","142072.4"
"101","E5","174","18577.729","142085.52"
"101","E5","175","18431.164","141994.39"
"101","E5","176","18067.107","141625.1"
"101","E5","177","18043.45","141519.33"
"101","E5","178","17719.844","141510.98"
"101","E5","179","17591.004","141496.95"
"101","E5","180","17402.617","141346.45"
"101","E5","181","17391.863","141142.9"
"101","E5","182","17140.27","141284.31"
"101","E5","183","17031.082","140876.6"
"101","E5","184","16849.01","140825.12"
"101","E5","185","16808.213","140916.7"
"101","E5","186","16231.062","140529.3"
"101","E5","187","16317.845","140501.69"
"101","E5","188","16175.478","140406.81"
"101","E5","189","15982.039","140580.64"
"101","E5","190","15953.46","140193.64"
"101","E5","191","15574.292","140384.5"
