,Experiment,Well,Target,lg10_Copies,Outlier,WellPosition,Copies,Reporter,Sample,Task,Comments,CT,Reaction,Cycle,Fluorescence,Corr_Fluorescence,S036.0,S057.0.1,S057.1.2,log$_{1}$$_{0}$ S036.0,log$_{1}$$_{0}$ S057.0.1,log$_{1}$$_{0}$ S057.1.2
11972,JG071A,58,FAM,#NAME?,FALSE,C10,0,FAM,JG071A.073,UNKNOWN,,9.039677,114,47,0.8703832129295442,0.5839082598686218,10000000,10000,100000000,7,4,8
11973,JG071A,58,HEX,#NAME?,FALSE,C10,0,HEX,JG071A.073,UNKNOWN,,20.876606,115,47,-0.72645747,0.48797720670700073,10000000,10000,100000000,7,4,8
11974,JG071A,58,FAM,#NAME?,FALSE,C10,0,FAM,JG071A.073,UNKNOWN,,9.039677,114,48,0.8726592114225992,0.5814582109451294,10000000,10000,100000000,7,4,8
11975,JG071A,58,HEX,#NAME?,FALSE,C10,0,HEX,JG071A.073,UNKNOWN,,20.876606,115,48,-0.743249814,0.49910667538642883,10000000,10000,100000000,7,4,8
11976,JG071A,58,FAM,#NAME?,FALSE,C10,0,FAM,JG071A.073,UNKNOWN,,9.039677,114,49,0.8723776955401294,0.5768178105354309,10000000,10000,100000000,7,4,8
11977,JG071A,58,HEX,#NAME?,FALSE,C10,0,HEX,JG071A.073,UNKNOWN,,20.876606,115,49,-0.757395247,0.5081230401992798,10000000,10000,100000000,7,4,8
11978,JG071A,58,FAM,#NAME?,FALSE,C10,0,FAM,JG071A.073,UNKNOWN,,9.039677,114,50,0.8759234733349544,0.5754552483558655,10000000,10000,100000000,7,4,8
11979,JG071A,58,HEX,#NAME?,FALSE,C10,0,HEX,JG071A.073,UNKNOWN,,20.876606,115,50,-0.77105463,0.5167513489723206,10000000,10000,100000000,7,4,8
12060,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,1,-0.041747672,0.007536599,10000000,10000,100000000,7,4,8
12061,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,1,0.005187803,0.006602289,10000000,10000,100000000,7,4,8
12062,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,2,-0.040806612,0.003571562,10000000,10000,100000000,7,4,8
12063,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,2,0.004629407,0.005058937,10000000,10000,100000000,7,4,8
12064,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,3,-0.038554137,0.000729671,10000000,10000,100000000,7,4,8
12065,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,3,0.001821712,0.005311264,10000000,10000,100000000,7,4,8
12066,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,4,-0.03488253,-0.000896822,10000000,10000,100000000,7,4,8
12067,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,4,0.001757465,0.003373418,10000000,10000,100000000,7,4,8
12068,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,5,-0.028726275,-0.00039537,10000000,10000,100000000,7,4,8
12069,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,5,0.000859134,0.002101446,10000000,10000,100000000,7,4,8
12070,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,6,-0.022037072,0.00056252,10000000,10000,100000000,7,4,8
12071,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,6,-2.09E-05,0.000814855,10000000,10000,100000000,7,4,8
12072,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,7,-0.011378181,0.0049202,10000000,10000,100000000,7,4,8
12073,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,7,0.001609261,-0.002475673,10000000,10000,100000000,7,4,8
12074,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,8,0.007583915,0.016389055,10000000,10000,100000000,7,4,8
12075,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,8,0.00094296,-0.003932882,10000000,10000,100000000,7,4,8
12076,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,9,0.039458646262936034,0.038916777819395065,10000000,10000,100000000,7,4,8
12077,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,9,-0.002483962,-0.003186209,10000000,10000,100000000,7,4,8
12078,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,10,0.088535634,0.076177157,10000000,10000,100000000,7,4,8
12079,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,10,-0.004485683,-0.003577314,10000000,10000,100000000,7,4,8
12080,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,11,0.1548528068414484,0.12820269167423248,10000000,10000,100000000,7,4,8
12081,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,11,-0.00634075,-0.004085497,10000000,10000,100000000,7,4,8
12082,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,12,0.23616280602852344,0.19306862354278564,10000000,10000,100000000,7,4,8
12083,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,12,-0.01051388,-0.002743106,10000000,10000,100000000,7,4,8
12084,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,13,0.33013284239492086,0.26877710223197937,10000000,10000,100000000,7,4,8
12085,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,13,-0.014180785,-0.001804848,10000000,10000,100000000,7,4,8
12086,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,14,0.42196840376566813,0.34265753626823425,10000000,10000,100000000,7,4,8
12087,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,14,-0.018479926,-0.000361859,10000000,10000,100000000,7,4,8
12088,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,15,0.503276176,0.4075215756893158,10000000,10000,100000000,7,4,8
12089,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,15,-0.022653485,0.000980875,10000000,10000,100000000,7,4,8
12090,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,16,0.5777496192782599,0.466532439,10000000,10000,100000000,7,4,8
12091,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,16,-0.027501913,0.002862376,10000000,10000,100000000,7,4,8
12092,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,17,0.6393487741634049,0.5145173072814941,10000000,10000,100000000,7,4,8
12093,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,17,-0.034829618,0.006723153,10000000,10000,100000000,7,4,8
12094,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,18,0.6885516259697514,0.5518854260444641,10000000,10000,100000000,7,4,8
12095,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,18,-0.043746986,0.011853002943098545,10000000,10000,100000000,7,4,8
12096,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,19,0.7296500217776807,0.5823126435279846,10000000,10000,100000000,7,4,8
12097,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,19,-0.055369352,0.019142329692840576,10000000,10000,100000000,7,4,8
12098,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,20,0.7626599686707447,0.6058126091957092,10000000,10000,100000000,7,4,8
12099,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,20,-0.072344617,0.030705025419592857,10000000,10000,100000000,7,4,8
12100,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,21,0.7875753421995845,0.6223800778388977,10000000,10000,100000000,7,4,8
12101,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,21,-0.09776339,0.049008410423994064,10000000,10000,100000000,7,4,8
12102,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,22,0.8080456182220359,0.635140598,10000000,10000,100000000,7,4,8
12103,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,22,-0.130599892,0.073233575,10000000,10000,100000000,7,4,8
12104,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,23,0.8255619609649956,0.6453712582588196,10000000,10000,100000000,7,4,8
12105,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,23,-0.172610878,0.10478299111127853,10000000,10000,100000000,7,4,8
12106,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,24,0.8379674507178326,0.6512247920036316,10000000,10000,100000000,7,4,8
12107,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,24,-0.217448972,0.13858936727046967,10000000,10000,100000000,7,4,8
12108,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,25,0.8501796723357826,0.6569128036499023,10000000,10000,100000000,7,4,8
12109,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,25,-0.260633269,0.1710754632949829,10000000,10000,100000000,7,4,8
12110,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,26,0.8587446451683908,0.659477174,10000000,10000,100000000,7,4,8
12111,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,26,-0.302953653,0.2028718888759613,10000000,10000,100000000,7,4,8
12112,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,27,0.8637847886068226,0.6590227484703064,10000000,10000,100000000,7,4,8
12113,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,27,-0.33919481,0.22981508076190948,10000000,10000,100000000,7,4,8
12114,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,28,0.867483121,0.6574191451072693,10000000,10000,100000000,7,4,8
12115,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,28,-0.370309572,0.2526657283306122,10000000,10000,100000000,7,4,8
12116,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,29,0.8725431687663487,0.6569817662239075,10000000,10000,100000000,7,4,8
12117,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,29,-0.399395212,0.2738964855670929,10000000,10000,100000000,7,4,8
12118,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,30,0.8754282019905513,0.6546816229820251,10000000,10000,100000000,7,4,8
12119,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,30,-0.426732944,0.29373183846473694,10000000,10000,100000000,7,4,8
12120,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,31,0.8794983161657289,0.6533964276313782,10000000,10000,100000000,7,4,8
12121,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,31,-0.450804967,0.310960054,10000000,10000,100000000,7,4,8
12122,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,32,0.882812896,0.6514641642570496,10000000,10000,100000000,7,4,8
12123,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,32,-0.472629593,0.32639414072036743,10000000,10000,100000000,7,4,8
12124,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,33,0.8852997008210838,0.6488229632377625,10000000,10000,100000000,7,4,8
12125,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,33,-0.497120992,0.34395718574523926,10000000,10000,100000000,7,4,8
12126,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,34,0.8882651870391393,0.6465917229652405,10000000,10000,100000000,7,4,8
12127,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,34,-0.518748287,0.35923370718955994,10000000,10000,100000000,7,4,8
12128,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,35,0.8916198541755558,0.6446937918663025,10000000,10000,100000000,7,4,8
12129,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,35,-0.537950342,0.372574121,10000000,10000,100000000,7,4,8
12130,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,36,0.8936236626522105,0.6416389346122742,10000000,10000,100000000,7,4,8
12131,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,36,-0.55954068,0.38782116770744324,10000000,10000,100000000,7,4,8
12132,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,37,0.8956451485167878,0.6385992169380188,10000000,10000,100000000,7,4,8
12133,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,37,-0.576990123,0.3997623920440674,10000000,10000,100000000,7,4,8
12134,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,38,0.8973815691021078,0.6353153586387634,10000000,10000,100000000,7,4,8
12135,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,38,-0.596273932,0.4131680727005005,10000000,10000,100000000,7,4,8
12136,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,39,0.8983766529309216,0.6313965916633606,10000000,10000,100000000,7,4,8
12137,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,39,-0.613913987,0.4252614974975586,10000000,10000,100000000,7,4,8
12138,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,40,0.9008448060226165,0.6287394165992737,10000000,10000,100000000,7,4,8
12139,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,40,-0.632736983,0.4382992684841156,10000000,10000,100000000,7,4,8
12140,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,41,0.9028671270393791,0.6257004141807556,10000000,10000,100000000,7,4,8
12141,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,41,-0.648697893,0.44905218482017517,10000000,10000,100000000,7,4,8
12142,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,42,0.902049095,0.6202288269996643,10000000,10000,100000000,7,4,8
12143,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,42,-0.66391323,0.4592098891735077,10000000,10000,100000000,7,4,8
12144,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,43,0.9054719667054054,0.6183893084526062,10000000,10000,100000000,7,4,8
12145,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,43,-0.681391567,0.4711742103099823,10000000,10000,100000000,7,4,8
12146,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,44,0.9072888402845782,0.6151743531227112,10000000,10000,100000000,7,4,8
12147,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,44,-0.697169779,0.4817812442779541,10000000,10000,100000000,7,4,8
12148,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,45,0.9102345612342477,0.612926185,10000000,10000,100000000,7,4,8
12149,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,45,-0.711971564,0.49160879850387573,10000000,10000,100000000,7,4,8
12150,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,46,0.9100936988989897,0.6080345511436462,10000000,10000,100000000,7,4,8
12151,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,46,-0.725414279,0.5003513693809509,10000000,10000,100000000,7,4,8
12152,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,47,0.9121992567502231,0.6050668358802795,10000000,10000,100000000,7,4,8
12153,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,47,-0.740405256,0.5103299617767334,10000000,10000,100000000,7,4,8
12154,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,48,0.9130366360080414,0.6010130047798157,10000000,10000,100000000,7,4,8
12155,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,48,-0.759397885,0.5235031247138977,10000000,10000,100000000,7,4,8
12156,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,49,0.913129895,0.5963218808174133,10000000,10000,100000000,7,4,8
12157,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,49,-0.770160613,0.5301061868667603,10000000,10000,100000000,7,4,8
12158,JG071A,82,FAM,#NAME?,FALSE,D10,0,FAM,JG071A.073,UNKNOWN,,9.000126,162,50,0.9148993037653763,0.5930662751197815,10000000,10000,100000000,7,4,8
12159,JG071A,82,HEX,#NAME?,FALSE,D10,0,HEX,JG071A.073,UNKNOWN,,20.541521,163,50,-0.784931562,0.5399091243743896,10000000,10000,100000000,7,4,8
12240,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,1,-0.006743258,-0.001531362,10000000,100000,100,7,5,2
12241,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,1,0.001923007,0.002288998,10000000,100000,100,7,5,2
12242,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,2,-0.006275138,-0.001171176,10000000,100000,100,7,5,2
12243,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,2,0.001903893,0.001569438,10000000,100000,100,7,5,2
12244,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,3,-0.004735256,0.000106905,10000000,100000,100,7,5,2
12245,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,3,0.001902811,0.000835484,10000000,100000,100,7,5,2
12246,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,4,-0.0034676,0.001151844,10000000,100000,100,7,5,2
12247,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,4,0.001376893,0.00052052,10000000,100000,100,7,5,2
12248,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,5,-0.001704785,0.002620854,10000000,100000,100,7,5,2
12249,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,5,-0.000770139,0.001499737,10000000,100000,100,7,5,2
12250,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,6,0.001322503,0.005172806,10000000,100000,100,7,5,2
12251,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,6,-0.001236906,0.001137552,10000000,100000,100,7,5,2
12252,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,7,0.002046145,0.00575183,10000000,100000,100,7,5,2
12253,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,7,-0.001161405,0.000342458,10000000,100000,100,7,5,2
12254,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,8,0.001737747,0.005446977,10000000,100000,100,7,5,2
12255,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,8,0.000317964,-0.001573382,10000000,100000,100,7,5,2
12256,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,9,0.002382154,0.00595814,10000000,100000,100,7,5,2
12257,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,9,0.000481847,-0.002439032,10000000,100000,100,7,5,2
12258,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,10,0.002419092,0.005949045,10000000,100000,100,7,5,2
12259,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,10,-0.000911063,-0.002061852,10000000,100000,100,7,5,2
12260,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,11,0.002954616,0.006366957,10000000,100000,100,7,5,2
12261,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,11,-0.003345114,-0.000853499,10000000,100000,100,7,5,2
12262,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,12,0.004621041,0.007753415,10000000,100000,100,7,5,2
12263,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,12,-0.004202587,-0.000903774,10000000,100000,100,7,5,2
12264,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,13,0.006401376,0.009237431,10000000,100000,100,7,5,2
12265,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,13,-0.004875439,-0.001101435,10000000,100000,100,7,5,2
12266,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,14,0.0066229,0.009386422,10000000,100000,100,7,5,2
12267,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,14,-0.007875501,0.00055878,10000000,100000,100,7,5,2
12268,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,15,0.00644216,0.009190898,10000000,100000,100,7,5,2
12269,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,15,-0.013154635,0.004038442,10000000,100000,100,7,5,2
12270,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,16,0.006794663,0.009452065,10000000,100000,100,7,5,2
12271,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,16,-0.021893729,0.010280287824571133,10000000,100000,100,7,5,2
12272,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,17,0.007110734,0.009682029,10000000,100000,100,7,5,2
12273,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,17,-0.039365719,0.023493850603699684,10000000,100000,100,7,5,2
12274,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,18,0.006749983,0.009332338,10000000,100000,100,7,5,2
12275,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,18,-0.067480531,0.045203876,10000000,100000,100,7,5,2
12276,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,19,0.005311363,0.00805952,10000000,100000,100,7,5,2
12277,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,19,-0.109925508,0.078354076,10000000,100000,100,7,5,2
12278,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,20,0.003035696,0.006069822,10000000,100000,100,7,5,2
12279,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,20,-0.169635569,0.1252874732017517,10000000,100000,100,7,5,2
12280,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,21,0.000545898,0.003896736,10000000,100000,100,7,5,2
12281,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,21,-0.240136953,0.18083588778972626,10000000,100000,100,7,5,2
12282,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,22,-0.00242265,0.001313629,10000000,100000,100,7,5,2
12283,JG071A,59,HEX,#NAME?,FALSE,C11,0,HEX,JG071A.081,UNKNOWN,,17.798986,117,22,-0.317446527,0.24181947112083435,10000000,100000,100,7,5,2
12284,JG071A,59,FAM,#NAME?,FALSE,C11,0,FAM,JG071A.081,UNKNOWN,,inf,116,23,-0.00420403,-0.000252742,10000000,100000,100,7,5,2
