,N Training Points,Iteration,Training-set NLPD,Training-set RMSE,Test-set NLPD,Test-set RMSE,TrainCode,Model
66,31,6,-1.242621931257332,0.0692668809211049,-1.248894299788917,0.059432687014585,1101111111101111111110111101011111011,Average
67,31,7,-1.2315120520359268,0.0682212653076314,-1.321766887248803,0.0563847087646005,1101111011111111101011110111111110111,Average
68,31,8,-1.2464605997571068,0.0686322388548459,-1.2858329154298664,0.0621817195994366,1111111111111110111111100111010101111,Average
69,31,9,-1.2308827139147824,0.0683641929372607,-1.1887339413953395,0.0740810169329928,1111111110111111110110001111110111111,Average
70,36,0,-1.2545547223151423,0.0676074275882515,-1.5690487518448029,0.0167702619560055,1111111111111111111111111111101111111,Average
71,36,1,-1.2618825410067849,0.0675408144259772,-1.2673043087538507,0.035012523621318,1111111111110111111111111111111111111,Average
72,36,2,-1.258941124175623,0.0674241506773042,-1.3276987344442428,0.0494199014831143,1111111111111111111111111111111101111,Average
73,36,3,-1.2599555342870716,0.0669324763097744,-1.1289526690419147,0.0830451441240832,1111111101111111111111111111111111111,Average
74,36,4,-1.2689325466710026,0.0664256492048784,-0.9060668393387532,0.0885382576521908,1111110111111111111111111111111111111,Average
75,36,5,-1.2665699938432695,0.066481494290701,-0.1485583574840948,0.1159099704378383,1111111111111111111111011111111111111,Average
76,36,6,-1.256861795113067,0.0675494293071112,-1.464904439719935,0.0308331770059778,1111101111111111111111111111111111111,Average
77,36,7,-1.2575908502004298,0.067448792722161,-1.449692466057788,0.0330855265797536,1111111111111111111111111111111110111,Average
78,36,8,-1.258230552512915,0.0673309858990092,-1.4034736346653292,0.0475734259046078,1111111111111111111111111111111111110,Average
79,36,9,-1.2570603089345644,0.0676093402251196,-1.4893038100600435,0.0035032962357556,1111111111111111111111111111110111111,Average
