Variation,Probe,lg10_Copies,Well,WellName,Sample,MasterMix,Target,PrimerPair,Fluorophore,Quencher,Intermediate
5,FAM_Z_IBFQ,6,52,C4,JG076D_052,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,IBFQ,Z
6,FAM_Z_IBFQ,6,53,C5,JG076D_053,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,IBFQ,Z
7,FAM_Z_IBFQ,6,54,C6,JG076D_054,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,IBFQ,Z
8,FAM_Z_IBFQ,6,55,C7,JG076D_055,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,IBFQ,Z
9,FAM_Z_IBFQ,6,56,C8,JG076D_056,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,IBFQ,Z
1,FAM_BHQ1,6,57,C9,JG076D_057,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,BHQ1,None
2,FAM_BHQ1,6,58,C10,JG076D_058,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,BHQ1,None
3,FAM_BHQ1,6,59,C11,JG076D_059,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,BHQ1,None
5,FAM_BHQ1,6,60,C12,JG076D_060,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,BHQ1,None
6,FAM_BHQ1,6,61,C13,JG076D_061,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,BHQ1,None
7,FAM_BHQ1,6,62,C14,JG076D_062,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,BHQ1,None
8,FAM_BHQ1,6,63,C15,JG076D_063,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,BHQ1,None
9,FAM_BHQ1,6,64,C16,JG076D_064,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,BHQ1,None
1,FAM_TAM,6,65,C17,JG076D_065,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,TAM,None
2,FAM_TAM,6,66,C18,JG076D_066,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,TAM,None
3,FAM_TAM,6,67,C19,JG076D_067,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,TAM,None
5,FAM_TAM,6,68,C20,JG076D_068,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,TAM,None
6,FAM_TAM,6,69,C21,JG076D_069,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,TAM,None
7,FAM_TAM,6,70,C22,JG076D_070,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,TAM,None
8,FAM_TAM,6,71,C23,JG076D_071,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,TAM,None
9,FAM_TAM,6,72,C24,JG076D_072,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,TAM,None
1,FAM_Z_IBFQ,6,73,D1,JG076D_073,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,IBFQ,Z
2,FAM_Z_IBFQ,6,74,D2,JG076D_074,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,IBFQ,Z
3,FAM_Z_IBFQ,6,75,D3,JG076D_075,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,IBFQ,Z
5,FAM_Z_IBFQ,6,76,D4,JG076D_076,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,IBFQ,Z
6,FAM_Z_IBFQ,6,77,D5,JG076D_077,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,IBFQ,Z
7,FAM_Z_IBFQ,6,78,D6,JG076D_078,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,IBFQ,Z
8,FAM_Z_IBFQ,6,79,D7,JG076D_079,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,IBFQ,Z
9,FAM_Z_IBFQ,6,80,D8,JG076D_080,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,IBFQ,Z
1,FAM_BHQ1,6,81,D9,JG076D_081,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,BHQ1,None
2,FAM_BHQ1,6,82,D10,JG076D_082,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,BHQ1,None
3,FAM_BHQ1,6,83,D11,JG076D_083,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,BHQ1,None
5,FAM_BHQ1,6,84,D12,JG076D_084,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,BHQ1,None
6,FAM_BHQ1,6,85,D13,JG076D_085,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,BHQ1,None
7,FAM_BHQ1,6,86,D14,JG076D_086,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,BHQ1,None
8,FAM_BHQ1,6,87,D15,JG076D_087,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,BHQ1,None
9,FAM_BHQ1,6,88,D16,JG076D_088,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,BHQ1,None
1,FAM_TAM,6,89,D17,JG076D_089,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,TAM,None
2,FAM_TAM,6,90,D18,JG076D_090,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,TAM,None
3,FAM_TAM,6,91,D19,JG076D_091,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,TAM,None
5,FAM_TAM,6,92,D20,JG076D_092,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,TAM,None
6,FAM_TAM,6,93,D21,JG076D_093,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,TAM,None
7,FAM_TAM,6,94,D22,JG076D_094,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,TAM,None
8,FAM_TAM,6,95,D23,JG076D_095,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,TAM,None
9,FAM_TAM,6,96,D24,JG076D_096,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,TAM,None
1,FAM_Z_IBFQ,4,97,E1,JG076D_097,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,IBFQ,Z
2,FAM_Z_IBFQ,4,98,E2,JG076D_098,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,IBFQ,Z
3,FAM_Z_IBFQ,4,99,E3,JG076D_099,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,IBFQ,Z
5,FAM_Z_IBFQ,4,100,E4,JG076D_100,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,IBFQ,Z
6,FAM_Z_IBFQ,4,101,E5,JG076D_101,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,IBFQ,Z
7,FAM_Z_IBFQ,4,102,E6,JG076D_102,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,IBFQ,Z
8,FAM_Z_IBFQ,4,103,E7,JG076D_103,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,IBFQ,Z
9,FAM_Z_IBFQ,4,104,E8,JG076D_104,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,IBFQ,Z
1,FAM_BHQ1,4,105,E9,JG076D_105,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,BHQ1,None
2,FAM_BHQ1,4,106,E10,JG076D_106,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,BHQ1,None
3,FAM_BHQ1,4,107,E11,JG076D_107,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,BHQ1,None
5,FAM_BHQ1,4,108,E12,JG076D_108,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,BHQ1,None
6,FAM_BHQ1,4,109,E13,JG076D_109,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,BHQ1,None
7,FAM_BHQ1,4,110,E14,JG076D_110,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,BHQ1,None
8,FAM_BHQ1,4,111,E15,JG076D_111,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,BHQ1,None
9,FAM_BHQ1,4,112,E16,JG076D_112,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,BHQ1,None
1,FAM_TAM,4,113,E17,JG076D_113,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,TAM,None
2,FAM_TAM,4,114,E18,JG076D_114,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,TAM,None
3,FAM_TAM,4,115,E19,JG076D_115,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,TAM,None
5,FAM_TAM,4,116,E20,JG076D_116,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,TAM,None
6,FAM_TAM,4,117,E21,JG076D_117,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,TAM,None
7,FAM_TAM,4,118,E22,JG076D_118,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,TAM,None
8,FAM_TAM,4,119,E23,JG076D_119,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,TAM,None
9,FAM_TAM,4,120,E24,JG076D_120,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,TAM,None
1,FAM_Z_IBFQ,4,121,F1,JG076D_121,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,IBFQ,Z
2,FAM_Z_IBFQ,4,122,F2,JG076D_122,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,IBFQ,Z
3,FAM_Z_IBFQ,4,123,F3,JG076D_123,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,IBFQ,Z
5,FAM_Z_IBFQ,4,124,F4,JG076D_124,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,IBFQ,Z
6,FAM_Z_IBFQ,4,125,F5,JG076D_125,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,IBFQ,Z
7,FAM_Z_IBFQ,4,126,F6,JG076D_126,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,IBFQ,Z
8,FAM_Z_IBFQ,4,127,F7,JG076D_127,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,IBFQ,Z
9,FAM_Z_IBFQ,4,128,F8,JG076D_128,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,IBFQ,Z
1,FAM_BHQ1,4,129,F9,JG076D_129,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,BHQ1,None
2,FAM_BHQ1,4,130,F10,JG076D_130,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,BHQ1,None
3,FAM_BHQ1,4,131,F11,JG076D_131,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,BHQ1,None
5,FAM_BHQ1,4,132,F12,JG076D_132,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,BHQ1,None
6,FAM_BHQ1,4,133,F13,JG076D_133,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,BHQ1,None
7,FAM_BHQ1,4,134,F14,JG076D_134,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,BHQ1,None
8,FAM_BHQ1,4,135,F15,JG076D_135,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,BHQ1,None
9,FAM_BHQ1,4,136,F16,JG076D_136,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,BHQ1,None
1,FAM_TAM,4,137,F17,JG076D_137,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,TAM,None
2,FAM_TAM,4,138,F18,JG076D_138,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,TAM,None
3,FAM_TAM,4,139,F19,JG076D_139,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,TAM,None
5,FAM_TAM,4,140,F20,JG076D_140,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,TAM,None
6,FAM_TAM,4,141,F21,JG076D_141,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,TAM,None
7,FAM_TAM,4,142,F22,JG076D_142,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,TAM,None
8,FAM_TAM,4,143,F23,JG076D_143,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,TAM,None
9,FAM_TAM,4,144,F24,JG076D_144,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,TAM,None
1,FAM_Z_IBFQ,2,145,G1,JG076D_145,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,IBFQ,Z
2,FAM_Z_IBFQ,2,146,G2,JG076D_146,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,IBFQ,Z
3,FAM_Z_IBFQ,2,147,G3,JG076D_147,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,IBFQ,Z
5,FAM_Z_IBFQ,2,148,G4,JG076D_148,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,IBFQ,Z
6,FAM_Z_IBFQ,2,149,G5,JG076D_149,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,IBFQ,Z
7,FAM_Z_IBFQ,2,150,G6,JG076D_150,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,IBFQ,Z
8,FAM_Z_IBFQ,2,151,G7,JG076D_151,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,IBFQ,Z
9,FAM_Z_IBFQ,2,152,G8,JG076D_152,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,IBFQ,Z
1,FAM_BHQ1,2,153,G9,JG076D_153,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,BHQ1,None
2,FAM_BHQ1,2,154,G10,JG076D_154,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,BHQ1,None
3,FAM_BHQ1,2,155,G11,JG076D_155,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,BHQ1,None
5,FAM_BHQ1,2,156,G12,JG076D_156,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,BHQ1,None
6,FAM_BHQ1,2,157,G13,JG076D_157,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,BHQ1,None
7,FAM_BHQ1,2,158,G14,JG076D_158,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,BHQ1,None
8,FAM_BHQ1,2,159,G15,JG076D_159,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,BHQ1,None
9,FAM_BHQ1,2,160,G16,JG076D_160,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,BHQ1,None
1,FAM_TAM,2,161,G17,JG076D_161,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,TAM,None
2,FAM_TAM,2,162,G18,JG076D_162,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,TAM,None
3,FAM_TAM,2,163,G19,JG076D_163,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,TAM,None
5,FAM_TAM,2,164,G20,JG076D_164,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,TAM,None
6,FAM_TAM,2,165,G21,JG076D_165,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,TAM,None
7,FAM_TAM,2,166,G22,JG076D_166,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,TAM,None
8,FAM_TAM,2,167,G23,JG076D_167,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,TAM,None
9,FAM_TAM,2,168,G24,JG076D_168,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,TAM,None
1,FAM_Z_IBFQ,2,169,H1,JG076D_169,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,IBFQ,Z
2,FAM_Z_IBFQ,2,170,H2,JG076D_170,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,IBFQ,Z
3,FAM_Z_IBFQ,2,171,H3,JG076D_171,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,IBFQ,Z
5,FAM_Z_IBFQ,2,172,H4,JG076D_172,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,IBFQ,Z
6,FAM_Z_IBFQ,2,173,H5,JG076D_173,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,IBFQ,Z
7,FAM_Z_IBFQ,2,174,H6,JG076D_174,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,IBFQ,Z
8,FAM_Z_IBFQ,2,175,H7,JG076D_175,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,IBFQ,Z
9,FAM_Z_IBFQ,2,176,H8,JG076D_176,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,IBFQ,Z
1,FAM_BHQ1,2,177,H9,JG076D_177,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,BHQ1,None
2,FAM_BHQ1,2,178,H10,JG076D_178,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,BHQ1,None
3,FAM_BHQ1,2,179,H11,JG076D_179,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,BHQ1,None
5,FAM_BHQ1,2,180,H12,JG076D_180,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,BHQ1,None
6,FAM_BHQ1,2,181,H13,JG076D_181,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,BHQ1,None
7,FAM_BHQ1,2,182,H14,JG076D_182,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,BHQ1,None
8,FAM_BHQ1,2,183,H15,JG076D_183,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,BHQ1,None
9,FAM_BHQ1,2,184,H16,JG076D_184,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,BHQ1,None
1,FAM_TAM,2,185,H17,JG076D_185,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,FAM,TAM,None
2,FAM_TAM,2,186,H18,JG076D_186,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,FAM,TAM,None
3,FAM_TAM,2,187,H19,JG076D_187,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,FAM,TAM,None
5,FAM_TAM,2,188,H20,JG076D_188,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,FAM,TAM,None
6,FAM_TAM,2,189,H21,JG076D_189,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,FAM,TAM,None
7,FAM_TAM,2,190,H22,JG076D_190,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,FAM,TAM,None
8,FAM_TAM,2,191,H23,JG076D_191,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,FAM,TAM,None
9,FAM_TAM,2,192,H24,JG076D_192,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,FAM,TAM,None
1,Cy3_IBRQ,8,193,I1,JG076D_193,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,Cy3,IBRQ,None
2,Cy3_IBRQ,8,194,I2,JG076D_194,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,Cy3,IBRQ,None
3,Cy3_IBRQ,8,195,I3,JG076D_195,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,Cy3,IBRQ,None
5,Cy3_IBRQ,8,196,I4,JG076D_196,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,Cy3,IBRQ,None
6,Cy3_IBRQ,8,197,I5,JG076D_197,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,Cy3,IBRQ,None
7,Cy3_IBRQ,8,198,I6,JG076D_198,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,Cy3,IBRQ,None
8,Cy3_IBRQ,8,199,I7,JG076D_199,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,Cy3,IBRQ,None
9,Cy3_IBRQ,8,200,I8,JG076D_200,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,Cy3,IBRQ,None
1,Cy5_T_IBRQ,8,201,I9,JG076D_201,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,Cy5,IBRQ,T
2,Cy5_T_IBRQ,8,202,I10,JG076D_202,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,Cy5,IBRQ,T
3,Cy5_T_IBRQ,8,203,I11,JG076D_203,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,Cy5,IBRQ,T
5,Cy5_T_IBRQ,8,204,I12,JG076D_204,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,Cy5,IBRQ,T
6,Cy5_T_IBRQ,8,205,I13,JG076D_205,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,Cy5,IBRQ,T
7,Cy5_T_IBRQ,8,206,I14,JG076D_206,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,Cy5,IBRQ,T
8,Cy5_T_IBRQ,8,207,I15,JG076D_207,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,Cy5,IBRQ,T
9,Cy5_T_IBRQ,8,208,I16,JG076D_208,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,Cy5,IBRQ,T
1,Cy5_IBRQ,8,209,I17,JG076D_209,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,Cy5,IBRQ,None
2,Cy5_IBRQ,8,210,I18,JG076D_210,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,Cy5,IBRQ,None
3,Cy5_IBRQ,8,211,I19,JG076D_211,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,Cy5,IBRQ,None
5,Cy5_IBRQ,8,212,I20,JG076D_212,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,Cy5,IBRQ,None
6,Cy5_IBRQ,8,213,I21,JG076D_213,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,Cy5,IBRQ,None
7,Cy5_IBRQ,8,214,I22,JG076D_214,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,Cy5,IBRQ,None
8,Cy5_IBRQ,8,215,I23,JG076D_215,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,Cy5,IBRQ,None
9,Cy5_IBRQ,8,216,I24,JG076D_216,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,Cy5,IBRQ,None
1,Cy3_IBRQ,8,217,J1,JG076D_217,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,Cy3,IBRQ,None
2,Cy3_IBRQ,8,218,J2,JG076D_218,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,Cy3,IBRQ,None
3,Cy3_IBRQ,8,219,J3,JG076D_219,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,Cy3,IBRQ,None
5,Cy3_IBRQ,8,220,J4,JG076D_220,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,Cy3,IBRQ,None
6,Cy3_IBRQ,8,221,J5,JG076D_221,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,Cy3,IBRQ,None
7,Cy3_IBRQ,8,222,J6,JG076D_222,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,Cy3,IBRQ,None
8,Cy3_IBRQ,8,223,J7,JG076D_223,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,Cy3,IBRQ,None
9,Cy3_IBRQ,8,224,J8,JG076D_224,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,Cy3,IBRQ,None
1,Cy5_T_IBRQ,8,225,J9,JG076D_225,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,Cy5,IBRQ,T
2,Cy5_T_IBRQ,8,226,J10,JG076D_226,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,Cy5,IBRQ,T
3,Cy5_T_IBRQ,8,227,J11,JG076D_227,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,Cy5,IBRQ,T
5,Cy5_T_IBRQ,8,228,J12,JG076D_228,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,Cy5,IBRQ,T
6,Cy5_T_IBRQ,8,229,J13,JG076D_229,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,Cy5,IBRQ,T
7,Cy5_T_IBRQ,8,230,J14,JG076D_230,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,Cy5,IBRQ,T
8,Cy5_T_IBRQ,8,231,J15,JG076D_231,TaqMan Fast Advanced,S056.2.8,FP002-RP002x,Cy5,IBRQ,T
9,Cy5_T_IBRQ,8,232,J16,JG076D_232,TaqMan Fast Advanced,S056.2.9,FP002-RP002x,Cy5,IBRQ,T
1,Cy5_IBRQ,8,233,J17,JG076D_233,TaqMan Fast Advanced,S056.2.1,FP002-RP002x,Cy5,IBRQ,None
2,Cy5_IBRQ,8,234,J18,JG076D_234,TaqMan Fast Advanced,S056.2.2,FP002-RP002x,Cy5,IBRQ,None
3,Cy5_IBRQ,8,235,J19,JG076D_235,TaqMan Fast Advanced,S056.2.3,FP002-RP002x,Cy5,IBRQ,None
5,Cy5_IBRQ,8,236,J20,JG076D_236,TaqMan Fast Advanced,S056.2.5,FP002-RP002x,Cy5,IBRQ,None
6,Cy5_IBRQ,8,237,J21,JG076D_237,TaqMan Fast Advanced,S056.2.6,FP002-RP002x,Cy5,IBRQ,None
7,Cy5_IBRQ,8,238,J22,JG076D_238,TaqMan Fast Advanced,S056.2.7,FP002-RP002x,Cy5,IBRQ,None
