,N Training Points,Iteration,Training-set NLPD,Training-set RMSE,Test-set NLPD,Test-set RMSE,TrainCode,Model
221,31,1,-1.882899827565976,0.0371061788169422,-2.078021107393333,0.0252664522536819,1111011111111011100111111110111111110,LMC$_{pr}$
222,31,2,-1.9469142859863624,0.0341219640221725,-1.2795356711718715,0.0707044185226245,0111111111101111111111110111101100111,LMC$_{pr}$
223,31,3,-1.9982248263691245,0.0306965516837033,-0.4113107402842145,0.0923799650235677,1101110111111111110101111101011111111,LMC$_{pr}$
224,31,4,-1.83354962516536,0.038458762339012,-1.7050054942180628,0.0419090040375157,1111111111111011110100111111111100111,LMC$_{pr}$
225,31,5,-1.9512452931254087,0.0325197795993832,-1.495113172694,0.0608382711644199,1100111111111101111111010110111111111,LMC$_{pr}$
226,31,6,-2.0328872625219483,0.0298363641845969,-0.4058764203148602,0.0871667812156006,1101111111101111111110111101011111011,LMC$_{pr}$
227,31,7,-1.8718062045286448,0.0375296281754746,-1.670213434115736,0.0468477268262091,1101111011111111101011110111111110111,LMC$_{pr}$
228,31,8,-1.9569815956759151,0.0327358880599013,-1.3273161922222338,0.0829535232410449,1111111111111110111111100111010101111,LMC$_{pr}$
229,31,9,-1.874296580793708,0.0363515268944642,-1.8400067241128788,0.0400252770343975,1111111110111111110110001111110111111,LMC$_{pr}$
230,36,0,-1.9238616013609788,0.0351436620909055,-1.2444423172436387,0.0613475341940283,1111111111111111111111111111101111111,LMC$_{pr}$
231,36,1,-1.9126135665205688,0.036187089776487,-1.6259479285942873,0.0421136033533925,1111111111110111111111111111111111111,LMC$_{pr}$
232,36,2,-1.9089352485937192,0.0360212380037731,-2.170854795202092,0.0051176871783298,1111111111111111111111111111111101111,LMC$_{pr}$
233,36,3,-1.910947509050959,0.0357790922208918,-1.8899391583065808,0.0351712896529849,1111111101111111111111111111111111111,LMC$_{pr}$
234,36,4,-1.9168321659196392,0.0355727293591352,-1.692699353769953,0.0428441105085174,1111110111111111111111111111111111111,LMC$_{pr}$
235,36,5,-1.9027796137360091,0.0358354585527863,-2.315717554111804,0.0169569366707054,1111111111111111111111011111111111111,LMC$_{pr}$
236,36,6,-1.9143385187885693,0.0357418559917049,-2.136436758213894,0.0159743586127034,1111101111111111111111111111111111111,LMC$_{pr}$
237,36,7,-1.9236407130825244,0.035109888004372,-1.336686085160826,0.0604152285400014,1111111111111111111111111111111110111,LMC$_{pr}$
238,36,8,-1.9040101957101352,0.03617578860769,-2.141169267481373,0.0186895965221269,1111111111111111111111111111111111110,LMC$_{pr}$
239,36,9,-1.9365211219078728,0.0342625154727689,-1.0776163310144276,0.070868586593443,1111111111111111111111111111110111111,LMC$_{pr}$
240,1,0,-1.4599251124605015,0.0578551985230546,-0.8281069285284298,0.0840181236271369,0000000000000000000000000000001000000,LMC$_{p}$
241,1,1,-1.5975488471015449,0.050408972819965,-0.7896075946909475,0.0836668450834609,0010000000000000000000000000000000000,LMC$_{p}$
242,1,2,-1.4843033769939362,0.0568516228467566,-0.7935840063228796,0.083601186985192,0000000000000000000000000000000001000,LMC$_{p}$
243,1,3,-1.7662736676967803,0.0007320775446806,-0.7659172836979036,0.084521893077407,0000000000001000000000000000000000000,LMC$_{p}$
244,1,4,-1.8013738311603906,0.031791279563804,-0.7762123044979363,0.0841618725039842,0000000000000100000000000000000000000,LMC$_{p}$
245,1,5,-1.936735181089588,0.0012090663589012,-0.7657853429945469,0.0844620856554606,0000000000000000000000000000000000010,LMC$_{p}$
246,1,6,-1.7745855292458446,0.040469940293579,-0.7809680327321651,0.0840683213952873,0000000000000000000000000000000000100,LMC$_{p}$
247,1,7,-1.8409135598469777,0.0096735637666516,-0.7715762857812815,0.0844656608141255,0000000000000000000000000000000100000,LMC$_{p}$
248,1,8,-1.951341500168137,0.0053499403814037,-0.7673089814308525,0.0844360254362455,0000000000000000000000000000000010000,LMC$_{p}$
249,1,9,-2.009944481091238,0.0264221865458683,-0.7693936380289887,0.0841616405900319,0000000000000000010000000000000000000,LMC$_{p}$
250,6,0,-1.6973276230883847,0.0472711724056273,-0.733888689257013,0.0861414997588101,0010100000000001001001000000010000000,LMC$_{p}$
251,6,1,-1.8855623840200424,0.0339375856092691,-0.5885126356474764,0.089306118498583,0000000000000100000000100100010000011,LMC$_{p}$
252,6,2,-1.4095607890526125,0.0518868975251754,-0.9248608926124794,0.0825306040686371,0010100000000000000010000100100000100,LMC$_{p}$
253,6,3,-1.4838000816226744,0.0534526822845451,-0.8228711799360741,0.0823821246817209,0010000010001100000100000000010000000,LMC$_{p}$
254,6,4,-1.5709792362977597,0.0542954155681679,-0.842701085885958,0.0790829032631011,0000000001001000001001000001100000000,LMC$_{p}$
255,6,5,-1.8546941719257308,0.034842609129525,-0.6199697973256351,0.0893424133243378,0000100000000000000001000000000101101,LMC$_{p}$
256,6,6,-1.5364395030347466,0.0510140110243906,-0.8835958318329625,0.0782857523059275,0000001011000000000000010000000010001,LMC$_{p}$
257,6,7,-0.9300569261084968,0.0639699502607421,-1.2066936081888129,0.0767861223037182,0010001000000000000010000110001000000,LMC$_{p}$
258,6,8,-1.4751005237069428,0.0566793242012367,-0.8599263161432599,0.0785385787772327,0100000001001010000000000000100000100,LMC$_{p}$
259,6,9,-0.9632507520962118,0.0625125339595904,-1.0429765261035302,0.0805376686603585,0000010000000000001000000110100100000,LMC$_{p}$
260,11,0,-1.409351486636795,0.0607684494358642,-1.17495828092113,0.0649902881712429,0100001100100000110011001000011000000,LMC$_{p}$
261,11,1,-1.4451172777527224,0.0573930865149761,-1.162280151585969,0.0678213517754653,1000010001100000010011000000010100101,LMC$_{p}$
262,11,2,-1.4480473447555395,0.0593070257270728,-1.1573405567278816,0.0658965837780223,0100000001100000001011100100100100100,LMC$_{p}$
263,11,3,-1.9444282319977504,0.030147743690943,-0.3263796628087263,0.0963246500804412,0000101100000010010001101100001000010,LMC$_{p}$
264,11,4,-1.4681455925580926,0.0527386231241126,-1.0323455438513889,0.0748174832329952,1010000100101010010010001000010010000,LMC$_{p}$
265,11,5,-1.336443696794516,0.0664780186652591,-1.038903552714259,0.0685473910655089,0011000011010100100000100000110000010,LMC$_{p}$
266,11,6,-1.6458123953168975,0.048778323383159,-0.905882665858479,0.0777453338868032,0000010000100010010111100000000101010,LMC$_{p}$
267,11,7,-1.4710727262347556,0.0476823845613636,-0.8261195585458747,0.0876191498081992,0000000100011100011001100010000001010,LMC$_{p}$
268,11,8,-0.914595797125984,0.074461671394925,-1.5233292864430792,0.0591266379300689,0101000010000100101010000110001000100,LMC$_{p}$
269,11,9,-1.6427952212048589,0.0510626613388931,-0.8359867654767925,0.0750515835142545,0100000101101100001000100000000000111,LMC$_{p}$
270,16,0,-1.368431181214817,0.0563214729027468,-1.2585925524783097,0.072370737109687,0001010000111011001011000010001100111,LMC$_{p}$
271,16,1,-1.5785311881517037,0.0470399276823231,-0.6740225435842732,0.0890097186820636,1001111000011010100010110100010110000,LMC$_{p}$
272,16,2,-1.2436912267047422,0.0607878376079893,-1.4864774984190765,0.060446253141114,1000111011000100100010100011101011000,LMC$_{p}$
273,16,3,-1.2920793477640486,0.0583891943443814,-1.4658427451304508,0.0616442165578798,1110100101111010001010000010010001001,LMC$_{p}$
274,16,4,-1.5393774933142814,0.0563817160583769,-0.9614135917358918,0.0665299289167465,0010111110100100110101000000110000011,LMC$_{p}$
275,16,5,-1.1580256930860806,0.0663038925505866,-1.5693041548959794,0.0510459173780373,0111001100100100100010111010001100001,LMC$_{p}$
276,16,6,-1.6962259947361191,0.0437427972887469,-0.4389194514093848,0.0890403064407994,0000101100111110011000010001110000110,LMC$_{p}$
277,16,7,-1.3926569674597955,0.0603245216730968,-1.2474765876891896,0.0588170716412819,0111110001110100110110110000100000000,LMC$_{p}$
278,16,8,-1.5957512073836817,0.0505876979838367,-0.7479303075822119,0.0793543441151392,0001110101101001001101010101000101000,LMC$_{p}$
279,16,9,-1.2298933542019932,0.0642213654466515,-1.4367654940190764,0.0634873362127715,0011111010000011100011100011110000000,LMC$_{p}$
280,21,0,-1.672647667903909,0.0493245432462331,-0.4369160617524056,0.0852118658726661,1101101101100011010001100100001111111,LMC$_{p}$
281,21,1,-1.5582354326966488,0.0486562828799003,-0.9055029679616126,0.0789477994536532,1010111110101111000110011101011010000,LMC$_{p}$
282,21,2,-1.523299561172909,0.0493213090593747,-0.8645438824448245,0.0853895398805348,1010011100100111010001011011111001110,LMC$_{p}$
283,21,3,-1.3573231072369294,0.0582807118374114,-1.2922902075300542,0.0593914609023902,0101111110101000111101011011100010010,LMC$_{p}$
284,21,4,-1.5843039645319403,0.0505740525849777,-1.0010791203944096,0.0697833973261338,1100000011100110011011101100111011110,LMC$_{p}$
285,21,5,-1.560144264706789,0.0560445674729516,-0.8685456595810871,0.0645113670366466,0111001111100100101101101001110001110,LMC$_{p}$
286,21,6,-1.4121632675184568,0.055114997658118,-1.393898302550273,0.0661295815328937,0110001101000001101111111011110011100,LMC$_{p}$
287,21,7,-1.5870351380398984,0.0491915304700956,-0.9366431759816788,0.0721954943679338,1100001110111100110011110101010110010,LMC$_{p}$
288,21,8,-1.5863138805680872,0.0487679971958126,-0.3586014114565607,0.0950830640618256,0111111100001001110000011001101111011,LMC$_{p}$
289,21,9,-1.4931234252186218,0.0580047326559774,-0.937601282815898,0.0645094784727024,1111100010110101111100110001111010000,LMC$_{p}$
290,26,0,-1.4819527901777745,0.0524790761124767,-1.1988540746403484,0.0751521361475236,1001011110101011001111111011011101111,LMC$_{p}$
291,26,1,-1.4343877590120138,0.0546027548118891,-1.604970708563117,0.0509521107500176,1111110001110101110111010111001110111,LMC$_{p}$
292,26,2,-1.612130164079561,0.0486698183937813,-0.4052228084290919,0.0819503757464049,1000101101111011101100111001111111111,LMC$_{p}$
293,26,3,-1.485659773137367,0.0524476583527626,-1.5281231726987714,0.0533207520340648,0110011011100101111111110011011111110,LMC$_{p}$
294,26,4,-1.7960409145384495,0.0356186658319519,0.6609997927544801,0.1274542576507679,1010101100011111011111110101111101011,LMC$_{p}$
295,26,5,-1.429032461028013,0.0527156626604805,-1.3296781223784009,0.0621458237018628,1100011101111111110000011111111111001,LMC$_{p}$
296,26,6,-1.5081148388486878,0.0501499618687692,-1.217523584028079,0.0732875576072136,1010111111110110010111110111011110100,LMC$_{p}$
297,26,7,-1.6760168934639628,0.0481173293751416,0.1317559729747801,0.0989257752124814,1111110101010110111101100101110111110,LMC$_{p}$
298,26,8,-1.4401057377416429,0.0546027345156914,-1.5584565045702687,0.05106590208061,1110111110101011101011111010101011110,LMC$_{p}$
299,26,9,-1.4836513935638591,0.0498400910750424,-1.193041312821266,0.0787958212982546,1110101010111010011011011111101111110,LMC$_{p}$
300,31,0,-1.48617995087268,0.0524688166143691,-1.6095788567886926,0.0503414236444208,1111111111101111111111001111011010111,LMC$_{p}$
301,31,1,-1.449221378398429,0.0544457588119347,-1.83146377522041,0.0299166300071136,1111011111111011100111111110111111110,LMC$_{p}$
302,31,2,-1.4770667114665526,0.0534837016781267,-1.604472338215042,0.0430121947066808,0111111111101111111111110111101100111,LMC$_{p}$
303,31,3,-1.652908784768672,0.0472066925751709,0.7082938384187608,0.1033585309726407,1101110111111111110101111101011111111,LMC$_{p}$
304,31,4,-1.4393923596235596,0.0545742842980861,-1.1952707714958333,0.0590012915149573,1111111111111011110100111111111100111,LMC$_{p}$
305,31,5,-1.5044946090198328,0.0506991512186387,-1.644399488622179,0.0507193713497834,1100111111111101111111010110111111111,LMC$_{p}$
306,31,6,-1.6126437805568912,0.0477196021424675,-0.0878306781033588,0.092017556319403,1101111111101111111110111101011111011,LMC$_{p}$
307,31,7,-1.4563440168475708,0.0538542349310492,-1.7205164446215084,0.0407520826246087,1101111011111111101011110111111110111,LMC$_{p}$
308,31,8,-1.4868827022078128,0.0524501895311773,-1.4152984053733324,0.0582949046595495,1111111111111110111111100111010101111,LMC$_{p}$
309,31,9,-1.437561300387023,0.0539072690836345,-1.8089051964140648,0.043389693959183,1111111110111111110110001111110111111,LMC$_{p}$
310,36,0,-1.5147230969947951,0.0509513842043462,-1.3150707266182144,0.0658810339693638,1111111111111111111111111111101111111,LMC$_{p}$
311,36,1,-1.515071062047989,0.051576168862686,-1.67503490620947,0.0184573261844857,1111111111110111111111111111111111111,LMC$_{p}$
312,36,2,-1.503858188588531,0.0517983184863294,-1.9146878387993544,0.0035838644194666,1111111111111111111111111111111101111,LMC$_{p}$
313,36,3,-1.5099595327338486,0.0514183027210308,-1.2646264350552383,0.0668023671340853,1111111101111111111111111111111111111,LMC$_{p}$
314,36,4,-1.5069555250693063,0.0514946797704174,-1.910627512820656,0.0247498992706156,1111110111111111111111111111111111111,LMC$_{p}$
315,36,5,-1.5093766855435715,0.0509735744773515,-2.3419862227474257,0.0139268861642924,1111111111111111111111011111111111111,LMC$_{p}$
316,36,6,-1.5056430981081743,0.0516904266985187,-1.9210804006704776,0.0087801456833132,1111101111111111111111111111111111111,LMC$_{p}$
317,36,7,-1.5136775804381362,0.0510330131194127,-1.3632150136883432,0.0639150842785168,1111111111111111111111111111111110111,LMC$_{p}$
318,36,8,-1.50125102274182,0.0518409838751442,-1.9097326328986175,0.0191901901577893,1111111111111111111111111111111111110,LMC$_{p}$
319,36,9,-1.515984789276969,0.0508013893442574,-1.2627195285802313,0.0704331700865527,1111111111111111111111111111110111111,LMC$_{p}$
