,N Training Points,Iteration,Training-set NLPD,Training-set RMSE,Test-set NLPD,Test-set RMSE,TrainCode,Model
85,1,5,-7.722750504436332,4.726823047418449e-07,3.314006284427707,0.1445151880197183,0000000000000000000000000000000000010,Individual
86,1,6,-7.893630469530632,9.235636311277773e-08,56.57834092166557,0.1508931050497103,0000000000000000000000000000000000100,Individual
87,1,7,-7.646117341188097,3.879463521538895e-07,0.1467380892253768,0.1342502785310858,0000000000000000000000000000000100000,Individual
88,1,8,-7.741554742929817,4.1270220096922827e-07,5.105987075248205,0.1404322295926488,0000000000000000000000000000000010000,Individual
89,1,9,-7.966744477286593,3.6068568032288084e-07,4.9896012968843575,0.1486430977930042,0000000000000000010000000000000000000,Individual
90,6,0,-3.1501210058895546,0.0014839691073301,-0.6282589012293534,0.1348064619383292,0010100000000001001001000000010000000,Individual
91,6,1,-2.3030364909016714,0.0161905538736642,-0.6774426290739075,0.1194168930918804,0000000000000100000000100100010000011,Individual
92,6,2,-2.644835220538807,0.0032681555156923,-0.8536006760981344,0.0878367854983724,0010100000000000000010000100100000100,Individual
93,6,3,-2.724443278800543,0.0059177022842524,-0.647098854772811,0.1023649599852005,0010000010001100000100000000010000000,Individual
94,6,4,-7.903696679345008,4.285206187611889e-07,-0.90320910282984,0.1103134324175143,0000000001001000001001000001100000000,Individual
95,6,5,-2.8183723413876876,0.0041558158402003,-0.7152796412899675,0.0983160842280168,0000100000000000000001000000000101101,Individual
96,6,6,-2.982330201620727,0.0054163027421534,-0.0838005824078166,0.1260471640055863,0000001011000000000000010000000010001,Individual
97,6,7,-2.5493485671597615,0.0062844411892005,0.0101575693558865,0.1263579698679267,0010001000000000000010000110001000000,Individual
98,6,8,-1.7052410192568197,0.0410188337249841,1.1559021150167006,0.1481476969953831,0100000001001010000000000000100000100,Individual
99,6,9,-2.3816634578492835,0.0135658607980207,-0.3608868064798993,0.1316598830530521,0000010000000000001000000110100100000,Individual
100,11,0,-2.905807741009558,0.0054094398985631,-0.9430588829497552,0.0708858229919933,0100001100100000110011001000011000000,Individual
101,11,1,-2.2308804689040587,0.0205228273873823,-1.1991950269152511,0.0906102288090174,1000010001100000010011000000010100101,Individual
102,11,2,-3.105879551820678,0.0022542407323775,-0.7686798490852642,0.0860541728992745,0100000001100000001011100100100100100,Individual
103,11,3,-2.1978766111298658,0.0247352920816794,-0.9768137601179336,0.0840521189526879,0000101100000010010001101100001000010,Individual
104,11,4,-3.8768605376552414,0.0004465429182065,1.0190817022269247,0.0943567300045315,1010000100101010010010001000010010000,Individual
105,11,5,-1.7855779529660472,0.0347900717010746,-0.4713433897224813,0.1197057985962123,0011000011010100100000100000110000010,Individual
106,11,6,-4.871791835511245,7.588551479564055e-05,1.6026694491601663,0.0876289022971639,0000010000100010010111100000000101010,Individual
107,11,7,-3.5125061140805487,0.0031087322900509,3.5405871356762555,0.1322982100682591,0000000100011100011001100010000001010,Individual
108,11,8,-1.4151356960269563,0.0414096545860114,-1.0435073677423108,0.0794868661100304,0101000010000100101010000110001000100,Individual
109,11,9,-3.6049573675270694,0.0017527266482496,1.3179853142217477,0.0794557271299125,0100000101101100001000100000000000111,Individual
110,16,0,-3.320809895201225,0.0028473103944948,0.4227998560786481,0.1190678428698815,0001010000111011001011000010001100111,Individual
111,16,1,-2.111740110413919,0.022697282101881,-0.6730723732541675,0.1140985812069389,1001111000011010100010110100010110000,Individual
112,16,2,-2.1240904464298325,0.0225945807898226,-1.0995456770675192,0.0829479793522558,1000111011000100100010100011101011000,Individual
113,16,3,-2.607320972630986,0.0102638711150794,-0.8408888407750219,0.1131119652553638,1110100101111010001010000010010001001,Individual
114,16,4,-2.118352585714745,0.0255592994011727,-0.936616475638414,0.0897949409391393,0010111110100100110101000000110000011,Individual
115,16,5,-2.4086290266964694,0.0148849557545769,-1.1410005611186105,0.0925538732230961,0111001100100100100010111010001100001,Individual
116,16,6,-1.982510760364793,0.0289744254686391,-0.7984162196539154,0.0899707259660028,0000101100111110011000010001110000110,Individual
117,16,7,-1.874639990122796,0.0291634403095772,-1.2150211777412552,0.0779842144697512,0111110001110100110110110000100000000,Individual
118,16,8,-2.2479032080706127,0.0216451648816472,-0.4893765549723002,0.0829029516872214,0001110101101001001101010101000101000,Individual
119,16,9,-2.4290695550103916,0.0127651010011083,-1.045511928536356,0.0892706525746056,0011111010000011100011100011110000000,Individual
120,21,0,-2.090446502704835,0.0282108307412137,-0.5137137934161959,0.104076469600049,1101101101100011010001100100001111111,Individual
121,21,1,-2.0853356357972563,0.0271724068343946,0.0634958640905809,0.0911497894223124,1010111110101111000110011101011010000,Individual
122,21,2,-2.2180637772832887,0.0184497182093582,-1.1802454717926247,0.07823469790271,1010011100100111010001011011111001110,Individual
123,21,3,-2.9461730335526832,0.0069728724243902,0.4422359809880343,0.0854042644465317,0101111110101000111101011011100010010,Individual
124,21,4,-2.7000269449336893,0.0123792320441403,0.095999146221348,0.0931692339460437,1100000011100110011011101100111011110,Individual
125,21,5,-2.077059639990008,0.0291973547781402,-0.5115202644534291,0.0815444397429778,0111001111100100101101101001110001110,Individual
126,21,6,-3.120610748868476,0.0050337122526978,-0.1335758866954873,0.0957620842008523,0110001101000001101111111011110011100,Individual
127,21,7,-1.9153682870891724,0.0281895476694256,-0.7476535679820824,0.0832771615005645,1100001110111100110011110101010110010,Individual
128,21,8,-1.90411116749198,0.0340676041016506,-0.5867992650798501,0.1019447268392826,0111111100001001110000011001101111011,Individual
129,21,9,-1.9265902652195297,0.0321109902204075,-1.2219600517910556,0.0765304645904518,1111100010110101111100110001111010000,Individual
130,26,0,-2.2580458163624444,0.0207897195749319,-1.2945293091436283,0.0953852157490217,1001011110101011001111111011011101111,Individual
131,26,1,-2.033432440934116,0.0260347203165133,-1.513021700116118,0.073639402340561,1111110001110101110111010111001110111,Individual
132,26,2,-2.0073407002646153,0.0296368753359607,-0.1454720300608607,0.0991791058800624,1000101101111011101100111001111111111,Individual
133,26,3,-2.4629405071783927,0.0166333233186207,-0.6041364455431573,0.0809278476225265,0110011011100101111111110011011111110,Individual
134,26,4,-2.1196465644503606,0.0276202826943672,0.0715351591153151,0.114484935267015,1010101100011111011111110101111101011,Individual
135,26,5,-2.426804361971549,0.0135592428767931,-0.0935888585158679,0.1178940229732669,1100011101111111110000011111111111001,Individual
136,26,6,-1.9457006645242696,0.0300113901451292,-1.4483931840213184,0.0605154034231948,1010111111110110010111110111011110100,Individual
137,26,7,-2.3353407973376443,0.0202714326272072,-0.0725452174425755,0.1002679780174636,1111110101010110111101100101110111110,Individual
138,26,8,-2.2063850439326846,0.022211258939789,-1.210330377911428,0.0756067531410105,1110111110101011101011111010101011110,Individual
139,26,9,-2.1162069683799656,0.0230840196501457,-1.5457581334388886,0.0531877159567405,1110101010111010011011011111101111110,Individual
140,31,0,-2.0911772818706145,0.0259803747386689,-1.3736132495872777,0.0929170235558095,1111111111101111111111001111011010111,Individual
141,31,1,-1.974529180134512,0.0283631847258927,-1.8423410770122732,0.0313101773912774,1111011111111011100111111110111111110,Individual
142,31,2,-2.07644091054745,0.0269122096753672,-1.409258910600607,0.0754658442288875,0111111111101111111111110111101100111,Individual
143,31,3,-2.0496162748970317,0.0301842418389369,2.6358644946138203,0.126618439827356,1101110111111111110101111101011111111,Individual
144,31,4,-1.9707775147927236,0.0285387240570678,-1.4613269289862645,0.0747884229001933,1111111111111011110100111111111100111,Individual
145,31,5,-2.0967817949571215,0.0247640010867521,-1.399357674019954,0.0718938853132304,1100111111111101111111010110111111111,Individual
146,31,6,-2.079106927508731,0.028934273900695,1.975798710567478,0.1346272791449314,1101111111101111111110111101011111011,Individual
147,31,7,-1.972404155107074,0.0294013396636218,-1.759405819827471,0.0386382749768526,1101111011111111101011110111111110111,Individual
148,31,8,-2.2522634488041957,0.0207976258453853,-0.8877130011267509,0.1127824491393087,1111111111111110111111100111010101111,Individual
149,31,9,-2.179206762542865,0.0212601200869489,-1.0001075621165716,0.0897078657238416,1111111110111111110110001111110111111,Individual
150,36,0,-2.0697186658540536,0.0272427927201011,-1.7772187927773249,0.0420002905960569,1111111111111111111111111111101111111,Individual
151,36,1,-2.057367739132121,0.0278544334675298,-1.4039355044485546,0.0107715048163512,1111111111110111111111111111111111111,Individual
152,36,2,-2.0443993488473597,0.0279450166376534,-2.1457827038381208,0.0063771780653119,1111111111111111111111111111111101111,Individual
153,36,3,-2.047628692865237,0.0276962148236887,-2.202018779423749,0.0023906588289861,1111111101111111111111111111111111111,Individual
154,36,4,-2.1009112842816298,0.0264471031413016,-1.3510059267974892,0.0530337971694783,1111110111111111111111111111111111111,Individual
155,36,5,-2.057895836175245,0.0273621287890023,-1.9117215307871227,0.0138582268272829,1111111111111111111111011111111111111,Individual
156,36,6,-2.099162465990184,0.0261374399816535,-1.5911566133329913,0.0466666719016247,1111101111111111111111111111111111111,Individual
157,36,7,-2.05931569741446,0.027576611445069,-1.2686771510404729,0.0654478165977121,1111111111111111111111111111111110111,Individual
158,36,8,-2.033527127514063,0.0282373544340068,-2.231395367068189,0.0035930895168296,1111111111111111111111111111111111110,Individual
159,36,9,-2.2937186932551907,0.0195971411779609,1.3532098790834066,0.1128497131445503,1111111111111111111111111111110111111,Individual
160,1,0,-1.5789813772967929,0.0513875842843227,-1.173376128527339,0.070449384111809,0000000000000000000000000000001000000,LMC$_{pr}$
161,1,1,-1.7918411239788472,0.0412248394493673,-1.2492246922664625,0.0680542619790098,0010000000000000000000000000000000000,LMC$_{pr}$
162,1,2,-1.4474106184886677,0.0568610895403801,-1.2780498556823887,0.0674502820955036,0000000000000000000000000000000001000,LMC$_{pr}$
163,1,3,-1.875959212027686,0.0226499717246648,-1.1098864438085227,0.0731959550036818,0000000000001000000000000000000000000,LMC$_{pr}$
164,1,4,-2.001895803929442,0.0262920252905098,-1.1630275580728706,0.0700636060108684,0000000000000100000000000000000000000,LMC$_{pr}$
165,1,5,-2.1122615218581275,0.0081440546052404,-1.1723842049727131,0.0695506412064144,0000000000000000000000000000000000010,LMC$_{pr}$
166,1,6,-2.028822690142472,0.0289925871571763,-1.1274947328470346,0.0705864837106809,0000000000000000000000000000000000100,LMC$_{pr}$
167,1,7,-2.035307742497709,0.0096561011840022,-1.144694140107766,0.0705016318691874,0000000000000000000000000000000100000,LMC$_{pr}$
168,1,8,-2.137761209353145,0.0034862958233865,-1.1563497548196602,0.0700924710574213,0000000000000000000000000000000010000,LMC$_{pr}$
169,1,9,-2.145207773678835,0.0255081020881939,-1.2449620569381876,0.0677862963448839,0000000000000000010000000000000000000,LMC$_{pr}$
170,6,0,-1.9075032210743423,0.0395621499762595,-1.3318067699322136,0.0699630954500232,0010100000000001001001000000010000000,LMC$_{pr}$
171,6,1,-2.0014136665455937,0.0320035938841921,-1.0988502890991712,0.0725516961817996,0000000000000100000000100100010000011,LMC$_{pr}$
172,6,2,-1.6263381808915425,0.0449307629984561,-1.440497845372165,0.0652398039579177,0010100000000000000010000100100000100,LMC$_{pr}$
173,6,3,-1.818336801206862,0.0377412923957902,-1.3214161595144418,0.0658371788991361,0010000010001100000100000000010000000,LMC$_{pr}$
174,6,4,-2.0394337691806963,0.021422044417255,-1.2805926948360722,0.0717819018059482,0000000001001000001001000001100000000,LMC$_{pr}$
175,6,5,-1.8723294533798704,0.0354466203771678,-1.3761192392291548,0.0659079881700955,0000100000000000000001000000000101101,LMC$_{pr}$
176,6,6,-2.0725889400931625,0.0235633040253554,-1.0337251437662334,0.0679946748965796,0000001011000000000000010000000010001,LMC$_{pr}$
177,6,7,-1.8647061324324503,0.0379173178980417,-1.350152809777518,0.0734763783950451,0010001000000000000010000110001000000,LMC$_{pr}$
178,6,8,-2.01946459167232,0.0273276769033618,-1.0974890517596547,0.0698111983840176,0100000001001010000000000000100000100,LMC$_{pr}$
179,6,9,-1.842279748551828,0.0343615782198549,-1.191720755104569,0.0747285468420811,0000010000000000001000000110100100000,LMC$_{pr}$
180,11,0,-2.0072234807979763,0.0309684864519111,-1.673307603048667,0.0491846488723731,0100001100100000110011001000011000000,LMC$_{pr}$
181,11,1,-2.051964858391752,0.0292368060026413,-1.5019109800831774,0.0550135897321488,1000010001100000010011000000010100101,LMC$_{pr}$
182,11,2,-1.9870925590298056,0.0323595614962407,-1.5690700070907864,0.0522163320582202,0100000001100000001011100100100100100,LMC$_{pr}$
183,11,3,-2.005211811216892,0.0308882966129483,-1.0342685917741057,0.0753234378710603,0000101100000010010001101100001000010,LMC$_{pr}$
184,11,4,-1.94820110736054,0.0323290594945268,-1.6128734777269302,0.0497410890510083,1010000100101010010010001000010010000,LMC$_{pr}$
185,11,5,-1.7814026965508902,0.0454085846096356,-1.4081114240168051,0.0570572412820803,0011000011010100100000100000110000010,LMC$_{pr}$
186,11,6,-2.162923915143101,0.0230170418534511,-1.310834999246972,0.0634549560541394,0000010000100010010111100000000101010,LMC$_{pr}$
187,11,7,-1.983807259289887,0.0297350739141925,-1.3681739098315189,0.0672861490681737,0000000100011100011001100010000001010,LMC$_{pr}$
188,11,8,-1.6564441628653173,0.0473235828069283,-1.6738500489553227,0.0518283192068666,0101000010000100101010000110001000100,LMC$_{pr}$
189,11,9,-2.069780108851767,0.0286215852329764,-1.3140483482783094,0.0571427692168649,0100000101101100001000100000000000111,LMC$_{pr}$
190,16,0,-2.0385815207410407,0.0307353975903503,-1.1527169587780737,0.0684561680043636,0001010000111011001011000010001100111,LMC$_{pr}$
191,16,1,-1.928223315004614,0.0320628858375262,-1.0510141391267782,0.0860042163112079,1001111000011010100010110100010110000,LMC$_{pr}$
192,16,2,-1.929027183052915,0.0336396097669525,-1.214932127134365,0.0702838721393177,1000111011000100100010100011101011000,LMC$_{pr}$
193,16,3,-1.9008870890321223,0.0354916467063011,-1.6172895225678203,0.0529893205057056,1110100101111010001010000010010001001,LMC$_{pr}$
194,16,4,-1.9555100933721483,0.0327988183799533,-1.4641700878214696,0.0561045154944406,0010111110100100110101000000110000011,LMC$_{pr}$
195,16,5,-1.924526003536729,0.0346914665443919,-1.5408931660635037,0.0547004111390635,0111001100100100100010111010001100001,LMC$_{pr}$
196,16,6,-1.893139156527139,0.0350142923689785,-1.2136133041851132,0.0588687467484237,0000101100111110011000010001110000110,LMC$_{pr}$
197,16,7,-1.868161270392541,0.0398787046955077,-1.6076138337657049,0.0473817563294637,0111110001110100110110110000100000000,LMC$_{pr}$
198,16,8,-1.9708128207567817,0.0312069567428607,-1.4296366713530015,0.0577787266921229,0001110101101001001101010101000101000,LMC$_{pr}$
199,16,9,-1.83336429936622,0.039543155264466,-1.3621963984991754,0.0700974323274746,0011111010000011100011100011110000000,LMC$_{pr}$
200,21,0,-1.942449028935875,0.0362083725274225,-1.344972962410138,0.0578930887653316,1101101101100011010001100100001111111,LMC$_{pr}$
201,21,1,-1.9504864967044768,0.0318808288735092,-1.482178478936521,0.0546209224522227,1010111110101111000110011101011010000,LMC$_{pr}$
202,21,2,-1.9592576261303096,0.0320942952510315,-1.4035604374240809,0.0607832923619691,1010011100100111010001011011111001110,LMC$_{pr}$
203,21,3,-1.954936887511655,0.030426923502645,-1.4203623077923533,0.0609047044583315,0101111110101000111101011011100010010,LMC$_{pr}$
204,21,4,-2.053972553546436,0.0293287782592017,-1.290883895762901,0.0620203879616319,1100000011100110011011101100111011110,LMC$_{pr}$
205,21,5,-1.9383165834806169,0.0361210336989379,-1.5049365184689307,0.053430381670173,0111001111100100101101101001110001110,LMC$_{pr}$
206,21,6,-2.0538969902612427,0.0276811197153656,-1.3591396304100665,0.0677999348332853,0110001101000001101111111011110011100,LMC$_{pr}$
207,21,7,-2.069437827971612,0.024766034040107,-1.4220659110988874,0.0594823310390512,1100001110111100110011110101010110010,LMC$_{pr}$
208,21,8,-1.895794289347437,0.035253591793361,-1.1582052301186705,0.0698973895625646,0111111100001001110000011001101111011,LMC$_{pr}$
209,21,9,-1.865239045507955,0.0408718315858718,-1.527733553668598,0.046575639601514,1111100010110101111100110001111010000,LMC$_{pr}$
210,26,0,-1.9383218446052568,0.0342666010856289,-1.569490125460448,0.0611158250538814,1001011110101011001111111011011101111,LMC$_{pr}$
211,26,1,-1.914887329231446,0.0347066879003972,-1.45430153157551,0.0668572374292966,1111110001110101110111010111001110111,LMC$_{pr}$
212,26,2,-1.941655355346608,0.0335324586414913,-1.2636620636303837,0.0577607295947756,1000101101111011101100111001111111111,LMC$_{pr}$
213,26,3,-2.053132825750806,0.0286532658858607,-1.2371547902840865,0.0680005677565175,0110011011100101111111110011011111110,LMC$_{pr}$
214,26,4,-2.012882876560282,0.0303977080829326,-1.102602373923809,0.0717031707803883,1010101100011111011111110101111101011,LMC$_{pr}$
215,26,5,-1.923185091908685,0.0319290840195514,-1.3998796008546068,0.0575055389020787,1100011101111111110000011111111111001,LMC$_{pr}$
216,26,6,-1.9113624465028047,0.0341365260421049,-1.6563791241329142,0.0590811201233522,1010111111110110010111110111011110100,LMC$_{pr}$
217,26,7,-1.9053585791986904,0.0377004402213689,-1.2868936957503536,0.0572627967583488,1111110101010110111101100101110111110,LMC$_{pr}$
218,26,8,-2.003253011428919,0.0305219057449784,-1.3178089457090925,0.0661651407661127,1110111110101011101011111010101011110,LMC$_{pr}$
219,26,9,-1.9108239952734023,0.0339160068618232,-1.6821780026116293,0.0492701504106961,1110101010111010011011011111101111110,LMC$_{pr}$
220,31,0,-1.9364208278114488,0.0340920901953439,-1.519612705887827,0.0675889773468685,1111111111101111111111001111011010111,LMC$_{pr}$
