,Experiment,Well,Target,lg10_Copies,Outlier,WellPosition,Copies,Reporter,Sample,Task,Comments,CT,Reaction,Cycle,Fluorescence,Corr_Fluorescence,L2_500_like,S037.01.01b,S036.0,lg10 L2_500_like,lg10 S037.01.01b,lg10 S036.0
740,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,11,0.008462103,0.008691545,100000000,100,100000000,8,2,8
741,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,11,-0.033329794,0.060823678970336914,100000000,100,100000000,8,2,8
742,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,12,0.014273085509761217,0.020281782373785973,100000000,100,100000000,8,2,8
743,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,12,-0.061616347,0.1136506050825119,100000000,100,100000000,8,2,8
744,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,13,0.023193359192537264,0.039512742310762405,100000000,100,100000000,8,2,8
745,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,13,-0.102634914,0.19118663668632507,100000000,100,100000000,8,2,8
746,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,14,0.033696038,0.062632278,100000000,100,100000000,8,2,8
747,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,14,-0.156671722,0.2939872741699219,100000000,100,100000000,8,2,8
748,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,15,0.045574819713275344,0.089133419,100000000,100,100000000,8,2,8
749,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,15,-0.217614746,0.4101908206939697,100000000,100,100000000,8,2,8
750,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,16,0.058522945676644955,0.11826235800981522,100000000,100,100000000,8,2,8
751,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,16,-0.280247161,0.5296729803085327,100000000,100,100000000,8,2,8
752,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,17,0.07146297,0.14737138152122498,100000000,100,100000000,8,2,8
753,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,17,-0.340155775,0.6438690423965454,100000000,100,100000000,8,2,8
754,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,18,0.083505524,0.1742749810218811,100000000,100,100000000,8,2,8
755,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,18,-0.390735299,0.7399601340293884,100000000,100,100000000,8,2,8
756,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,19,0.09565155,0.20143283903598785,100000000,100,100000000,8,2,8
757,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,19,-0.433518918,0.8209215998649597,100000000,100,100000000,8,2,8
758,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,20,0.10715493147877522,0.22701148688793182,100000000,100,100000000,8,2,8
759,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,20,-0.468078127,0.8859218955039978,100000000,100,100000000,8,2,8
760,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,21,0.11752187795548831,0.24979747831821442,100000000,100,100000000,8,2,8
761,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,21,-0.497467194,0.940888524,100000000,100,100000000,8,2,8
762,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,22,0.1267691741293029,0.269832045,100000000,100,100000000,8,2,8
763,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,22,-0.522938654,0.9882521629333496,100000000,100,100000000,8,2,8
764,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,23,0.1359272349428704,0.28964734077453613,100000000,100,100000000,8,2,8
765,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,23,-0.545437232,1.0298463106155396,100000000,100,100000000,8,2,8
766,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,24,0.1442854762391381,0.30749717354774475,100000000,100,100000000,8,2,8
767,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,24,-0.566636533,1.0689189434051514,100000000,100,100000000,8,2,8
768,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,25,0.1520911083447267,0.32398903369903564,100000000,100,100000000,8,2,8
769,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,25,-0.584611967,1.101734996,100000000,100,100000000,8,2,8
770,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,26,0.16006189499446372,0.3408867418766022,100000000,100,100000000,8,2,8
771,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,26,-0.604415492,1.1380988359451294,100000000,100,100000000,8,2,8
772,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,27,0.16844007417225437,0.35878556966781616,100000000,100,100000000,8,2,8
773,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,27,-0.623061081,1.172215461730957,100000000,100,100000000,8,2,8
774,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,28,0.17548285188395069,0.37340277433395386,100000000,100,100000000,8,2,8
775,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,28,-0.64122497,1.205397367477417,100000000,100,100000000,8,2,8
776,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,29,0.18153217977640312,0.3855787217617035,100000000,100,100000000,8,2,8
777,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,29,-0.655935321,1.2318768501281738,100000000,100,100000000,8,2,8
778,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,30,0.18784982013285467,0.3984140157699585,100000000,100,100000000,8,2,8
779,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,30,-0.670809863,1.258674979,100000000,100,100000000,8,2,8
780,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,31,0.19438507931293666,0.4117840826511383,100000000,100,100000000,8,2,8
781,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,31,-0.687187861,1.288390874862671,100000000,100,100000000,8,2,8
782,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,32,0.20118811733975075,0.4258121848106384,100000000,100,100000000,8,2,8
783,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,32,-0.703311065,1.3176122903823853,100000000,100,100000000,8,2,8
784,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,33,0.20727467716424428,0.4380796253681183,100000000,100,100000000,8,2,8
785,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,33,-0.718039229,1.3441263437271118,100000000,100,100000000,8,2,8
786,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,34,0.21357012389345306,0.4508603811264038,100000000,100,100000000,8,2,8
787,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,34,-0.732722922,1.3705540895462036,100000000,100,100000000,8,2,8
788,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,35,0.21935237634375268,0.46237999200820923,100000000,100,100000000,8,2,8
789,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,35,-0.748826838,1.399738073348999,100000000,100,100000000,8,2,8
790,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,36,0.2254254016939277,0.4746141731739044,100000000,100,100000000,8,2,8
791,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,36,-0.762995168,1.4251657724380493,100000000,100,100000000,8,2,8
792,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,37,0.2315293525902606,0.48692435026168823,100000000,100,100000000,8,2,8
793,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,37,-0.780272254,1.456626534461975,100000000,100,100000000,8,2,8
794,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,38,0.23671053369990191,0.4969669282436371,100000000,100,100000000,8,2,8
795,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,38,-0.793162131,1.4795730113983154,100000000,100,100000000,8,2,8
796,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,39,0.24268467006836253,0.508958101,100000000,100,100000000,8,2,8
797,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,39,-0.809659356,1.5095202922821045,100000000,100,100000000,8,2,8
798,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,40,0.24900036999838848,0.5217885971069336,100000000,100,100000000,8,2,8
799,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,40,-0.824605521,1.5364574193954468,100000000,100,100000000,8,2,8
800,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,41,0.2552025064718565,0.5343400835990906,100000000,100,100000000,8,2,8
801,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,41,-0.840998322,1.5662020444869995,100000000,100,100000000,8,2,8
802,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,42,0.26046698038581645,0.5445873141288757,100000000,100,100000000,8,2,8
803,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,42,-0.854648465,1.5906239748001099,100000000,100,100000000,8,2,8
804,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,43,0.2655117495177385,0.5542947053909302,100000000,100,100000000,8,2,8
805,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,43,-0.870124549,1.6185896396636963,100000000,100,100000000,8,2,8
806,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,44,0.2714047275509486,0.5660864114761353,100000000,100,100000000,8,2,8
807,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,44,-0.886964038,1.6492011547088623,100000000,100,100000000,8,2,8
808,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,45,0.2784917954958091,0.5808124542236328,100000000,100,100000000,8,2,8
809,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,45,-0.90490661,1.6819534301757812,100000000,100,100000000,8,2,8
810,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,46,0.28432471733114706,0.5924566388130188,100000000,100,100000000,8,2,8
811,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,46,-0.920175444,1.7095167636871338,100000000,100,100000000,8,2,8
812,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,47,0.28899595437614206,0.6012460589408875,100000000,100,100000000,8,2,8
813,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,47,-0.934186156,1.7346384525299072,100000000,100,100000000,8,2,8
814,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,48,0.2955158841874619,0.6145784854888916,100000000,100,100000000,8,2,8
815,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,48,-0.950654388,1.7645294666290283,100000000,100,100000000,8,2,8
816,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,49,0.30151553716341906,0.6266323328018188,100000000,100,100000000,8,2,8
817,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,49,-0.96424458,1.788835048675537,100000000,100,100000000,8,2,8
818,JG074D,5,FAM,#NAME?,FALSE,A5,0,FAM,JG074D.005,UNKNOWN,,13.030276,8,50,0.3074857926790285,0.6386139988899231,100000000,100,100000000,8,2,8
819,JG074D,5,HEX,#NAME?,FALSE,A5,0,HEX,JG074D.005,UNKNOWN,,10.408961,9,50,-0.978136249,1.8137257099151611,100000000,100,100000000,8,2,8
900,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,1,-0.001862091,0.056139323860406876,100000000,10000,100,8,4,2
901,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,1,0.006805381,0.004126287,100000000,10000,100,8,4,2
902,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,2,-0.001759115,0.053000189,100000000,10000,100,8,4,2
903,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,2,0.006512273,0.002900919,100000000,10000,100,8,4,2
904,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,3,-0.001237092,0.050890810787677765,100000000,10000,100,8,4,2
905,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,3,0.006799208,0.000549859,100000000,10000,100,8,4,2
906,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,4,-0.000683973,0.048857845,100000000,10000,100,8,4,2
907,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,4,0.006423789,-0.000515768,100000000,10000,100,8,4,2
908,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,5,-0.000373189,0.046229369938373566,100000000,10000,100,8,4,2
909,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,5,0.005423072,-0.000367874,100000000,10000,100,8,4,2
910,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,6,-0.000105459,0.043495096266269684,100000000,10000,100,8,4,2
911,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,6,0.004265919,8.361637446796522e-05,100000000,10000,100,8,4,2
912,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,7,0.000171622,0.040783803910017014,100000000,10000,100,8,4,2
913,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,7,0.003255589,0.000250167,100000000,10000,100,8,4,2
914,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,8,0.000380836,0.037905734,100000000,10000,100,8,4,2
915,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,8,-0.00082922,0.00638338,100000000,10000,100,8,4,2
916,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,9,0.000675526,0.035237711,100000000,10000,100,8,4,2
917,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,9,-0.006979745,0.016525542363524437,100000000,10000,100,8,4,2
918,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,10,0.00117173,0.033064883,100000000,10000,100,8,4,2
919,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,10,-0.018358612,0.036814384162425995,100000000,10000,100,8,4,2
920,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,11,0.0008258,0.028822614,100000000,10000,100,8,4,2
921,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,11,-0.037300119,0.071780093,100000000,10000,100,8,4,2
922,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,12,0.000143716,0.023754281923174858,100000000,10000,100,8,4,2
923,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,12,-0.067820741,0.1292174607515335,100000000,10000,100,8,4,2
924,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,13,-0.001243556,0.016953036189079285,100000000,10000,100,8,4,2
925,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,13,-0.113324782,0.21573325991630554,100000000,10000,100,8,4,2
926,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,14,-0.002366383,0.010801628232002258,100000000,10000,100,8,4,2
927,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,14,-0.17369713,0.3311040997505188,100000000,10000,100,8,4,2
928,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,15,-0.003404596,0.004858152,100000000,10000,100,8,4,2
929,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,15,-0.242928846,0.4636683464050293,100000000,10000,100,8,4,2
930,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,16,-0.003844212,0.000385659,100000000,10000,100,8,4,2
931,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,16,-0.312488084,0.5968682169914246,100000000,10000,100,8,4,2
932,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,17,-0.004159507,-0.003781331,100000000,10000,100,8,4,2
933,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,17,-0.374753634,0.7159132361412048,100000000,10000,100,8,4,2
934,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,18,-0.00433457,-0.007603716,100000000,10000,100,8,4,2
935,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,18,-0.427881587,0.8172248005867004,100000000,10000,100,8,4,2
936,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,19,-0.003702985,-0.00944386,100000000,10000,100,8,4,2
937,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,19,-0.47153739,0.9001536965370178,100000000,10000,100,8,4,2
938,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,20,-0.002100302,-0.008897642,100000000,10000,100,8,4,2
939,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,20,-0.507946126,0.9690181612968445,100000000,10000,100,8,4,2
940,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,21,-0.001355773,-0.010460237,100000000,10000,100,8,4,2
941,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,21,-0.538033789,1.0256153345108032,100000000,10000,100,8,4,2
942,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,22,-0.00057959,-0.011945047,100000000,10000,100,8,4,2
943,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,22,-0.562883804,1.0720477104187012,100000000,10000,100,8,4,2
944,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,23,-0.000284124,-0.014611162,100000000,10000,100,8,4,2
945,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,23,-0.583429843,1.110127329826355,100000000,10000,100,8,4,2
946,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,24,0.000464941,-0.016162612,100000000,10000,100,8,4,2
947,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,24,-0.603618385,1.1475131511688232,100000000,10000,100,8,4,2
948,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,25,0.002239667,-0.015193617,100000000,10000,100,8,4,2
949,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,25,-0.620391779,1.1782711744308472,100000000,10000,100,8,4,2
950,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,26,0.003499974,-0.015488748,100000000,10000,100,8,4,2
951,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,26,-0.635601153,1.205993890762329,100000000,10000,100,8,4,2
952,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,27,0.004180397,-0.017208878,100000000,10000,100,8,4,2
953,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,27,-0.650025813,1.2321938276290894,100000000,10000,100,8,4,2
954,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,28,0.005603033,-0.017105106,100000000,10000,100,8,4,2
955,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,28,-0.66467093,1.2588214874267578,100000000,10000,100,8,4,2
956,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,29,0.006994294,-0.017078431,100000000,10000,100,8,4,2
957,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,29,-0.677661423,1.2822380065917969,100000000,10000,100,8,4,2
958,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,30,0.007867074,-0.018325867,100000000,10000,100,8,4,2
959,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,30,-0.689901723,1.3041986227035522,100000000,10000,100,8,4,2
960,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,31,0.009582556,-0.017502459,100000000,10000,100,8,4,2
961,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,31,-0.703214763,1.3282411098480225,100000000,10000,100,8,4,2
962,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,32,0.010753676495250422,-0.018016756,100000000,10000,100,8,4,2
963,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,32,-0.715054015,1.3494234085083008,100000000,10000,100,8,4,2
964,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,33,0.011848149765276848,-0.018719405,100000000,10000,100,8,4,2
965,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,33,-0.727880255,1.372521162033081,100000000,10000,100,8,4,2
966,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,34,0.013554597146940394,-0.017918197,100000000,10000,100,8,4,2
967,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,34,-0.740303051,1.3948359489440918,100000000,10000,100,8,4,2
968,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,35,0.014403242644174278,-0.01922494,100000000,10000,100,8,4,2
969,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,35,-0.752784509,1.417264699935913,100000000,10000,100,8,4,2
970,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,36,0.015572240416608705,-0.019744452,100000000,10000,100,8,4,2
971,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,36,-0.765419409,1.4399911165237427,100000000,10000,100,8,4,2
972,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,37,0.016071293837941366,-0.021910276,100000000,10000,100,8,4,2
973,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,37,-0.778779684,1.4641252756118774,100000000,10000,100,8,4,2
974,JG074D,6,FAM,#NAME?,FALSE,A6,0,FAM,JG074D.006,UNKNOWN,,inf,10,38,0.017561529,-0.021640386,100000000,10000,100,8,4,2
975,JG074D,6,HEX,#NAME?,FALSE,A6,0,HEX,JG074D.006,UNKNOWN,,10.1337185,11,38,-0.792512322,1.488982081413269,100000000,10000,100,8,4,2
