* Instrument Type = QuantStudio 6
* Passive Reference = ROX
[Sample Setup]
Well	Target Name	Sample Name	Reporter	Quantity	Quencher	Task
148	S075_WTHEX	JG075C_148	HEX	100	None	STANDARD
149	S075_WTFAM	JG075C_149	FAM	100	None	STANDARD
149	S075_WTHEX	JG075C_149	HEX	100	None	STANDARD
150	S075_WTFAM	JG075C_150	FAM	100	None	STANDARD
150	S075_WTHEX	JG075C_150	HEX	100	None	STANDARD
151	S075_WTFAM	JG075C_151	FAM	100	None	STANDARD
151	S075_WTHEX	JG075C_151	HEX	100	None	STANDARD
152	S075_WTFAM	JG075C_152	FAM	100	None	STANDARD
152	S075_WTHEX	JG075C_152	HEX	100	None	STANDARD
153	S075_WTFAM	JG075C_153	FAM	100	None	STANDARD
153	S075_WTHEX	JG075C_153	HEX	100	None	STANDARD
154	S075_WTFAM	JG075C_154	FAM	100	None	STANDARD
154	S075_WTHEX	JG075C_154	HEX	100	None	STANDARD
155	S075_WTFAM	JG075C_155	FAM	100	None	STANDARD
155	S075_WTHEX	JG075C_155	HEX	100	None	STANDARD
156	S075_WTFAM	JG075C_156	FAM	100	None	STANDARD
156	S075_WTHEX	JG075C_156	HEX	100	None	STANDARD
157	S075_WTFAM	JG075C_157	FAM	100	None	STANDARD
157	S075_WTHEX	JG075C_157	HEX	100	None	STANDARD
158	S075_WTFAM	JG075C_158	FAM	100	None	STANDARD
158	S075_WTHEX	JG075C_158	HEX	100	None	STANDARD
159	S075_WTFAM	JG075C_159	FAM	100	None	STANDARD
159	S075_WTHEX	JG075C_159	HEX	100	None	STANDARD
160	S075_WTFAM	JG075C_160	FAM	100	None	STANDARD
160	S075_WTHEX	JG075C_160	HEX	100	None	STANDARD
169	S075_WTFAM	JG075C_169	FAM	10	None	STANDARD
169	S075_WTHEX	JG075C_169	HEX	10	None	STANDARD
170	S075_WTFAM	JG075C_170	FAM	10	None	STANDARD
170	S075_WTHEX	JG075C_170	HEX	10	None	STANDARD
171	S075_WTFAM	JG075C_171	FAM	10	None	STANDARD
171	S075_WTHEX	JG075C_171	HEX	10	None	STANDARD
172	S075_WTFAM	JG075C_172	FAM	10	None	STANDARD
172	S075_WTHEX	JG075C_172	HEX	10	None	STANDARD
173	S075_WTFAM	JG075C_173	FAM	10	None	STANDARD
173	S075_WTHEX	JG075C_173	HEX	10	None	STANDARD
174	S075_WTFAM	JG075C_174	FAM	10	None	STANDARD
174	S075_WTHEX	JG075C_174	HEX	10	None	STANDARD
175	S075_WTFAM	JG075C_175	FAM	10	None	STANDARD
175	S075_WTHEX	JG075C_175	HEX	10	None	STANDARD
176	S075_WTFAM	JG075C_176	FAM	10	None	STANDARD
176	S075_WTHEX	JG075C_176	HEX	10	None	STANDARD
177	S075_WTFAM	JG075C_177	FAM	10	None	STANDARD
177	S075_WTHEX	JG075C_177	HEX	10	None	STANDARD
178	S075_WTFAM	JG075C_178	FAM	10	None	STANDARD
178	S075_WTHEX	JG075C_178	HEX	10	None	STANDARD
179	S075_WTFAM	JG075C_179	FAM	10	None	STANDARD
179	S075_WTHEX	JG075C_179	HEX	10	None	STANDARD
180	S075_WTFAM	JG075C_180	FAM	10	None	STANDARD
180	S075_WTHEX	JG075C_180	HEX	10	None	STANDARD
181	S075_WTFAM	JG075C_181	FAM	10	None	STANDARD
181	S075_WTHEX	JG075C_181	HEX	10	None	STANDARD
182	S075_WTFAM	JG075C_182	FAM	10	None	STANDARD
182	S075_WTHEX	JG075C_182	HEX	10	None	STANDARD
183	S075_WTFAM	JG075C_183	FAM	10	None	STANDARD
183	S075_WTHEX	JG075C_183	HEX	10	None	STANDARD
184	S075_WTFAM	JG075C_184	FAM	10	None	STANDARD
184	S075_WTHEX	JG075C_184	HEX	10	None	STANDARD
193	S075_SNVFAM	JG075C_193	FAM	100000000	None	STANDARD
193	S075_SNVHEX	JG075C_193	HEX	100000000	None	STANDARD
194	S075_SNVFAM	JG075C_194	FAM	100000000	None	STANDARD
194	S075_SNVHEX	JG075C_194	HEX	100000000	None	STANDARD
195	S075_SNVFAM	JG075C_195	FAM	100000000	None	STANDARD
195	S075_SNVHEX	JG075C_195	HEX	100000000	None	STANDARD
196	S075_SNVFAM	JG075C_196	FAM	100000000	None	STANDARD
196	S075_SNVHEX	JG075C_196	HEX	100000000	None	STANDARD
197	S075_SNVFAM	JG075C_197	FAM	100000000	None	STANDARD
197	S075_SNVHEX	JG075C_197	HEX	100000000	None	STANDARD
198	S075_SNVFAM	JG075C_198	FAM	100000000	None	STANDARD
198	S075_SNVHEX	JG075C_198	HEX	100000000	None	STANDARD
199	S075_SNVFAM	JG075C_199	FAM	100000000	None	STANDARD
199	S075_SNVHEX	JG075C_199	HEX	100000000	None	STANDARD
200	S075_SNVFAM	JG075C_200	FAM	100000000	None	STANDARD
200	S075_SNVHEX	JG075C_200	HEX	100000000	None	STANDARD
201	S075_SNVFAM	JG075C_201	FAM	100000000	None	STANDARD
201	S075_SNVHEX	JG075C_201	HEX	100000000	None	STANDARD
202	S075_SNVFAM	JG075C_202	FAM	100000000	None	STANDARD
202	S075_SNVHEX	JG075C_202	HEX	100000000	None	STANDARD
203	S075_SNVFAM	JG075C_203	FAM	100000000	None	STANDARD
203	S075_SNVHEX	JG075C_203	HEX	100000000	None	STANDARD
204	S075_SNVFAM	JG075C_204	FAM	100000000	None	STANDARD
204	S075_SNVHEX	JG075C_204	HEX	100000000	None	STANDARD
205	S075_SNVFAM	JG075C_205	FAM	100000000	None	STANDARD
205	S075_SNVHEX	JG075C_205	HEX	100000000	None	STANDARD
206	S075_SNVFAM	JG075C_206	FAM	100000000	None	STANDARD
206	S075_SNVHEX	JG075C_206	HEX	100000000	None	STANDARD
207	S075_SNVFAM	JG075C_207	FAM	100000000	None	STANDARD
207	S075_SNVHEX	JG075C_207	HEX	100000000	None	STANDARD
208	S075_SNVFAM	JG075C_208	FAM	100000000	None	STANDARD
208	S075_SNVHEX	JG075C_208	HEX	100000000	None	STANDARD
217	S075_SNVFAM	JG075C_217	FAM	10000000	None	STANDARD
217	S075_SNVHEX	JG075C_217	HEX	10000000	None	STANDARD
218	S075_SNVFAM	JG075C_218	FAM	10000000	None	STANDARD
218	S075_SNVHEX	JG075C_218	HEX	10000000	None	STANDARD
219	S075_SNVFAM	JG075C_219	FAM	10000000	None	STANDARD
219	S075_SNVHEX	JG075C_219	HEX	10000000	None	STANDARD
220	S075_SNVFAM	JG075C_220	FAM	10000000	None	STANDARD
220	S075_SNVHEX	JG075C_220	HEX	10000000	None	STANDARD
221	S075_SNVFAM	JG075C_221	FAM	10000000	None	STANDARD
221	S075_SNVHEX	JG075C_221	HEX	10000000	None	STANDARD
222	S075_SNVFAM	JG075C_222	FAM	10000000	None	STANDARD
222	S075_SNVHEX	JG075C_222	HEX	10000000	None	STANDARD
223	S075_SNVFAM	JG075C_223	FAM	10000000	None	STANDARD
223	S075_SNVHEX	JG075C_223	HEX	10000000	None	STANDARD
224	S075_SNVFAM	JG075C_224	FAM	10000000	None	STANDARD
224	S075_SNVHEX	JG075C_224	HEX	10000000	None	STANDARD
225	S075_SNVFAM	JG075C_225	FAM	10000000	None	STANDARD
225	S075_SNVHEX	JG075C_225	HEX	10000000	None	STANDARD
226	S075_SNVFAM	JG075C_226	FAM	10000000	None	STANDARD
226	S075_SNVHEX	JG075C_226	HEX	10000000	None	STANDARD
227	S075_SNVFAM	JG075C_227	FAM	10000000	None	STANDARD
227	S075_SNVHEX	JG075C_227	HEX	10000000	None	STANDARD
228	S075_SNVFAM	JG075C_228	FAM	10000000	None	STANDARD
228	S075_SNVHEX	JG075C_228	HEX	10000000	None	STANDARD
229	S075_SNVFAM	JG075C_229	FAM	10000000	None	STANDARD
229	S075_SNVHEX	JG075C_229	HEX	10000000	None	STANDARD
230	S075_SNVFAM	JG075C_230	FAM	10000000	None	STANDARD
230	S075_SNVHEX	JG075C_230	HEX	10000000	None	STANDARD
231	S075_SNVFAM	JG075C_231	FAM	10000000	None	STANDARD
231	S075_SNVHEX	JG075C_231	HEX	10000000	None	STANDARD
232	S075_SNVFAM	JG075C_232	FAM	10000000	None	STANDARD
232	S075_SNVHEX	JG075C_232	HEX	10000000	None	STANDARD
241	S075_SNVFAM	JG075C_241	FAM	1000000	None	STANDARD
241	S075_SNVHEX	JG075C_241	HEX	1000000	None	STANDARD
