Experiment,Well,Target,lg10_Copies,Outlier,WellPosition,Copies,Reporter,Sample,Task,Comments,CT,Reaction,col,row,Material,ng RNA,IFI44L Copies,EMRI Copies,WellName,MasterMix,Cycle,Fluorescence,Corr_Fluorescence,SignalDifference
JG073N,112,FAM,-inf,False,E16,0.0,FAM,JG073N_112,UNKNOWN,,16.982443,222,15,4,RNA,10,3.9703333962406178,,E16,TaqMan Fast Virus,40,0.4460634008680391,0.7906777262687683,-0.21337630144671893
JG073N,113,FAM,-inf,False,E17,0.0,FAM,JG073N_113,UNKNOWN,,20.017591,224,16,4,RNA,1,2.8616680818967146,3.760469286756793,E17,TaqMan Fast Virus,40,0.6027038353861881,1.082555890083313,0.3167495794324279
JG073N,114,FAM,-inf,False,E18,0.0,FAM,JG073N_114,UNKNOWN,,20.435984,226,17,4,RNA,1,2.8616680818967146,3.3752033269910653,E18,TaqMan Fast Virus,40,0.5664479242556681,1.018662452697754,0.25157787603174864
JG073N,115,FAM,-inf,False,E19,0.0,FAM,JG073N_115,UNKNOWN,,20.629961,228,18,4,RNA,1,2.8616680818967146,2.989937367225337,E19,TaqMan Fast Virus,40,0.5304812885804588,0.9464738965034485,0.18125907738604136
JG073N,116,FAM,-inf,False,E20,0.0,FAM,JG073N_116,UNKNOWN,,20.715761,230,19,4,RNA,1,2.8616680818967146,2.6046714074596102,E20,TaqMan Fast Virus,40,0.47324193004743104,0.8429712653160095,0.08096999642070346
JG073N,117,FAM,-inf,False,E21,0.0,FAM,JG073N_117,UNKNOWN,,20.602196,232,20,4,RNA,1,2.8616680818967146,2.219405447693882,E21,TaqMan Fast Virus,40,0.4129001914721952,0.7406427264213562,-0.018755083916074278
JG073N,118,FAM,-inf,False,E22,0.0,FAM,JG073N_118,UNKNOWN,,20.672817,234,21,4,RNA,1,2.8616680818967146,1.8341394879281543,E22,TaqMan Fast Virus,40,0.4113049296332122,0.7343379259109497,-0.016109404567546615
JG073N,119,FAM,-inf,False,E23,0.0,FAM,JG073N_119,UNKNOWN,,20.586903,236,22,4,RNA,1,2.8616680818967146,1.448873528162427,E23,TaqMan Fast Virus,40,0.382193754949495,0.683390200138092,-0.0770213651480931
JG073N,120,FAM,-inf,False,E24,0.0,FAM,JG073N_120,UNKNOWN,,20.680992,238,23,4,RNA,1,2.8616680818967146,,E24,TaqMan Fast Virus,40,0.3825299396051642,0.682937502861023,-0.06877586388070162
JG073N,121,FAM,-inf,False,F1,0.0,FAM,JG073N_121,UNKNOWN,,11.821448,240,0,5,RNA,100,4.339888501021918,6.049177958632402,F1,TaqMan Fast Virus,40,0.9078792163069931,1.615079402923584,0.6375719838518152
JG073N,122,FAM,-inf,False,F2,0.0,FAM,JG073N_122,UNKNOWN,,11.821859,242,1,5,RNA,100,4.339888501021918,5.663911998866674,F2,TaqMan Fast Virus,40,0.874297667508791,1.5654889345169067,0.555293451712623
JG073N,123,FAM,-inf,False,F3,0.0,FAM,JG073N_123,UNKNOWN,,11.826476,244,2,5,RNA,100,4.339888501021918,5.278646039100947,F3,TaqMan Fast Virus,40,0.8066124956423235,1.4414547681808472,0.4102970166485899
JG073N,124,FAM,-inf,False,F4,0.0,FAM,JG073N_124,UNKNOWN,,11.862649,246,3,5,RNA,100,4.339888501021918,4.89338007933522,F4,TaqMan Fast Virus,40,0.7576673748057489,1.3362555503845215,0.3232587515708533
JG073N,125,FAM,-inf,False,F5,0.0,FAM,JG073N_125,UNKNOWN,,11.794135,248,4,5,RNA,100,4.339888501021918,4.508114119569492,F5,TaqMan Fast Virus,40,0.6660775368225264,1.1962628364562988,0.19272134200762542
JG073N,126,FAM,-inf,False,F6,0.0,FAM,JG073N_126,UNKNOWN,,11.97508,250,5,5,RNA,100,4.339888501021918,4.122848159803764,F6,TaqMan Fast Virus,40,0.6636770126959788,1.175489902496338,0.19434837343163663
JG073N,127,FAM,-inf,False,F7,0.0,FAM,JG073N_127,UNKNOWN,,11.991015,252,6,5,RNA,100,4.339888501021918,3.7375822000380374,F7,TaqMan Fast Virus,40,0.6736958122848195,1.1762235164642334,0.18848457523309387
JG073N,128,FAM,-inf,False,F8,0.0,FAM,JG073N_128,UNKNOWN,,11.95716,254,7,5,RNA,100,4.339888501021918,,F8,TaqMan Fast Virus,40,0.6629259624810451,1.1682342290878296,0.1613030967764988
JG073N,129,FAM,-inf,False,F9,0.0,FAM,JG073N_129,UNKNOWN,,16.435942,256,8,5,RNA,10,3.2312231866780157,4.904823622694598,F9,TaqMan Fast Virus,40,0.5496410504826783,0.9807778596878052,-0.03758146706136367
JG073N,130,FAM,-inf,False,F10,0.0,FAM,JG073N_130,UNKNOWN,,16.768993,258,9,5,RNA,10,3.2312231866780157,4.51955766292887,F10,TaqMan Fast Virus,40,0.50019198218495,0.8969668745994568,-0.11287485237090411
JG073N,131,FAM,-inf,False,F11,0.0,FAM,JG073N_131,UNKNOWN,,16.786617,260,10,5,RNA,10,3.2312231866780157,4.134291703163142,F11,TaqMan Fast Virus,40,0.4523023306750379,0.816119372844696,-0.19829454220535447
JG073N,132,FAM,-inf,False,F12,0.0,FAM,JG073N_132,UNKNOWN,,16.78405,262,11,5,RNA,10,3.2312231866780157,3.7490257433974143,F12,TaqMan Fast Virus,40,0.44187306737066384,0.7996411323547363,-0.20827274221845876
JG073N,133,FAM,-inf,False,F13,0.0,FAM,JG073N_133,UNKNOWN,,16.992174,264,12,5,RNA,10,3.2312231866780157,3.3637597836316866,F13,TaqMan Fast Virus,40,0.4272036192780397,0.760819673538208,-0.22398482382940138
JG073N,134,FAM,-inf,False,F14,0.0,FAM,JG073N_134,UNKNOWN,,16.85684,266,13,5,RNA,10,3.2312231866780157,2.9784938238659593,F14,TaqMan Fast Virus,40,0.4334057493429504,0.7830018997192383,-0.21947293604152185
JG073N,135,FAM,-inf,False,F15,0.0,FAM,JG073N_135,UNKNOWN,,16.8944,268,14,5,RNA,10,3.2312231866780157,2.593227864100233,F15,TaqMan Fast Virus,40,0.4403751634746521,0.7893701791763306,-0.2359916615853278
JG073N,136,FAM,-inf,False,F16,0.0,FAM,JG073N_136,UNKNOWN,,16.874893,270,15,5,RNA,10,3.2312231866780157,,F16,TaqMan Fast Virus,40,0.45999060448629053,0.8176138401031494,-0.19717379675063457
JG073N,137,FAM,-inf,False,F17,0.0,FAM,JG073N_137,UNKNOWN,,20.119493,272,16,5,RNA,1,2.122557872334112,3.760469286756793,F17,TaqMan Fast Virus,40,0.6773530566373099,1.211862564086914,0.4791205840867995
JG073N,138,FAM,-inf,False,F18,0.0,FAM,JG073N_138,UNKNOWN,,20.294,274,17,5,RNA,1,2.122557872334112,3.3752033269910653,F18,TaqMan Fast Virus,40,0.6427633685980487,1.1565574407577515,0.4130641611520034
JG073N,139,FAM,-inf,False,F19,0.0,FAM,JG073N_139,UNKNOWN,,20.60809,276,18,5,RNA,1,2.122557872334112,2.989937367225337,F19,TaqMan Fast Virus,40,0.5825518642361511,1.0458239316940308,0.3028369056553123
JG073N,140,FAM,-inf,False,F20,0.0,FAM,JG073N_140,UNKNOWN,,20.542444,278,19,5,RNA,1,2.122557872334112,2.6046714074596102,F20,TaqMan Fast Virus,40,0.5451805374015146,0.9807092547416687,0.23407898638984903
JG073N,141,FAM,-inf,False,F21,0.0,FAM,JG073N_141,UNKNOWN,,20.634531,280,20,5,RNA,1,2.122557872334112,2.219405447693882,F21,TaqMan Fast Virus,40,0.47812485793198206,0.8576006293296814,0.11425500001230943
JG073N,142,FAM,-inf,False,F22,0.0,FAM,JG073N_142,UNKNOWN,,20.688816,282,21,5,RNA,1,2.122557872334112,1.8341394879281543,F22,TaqMan Fast Virus,40,0.47448757791178714,0.849539577960968,0.12538566650936794
JG073N,143,FAM,-inf,False,F23,0.0,FAM,JG073N_143,UNKNOWN,,20.665596,284,22,5,RNA,1,2.122557872334112,1.448873528162427,F23,TaqMan Fast Virus,40,0.44507298192233613,0.7893622517585754,0.06305832216404017
JG073N,144,FAM,-inf,False,F24,0.0,FAM,JG073N_144,UNKNOWN,,20.540548,286,23,5,RNA,1,2.122557872334112,,F24,TaqMan Fast Virus,40,0.4655361597285866,0.8298014402389526,0.10550573330132157
JG073N,145,FAM,-inf,False,G1,0.0,FAM,JG073N_145,UNKNOWN,,11.832276,288,0,6,RNA,100,3.6007782914593163,6.049177958632402,G1,TaqMan Fast Virus,40,0.9413918220489959,1.6815356016159058,0.7173377430062893
JG073N,146,FAM,-inf,False,G2,0.0,FAM,JG073N_146,UNKNOWN,,11.872333,290,1,6,RNA,100,3.6007782914593163,5.663911998866674,G2,TaqMan Fast Virus,40,0.9101533147183933,1.6142877340316772,0.6415809455588413
JG073N,147,FAM,-inf,False,G3,0.0,FAM,JG073N_147,UNKNOWN,,11.964634,292,2,6,RNA,100,3.6007782914593163,5.278646039100947,G3,TaqMan Fast Virus,40,0.816894562031444,1.4459658861160278,0.4705111498945767
JG073N,148,FAM,-inf,False,G4,0.0,FAM,JG073N_148,UNKNOWN,,11.982829,294,3,6,RNA,100,3.6007782914593163,4.89338007933522,G4,TaqMan Fast Virus,40,0.7696562581547157,1.3643336296081543,0.3844589547074549
JG073N,149,FAM,-inf,False,G5,0.0,FAM,JG073N_149,UNKNOWN,,11.943713,296,4,6,RNA,100,3.6007782914593163,4.508114119569492,G5,TaqMan Fast Virus,40,0.7109585035050224,1.2555559873580933,0.28139270453349824
JG073N,150,FAM,-inf,False,G6,0.0,FAM,JG073N_150,UNKNOWN,,11.9029455,298,5,6,RNA,100,3.6007782914593163,4.122848159803764,G6,TaqMan Fast Virus,40,0.713814614351545,1.2648156881332397,0.2993128490053439
JG073N,151,FAM,-inf,False,G7,0.0,FAM,JG073N_151,UNKNOWN,,11.772411,300,6,6,RNA,100,3.6007782914593163,3.7375822000380374,G7,TaqMan Fast Virus,40,0.6897630798153371,1.2499938011169434,0.2522307918963444
JG073N,152,FAM,-inf,False,G8,0.0,FAM,JG073N_152,UNKNOWN,,11.984573,302,7,6,RNA,100,3.6007782914593163,,G8,TaqMan Fast Virus,40,0.689389582142891,1.2123682498931885,0.242067748977298
JG073N,153,FAM,-inf,False,G9,0.0,FAM,JG073N_153,UNKNOWN,,16.396513,304,8,6,RNA,10,2.492112977115413,4.904823622694598,G9,TaqMan Fast Virus,40,0.47882728050289897,0.8547205328941345,-0.15846023712848295
JG073N,154,FAM,-inf,False,G10,0.0,FAM,JG073N_154,UNKNOWN,,16.6812,306,9,6,RNA,10,2.492112977115413,4.51955766292887,G10,TaqMan Fast Virus,40,0.4444649854693681,0.7920984029769897,-0.23635222724061167
JG073N,155,FAM,-inf,False,G11,0.0,FAM,JG073N_155,UNKNOWN,,16.908323,308,10,6,RNA,10,2.492112977115413,4.134291703163142,G11,TaqMan Fast Virus,40,0.3941296437133928,0.7022911906242371,-0.32358642282715283
JG073N,156,FAM,-inf,False,G12,0.0,FAM,JG073N_156,UNKNOWN,,16.981422,310,11,6,RNA,10,2.492112977115413,3.7490257433974143,G12,TaqMan Fast Virus,40,0.39677072942108643,0.706193208694458,-0.3041824411271912
JG073N,157,FAM,-inf,False,G13,0.0,FAM,JG073N_157,UNKNOWN,,16.986086,312,12,6,RNA,10,2.492112977115413,3.3637597836316866,G13,TaqMan Fast Virus,40,0.3668487614017582,0.6502235531806946,-0.3471736204524259
JG073N,158,FAM,-inf,False,G14,0.0,FAM,JG073N_158,UNKNOWN,,16.927952,314,13,6,RNA,10,2.492112977115413,2.9784938238659593,G14,TaqMan Fast Virus,40,0.3918489877045685,0.7014083862304688,-0.2883109259305016
JG073N,159,FAM,-inf,False,G15,0.0,FAM,JG073N_159,UNKNOWN,,17.002056,316,14,6,RNA,10,2.492112977115413,2.593227864100233,G15,TaqMan Fast Virus,40,0.4012042072978418,0.7060778737068176,-0.3180789672175316
JG073N,160,FAM,-inf,False,G16,0.0,FAM,JG073N_160,UNKNOWN,,16.92692,318,15,6,RNA,10,2.492112977115413,,G16,TaqMan Fast Virus,40,0.43130883951341964,0.75523442029953,-0.2747139849905937
JG073N,161,FAM,-inf,False,G17,0.0,FAM,JG073N_161,UNKNOWN,,19.939438,320,16,6,RNA,1,1.3834476627715098,3.760469286756793,G17,TaqMan Fast Virus,40,0.6909573940515171,1.249077320098877,0.5119849627044006
JG073N,162,FAM,-inf,False,G18,0.0,FAM,JG073N_162,UNKNOWN,,19.898783,322,17,6,RNA,1,1.3834476627715098,3.3752033269910653,G18,TaqMan Fast Virus,40,0.8175377342253848,1.466920256614685,0.5595990883802636
JG073N,163,FAM,-inf,False,G19,0.0,FAM,JG073N_163,UNKNOWN,,20.481829,324,18,6,RNA,1,1.3834476627715098,2.989937367225337,G19,TaqMan Fast Virus,40,0.6040768492849214,1.0836622714996338,0.3544753562535595
JG073N,164,FAM,-inf,False,G20,0.0,FAM,JG073N_164,UNKNOWN,,20.609612,326,19,6,RNA,1,1.3834476627715098,2.6046714074596102,G20,TaqMan Fast Virus,40,0.5787239724744253,1.0396579504013062,0.28781308799709276
JG073N,165,FAM,-inf,False,G21,0.0,FAM,JG073N_165,UNKNOWN,,20.551231,328,20,6,RNA,1,1.3834476627715098,2.219405447693882,G21,TaqMan Fast Virus,40,0.5116517758254072,0.9148532152175903,0.1884193158580028
JG073N,166,FAM,-inf,False,G22,0.0,FAM,JG073N_166,UNKNOWN,,20.682049,330,21,6,RNA,1,1.3834476627715098,1.8341394879281543,G22,TaqMan Fast Virus,40,0.4702495817268101,0.8381916880607605,0.12935816026810237
JG073N,167,FAM,-inf,False,G23,0.0,FAM,JG073N_167,UNKNOWN,,19.95844,332,22,6,RNA,1,1.3834476627715098,1.448873528162427,G23,TaqMan Fast Virus,40,0.6022388495801119,1.0846316814422607,0.16466371552274645
JG073N,168,FAM,-inf,False,G24,0.0,FAM,JG073N_168,UNKNOWN,,20.553188,334,23,6,RNA,1,1.3834476627715098,,G24,TaqMan Fast Virus,40,0.46000466821276365,0.825553834438324,0.10721422192570157
JG073N,169,FAM,-inf,False,H1,0.0,FAM,JG073N_169,UNKNOWN,,11.549437,336,0,7,RNA,100,,6.049177958632402,H1,TaqMan Fast Virus,40,1.0,1.8075711727142334,0.8230513003273181
JG073N,170,FAM,-inf,False,H2,0.0,FAM,JG073N_170,UNKNOWN,,11.867876,338,1,7,RNA,100,,5.663911998866674,H2,TaqMan Fast Virus,40,0.9190421482922393,1.6389421224594116,0.6887718082324472
JG073N,171,FAM,-inf,False,H3,0.0,FAM,JG073N_171,UNKNOWN,,11.943933,340,2,7,RNA,100,,5.278646039100947,H3,TaqMan Fast Virus,40,0.8557846625109389,1.5112556219100952,0.5414266619329001
JG073N,172,FAM,-inf,False,H4,0.0,FAM,JG073N_172,UNKNOWN,,11.782676,342,3,7,RNA,100,,4.89338007933522,H4,TaqMan Fast Virus,40,0.7860789499293376,1.4142239093780518,0.43867826386872605
JG073N,173,FAM,-inf,False,H5,0.0,FAM,JG073N_173,UNKNOWN,,11.823192,344,4,7,RNA,100,,4.508114119569492,H5,TaqMan Fast Virus,40,0.7358809522676898,1.3237414360046387,0.36025806533875493
JG073N,174,FAM,-inf,False,H6,0.0,FAM,JG073N_174,UNKNOWN,,11.919935,346,5,7,RNA,100,,4.122848159803764,H6,TaqMan Fast Virus,40,0.7294847427774506,1.288381576538086,0.34953185276091286
JG073N,175,FAM,-inf,False,H7,0.0,FAM,JG073N_175,UNKNOWN,,11.89227,348,6,7,RNA,100,,3.7375822000380374,H7,TaqMan Fast Virus,40,0.7210160019522999,1.271040678024292,0.3151309118622143
JG073N,176,FAM,-inf,False,H8,0.0,FAM,JG073N_176,UNKNOWN,,11.744523,350,7,7,RNA,100,,,H8,TaqMan Fast Virus,40,0.6994240119725551,1.2658334970474243,0.2792221976009833
JG073N,177,FAM,-inf,False,H9,0.0,FAM,JG073N_177,UNKNOWN,,16.499916,352,8,7,RNA,10,,4.904823622694598,H9,TaqMan Fast Virus,40,0.4095061051057505,0.7285997867584229,-0.29754803871743507
JG073N,178,FAM,-inf,False,H10,0.0,FAM,JG073N_178,UNKNOWN,,16.752977,354,9,7,RNA,10,,4.51955766292887,H10,TaqMan Fast Virus,40,0.38605837870105003,0.6844452619552612,-0.3493262707710468
JG073N,179,FAM,-inf,False,H11,0.0,FAM,JG073N_179,UNKNOWN,,17.050436,356,10,7,RNA,10,,4.134291703163142,H11,TaqMan Fast Virus,40,0.3183295743798372,0.5596376061439514,-0.48073976955995423
JG073N,180,FAM,-inf,False,H12,0.0,FAM,JG073N_180,UNKNOWN,,16.88529,358,11,7,RNA,10,,3.7490257433974143,H12,TaqMan Fast Virus,40,0.3273273474267326,0.5911905169487,-0.4432065690216869
JG073N,181,FAM,-inf,False,H13,0.0,FAM,JG073N_181,UNKNOWN,,16.850143,360,12,7,RNA,10,,3.3637597836316866,H13,TaqMan Fast Virus,40,0.3395675711253103,0.6162266731262207,-0.4225617523590662
JG073N,182,FAM,-inf,False,H14,0.0,FAM,JG073N_182,UNKNOWN,,17.02078,362,13,7,RNA,10,,2.9784938238659593,H14,TaqMan Fast Virus,40,0.30843796220578207,0.5459403991699219,-0.46776683430364413
JG073N,183,FAM,-inf,False,H15,0.0,FAM,JG073N_183,UNKNOWN,,17.018532,364,14,7,RNA,10,,2.593227864100233,H15,TaqMan Fast Virus,40,0.29194031590180564,0.5173712372779846,-0.5006962104412236
JG073N,184,FAM,-inf,False,H16,0.0,FAM,JG073N_184,UNKNOWN,,17.04186,366,15,7,RNA,10,,,H16,TaqMan Fast Virus,40,0.2897135783724902,0.5122450590133667,-0.5046905962178467
JG073N,185,FAM,-inf,False,H17,0.0,FAM,JG073N_185,UNKNOWN,,19.83366,368,16,7,RNA,1,,3.760469286756793,H17,TaqMan Fast Virus,40,0.7171718188519515,1.2969505786895752,0.567656518242687
JG073N,186,FAM,-inf,False,H18,0.0,FAM,JG073N_186,UNKNOWN,,20.258707,370,17,7,RNA,1,,3.3752033269910653,H18,TaqMan Fast Virus,40,0.6452424648139576,1.1641770601272583,0.4327588935158986
JG073N,187,FAM,-inf,False,H19,0.0,FAM,JG073N_187,UNKNOWN,,20.377254,372,18,7,RNA,1,,2.989937367225337,H19,TaqMan Fast Virus,40,0.6041285339929846,1.0867035388946533,0.35900265310337376
JG073N,188,FAM,-inf,False,H20,0.0,FAM,JG073N_188,UNKNOWN,,20.526897,374,19,7,RNA,1,,2.6046714074596102,H20,TaqMan Fast Virus,40,0.5750167207955545,1.0339192152023315,0.30634451594805573
JG073N,189,FAM,-inf,False,H21,0.0,FAM,JG073N_189,UNKNOWN,,20.486938,376,20,7,RNA,1,,2.219405447693882,H21,TaqMan Fast Virus,40,0.5113695774015059,0.918769121170044,0.19081186722672
JG073N,190,FAM,-inf,False,H22,0.0,FAM,JG073N_190,UNKNOWN,,20.526285,378,21,7,RNA,1,,1.8341394879281543,H22,TaqMan Fast Virus,40,0.5124418636600722,0.917405366897583,0.1912691998735822
JG073N,191,FAM,-inf,False,H23,0.0,FAM,JG073N_191,UNKNOWN,,20.44238,380,22,7,RNA,1,,1.448873528162427,H23,TaqMan Fast Virus,40,0.49578036570374,0.8913300633430481,0.1558473795648817
JG073N,192,FAM,-inf,False,H24,0.0,FAM,JG073N_192,UNKNOWN,,20.374931,382,23,7,RNA,1,,,H24,TaqMan Fast Virus,40,0.48816229349822365,0.8722017407417297,0.12871061577520998
JG073N,193,FAM,-inf,False,I1,0.0,FAM,JG073N_193,UNKNOWN,,12.2062435,384,0,8,DNA,100,8.035439548834928,6.049177958632402,I1,TaqMan Fast Virus,40,0.5479025603683354,0.9684553742408752,-0.05178376743420798
JG073N,194,FAM,-inf,False,I2,0.0,FAM,JG073N_194,UNKNOWN,,12.044661,386,1,8,DNA,100,8.035439548834928,5.663911998866674,I2,TaqMan Fast Virus,40,0.5282286943254204,0.9345759153366089,-0.1310793966472681
JG073N,195,FAM,-inf,False,I3,0.0,FAM,JG073N_195,UNKNOWN,,12.164999,388,2,8,DNA,100,8.035439548834928,5.278646039100947,I3,TaqMan Fast Virus,40,0.49271885464535287,0.8627317547798157,-0.2053210142612522
JG073N,196,FAM,-inf,False,I4,0.0,FAM,JG073N_196,UNKNOWN,,12.23447,390,3,8,DNA,100,8.035439548834928,4.89338007933522,I4,TaqMan Fast Virus,40,0.45772387259322395,0.7956292033195496,-0.26897984566057304
JG073N,197,FAM,-inf,False,I5,0.0,FAM,JG073N_197,UNKNOWN,,12.06171,392,4,8,DNA,100,8.035439548834928,4.508114119569492,I5,TaqMan Fast Virus,40,0.4383569756106917,0.767609179019928,-0.3251697905446694
JG073N,198,FAM,-inf,False,I6,0.0,FAM,JG073N_198,UNKNOWN,,12.085133,394,5,8,DNA,100,8.035439548834928,4.122848159803764,I6,TaqMan Fast Virus,40,0.4122954799772355,0.7044641971588135,-0.3749269861747523
JG073N,199,FAM,-inf,False,I7,0.0,FAM,JG073N_199,UNKNOWN,,11.979911,396,6,8,DNA,100,8.035439548834928,3.7375822000380374,I7,TaqMan Fast Virus,40,0.3618746964634641,0.6271044015884399,-0.44888731201451887
JG073N,200,FAM,-inf,False,I8,0.0,FAM,JG073N_200,UNKNOWN,,12.024149,398,7,8,DNA,100,8.035439548834928,,I8,TaqMan Fast Virus,40,0.2979012889869313,0.5059261918067932,-0.5825381539780901
JG073N,201,FAM,-inf,False,I9,0.0,FAM,JG073N_201,UNKNOWN,,16.741617,400,8,8,DNA,10,6.926774234491026,4.904823622694598,I9,TaqMan Fast Virus,40,0.3035007360184524,0.5413892269134521,-0.4794952237554715
JG073N,202,FAM,-inf,False,I10,0.0,FAM,JG073N_202,UNKNOWN,,16.834211,402,9,8,DNA,10,6.926774234491026,4.51955766292887,I10,TaqMan Fast Virus,40,0.2505538280086857,0.4485543370246887,-0.5972161894335126
JG073N,203,FAM,-inf,False,I11,0.0,FAM,JG073N_203,UNKNOWN,,17.284607,404,10,8,DNA,10,6.926774234491026,4.134291703163142,I11,TaqMan Fast Virus,40,0.210028015538533,0.3677200376987457,-0.6713759397242918
JG073N,204,FAM,-inf,False,I12,0.0,FAM,JG073N_204,UNKNOWN,,17.542305,406,11,8,DNA,10,6.926774234491026,3.7490257433974143,I12,TaqMan Fast Virus,40,0.19768448606989023,0.33886227011680603,-0.6907679794933141
JG073N,205,FAM,-inf,False,I13,0.0,FAM,JG073N_205,UNKNOWN,,17.409332,408,12,8,DNA,10,6.926774234491026,3.3637597836316866,I13,TaqMan Fast Virus,40,0.185435661940627,0.31896182894706726,-0.700127150273056
JG073N,206,FAM,-inf,False,I14,0.0,FAM,JG073N_206,UNKNOWN,,17.24542,410,13,8,DNA,10,6.926774234491026,2.9784938238659593,I14,TaqMan Fast Virus,40,0.20956118604977458,0.3586573302745819,-0.6900874093886953
JG073N,207,FAM,-inf,False,I15,0.0,FAM,JG073N_207,UNKNOWN,,17.497639,412,14,8,DNA,10,6.926774234491026,2.593227864100233,I15,TaqMan Fast Virus,40,0.17237402833277515,0.30196812748908997,-0.6893710568954101
JG073N,208,FAM,-inf,False,I16,0.0,FAM,JG073N_208,UNKNOWN,,17.017305,414,15,8,DNA,10,6.926774234491026,,I16,TaqMan Fast Virus,40,0.1997323945914308,0.35996901988983154,-0.6920640353784634
JG073N,209,FAM,-inf,False,I17,0.0,FAM,JG073N_209,UNKNOWN,,20.3127,416,16,8,DNA,1,5.8181089201471226,3.760469286756793,I17,TaqMan Fast Virus,40,0.33362354637040875,0.5982890129089355,-0.20715380751004714
JG073N,210,FAM,-inf,False,I18,0.0,FAM,JG073N_210,UNKNOWN,,20.429304,418,17,8,DNA,1,5.8181089201471226,3.3752033269910653,I18,TaqMan Fast Virus,40,0.3133205184794584,0.5730235576629639,-0.25394888302897045
JG073N,211,FAM,-inf,False,I19,0.0,FAM,JG073N_211,UNKNOWN,,20.77459,420,18,8,DNA,1,5.8181089201471226,2.989937367225337,I19,TaqMan Fast Virus,40,0.2764147030441794,0.4896378517150879,-0.32163005658461336
JG073N,212,FAM,-inf,False,I20,0.0,FAM,JG073N_212,UNKNOWN,,21.209873,422,19,8,DNA,1,5.8181089201471226,2.6046714074596102,I20,TaqMan Fast Virus,40,0.22230081370196061,0.3924526572227478,-0.41293539273559776
JG073N,213,FAM,-inf,False,I21,0.0,FAM,JG073N_213,UNKNOWN,,20.951427,424,20,8,DNA,1,5.8181089201471226,2.219405447693882,I21,TaqMan Fast Virus,40,0.2084784926336182,0.36537814140319824,-0.44377268517292345
JG073N,214,FAM,-inf,False,I22,0.0,FAM,JG073N_214,UNKNOWN,,21.075932,426,21,8,DNA,1,5.8181089201471226,1.8341394879281543,I22,TaqMan Fast Virus,40,0.18155915690657565,0.3135961592197418,-0.47939978459851673
JG073N,215,FAM,-inf,False,I23,0.0,FAM,JG073N_215,UNKNOWN,,20.635,428,22,8,DNA,1,5.8181089201471226,1.448873528162427,I23,TaqMan Fast Virus,40,0.18010877403435163,0.3146425485610962,-0.49095422149266943
JG073N,216,FAM,-inf,False,I24,0.0,FAM,JG073N_216,UNKNOWN,,20.738836,430,23,8,DNA,1,5.8181089201471226,,I24,TaqMan Fast Virus,40,0.13031310160477158,0.22970639169216156,-0.5662882321800983
JG073N,217,FAM,-inf,False,J1,0.0,FAM,JG073N_217,UNKNOWN,,11.886597,432,0,9,DNA,100,7.296329339272326,6.049177958632402,J1,TaqMan Fast Virus,40,0.6738867771593363,1.1949633359909058,0.1572871992873116
JG073N,218,FAM,-inf,False,J2,0.0,FAM,JG073N_218,UNKNOWN,,11.924394,434,1,9,DNA,100,7.296329339272326,5.663911998866674,J2,TaqMan Fast Virus,40,0.6326563329840061,1.1168100833892822,0.06747517872154196
JG073N,219,FAM,-inf,False,J3,0.0,FAM,JG073N_219,UNKNOWN,,11.976768,436,2,9,DNA,100,7.296329339272326,5.278646039100947,J3,TaqMan Fast Virus,40,0.5981881062671022,1.058221697807312,-0.004029939823845696
JG073N,220,FAM,-inf,False,J4,0.0,FAM,JG073N_220,UNKNOWN,,11.858701,438,3,9,DNA,100,7.296329339272326,4.89338007933522,J4,TaqMan Fast Virus,40,0.5555563215895133,1.0042024850845337,-0.09160499776658704
JG073N,221,FAM,-inf,False,J5,0.0,FAM,JG073N_221,UNKNOWN,,11.994043,440,4,9,DNA,100,7.296329339272326,4.508114119569492,J5,TaqMan Fast Virus,40,0.5417932488450483,0.9451711177825928,-0.14340668089512598
JG073N,222,FAM,-inf,False,J6,0.0,FAM,JG073N_222,UNKNOWN,,11.935765,442,5,9,DNA,100,7.296329339272326,4.122848159803764,J6,TaqMan Fast Virus,40,0.5070839287944208,0.8870089650154114,-0.19607559535775454
JG073N,223,FAM,-inf,False,J7,0.0,FAM,JG073N_223,UNKNOWN,,11.974968,444,6,9,DNA,100,7.296329339272326,3.7375822000380374,J7,TaqMan Fast Virus,40,0.46756603383066153,0.8186565041542053,-0.2446765113823326
JG073N,224,FAM,-inf,False,J8,0.0,FAM,JG073N_224,UNKNOWN,,11.78998,446,7,9,DNA,100,7.296329339272326,,J8,TaqMan Fast Virus,40,0.4218381598054505,0.7621448636054993,-0.3222184696606627
JG073N,225,FAM,-inf,False,J9,0.0,FAM,JG073N_225,UNKNOWN,,16.47754,448,8,9,DNA,10,6.187664024928424,4.904823622694598,J9,TaqMan Fast Virus,40,0.4298598855979292,0.7760992646217346,-0.25622206689492744
JG073N,226,FAM,-inf,False,J10,0.0,FAM,JG073N_226,UNKNOWN,,16.54172,450,9,9,DNA,10,6.187664024928424,4.51955766292887,J10,TaqMan Fast Virus,40,0.36617831379085464,0.6777327060699463,-0.3792403322668283
JG073N,227,FAM,-inf,False,J11,0.0,FAM,JG073N_227,UNKNOWN,,16.906202,452,10,9,DNA,10,6.187664024928424,4.134291703163142,J11,TaqMan Fast Virus,40,0.3422050967597624,0.6102480292320251,-0.4291754534489738
