,Target,PrimerPair,Reporter,Well,Copies,lg10_Copies,BP,GC,F0_lg,K,m,r,ρ,τ
30,S037.06.02,FP004-RP004,HEX,128.5,25252525.0,5.0,101.0,0.43564356435643564,-4.438864269870357,0.48473433620488293,0.010392266479468332,0.7509005057963504,0.22343838647002265,19.596449661644858
31,S037.06.03,FP004-RP004,HEX,200.5,25252525.0,5.0,106.0,0.4056603773584906,-4.114577299649673,0.48814788668867215,0.010079168480967881,0.7552769229526107,0.22841979496572024,18.075774546900323
32,S037.08.01,FP003-RP008,FAM,272.5,25252525.0,5.0,57.0,0.2807017543859649,-5.001130889842018,0.6370810867414911,0.022141318151898196,0.899405678555901,0.16476178710072997,18.483214152688358
33,S044.0,FP004-RP004,SYBR,80.0,15873014.285714285,5.0,16.0,0.4375,-7.5223123497865725,1.3939089882624165,3.534518472240944e-05,1.0161867114057306,0.11149811571548887,24.65857209489382
34,S044.1,FP004-RP004,SYBR,289.5,15873014.285714285,5.0,30.0,0.26666666666666666,-7.077251381896915,0.8973414298442357,3.717781524884861e-05,1.0761038142006571,0.09659397339892783,21.865652249079243
35,S044.10,FP004-RP004,HEX,292.5,15873014.285714285,5.0,88.0,0.25,-7.201921626964221,0.774733461381264,0.006131043285325972,0.9858933419197573,0.12309000363045886,24.19858932998989
36,S044.10,FP004-RP004,SYBR,293.0,15873014.285714285,5.0,88.0,0.25,-6.990264141770751,2.2490742864614797,0.0022411418445080124,0.9721959750339787,0.1274412398917264,23.853310214040015
37,S044.11,FP004-RP004,HEX,295.5,15873014.285714285,5.0,88.0,0.35227272727272724,-7.217758586386114,0.8126375749890011,0.00605587348096658,0.918094518795918,0.1418004620991903,26.029813602980884
38,S044.11,FP004-RP004,SYBR,296.0,15873014.285714285,5.0,88.0,0.3522727272727273,-7.019603090608269,2.470917187984604,0.0007210916058556924,0.9280841838547047,0.1407326673702797,25.013154240525658
39,S044.12,FP004-RP004,HEX,73.5,15873014.285714285,5.0,88.0,0.4318181818181818,-6.3818169634798725,0.6766997949428133,0.006270684843682243,0.8108689436990449,0.17990009897167006,26.13659858771077
40,S044.12,FP004-RP004,SYBR,74.0,15873014.285714285,5.0,88.0,0.4318181818181818,-6.2255480688708,2.3606312875598463,0.002802487404181546,0.8391627865719994,0.17305797387913172,24.675546816543697
41,S044.13,FP004-RP004,FAM,76.5,15873014.285714285,5.0,88.0,0.4318181818181818,-6.189803062288689,1.1208579084342054,0.013968126180851928,0.8372692560186922,0.17369558567258708,24.562887564260937
42,S044.13,FP004-RP004,SYBR,77.0,15873014.285714285,5.0,88.0,0.4318181818181818,-6.867230015265219,2.290133841610399,0.001015416321758341,0.8814680821106526,0.15920953545674757,25.49876291598833
43,S044.14,FP004-RP004,HEX,298.5,15873014.285714285,5.0,88.0,0.5454545454545454,-5.863371473267351,0.7417218226218765,0.008986761468935428,0.7255894766932192,0.21345180590135607,26.7844503608632
44,S044.14,FP004-RP004,SYBR,299.0,15873014.285714285,5.0,88.0,0.5454545454545454,-5.854636494700398,2.707197764448498,0.0032515931876090603,0.7597950743602875,0.20192029843116083,25.624887779076385
45,S044.15,FP004-RP004,HEX,301.5,15873014.285714285,5.0,88.0,0.6477272727272727,-5.195360007424506,0.7288467197125443,0.010289683585740584,0.653119511076485,0.25254935258588956,25.9960842332363
46,S044.15,FP004-RP004,SYBR,302.0,15873014.285714285,5.0,88.0,0.6477272727272727,-5.605340661105359,2.7922618061550333,0.0003785710639998287,0.7373067989516445,0.21968947348329804,24.629910739553946
47,S044.16,FP004-RP004,HEX,304.5,15873014.285714285,5.0,88.0,0.75,-5.28246732632288,0.7350054566353238,0.023166060075672904,0.6630089329010662,0.2439116380504507,26.337442413386686
48,S044.16,FP004-RP004,SYBR,305.0,15873014.285714285,5.0,88.0,0.75,-5.788567266345648,3.1640313137984544,0.0010817574043488426,0.7677834497071088,0.20681694861596484,24.396533953164965
49,S044.17,FP004-RP004,HEX,307.5,15873014.285714285,5.0,88.0,0.7954545454545455,-6.617538792618707,0.8151806893840021,0.016194505760009276,0.7064451305099873,0.2145410468114825,30.737963507647038
50,S044.17,FP004-RP004,SYBR,308.0,15873014.285714285,5.0,88.0,0.7954545454545454,-7.585310748389278,3.0387568929864495,0.000651712862213467,0.8495277493793122,0.16356327028689724,29.12354710557071
51,S044.18,FP004-RP004,HEX,310.5,15873014.285714285,5.0,88.0,0.8522727272727273,-7.940382890131585,0.5635860380202181,0.034892516871553945,0.7056250881831333,0.20813593109343784,36.60127556392649
52,S044.18,FP004-RP004,SYBR,311.0,15873014.285714285,5.0,88.0,0.8522727272727273,-9.347686422315773,2.0721067566453764,0.0015140885433518932,0.8613420323454781,0.15053604159150685,35.43494491386662
53,S044.19,FP004-RP004,HEX,73.5,15873014.285714285,5.0,160.0,0.13125,-6.94956105185153,0.40067173096438113,0.013241823966487777,0.7907608184609931,0.18247229870400103,29.150237410093457
54,S044.19,FP004-RP004,SYBR,73.5,15873014.285714285,5.0,160.0,0.13125,-5.900851936061554,1.4079205492838178,0.003154144957287461,0.8691854470910817,0.16685300294081337,22.59130916469746
55,S044.2,FP004-RP004,HEX,79.5,15873014.285714285,5.0,30.0,0.4666666666666667,-7.213228301650881,0.8050096412871541,0.011620579576146189,0.9404226394491797,0.1345528329688052,25.509009386577414
56,S044.2,FP004-RP004,SYBR,83.0,15873014.285714285,5.0,30.0,0.4666666666666667,-7.379738642253675,1.7570136023089795,0.00040533347984915457,0.9420324768312259,0.13402420808382687,25.970894456596927
57,S044.20,FP004-RP004,HEX,76.5,15873014.285714285,5.0,160.0,0.21875,-6.858663979312403,0.5437984138934492,0.005152415614120277,0.7844399717418826,0.18358046893154126,29.07146640937478
58,S044.20,FP004-RP004,SYBR,76.5,15873014.285714285,5.0,160.0,0.21875,-6.015365173906893,1.8983508445062214,0.0024210358254519093,0.8482502052278519,0.17182062557401517,23.57227637861856
59,S044.21,FP004-RP004,HEX,88.5,15873014.285714285,5.0,160.0,0.43125,-5.473162983906564,0.7146549368886195,0.0061795583964376,0.7039705550769799,0.2293031111933808,25.38745766164045
60,S044.21,FP004-RP004,SYBR,91.5,15873014.285714285,5.0,160.0,0.43125,-4.946252581611859,3.1209480948553185,0.0007581962062157133,0.7098547336528329,0.23616105422967035,22.675045171394657
61,S044.22,FP004-RP004,HEX,79.5,15873014.285714285,5.0,160.0,0.5875,-4.6488472457369365,0.49383456294815314,0.0068633040632506016,0.5322407362520127,0.3014506532582254,28.82613348017625
62,S044.22,FP004-RP004,SYBR,79.5,15873014.285714285,5.0,160.0,0.5875,-4.13165303690991,2.4428905173081934,0.003108336416521431,0.5945763456659418,0.2886717380368098,23.0122899062243
63,S044.23,FP004-RP004,HEX,67.18181818181819,20201827.272727273,5.636363636363637,160.0,0.78125,-7.284404973605934,0.24937550847020892,0.019645117478227437,0.6641306273056041,0.23580168149435626,35.01306763882819
64,S044.23,FP004-RP004,SYBR,82.5,15873014.285714285,5.0,160.0,0.78125,-10.294413848363849,1.1508786179962154,0.00037931108567033813,0.9192552347505624,0.12988495476129686,36.96740318908353
65,S044.24,FP004-RP004,HEX,91.5,15873014.285714285,5.0,200.0,0.425,-4.897152329182146,0.6942021846170159,0.006275608963165209,0.6495370241398326,0.25407313095502515,24.956694542332286
66,S044.24,FP004-RP004,SYBR,93.5,15873014.285714285,5.0,200.0,0.425,-4.927890814162273,3.430296377048497,0.0027933453914212388,0.6874614640975947,0.24631133794435184,23.219535985143324
67,S044.25,FP004-RP004,HEX,94.5,15873014.285714285,5.0,240.0,0.42083333333333334,-4.822837217135024,0.6538522870067143,0.006188487859498486,0.6020040015004886,0.2719699634347162,26.57301206694304
68,S044.25,FP004-RP004,SYBR,95.5,15873014.285714285,5.0,240.0,0.42083333333333334,-5.100479103305175,3.7615202203379927,0.0015262818512048898,0.6787981951754307,0.24944736793783506,24.185409930636705
69,S044.26,FP004-RP004,HEX,88.5,15873014.285714285,5.0,280.0,0.325,-6.207093549449121,0.4803297346186592,0.004820328344320174,0.6233909589086847,0.24547032451028375,32.73782321711229
70,S044.27,FP004-RP004,HEX,81.5,18516850.0,5.166666666666667,280.0,0.6821428571428573,-4.249882099406844,0.42192340877815576,0.015830135614898242,0.4151872072342844,0.3602835403146738,33.57085043448309
71,S044.27,FP004-RP004,SYBR,85.5,15873014.285714285,5.0,280.0,0.6821428571428572,-4.501016146647776,3.2012970701410337,0.0052522053625682266,0.5096624645665594,0.316850706478756,29.066447116872233
72,S044.28,FP004-RP004,HEX,74.42857142857143,17314300.0,5.714285714285714,500.0,0.418,-5.265947269237124,0.4045329466644895,0.0203414050374427,0.4363329212158143,0.33448281584339545,39.05534695555675
73,S044.28,FP004-RP004,SYBR,91.5,15873014.285714285,5.0,500.0,0.418,-2.697720761927966,2.10983524724341,0.0008705379303851538,0.35108568775228705,0.4984961154907673,26.16650341394006
74,S044.29,FP004-RP004,HEX,270.2857142857143,31587142.85714286,6.428571428571429,500.0,0.57,-4.041036028374235,0.33692198456432426,0.022470906554515696,0.41204090134675925,0.36446072953450476,32.37058106221598
75,S044.29,FP004-RP004,SYBR,304.5,15873014.285714285,5.0,500.0,0.57,-3.5865799250063053,4.6046114005269745,4.4820790498615935e-05,0.48246228692679577,0.3517714202649248,24.495393190398108
76,S044.3,FP004-RP004,SYBR,292.5,15873014.285714285,5.0,30.0,0.6666666666666666,-5.163566633861691,1.1313415045960618,0.0013117069122502568,0.6500560750316559,0.2468419818469298,26.389759509985904
77,S044.4,FP004-RP004,HEX,82.5,15873014.285714285,5.0,40.0,0.45,-6.678517672867188,0.7967202006601249,0.006463306963511627,0.9201743945970774,0.14431516082435855,24.123884585729826
78,S044.4,FP004-RP004,SYBR,86.0,15873014.285714285,5.0,40.0,0.45000000000000007,-6.777918381138219,1.8350387900271632,0.00028571487778661657,0.9291664402995398,0.14145715895361413,24.2243458187012
79,S044.5,FP004-RP004,HEX,295.5,15873014.285714285,5.0,50.0,0.26,-6.991647664898582,0.5190728247373327,0.00690993255972924,0.959633105484374,0.1298162794587176,24.19679189413595
80,S044.5,FP004-RP004,SYBR,295.5,15873014.285714285,5.0,50.0,0.26,-6.432986670322153,1.1700512742707425,0.0004008914979006239,0.9724633273098456,0.1295881854183231,22.008430819523618
81,S044.6,FP004-RP004,HEX,298.5,15873014.285714285,5.0,50.0,0.62,-5.677365510758548,0.5160040337674286,0.006102325830209736,0.739872753130479,0.20906407734221455,25.493672354083554
82,S044.6,FP004-RP004,SYBR,298.5,15873014.285714285,5.0,50.0,0.62,-5.255172246120106,1.3839281334766187,0.0012232245230560696,0.7748422020112555,0.2025206857637206,22.59079216976596
83,S044.7,FP004-RP004,HEX,301.5,15873014.285714285,5.0,50.0,0.74,-4.4978407597461,0.44378666379997334,0.010768076899810344,0.46107475981438745,0.3326688758140391,32.25106359971028
84,S044.7,FP004-RP004,SYBR,301.5,15873014.285714285,5.0,50.0,0.74,-7.338144385385978,1.0860124943064846,0.0019103022639251953,0.6706717452010575,0.2172992885218652,36.15072183302134
85,S044.8,FP004-RP004,HEX,85.5,15873014.285714285,5.0,55.0,0.45454545454545453,-6.713519727444452,0.7825429378087356,0.005789778858841839,0.8789445819114265,0.15677312004496996,25.325842192996785
86,S044.8,FP004-RP004,SYBR,89.0,15873014.285714285,5.0,55.0,0.45454545454545453,-6.89314377579482,2.142393445200653,0.0008554103580376074,0.8943560590432337,0.15149118231760633,25.440774634445056
87,S044.9,FP004-RP004,HEX,289.5,15873014.285714285,5.0,88.0,0.14772727272727273,-5.784794490076075,0.9065757624235654,0.007899921199349414,0.7140901674790733,0.21923894472834543,26.74597294466631
88,S044.9,FP004-RP004,SYBR,290.0,15873014.285714285,5.0,88.0,0.14772727272727273,-5.7484097526193025,2.1971864495844695,0.0061493546843297935,0.7582920033557766,0.20428592550602054,25.22507361516262
89,S056.1.1,FP001-RP001x,EVAGREEN,325.5,25252525.0,5.0,80.0,0.3375,-5.6199027982282965,1.0052772108784178,0.0010508497673981502,0.9239294669687197,0.1517310360440598,20.243833697524426
90,S056.1.1,FP001-RP001x,HEX,37.5,25252525.0,5.0,80.0,0.3375,-6.508361206701605,0.4684682128961102,0.009085035112444413,0.9483274331767415,0.13780278490008557,22.824090567240834
91,S056.1.10,FP001-RP001x,FAM,55.5,25252525.0,5.0,500.0,0.418,-4.409892391830021,0.5538195686162788,0.019876356962636548,0.5075941142378682,0.3202023035110456,28.486045422835744
92,S056.1.11,FP001-RP001x,FAM,57.5,25252525.0,5.0,88.0,0.4318181818181818,-5.284627605260045,0.6473039337291049,0.009726555011685257,0.8290405210905396,0.1858725729696206,21.146317399219026
93,S056.1.12,FP001-RP001x,FAM,59.5,25252525.0,5.0,88.0,0.25,-5.894026786281634,0.6846436883830002,0.011746912392391378,0.9092158313919118,0.15476702651822188,21.52599152563088
94,S056.1.2,FP001-RP001x,EVAGREEN,327.5,25252525.0,5.0,232.0,0.41379310344827586,-4.104233314164645,2.016354433682353,0.00036772997764108437,0.6977836280872663,0.2516596056766733,19.454710241999578
95,S056.1.2,FP001-RP001x,HEX,39.5,25252525.0,5.0,232.0,0.41379310344827586,-4.953690262801135,0.4143696840500558,0.008911570768010283,0.6866575467658258,0.23854004857748473,23.932102067726053
96,S056.1.3,FP001-RP001x,EVAGREEN,329.5,25252525.0,5.0,272.0,0.6727941176470589,-4.078579132897731,2.574892157143494,0.00637752590859205,0.4719630408805803,0.3403950942811537,28.478772571335174
97,S056.1.3,FP001-RP001x,HEX,41.5,25252525.0,5.0,272.0,0.6727941176470589,-4.476114662221564,0.3865284329852866,0.01523971474151969,0.4928813092400278,0.319810749124038,30.088209596616664
98,S056.1.4,FP001-RP001x,EVAGREEN,331.5,25252525.0,5.0,152.0,0.20394736842105263,-7.3421240402541645,1.3298419987826795,0.0027389177880524037,0.7935462436293012,0.17625562467835557,30.70743554805532
99,S056.1.4,FP001-RP001x,HEX,43.5,25252525.0,5.0,152.0,0.20394736842105263,-7.728502268513494,0.47652962416879374,0.00836375209075986,0.7579544708651602,0.18449553120307335,33.91731225994722
100,S056.1.5,FP001-RP001x,EVAGREEN,333.5,25252525.0,5.0,49.0,0.7551020408163265,-6.200514329466456,0.5475363002849463,0.0024918077104084365,0.6706718469580397,0.22604097478565538,30.701569321638523
101,S056.1.5,FP001-RP001x,HEX,45.5,25252525.0,5.0,49.0,0.7551020408163265,-4.323178660529095,0.3506436235381706,0.01587446495460377,0.49664636371642706,0.3256734415530869,28.487647783881037
102,S056.1.6,FP001-RP001x,EVAGREEN,335.5,25252525.0,5.0,152.0,0.5921052631578947,-3.787128029934108,1.6998873644367232,0.0013659740836240802,0.5805577790731025,0.305601163606732,21.496300395319174
103,S056.1.6,FP001-RP001x,HEX,47.5,25252525.0,5.0,152.0,0.5921052631578947,-4.39368075491116,0.4470744800394743,0.013936030328766794,0.6174848163055677,0.2739870147849197,23.58302937674968
104,S056.1.7,FP001-RP001x,EVAGREEN,337.5,25252525.0,5.0,84.0,0.7976190476190477,-6.265239910914291,1.214778274147557,0.0041108631940905815,0.8220780790067348,0.1774236865490928,25.183433585530558
105,S056.1.7,FP001-RP001x,HEX,49.5,25252525.0,5.0,84.0,0.7976190476190477,-6.924998756053672,0.2494444089885377,0.028447110163984702,0.8012758101429838,0.17814530842147555,28.558821948335556
106,S056.1.8,FP001-RP001x,EVAGREEN,339.5,25252525.0,5.0,36.0,0.4444444444444444,-6.159535400264927,0.6882050094712427,0.0011535246557278134,0.9391709894915017,0.14221341705814003,21.803504425700154
107,S056.1.8,FP001-RP001x,HEX,51.5,25252525.0,5.0,36.0,0.4444444444444444,-6.502529086093141,0.478159715829322,0.010627170326238292,0.9662039833050158,0.13154690304153469,22.392124250513675
108,S056.1.9,FP001-RP001x,EVAGREEN,341.5,25252525.0,5.0,80.0,0.425,-5.194313825222122,0.9290645886471811,0.00110196101857919,0.8658882120773912,0.1747522209661544,19.92135820983407
109,S056.1.9,FP001-RP001x,HEX,53.5,25252525.0,5.0,80.0,0.425,-5.8048170186924,0.42908220584488876,0.010640986119256833,0.8839358667288162,0.1623725566643275,21.831295744793593
110,S056.2.1,FP002-RP002x,EVAGREEN,325.5,25252525.0,5.0,80.0,0.3375,-5.103986440035985,0.8899357643786526,0.0017913136493076594,0.8114777311924598,0.19442458064270152,20.87347430941858
111,S056.2.1,FP002-RP002x,HEX,37.5,25252525.0,5.0,80.0,0.3375,-5.1536681399297155,0.532694875363243,0.005539170992028035,0.7787724456366549,0.20490576166799948,21.91731532598217
112,S056.2.10,FP002-RP002x,FAM,55.5,25252525.0,5.0,500.0,0.418,-3.709502385867574,0.4743567653495925,0.0171751648085531,0.4485351654870523,0.359080541351833,27.31626007920127
113,S056.2.11,FP002-RP002x,FAM,57.5,25252525.0,5.0,88.0,0.4318181818181818,-4.076019609991728,0.5638862281350623,0.011198706881270516,0.6706182750045095,0.2611576402548468,20.127682197279615
114,S056.2.12,FP002-RP002x,FAM,59.5,25252525.0,5.0,88.0,0.25,-4.550775486158617,0.6146957895636324,0.011396428300701528,0.6958360783797839,0.24387087052607118,21.69949870919403
115,S056.2.2,FP002-RP002x,EVAGREEN,327.5,25252525.0,5.0,232.0,0.41379310344827586,-3.511764024328555,2.9218375499985054,0.0018749808116172886,0.5852965020786014,0.3152168173817122,19.735794591649338
116,S056.2.2,FP002-RP002x,HEX,39.5,25252525.0,5.0,232.0,0.41379310344827586,-4.344254301621152,0.4572358241777849,0.008808950889320596,0.5988141736283048,0.28137797897426226,24.096472442419376
117,S056.2.3,FP002-RP002x,EVAGREEN,329.5,25252525.0,5.0,272.0,0.6727941176470589,-3.257985999268733,3.466023840422171,0.003057400252241956,0.4614683225333356,0.37708858992578226,22.995259463563766
118,S056.2.3,FP002-RP002x,HEX,41.5,25252525.0,5.0,272.0,0.6727941176470589,-3.448200017851218,0.4265430994353196,0.0123837462640088,0.4567781042045753,0.36220912802664684,24.998181593498234
119,S056.2.4,FP002-RP002x,EVAGREEN,331.5,25252525.0,5.0,152.0,0.20394736842105263,-4.127461213417098,2.18200683932379,0.0024405159964810733,0.6403735750975431,0.2740328727369507,21.208691289942003
120,S056.2.4,FP002-RP002x,HEX,43.5,25252525.0,5.0,152.0,0.20394736842105263,-4.991420722023013,0.536536017875604,0.0072469053638770575,0.6908119727255715,0.23807898297229327,24.23681417028064
121,S056.2.5,FP002-RP002x,EVAGREEN,316.7,40402000.0,6.4,49.0,0.7551020408163265,-5.342789622253874,1.1124932036570414,0.0010919822519933123,0.5333658472481477,0.3021085794526426,31.922203006435705
122,S056.2.5,FP002-RP002x,HEX,45.5,25252525.0,5.0,49.0,0.7551020408163265,-3.7830529436773572,0.3625156210813339,0.01635582580662833,0.4409296421802339,0.36246208704562155,28.21733368465809
123,S056.2.6,FP002-RP002x,EVAGREEN,335.5,25252525.0,5.0,152.0,0.5921052631578947,-3.446150793762173,2.4179940447836556,0.0026233974724114853,0.5115670009281071,0.34891457789836683,22.037953363724192
124,S056.2.6,FP002-RP002x,HEX,47.5,25252525.0,5.0,152.0,0.5921052631578947,-4.167679853952599,0.48996040090122933,0.010029352165733632,0.5424751183433318,0.3075518078814169,25.553891283449097
125,S056.2.7,FP002-RP002x,EVAGREEN,332.35714285714283,28860014.285714287,5.428571428571429,84.0,0.7976190476190477,-5.594043356047386,1.7578951087000436,0.005357182141298785,0.749123283599179,0.20886778197976885,24.61587944241987
126,S056.2.7,FP002-RP002x,HEX,49.5,25252525.0,5.0,84.0,0.7976190476190477,-5.696052232199879,0.4594873672113053,0.01133767187862958,0.6746396262476947,0.23073808210179542,28.112125225667015
127,S056.2.8,FP002-RP002x,EVAGREEN,339.5,25252525.0,5.0,36.0,0.4444444444444444,-5.222478963384516,1.2692181103848335,0.00313034288100176,0.811334812484091,0.19506501458643757,21.217325064664927
128,S056.2.8,FP002-RP002x,HEX,51.5,25252525.0,5.0,36.0,0.4444444444444444,-5.226270619210777,0.5633078620596903,0.005312390094021996,0.7844025451546468,0.20132007979166183,22.12136688767073
129,S056.2.9,FP002-RP002x,HEX,53.5,25252525.0,5.0,80.0,0.425,-5.0197770434372435,0.5004318795913949,0.006476004037359029,0.7236323041716003,0.22468288720143417,23.04406701801193
130,S056.4.1,FP004-RP004x,EVAGREEN,325.5,25252525.0,5.0,80.0,0.3375,-5.296431637323325,1.239985667366939,0.001868905474640752,0.8425054577795489,0.18278009546287158,20.83473170446722
131,S056.4.1,FP004-RP004x,HEX,37.5,25252525.0,5.0,80.0,0.3375,-5.610611659043446,0.5328767626051533,0.004987305795153343,0.8274065084504081,0.18332247555626585,22.506207047026447
132,S056.4.10,FP004-RP004x,FAM,55.5,25252525.0,5.0,500.0,0.418,-4.23384265521914,0.5618792295115,0.01846234766329646,0.45180637006420954,0.34853690255715253,30.603339370706195
133,S056.4.11,FP004-RP004x,FAM,57.5,25252525.0,5.0,88.0,0.4318181818181818,-5.169283304245882,0.7297977228438416,0.006451742295751077,0.7099533878241523,0.2274545503816685,24.176213981699526
134,S056.4.12,FP004-RP004x,FAM,59.5,25252525.0,5.0,88.0,0.25,-5.519783433389146,0.7899999442041057,0.006923411369576907,0.7978972572271312,0.19352683848146868,22.96581635308849
135,S056.4.2,FP004-RP004x,EVAGREEN,327.5,25252525.0,5.0,232.0,0.41379310344827586,-4.253005211660149,2.094450444157807,0.0047921154352205215,0.6337661354715441,0.27503429934023765,22.110404301952734
136,S056.4.2,FP004-RP004x,HEX,39.5,25252525.0,5.0,232.0,0.41379310344827586,-4.75347228094167,0.45419369444992375,0.007865673791829763,0.5992609716229305,0.27564829090716647,26.212815413861367
137,S056.4.3,FP004-RP004x,EVAGREEN,324.42857142857144,28860014.285714287,5.428571428571429,272.0,0.6727941176470589,-3.6970503826809256,2.7854351060321756,0.006191380936839996,0.48616512917047394,0.34927007112787045,24.938237961536636
138,S056.4.3,FP004-RP004x,HEX,41.5,25252525.0,5.0,272.0,0.6727941176470589,-4.081787505317804,0.42768056315941816,0.013438532221351933,0.468285709171428,0.3421088270940088,28.716825586566117
139,S056.4.4,FP004-RP004x,EVAGREEN,331.5,25252525.0,5.0,152.0,0.20394736842105263,-4.8607192636775975,1.5619638173031962,0.004220318780843169,0.7366965678371711,0.22373069070623494,21.905657769419822
140,S056.4.4,FP004-RP004x,HEX,43.5,25252525.0,5.0,152.0,0.20394736842105263,-5.366817287863431,0.5822968019736477,0.0055974727661005025,0.7346934911540548,0.21626506699491654,24.28382036885855
141,S056.4.5,FP004-RP004x,EVAGREEN,321.5,33670000.0,6.0,49.0,0.7551020408163266,-5.711803850553134,0.8180189498669254,0.0025665286620696693,0.6254437566128125,0.24792978108397698,30.15069905993259
142,S056.4.5,FP004-RP004x,HEX,45.5,25252525.0,5.0,49.0,0.7551020408163265,-4.6081060578466015,0.3300471658388747,0.015263925194378924,0.4866685238907204,0.32739867413001245,30.569365553498766
143,S056.4.6,FP004-RP004x,EVAGREEN,335.5,25252525.0,5.0,152.0,0.5921052631578947,-3.8032922797445807,1.9430580521990894,0.005110944791689559,0.5333976639527983,0.32518100187439347,23.38877352568297
144,S056.4.6,FP004-RP004x,HEX,47.5,25252525.0,5.0,152.0,0.5921052631578947,-4.2924997811740155,0.4883428119732577,0.010102468271653934,0.5355638562657128,0.30759536536849025,26.58317202345151
145,S056.4.7,FP004-RP004x,EVAGREEN,325.5,33670000.0,6.0,84.0,0.7976190476190478,-6.024936082406373,1.3416223285059015,0.002636326262733741,0.8244078123229874,0.17803645820844738,24.213690457526752
146,S056.4.7,FP004-RP004x,HEX,37.5,33670000.0,6.0,84.0,0.7976190476190478,-6.010141121058155,0.42398828992845683,0.018494015565352035,0.7786493178274805,0.1922639604427917,25.637496876887724
147,S056.4.8,FP004-RP004x,EVAGREEN,339.5,25252525.0,5.0,36.0,0.4444444444444444,-6.108623389380191,0.9048434836333541,0.0018240079807706373,0.8267943018707395,0.17801774480868143,24.459052165273544
148,S056.4.8,FP004-RP004x,HEX,51.5,25252525.0,5.0,36.0,0.4444444444444444,-6.13518686243622,0.580712132435744,0.013694733606557374,0.8220026856746253,0.17905374346658426,24.7980610167414
149,S056.4.9,FP004-RP004x,HEX,53.5,25252525.0,5.0,80.0,0.425,-5.348360658803894,0.5088033906231701,0.00569150107646095,0.7634240602190374,0.20747483570780284,23.28107331778568
150,S057.0.0,FP002-RP006,FAM,37.5,25252525.0,5.0,92.0,0.45652173913043476,-4.07274675877652,0.6233775074665497,0.011432152020172868,0.6769741151524049,0.25792842514095843,19.94941943765243
151,S057.0.1,FP002-RP006,FAM,39.5,25252525.0,5.0,100.0,0.48,-4.223340847072565,0.6259966304123645,0.012493996824444702,0.6437632900499015,0.2687147825093393,21.77002247247086
152,S057.0.2,FP002-RP006,FAM,41.5,25252525.0,5.0,103.0,0.44660194174757284,-4.282624183041369,0.634386806758492,0.012324777617576301,0.6597020305470231,0.26057023050790057,21.586938368917743
153,S057.1.0,FP006-RP006,HEX,44.5,25252525.0,5.0,93.0,0.4946236559139785,-4.236643301603445,0.49091111056157954,0.007929062019118312,0.6360245766979342,0.269122743839625,22.10679115867324
154,S057.1.1,FP006-RP006,HEX,46.5,25252525.0,5.0,113.0,0.48672566371681414,-3.756110480633767,0.4793943443001166,0.00858666456006358,0.5838054153994492,0.30145599529608447,21.336898788770384
