N_train,Iteration,Train_NLPD,Train_RMSE,Test_NLPD,Test_RMSE,TrainCode
1,0,-1.4889236467722635,0.0078916606533578,-1.0239521955854394,0.0921386012271311,0000000000000000000000000000001000000
1,1,-1.500078324043127,0.029668846750108,-1.0198638395414783,0.0924875970669458,0010000000000000000000000000000000000
1,2,-1.4912900361062915,0.0249619495031765,-1.0078148423743187,0.0936394481140001,0000000000000000000000000000000001000
1,3,-1.305564315409296,0.0248865614949047,-1.0260261264985795,0.0924835249982026,0000000000001000000000000000000000000
1,4,-1.535352928742432,0.0074688134299782,-1.0194875896339533,0.0925331525499416,0000000000000100000000000000000000000
1,5,-1.272092491670142,0.0550147456354328,-1.0281871016696575,0.0920159977048322,0000000000000000000000000000000000010
1,6,-1.4165522816632872,0.0169854082584803,-1.0256387571901835,0.0924562684272072,0000000000010000000000000000000000000
1,7,-1.239174574963095,0.0530180010496317,-1.1028980340921013,0.0829930306949512,0000000000000000000000000000000100000
1,8,-1.2978871220895098,0.0536479184919246,-1.0300144986278317,0.0917862567029186,0000000000000000000000000000000010000
1,9,-1.6521992888971782,0.0207542695141058,-1.015939027997661,0.0925882488824569,0000000000000000010000000000000000000
6,0,-1.5873113868114297,0.0436168858068792,-0.9318365395535824,0.0975404272244613,0010100000000001001001000000010000000
6,1,-1.2977801083863787,0.0572951040004032,-1.04070498882706,0.0934141851730538,0000000000000100000000100100010000011
6,2,-1.26526643407993,0.061995699642056,-0.9710026750352444,0.098473296657901,0010100000000000000010000100100000100
6,3,-1.4446479169235482,0.0392814951235711,-0.9854603283815924,0.0959641121703879,0010000010001100000100000000010000000
6,4,-1.4399085775285425,0.051830653529205,-0.9796615069847552,0.0952418577063141,0000000001001000001001000001100000000
6,5,-1.37871757268055,0.0587877816253787,-0.9738373823225503,0.0957667487258253,0000100000000000000001000000000101101
6,6,-1.1971976286018726,0.0708896854974224,-1.0523103498912756,0.0905801606232447,0000001011000000000000010000000010001
6,7,-1.0669594131458102,0.073184303682633,-1.0767484324294676,0.0914357845805492,0010001000000000000010000110001000000
6,8,-1.3918165635353323,0.0473713643267084,-0.9875131167604642,0.0957132156081481,0100000001001010000000000000100000100
6,9,-1.1637389869973334,0.0683006849244971,-1.0439606763166267,0.0930907918487762,0000010000000000001000000110100100000
11,0,-1.2518534894693518,0.0734253411664935,-1.1289916985144013,0.0745593035097888,0100001100100000110011001000011000000
11,1,-1.3742224482269352,0.060117191963299,-0.9843576033358514,0.0931158551084208,1000010001100000010011000000010100101
11,2,-1.2778662005413897,0.0695383995450571,-1.0768554010699491,0.0879941335455923,0100000001100000001011100100100100100
11,3,-1.3428657064525384,0.0579476340879464,-0.9977372902889396,0.0969369824909411,0000101100000010010001101100001000010
11,4,-1.362635031430188,0.053817376319467,-0.973365978550793,0.0963429636221587,1010000100101010010010001000010010000
11,5,-1.1689451451185195,0.0770600583206644,-1.1778714560007162,0.0743493318474197,0011000011010100100000100000110000010
11,6,-1.3532925769444673,0.0612173802408958,-1.0282436454465584,0.092033732701578,0000010000100010010111100000000101010
11,7,-1.4259410598205755,0.0447617341656885,-0.9493168381168166,0.101848528908203,0000000100011100011001100010000001010
11,8,-1.0512094524737696,0.0859774597271351,-1.1973632241519796,0.0725599710446982,0101000010000100101010000110001000100
11,9,-1.3451548694828424,0.0580950751263638,-1.0201464537634917,0.0930951790991261,0100000101101100001000100000000000111
16,0,-1.2796706254377148,0.0654274216376632,-0.9792745501953224,0.0967818235004205,0001010000111011001011000010001100111
16,1,-1.0894751579861874,0.0798301919972498,-1.2687941919846637,0.0694992270248896,1001111000011010100010110100010110000
16,2,-1.1605679212013298,0.0730824835357859,-1.2304571496847214,0.073927350512391,1000111011000100100010100011101011000
16,3,-1.31138112988598,0.0579615445967989,-0.9557255813557984,0.1005317343650335,1110100101111010001010000010010001001
16,4,-1.306006580139518,0.0671966366911304,-1.0885845920396438,0.0761282204899493,0010111110100100110101000000110000011
16,5,-1.0586922860652737,0.0837005410418436,-1.3159063500499315,0.0608613892840945,0111001100100100100010111010001100001
16,6,-1.3102832511785678,0.0603138612989724,-0.9285948575191434,0.1006636276034019,0000101100111110011000010001110000110
16,7,-1.143393158776675,0.0794914445168915,-1.2553035911611024,0.0638946762149917,0111110001110100110110110000100000000
16,8,-1.233690199047568,0.0736614841498939,-1.0209710302925634,0.0899451305851873,0001110101101001001101010101000101000
16,9,-1.1732002705305056,0.078093365152687,-1.21348245709127,0.0710852540242971,0011111010000011100011100011110000000
21,0,-1.3023815219454529,0.0658568722288222,-0.956721182946147,0.0976324771456525,1101101101100011010001100100001111111
21,1,-1.2833434821182197,0.0628878821265667,-0.930780759658003,0.1024089817292875,1010111110101111000110011101011010000
21,2,-1.3632661159943098,0.0561574182764325,-0.7793140828206164,0.1112080683229237,1010011100100111010001011011111001110
21,3,-1.1581935356991837,0.0776862351416887,-1.265223548150834,0.0593031878759954,0101111110101000111101011011100010010
21,4,-1.3826793479310542,0.0551601930199178,-0.8597157270265742,0.1065715927799542,1100000011100110011011101100111011110
21,5,-1.259646923790238,0.0713784491959204,-1.1703944596457465,0.0672011353024393,0111001111100100101101101001110001110
21,6,-1.268690150815357,0.0683262339288675,-1.1234529133682745,0.0792460663888534,0110001101000001101111111011110011100
21,7,-1.2212858921641818,0.0713201712850443,-1.2332551752113257,0.0675022017808051,1100001110111100110011110101010110010
21,8,-1.2186045637652343,0.0701233388300329,-1.0791588201532964,0.082283166117653,0111111100001001110000011001101111011
