N_train,Iteration,Train_NLPD,Train_RMSE,Test_NLPD,Test_RMSE,TrainCode
21,9,-1.2377673083716505,0.0727756863644728,-1.180718029853817,0.067096395559101,1111100010110101111100110001111010000
26,0,-1.2758225584755265,0.0658961996170255,-0.9146684529579744,0.1082547022478725,1001011110101011001111111011011101111
26,1,-1.2039210341296491,0.0732222109803338,-1.232375955483005,0.0615463926981494,1111110001110101110111010111001110111
26,2,-1.2674172397985166,0.0662495013384193,-1.108416032187565,0.0781183615294374,1000101101111011101100111001111111111
26,3,-1.2801469948911983,0.0669532852599762,-1.1344922782313072,0.0735813310470718,0110011011100101111111110011011111110
26,4,-1.3801733729458925,0.0537937772518062,-0.552814207868996,0.1328167516357808,1010101100011111011111110101111101011
26,5,-1.246213959332403,0.0658834860954224,-1.1057580477261573,0.0815088921272222,1100011101111111110000011111111111001
26,6,-1.2771265478409548,0.0639092075255818,-0.9589848820638076,0.108350838175101,1010111111110110010111110111011110100
26,7,-1.3050636795464168,0.0648824934387251,-0.9733562015455304,0.0882348975771724,1111110101010110111101100101110111110
26,8,-1.2335990425348315,0.0692813825153181,-1.2625495685907344,0.0607032466816856,1110111110101011101011111010101011110
26,9,-1.2628488518911978,0.0635960226213701,-0.8895267870373353,0.112805605837624,1110101010111010011011011111101111110
31,0,-1.2708572509015723,0.0671172764898981,-0.9921817469015038,0.0780306956505534,1111111111101111111111001111011010111
31,1,-1.241001046363641,0.0686004323667202,-1.3059373201694435,0.064165735719293,1111011111111011100111111110111111110
31,2,-1.2312160334091402,0.0709748087092336,-1.377616091682908,0.0422483520183888,0111111111101111111111110111101100111
31,3,-1.2723602169923292,0.067359385595684,-1.0502776659433233,0.0734815113469706,1101110111111111110101111101011111111
31,4,-1.212746229725664,0.0690981757391238,-1.407797133337393,0.0498865873650241,1111111111111011110100111111111100111
31,5,-1.2911666958418604,0.0640352575646718,-0.8745817087936757,0.0936876372990844,1100111111111101111111010110111111111
31,6,-1.242621931257332,0.0692668809211049,-1.248894299788917,0.059432687014585,1101111111101111111110111101011111011
31,7,-1.2315120520359268,0.0682212653076314,-1.321766887248803,0.0563847087646005,1101111011111111101011110111111110111
31,8,-1.2464605997571068,0.0686322388548459,-1.2858329154298664,0.0621817195994366,1111111111111110111111100111010101111
31,9,-1.2308827139147824,0.0683641929372607,-1.1887339413953395,0.0740810169329928,1111111110111111110110001111110111111
36,0,-1.2545547223151423,0.0676074275882515,-1.5690487518448029,0.0167702619560055,1111111111111111111111111111101111111
36,1,-1.2618825410067849,0.0675408144259772,-1.2673043087538507,0.035012523621318,1111111111110111111111111111111111111
36,2,-1.258941124175623,0.0674241506773042,-1.3276987344442428,0.0494199014831143,1111111111111111111111111111111101111
36,3,-1.2599555342870716,0.0669324763097744,-1.1289526690419147,0.0830451441240832,1111111101111111111111111111111111111
36,4,-1.2689325466710026,0.0664256492048784,-0.9060668393387532,0.0885382576521908,1111110111111111111111111111111111111
36,5,-1.2665699938432695,0.066481494290701,-0.1485583574840948,0.1159099704378383,1111111111111111111111011111111111111
36,6,-1.256861795113067,0.06754942930711123,-1.464904439719935,0.030833177005977874,1111101111111111111111111111111111111
36,7,-1.2575908502004298,0.06744879272216106,-1.4496924660577881,0.03308552657975361,1111111111111111111111111111111110111
36,8,-1.258230552512915,0.06733098589900927,-1.4034736346653292,0.04757342590460789,1111111111111111111111111111111111110
36,9,-1.2570603089345644,0.06760934022511964,-1.4893038100600435,0.0035032962357556263,1111111111111111111111111111110111111
