N_train,Iteration,Train_NLPD,Train_RMSE,Test_NLPD,Test_RMSE,TrainCode
21,7,-1.9153682870891724,0.028189547669425677,-0.7476535679820824,0.08327716150056458,1100001110111100110011110101010110010
21,8,-1.9041111674919802,0.034067604101650606,-0.5867992650798501,0.10194472683928268,0111111100001001110000011001101111011
21,9,-1.9265902652195297,0.03211099022040754,-1.2219600517910556,0.07653046459045187,1111100010110101111100110001111010000
26,0,-2.2580458163624444,0.020789719574931965,-1.2945293091436283,0.09538521574902172,1001011110101011001111111011011101111
26,1,-2.0334324409341162,0.026034720316513375,-1.513021700116118,0.073639402340561,1111110001110101110111010111001110111
26,2,-2.0073407002646153,0.029636875335960784,-0.14547203006086076,0.09917910588006247,1000101101111011101100111001111111111
26,3,-2.4629405071783927,0.016633323318620715,-0.6041364455431573,0.0809278476225265,0110011011100101111111110011011111110
26,4,-2.1196465644503606,0.027620282694367258,0.07153515911531513,0.11448493526701507,1010101100011111011111110101111101011
26,5,-2.426804361971549,0.013559242876793151,-0.0935888585158679,0.11789402297326693,1100011101111111110000011111111111001
26,6,-1.9457006645242698,0.030011390145129255,-1.4483931840213184,0.0605154034231948,1010111111110110010111110111011110100
26,7,-2.3353407973376443,0.02027143262720727,-0.07254521744257558,0.10026797801746365,1111110101010110111101100101110111110
26,8,-2.2063850439326846,0.02221125893978901,-1.210330377911428,0.07560675314101055,1110111110101011101011111010101011110
26,9,-2.1162069683799656,0.023084019650145733,-1.5457581334388886,0.053187715956740565,1110101010111010011011011111101111110
31,0,-2.0911772818706145,0.025980374738668908,-1.3736132495872777,0.09291702355580955,1111111111101111111111001111011010111
31,1,-1.9745291801345122,0.028363184725892786,-1.8423410770122732,0.03131017739127748,1111011111111011100111111110111111110
31,2,-2.07644091054745,0.026912209675367244,-1.409258910600607,0.07546584422888752,0111111111101111111111110111101100111
31,3,-2.0496162748970317,0.03018424183893696,2.6358644946138203,0.12661843982735604,1101110111111111110101111101011111111
31,4,-1.9707775147927236,0.028538724057067817,-1.4613269289862645,0.07478842290019336,1111111111111011110100111111111100111
31,5,-2.0967817949571215,0.0247640010867521,-1.399357674019954,0.07189388531323043,1100111111111101111111010110111111111
31,6,-2.079106927508731,0.02893427390069507,1.975798710567478,0.13462727914493144,1101111111101111111110111101011111011
31,7,-1.972404155107074,0.02940133966362183,-1.7594058198274707,0.038638274976852675,1101111011111111101011110111111110111
31,8,-2.2522634488041957,0.02079762584538534,-0.8877130011267509,0.11278244913930875,1111111111111110111111100111010101111
31,9,-2.179206762542865,0.0212601200869489,-1.0001075621165716,0.08970786572384168,1111111110111111110110001111110111111
36,0,-2.0697186658540536,0.027242792720101126,-1.7772187927773249,0.04200029059605692,1111111111111111111111111111101111111
36,1,-2.057367739132121,0.027854433467529884,-1.4039355044485546,0.010771504816351252,1111111111110111111111111111111111111
36,2,-2.0443993488473597,0.02794501663765342,-2.1457827038381208,0.006377178065311906,1111111111111111111111111111111101111
36,3,-2.047628692865237,0.027696214823688704,-2.202018779423749,0.0023906588289861475,1111111101111111111111111111111111111
36,4,-2.1009112842816298,0.026447103141301605,-1.3510059267974892,0.053033797169478314,1111110111111111111111111111111111111
36,5,-2.057895836175245,0.027362128789002394,-1.9117215307871227,0.013858226827282938,1111111111111111111111011111111111111
36,6,-2.099162465990184,0.026137439981653507,-1.5911566133329913,0.04666667190162477,1111101111111111111111111111111111111
36,7,-2.05931569741446,0.027576611445069076,-1.2686771510404729,0.06544781659771215,1111111111111111111111111111111110111
36,8,-2.033527127514063,0.028237354434006885,-2.231395367068189,0.003593089516829684,1111111111111111111111111111111111110
36,9,-2.2937186932551907,0.01959714117796097,1.3532098790834066,0.11284971314455039,1111111111111111111111111111110111111
