# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_ed1\data\JG075A EGFR Blocker Stoichiometry.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2022-04-28 09:18:02 AM EDT
# Run End Date/Time: 2022-04-28 11:14:02 AM EDT
# Run Duration: 115 minutes 59 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-10-26 01:34:02 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-10-26 01:34:39 PM EDT
"Well","Well Position","Cycle Number","EVAGREEN","ROX"
"76","D4","70","585340.4","147727.84"
"76","D4","71","618167.1","147960.45"
"76","D4","72","648972.94","147917.64"
"76","D4","73","676836.7","147965.69"
"76","D4","74","703509.4","147925.7"
"76","D4","75","729552.6","148144.25"
"76","D4","76","752835.44","148117.45"
"76","D4","77","774669.2","148261.81"
"76","D4","78","796616.56","148300.19"
"76","D4","79","816870.25","148463.67"
"76","D4","80","836333.0","148512.45"
"76","D4","81","855085.56","148440.05"
"76","D4","82","873610.06","148662.95"
"76","D4","83","889706.7","148675.38"
"76","D4","84","905779.3","148758.28"
"76","D4","85","921443.6","148803.14"
"76","D4","86","935600.5","148830.36"
"76","D4","87","949481.06","148871.14"
"76","D4","88","961710.1","149006.17"
"76","D4","89","975009.25","149049.34"
"76","D4","90","985614.75","148893.67"
"77","D5","1","61386.16","145538.98"
"77","D5","2","61248.27","144783.22"
"77","D5","3","61111.668","143580.19"
"77","D5","4","61128.406","143121.12"
"77","D5","5","61461.53","142801.81"
"77","D5","6","62307.492","142642.77"
"77","D5","7","62875.848","142601.98"
"77","D5","8","63564.117","142583.31"
"77","D5","9","64466.996","142593.22"
"77","D5","10","65051.434","142656.44"
"77","D5","11","65683.57","142680.67"
"77","D5","12","66542.29","142732.28"
"77","D5","13","67133.93","142757.1"
"77","D5","14","67922.484","142910.2"
"77","D5","15","68758.97","143002.28"
"77","D5","16","69457.86","143119.05"
"77","D5","17","70263.08","143086.78"
"77","D5","18","70957.555","143044.36"
"77","D5","19","72062.73","142984.31"
"77","D5","20","73718.5","142932.61"
"77","D5","21","76051.56","142814.83"
"77","D5","22","79881.23","142794.8"
"77","D5","23","85647.1","143039.1"
"77","D5","24","94650.695","143425.72"
"77","D5","25","108019.34","143472.78"
"77","D5","26","126675.484","143388.66"
"77","D5","27","150984.28","143339.33"
"77","D5","28","178901.8","143286.22"
"77","D5","29","207841.0","143334.55"
"77","D5","30","235294.03","143296.36"
"77","D5","31","259258.55","143288.25"
"77","D5","32","278618.56","143391.94"
"77","D5","33","293546.47","143448.28"
"77","D5","34","304225.25","143440.61"
"77","D5","35","312175.5","143664.55"
"77","D5","36","317556.03","143760.62"
"77","D5","37","321476.7","143592.53"
"77","D5","38","324358.25","143507.86"
"77","D5","39","326588.72","143614.7"
"77","D5","40","328085.28","143569.92"
"77","D5","41","329520.53","143602.48"
"77","D5","42","331040.53","143770.08"
"77","D5","43","332163.75","143775.98"
"77","D5","44","333120.94","143815.8"
"77","D5","45","334497.1","143819.48"
"77","D5","46","335084.53","143704.2"
"77","D5","47","335810.9","143640.58"
"77","D5","48","336674.28","143797.62"
"77","D5","49","337242.2","143800.4"
"77","D5","50","338144.2","143772.95"
"77","D5","51","338765.66","144010.84"
"77","D5","52","339168.25","144062.69"
"77","D5","53","339350.78","144137.06"
"77","D5","54","339707.88","144039.42"
"77","D5","55","340994.62","143794.58"
"77","D5","56","342034.72","143679.05"
"77","D5","57","342761.1","143814.89"
"77","D5","58","344436.94","144059.42"
"77","D5","59","346661.72","143909.17"
"77","D5","60","349731.7","143833.28"
"77","D5","61","354882.56","144063.16"
"77","D5","62","362906.88","144080.25"
"77","D5","63","374868.1","144008.56"
"77","D5","64","391186.84","144118.55"
"77","D5","65","412884.56","144132.77"
"77","D5","66","441710.34","144100.1"
"77","D5","67","475508.06","144279.77"
"77","D5","68","510833.5","144257.89"
"77","D5","69","544769.8","144296.97"
"77","D5","70","577706.44","144539.16"
"77","D5","71","607377.94","144598.62"
"77","D5","72","636187.5","144608.9"
"77","D5","73","662594.7","144492.25"
"77","D5","74","687970.75","144402.4"
"77","D5","75","713079.94","144400.72"
"77","D5","76","735920.0","144694.8"
"77","D5","77","758186.94","144665.36"
"77","D5","78","778899.44","144734.25"
"77","D5","79","797902.25","145004.17"
"77","D5","80","816712.8","145041.16"
"77","D5","81","835058.75","145216.94"
"77","D5","82","850586.2","145139.94"
"77","D5","83","867023.44","145076.3"
"77","D5","84","881845.25","144951.7"
"77","D5","85","895660.2","144906.81"
"77","D5","86","910036.6","144842.52"
"77","D5","87","924083.7","145072.62"
"77","D5","88","935507.7","145240.22"
"77","D5","89","948129.25","145155.27"
"77","D5","90","957405.3","145062.02"
"78","D6","1","46212.195","142741.19"
"78","D6","2","46580.81","142251.34"
"78","D6","3","47107.434","140968.08"
"78","D6","4","47697.98","140339.88"
"78","D6","5","48264.535","140194.17"
"78","D6","6","48886.855","140188.62"
"78","D6","7","49645.934","140231.73"
"78","D6","8","50693.555","140224.56"
"78","D6","9","51523.535","140187.05"
"78","D6","10","52211.86","140195.14"
"78","D6","11","52865.05","140266.4"
"78","D6","12","53591.656","140338.97"
"78","D6","13","54322.07","140643.33"
"78","D6","14","55035.703","140695.08"
"78","D6","15","55978.31","140662.64"
"78","D6","16","56819.395","140804.12"
"78","D6","17","57713.797","140995.25"
"78","D6","18","58785.223","140936.36"
"78","D6","19","60225.203","140839.64"
"78","D6","20","62583.676","140781.38"
"78","D6","21","65930.65","140719.22"
"78","D6","22","71627.55","140775.64"
"78","D6","23","80588.09","140996.72"
"78","D6","24","93885.89","141096.64"
"78","D6","25","112629.38","141036.03"
"78","D6","26","136558.81","140997.95"
"78","D6","27","163935.67","140974.89"
"78","D6","28","192262.75","141137.83"
"78","D6","29","219413.39","141175.72"
"78","D6","30","243227.11","141412.22"
"78","D6","31","263131.0","141408.55"
"78","D6","32","278331.78","141480.86"
"78","D6","33","289479.12","141524.55"
"78","D6","34","297939.72","141358.69"
"78","D6","35","303686.66","141289.61"
"78","D6","36","307954.78","141474.5"
"78","D6","37","311212.22","141475.97"
"78","D6","38","313898.72","141612.56"
"78","D6","39","315703.0","141699.08"
"78","D6","40","316944.53","141830.75"
"78","D6","41","318339.97","141779.52"
"78","D6","42","319382.03","141811.31"
"78","D6","43","320743.47","141977.97"
"78","D6","44","321395.4","142041.6"
"78","D6","45","322596.3","142079.19"
"78","D6","46","323579.53","141995.56"
"78","D6","47","323849.34","141995.34"
"78","D6","48","324615.5","141936.19"
"78","D6","49","325279.38","142042.44"
"78","D6","50","326062.12","142033.06"
"78","D6","51","326685.7","142112.84"
"78","D6","52","327432.38","142077.73"
"78","D6","53","327841.28","141951.03"
"78","D6","54","328397.3","141948.83"
"78","D6","55","329485.84","142132.77"
"78","D6","56","330365.22","142099.69"
"78","D6","57","331865.12","142030.31"
"78","D6","58","334397.6","142117.73"
"78","D6","59","337811.56","142138.95"
"78","D6","60","343449.34","142193.3"
"78","D6","61","351967.3","142166.03"
"78","D6","62","364208.62","142347.28"
"78","D6","63","381734.72","142390.34"
"78","D6","64","406221.72","142574.53"
"78","D6","65","436953.53","142700.73"
"78","D6","66","471292.1","142613.64"
"78","D6","67","506570.47","142492.52"
"78","D6","68","540973.44","142578.56"
"78","D6","69","573511.44","142742.45"
"78","D6","70","603432.5","142859.31"
"78","D6","71","632174.5","142912.23"
"78","D6","72","659577.7","143079.39"
"78","D6","73","685246.44","143121.7"
"78","D6","74","709761.44","143071.98"
"78","D6","75","731673.8","143134.47"
"78","D6","76","753430.75","143191.75"
"78","D6","77","774917.8","143250.67"
"78","D6","78","793416.3","143334.05"
"78","D6","79","812751.4","143358.67"
"78","D6","80","830771.44","143532.03"
"78","D6","81","847844.06","143651.6"
"78","D6","82","864255.06","143843.28"
"78","D6","83","879939.6","143760.66"
"78","D6","84","894042.8","143546.58"
"78","D6","85","908380.44","143480.17"
"78","D6","86","921105.6","143894.88"
"78","D6","87","933529.94","143935.8"
"78","D6","88","944544.94","143801.53"
"78","D6","89","955952.25","143826.64"
"78","D6","90","965155.56","143880.77"
"79","D7","1","39306.023","144766.6"
"79","D7","2","39601.85","144173.45"
"79","D7","3","40150.668","143464.44"
"79","D7","4","40884.004","143128.38"
"79","D7","5","41579.938","142831.78"
"79","D7","6","42082.598","142718.45"
"79","D7","7","42783.73","142679.89"
"79","D7","8","43312.87","142604.06"
"79","D7","9","43935.145","142422.64"
"79","D7","10","44573.812","142457.55"
"79","D7","11","45365.508","142831.6"
"79","D7","12","46241.0","143094.02"
"79","D7","13","47051.504","143129.05"
"79","D7","14","47811.855","143306.17"
"79","D7","15","48679.332","143328.14"
"79","D7","16","49849.594","143339.53"
"79","D7","17","50973.91","143314.19"
"79","D7","18","52569.03","143400.48"
"79","D7","19","54935.625","143414.66"
"79","D7","20","59003.508","143435.84"
"79","D7","21","65300.39","143499.05"
"79","D7","22","75341.04","143420.19"
"79","D7","23","90628.56","143325.8"
"79","D7","24","111988.91","143305.58"
"79","D7","25","138150.77","143574.8"
"79","D7","26","167115.39","143633.31"
"79","D7","27","196521.53","143545.56"
"79","D7","28","223553.88","143562.88"
"79","D7","29","245999.73","143748.66"
"79","D7","30","263952.12","143887.78"
"79","D7","31","277586.25","143874.58"
"79","D7","32","287259.94","144076.69"
"79","D7","33","294243.6","144124.5"
"79","D7","34","299586.28","144098.33"
"79","D7","35","303243.94","144087.64"
"79","D7","36","306023.47","144189.56"
"79","D7","37","308183.3","144134.42"
"79","D7","38","309694.34","144165.0"
"79","D7","39","311343.6","144111.8"
"79","D7","40","312394.4","144199.88"
"79","D7","41","313257.94","144111.95"
"79","D7","42","314089.34","144061.48"
"79","D7","43","315057.88","144128.34"
"79","D7","44","316289.72","144075.62"
"79","D7","45","317121.56","144249.06"
"79","D7","46","317771.5","144576.84"
"79","D7","47","318614.75","144574.16"
"79","D7","48","318883.62","144624.19"
"79","D7","49","319311.56","144548.9"
"79","D7","50","319697.28","144630.47"
"79","D7","51","320842.7","144732.72"
"79","D7","52","321346.75","144666.75"
"79","D7","53","321876.28","144613.12"
"79","D7","54","322772.84","144455.84"
"79","D7","55","323774.72","144375.89"
"79","D7","56","326013.25","144622.88"
"79","D7","57","328849.44","144653.28"
"79","D7","58","333118.78","144496.75"
"79","D7","59","339672.62","144411.4"
"79","D7","60","350163.5","144671.23"
"79","D7","61","365270.72","144845.94"
"79","D7","62","387067.3","144829.61"
"79","D7","63","415681.38","144909.88"
"79","D7","64","450018.0","145046.75"
"79","D7","65","485907.12","145086.53"
"79","D7","66","521461.12","145122.58"
"79","D7","67","556498.2","145291.16"
"79","D7","68","587803.75","145189.06"
"79","D7","69","618193.3","145173.47"
"79","D7","70","647298.56","145444.33"
"79","D7","71","675505.56","145556.44"
"79","D7","72","700140.25","145653.47"
"79","D7","73","724821.1","145695.94"
"79","D7","74","749584.9","145777.34"
"79","D7","75","772523.06","145708.03"
"79","D7","76","793126.25","145675.88"
"79","D7","77","811491.2","145825.6"
"79","D7","78","831511.94","146006.56"
"79","D7","79","850663.25","145938.73"
"79","D7","80","867094.7","146019.98"
"79","D7","81","882662.0","146190.88"
"79","D7","82","899321.06","146407.55"
"79","D7","83","916032.8","146408.55"
"79","D7","84","929288.5","146370.88"
"79","D7","85","942007.7","146424.97"
"79","D7","86","954314.0","146353.17"
"79","D7","87","966009.75","146242.89"
"79","D7","88","976620.25","145822.98"
"79","D7","89","985744.9","144990.11"
"79","D7","90","989262.9","144675.19"
"80","D8","1","211869.69","136141.02"
"80","D8","2","211666.77","135620.61"
"80","D8","3","211469.62","134752.45"
"80","D8","4","211483.84","134540.1"
"80","D8","5","211707.6","134547.33"
"80","D8","6","212026.42","134515.44"
"80","D8","7","212347.75","134414.1"
"80","D8","8","212711.62","134123.53"
"80","D8","9","213574.19","134076.64"
"80","D8","10","214100.98","134252.56"
"80","D8","11","214793.55","134268.8"
"80","D8","12","215091.95","134366.34"
"80","D8","13","215629.16","134551.36"
"80","D8","14","215842.77","134523.62"
"80","D8","15","216699.34","134458.77"
"80","D8","16","216952.94","134389.77"
"80","D8","17","217235.89","134333.25"
"80","D8","18","217656.05","134203.14"
"80","D8","19","218130.94","134118.0"
"80","D8","20","218270.53","134052.0"
"80","D8","21","218712.83","133953.5"
"80","D8","22","219161.19","134005.6"
"80","D8","23","219903.95","134316.77"
"80","D8","24","220845.27","134358.44"
"80","D8","25","221893.88","134201.44"
"80","D8","26","223310.02","134170.38"
"80","D8","27","226063.92","134329.38"
"80","D8","28","230841.75","134342.42"
"80","D8","29","238229.2","134312.66"
"80","D8","30","249891.33","134387.05"
"80","D8","31","267296.9","134349.31"
"80","D8","32","289600.84","134350.33"
"80","D8","33","315256.16","134586.47"
"80","D8","34","340364.34","134615.31"
"80","D8","35","362014.03","134589.12"
"80","D8","36","379636.38","134582.31"
"80","D8","37","392630.97","134569.83"
"80","D8","38","401930.28","134589.34"
"80","D8","39","408228.1","134592.62"
"80","D8","40","412171.4","134613.55"
"80","D8","41","415334.4","134697.56"
"80","D8","42","417581.12","134633.52"
"80","D8","43","419609.66","134448.62"
"80","D8","44","420960.16","134375.88"
"80","D8","45","422445.5","134481.08"
"80","D8","46","423503.06","134646.88"
"80","D8","47","424925.6","134761.12"
"80","D8","48","425588.47","134903.69"
"80","D8","49","426383.22","134865.86"
"80","D8","50","427339.6","134893.25"
"80","D8","51","427733.12","135009.36"
"80","D8","52","428742.6","135066.06"
"80","D8","53","429774.5","135045.0"
"80","D8","54","430097.34","135010.64"
"80","D8","55","430393.7","134933.23"
"80","D8","56","430669.28","134920.39"
"80","D8","57","432123.62","134842.9"
"80","D8","58","432209.34","134875.1"
"80","D8","59","432625.2","135156.19"
"80","D8","60","433858.2","135246.77"
"80","D8","61","434930.66","135134.38"
"80","D8","62","435269.28","134858.1"
"80","D8","63","436632.38","134822.39"
"80","D8","64","438116.56","135179.16"
"80","D8","65","439839.9","135155.77"
"80","D8","66","443329.16","135095.62"
"80","D8","67","448195.47","135235.56"
"80","D8","68","454688.75","135052.33"
"80","D8","69","464429.7","134984.7"
"80","D8","70","478532.1","135235.27"
"80","D8","71","495951.47","135248.83"
"80","D8","72","517954.4","135205.23"
"80","D8","73","543459.75","135424.61"
"80","D8","74","570052.5","135506.53"
"80","D8","75","597509.0","135407.72"
"80","D8","76","622344.9","135299.34"
"80","D8","77","645455.4","135295.22"
"80","D8","78","667496.3","135305.75"
"80","D8","79","688165.56","135655.62"
"80","D8","80","707508.06","135725.88"
"80","D8","81","726586.8","135818.5"
"80","D8","82","744122.06","135969.72"
"80","D8","83","761699.94","135961.55"
"80","D8","84","777868.9","136065.72"
"80","D8","85","793214.56","135995.22"
"80","D8","86","807676.0","136020.64"
"80","D8","87","821653.2","136035.61"
"80","D8","88","834786.75","135958.4"
"80","D8","89","847281.06","136073.31"
"80","D8","90","859208.06","136143.2"
"81","D9","1","131879.16","141566.81"
"81","D9","2","131558.08","140990.11"
"81","D9","3","131423.58","139885.0"
"81","D9","4","131527.45","139286.3"
"81","D9","5","131757.97","139156.47"
"81","D9","6","132650.27","139114.69"
"81","D9","7","133457.86","139119.0"
"81","D9","8","133772.08","139199.52"
"81","D9","9","134386.25","139315.25"
"81","D9","10","134935.08","139455.45"
"81","D9","11","135542.05","139454.98"
"81","D9","12","136212.02","139360.9"
"81","D9","13","136610.64","139279.0"
"81","D9","14","137408.56","139167.56"
"81","D9","15","137870.94","139161.38"
"81","D9","16","138275.03","139277.66"
"81","D9","17","138766.17","139272.11"
"81","D9","18","139574.67","139264.33"
"81","D9","19","140153.31","139302.5"
"81","D9","20","140527.06","139305.5"
"81","D9","21","141070.95","139389.67"
"81","D9","22","141767.27","139386.84"
"81","D9","23","142307.55","139468.62"
"81","D9","24","143416.52","139602.25"
"81","D9","25","144929.22","139570.27"
"81","D9","26","147126.14","139538.98"
"81","D9","27","151024.77","139601.7"
"81","D9","28","157350.22","139656.89"
"81","D9","29","167890.14","139533.84"
"81","D9","30","184090.14","139425.97"
"81","D9","31","206671.08","139465.03"
"81","D9","32","233708.78","139833.7"
"81","D9","33","262820.25","139900.03"
"81","D9","34","290034.03","140023.64"
"81","D9","35","312984.9","139950.55"
"81","D9","36","330581.06","139847.03"
"81","D9","37","343189.97","139842.34"
"81","D9","38","351733.62","140038.67"
"81","D9","39","357869.03","140192.34"
"81","D9","40","361617.2","140157.12"
"81","D9","41","364591.5","140176.97"
"81","D9","42","367936.25","140331.17"
"81","D9","43","368744.6","140335.0"
"81","D9","44","370023.56","140126.97"
"81","D9","45","371874.62","140033.12"
"81","D9","46","372642.38","140173.06"
"81","D9","47","373487.9","140315.31"
"81","D9","48","375077.34","140332.86"
"81","D9","49","376528.72","140288.88"
"81","D9","50","377304.12","140431.42"
"81","D9","51","377623.7","140436.86"
"81","D9","52","378612.03","140457.42"
"81","D9","53","377909.0","140696.1"
"81","D9","54","378984.1","140627.69"
"81","D9","55","380222.53","140450.98"
"81","D9","56","380668.84","140358.42"
"81","D9","57","381477.44","140440.64"
"81","D9","58","381572.22","140413.14"
"81","D9","59","381681.12","140572.06"
"81","D9","60","383142.75","140737.92"
"81","D9","61","384769.56","140639.69"
"81","D9","62","385858.78","140591.62"
"81","D9","63","387125.12","140867.61"
"81","D9","64","389490.62","140878.78"
"81","D9","65","393044.53","140899.3"
"81","D9","66","398740.56","140801.19"
"81","D9","67","407017.03","140717.22"
"81","D9","68","419273.03","140893.34"
"81","D9","69","435279.06","141048.3"
"81","D9","70","456914.6","141037.06"
"81","D9","71","483510.62","140927.1"
"81","D9","72","514504.66","140969.4"
"81","D9","73","545719.0","141129.33"
"81","D9","74","576053.4","141059.69"
"81","D9","75","605078.4","141092.95"
"81","D9","76","631768.7","141313.88"
"81","D9","77","656911.7","141432.28"
"81","D9","78","679704.0","141530.66"
"81","D9","79","701954.9","141503.44"
"81","D9","80","722695.94","141632.19"
"81","D9","81","741153.3","141575.22"
"81","D9","82","759327.9","141682.05"
"81","D9","83","778778.8","141802.22"
"81","D9","84","796245.94","141821.44"
"81","D9","85","811580.7","141915.31"
"81","D9","86","827300.5","141947.1"
"81","D9","87","843180.75","141943.56"
"81","D9","88","856552.5","141920.6"
"81","D9","89","870563.8","142022.53"
"81","D9","90","880600.25","141968.14"
"82","D10","1","94535.87","133901.52"
"82","D10","2","94328.516","133330.34"
"82","D10","3","94306.914","132260.77"
"82","D10","4","94623.84","131412.75"
"82","D10","5","94759.91","131107.89"
"82","D10","6","95294.13","131080.64"
"82","D10","7","95991.04","131120.14"
"82","D10","8","96797.34","131201.2"
"82","D10","9","97437.984","131564.56"
"82","D10","10","98186.336","131707.55"
"82","D10","11","98989.7","131704.6"
"82","D10","12","99694.12","131697.58"
"82","D10","13","100303.43","131795.8"
"82","D10","14","101160.78","131914.05"
"82","D10","15","101794.56","131875.92"
"82","D10","16","102088.09","131794.25"
"82","D10","17","102832.63","131715.64"
"82","D10","18","103421.625","131741.88"
"82","D10","19","104157.16","131877.39"
"82","D10","20","104841.664","131852.34"
"82","D10","21","105301.66","131840.67"
"82","D10","22","105972.055","131686.33"
"82","D10","23","106763.15","131660.89"
"82","D10","24","108054.23","131931.77"
"82","D10","25","109821.734","131964.12"
"82","D10","26","112684.35","131866.78"
"82","D10","27","117212.875","131801.25"
"82","D10","28","125107.3","131869.45"
"82","D10","29","137852.31","131909.28"
"82","D10","30","156600.53","131990.44"
"82","D10","31","181397.14","132138.55"
"82","D10","32","210323.92","132136.0"
"82","D10","33","240286.42","132197.55"
"82","D10","34","267013.0","132223.0"
"82","D10","35","288953.72","132340.88"
"82","D10","36","305342.22","132479.8"
"82","D10","37","317235.6","132494.97"
"82","D10","38","325403.06","132504.88"
"82","D10","39","331101.1","132339.17"
"82","D10","40","335034.94","132203.56"
"82","D10","41","338118.06","132223.73"
"82","D10","42","339927.75","132501.19"
"82","D10","43","341796.12","132535.83"
"82","D10","44","343280.25","132485.75"
"82","D10","45","344266.03","132588.12"
"82","D10","46","345734.78","132295.9"
"82","D10","47","346706.7","132190.81"
"82","D10","48","347640.47","132455.66"
"82","D10","49","348266.94","132654.0"
"82","D10","50","349189.78","132605.62"
"82","D10","51","350035.44","132642.66"
"82","D10","52","350178.47","132663.34"
"82","D10","53","350781.03","132659.6"
"82","D10","54","351461.6","132748.94"
"82","D10","55","352152.38","132899.95"
"82","D10","56","352755.3","132815.0"
"82","D10","57","353527.88","132697.3"
"82","D10","58","353935.97","132529.69"
"82","D10","59","354624.38","132474.75"
"82","D10","60","355473.53","132769.5"
"82","D10","61","356267.22","132916.47"
"82","D10","62","357709.75","132922.42"
"82","D10","63","360067.0","132936.98"
"82","D10","64","363420.25","132719.11"
"82","D10","65","367619.47","132635.14"
"82","D10","66","374906.6","132868.62"
"82","D10","67","385860.9","132860.17"
"82","D10","68","401245.06","132940.53"
"82","D10","69","422225.8","132896.66"
"82","D10","70","449374.97","132950.16"
"82","D10","71","480430.8","133059.27"
"82","D10","72","512752.34","133042.83"
"82","D10","73","545999.1","133001.19"
"82","D10","74","577149.25","133269.12"
"82","D10","75","605089.6","133339.14"
"82","D10","76","630941.56","133492.53"
"82","D10","77","655061.1","133562.42"
"82","D10","78","677632.9","133550.05"
"82","D10","79","699866.9","133633.6"
"82","D10","80","720620.75","133737.8"
"82","D10","81","739017.6","133720.0"
"82","D10","82","757540.94","133745.28"
"82","D10","83","773481.9","133753.53"
"82","D10","84","790568.9","133707.33"
"82","D10","85","806636.75","133657.23"
"82","D10","86","822199.94","133937.83"
"82","D10","87","835898.75","133949.25"
"82","D10","88","848680.7","133910.6"
"82","D10","89","862018.0","133986.88"
"82","D10","90","874280.1","134118.7"
"83","D11","1","65966.42","141574.27"
"83","D11","2","65936.01","140596.34"
"83","D11","3","65737.625","139130.86"
"83","D11","4","65740.3","138613.83"
"83","D11","5","66120.484","138363.3"
"83","D11","6","67007.86","138137.19"
"83","D11","7","67865.766","138109.28"
"83","D11","8","68421.31","138189.66"
"83","D11","9","69214.39","138191.48"
"83","D11","10","69659.08","138239.66"
"83","D11","11","70467.36","138371.48"
"83","D11","12","71185.61","138433.62"
"83","D11","13","71760.1","138499.5"
"83","D11","14","72409.76","138462.52"
"83","D11","15","73115.65","138442.88"
"83","D11","16","73755.12","138467.84"
"83","D11","17","74159.67","138441.23"
"83","D11","18","74860.164","138540.12"
"83","D11","19","75530.15","138785.42"
"83","D11","20","76246.555","138751.17"
"83","D11","21","77018.59","138647.66"
"83","D11","22","77969.2","138539.11"
"83","D11","23","79226.516","138505.47"
"83","D11","24","81265.336","138657.1"
"83","D11","25","84226.195","138768.33"
"83","D11","26","88785.836","138844.64"
"83","D11","27","96256.79","138726.5"
"83","D11","28","108694.27","138676.97"
"83","D11","29","126998.016","138838.78"
"83","D11","30","151937.16","138895.0"
"83","D11","31","181546.58","138946.03"
"83","D11","32","212168.8","139066.61"
"83","D11","33","240833.1","139273.9"
"83","D11","34","264827.28","139519.31"
"83","D11","35","283014.78","139429.98"
"83","D11","36","296041.2","139318.19"
"83","D11","37","305518.12","139351.72"
"83","D11","38","312175.53","139422.06"
"83","D11","39","316640.12","139529.53"
"83","D11","40","319985.34","139465.98"
"83","D11","41","322099.94","139434.27"
"83","D11","42","324006.72","139376.86"
"83","D11","43","325536.6","139514.02"
"83","D11","44","326662.1","139635.06"
"83","D11","45","327785.66","139551.52"
"83","D11","46","329018.44","139482.67"
"83","D11","47","330034.03","139489.42"
"83","D11","48","331068.4","139599.58"
"83","D11","49","331785.84","139567.19"
"83","D11","50","332397.1","139654.34"
"83","D11","51","333318.6","139593.28"
"83","D11","52","333893.78","139622.22"
"83","D11","53","334494.22","139698.84"
"83","D11","54","335312.22","139649.5"
"83","D11","55","335719.44","139755.84"
"83","D11","56","336580.66","139815.53"
"83","D11","57","336990.34","139831.28"
"83","D11","58","337869.8","139845.7"
"83","D11","59","338724.06","139958.88"
"83","D11","60","339531.88","139872.62"
"83","D11","61","341069.72","139827.8"
"83","D11","62","343405.78","139887.77"
"83","D11","63","346670.2","139813.27"
"83","D11","64","351366.8","139843.69"
"83","D11","65","358889.38","139875.3"
"83","D11","66","370106.2","139786.0"
"83","D11","67","386093.1","139829.86"
"83","D11","68","408025.1","139995.08"
"83","D11","69","435545.47","140023.66"
"83","D11","70","467705.88","139930.2"
"83","D11","71","500813.44","140011.66"
"83","D11","72","534755.44","140198.16"
"83","D11","73","566993.94","140226.36"
"83","D11","74","597247.94","140434.36"
"83","D11","75","624197.56","140437.34"
"83","D11","76","650124.75","140590.66"
"83","D11","77","673377.25","140726.17"
"83","D11","78","695447.1","140636.06"
"83","D11","79","716520.4","140691.52"
"83","D11","80","737824.94","140858.89"
"83","D11","81","756854.4","140801.02"
"83","D11","82","773564.5","140820.92"
"83","D11","83","791088.44","141138.86"
"83","D11","84","808637.9","141112.97"
"83","D11","85","824107.56","141115.36"
"83","D11","86","839222.7","141039.58"
"83","D11","87","853925.3","141223.84"
"83","D11","88","867331.5","141312.02"
"83","D11","89","880068.2","141257.86"
"83","D11","90","890272.3","141459.27"
"84","D12","1","50651.2","139182.33"
"84","D12","2","50732.312","138273.7"
"84","D12","3","50857.17","137026.48"
"84","D12","4","51154.973","136598.84"
"84","D12","5","51682.34","136402.22"
"84","D12","6","52354.832","136234.5"
"84","D12","7","52971.336","135909.28"
"84","D12","8","53682.953","135846.53"
"84","D12","9","54412.848","135907.6"
"84","D12","10","55185.996","135974.3"
"84","D12","11","56061.543","136200.66"
"84","D12","12","56632.27","136023.06"
"84","D12","13","57239.797","136037.53"
"84","D12","14","57933.13","136360.67"
"84","D12","15","58627.023","136127.03"
"84","D12","16","59331.65","136035.38"
"84","D12","17","59933.05","136114.67"
"84","D12","18","60599.19","136154.31"
"84","D12","19","61268.133","136323.78"
"84","D12","20","62051.066","136149.19"
"84","D12","21","63132.008","136111.12"
"84","D12","22","64244.87","136362.05"
"84","D12","23","65979.664","136532.05"
"84","D12","24","68696.85","136497.78"
"84","D12","25","72914.92","136472.88"
"84","D12","26","79461.21","136399.14"
"84","D12","27","89928.81","136366.89"
"84","D12","28","105610.68","136524.78"
"84","D12","29","127306.19","136609.61"
"84","D12","30","154302.14","136711.02"
"84","D12","31","183657.64","136741.4"
"84","D12","32","212669.64","136894.34"
"84","D12","33","238127.86","136915.69"
"84","D12","34","259060.3","136894.25"
"84","D12","35","274838.6","137100.72"
"84","D12","36","286448.7","137055.89"
"84","D12","37","294535.8","136976.92"
"84","D12","38","299978.1","136947.83"
"84","D12","39","304022.25","136953.94"
"84","D12","40","306853.47","137088.64"
"84","D12","41","308979.4","137093.06"
"84","D12","42","310651.56","137270.77"
"84","D12","43","312520.3","137231.89"
"84","D12","44","313547.72","137202.83"
"84","D12","45","314882.47","137169.84"
"84","D12","46","315934.9","137377.92"
"84","D12","47","316920.53","137408.66"
"84","D12","48","317666.16","137281.25"
"84","D12","49","317859.56","137215.72"
"84","D12","50","318519.7","137407.25"
"84","D12","51","319230.75","137421.17"
"84","D12","52","319989.53","137437.23"
"84","D12","53","320771.6","137370.52"
"84","D12","54","321567.72","137428.28"
"84","D12","55","321778.12","137454.52"
"84","D12","56","322639.84","137561.48"
"84","D12","57","323168.7","137360.86"
"84","D12","58","323583.78","137249.28"
"84","D12","59","324961.94","137432.45"
