# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_s3\data\JG076F_FP004-RP004x_Set_II.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2022-07-20 01:29:11 PM EDT
# Run End Date/Time: 2022-07-20 03:24:46 PM EDT
# Run Duration: 115 minutes 35 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-10-26 01:12:51 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-10-26 01:13:20 PM EDT
"Well","Well Position","Cycle Number","TAMRA","FAM","ROX","CY3","CY5"
"55","C7","18",,"73219.57","153954.52",,
"55","C7","19",,"78313.09","153948.14",,
"55","C7","20",,"86425.01","153900.66",,
"55","C7","21",,"98530.8","153838.52",,
"55","C7","22",,"114054.62","153851.52",,
"55","C7","23",,"131841.34","153926.77",,
"55","C7","24",,"149672.92","153808.05",,
"55","C7","25",,"165265.61","153464.53",,
"55","C7","26",,"177833.4","153424.3",,
"55","C7","27",,"187164.02","153638.75",,
"55","C7","28",,"194042.89","153826.1",,
"55","C7","29",,"199453.34","153812.12",,
"55","C7","30",,"203810.19","153793.62",,
"55","C7","31",,"207979.97","153726.66",,
"55","C7","32",,"211645.31","153630.47",,
"55","C7","33",,"214771.48","153631.67",,
"55","C7","34",,"217949.9","153834.14",,
"55","C7","35",,"221241.0","153813.42",,
"55","C7","36",,"224769.36","153755.73",,
"55","C7","37",,"227897.81","153766.56",,
"55","C7","38",,"230896.77","153739.36",,
"55","C7","39",,"233963.9","153774.36",,
"55","C7","40",,"236642.31","153777.28",,
"55","C7","41",,"239975.77","153810.05",,
"55","C7","42",,"243216.72","153762.8",,
"55","C7","43",,"246107.7","153707.47",,
"55","C7","44",,"249229.8","153690.64",,
"55","C7","45",,"251877.38","153834.47",,
"55","C7","46",,"254950.1","153919.9",,
"55","C7","47",,"257755.92","153941.11",,
"55","C7","48",,"260685.98","154075.17",,
"55","C7","49",,"263646.97","154083.33",,
"55","C7","50",,"266570.4","154026.45",,
"55","C7","51",,"268918.2","153963.16",,
"55","C7","52",,"271776.12","153968.9",,
"55","C7","53",,"274606.1","153903.12",,
"55","C7","54",,"277434.0","153890.12",,
"55","C7","55",,"280840.25","154090.73",,
"55","C7","56",,"283543.34","154097.27",,
"55","C7","57",,"285942.28","154162.3",,
"55","C7","58",,"289203.75","154228.81",,
"55","C7","59",,"292443.9","154329.33",,
"55","C7","60",,"295328.22","154278.4",,
"55","C7","61",,"299235.94","154239.88",,
"55","C7","62",,"303504.44","154220.7",,
"55","C7","63",,"308172.97","154414.31",,
"55","C7","64",,"313548.6","154418.02",,
"55","C7","65",,"320205.06","154372.58",,
"55","C7","66",,"327549.0","154321.47",,
"55","C7","67",,"335918.78","154230.84",,
"55","C7","68",,"345054.3","154166.17",,
"55","C7","69",,"355313.88","154187.16",,
"55","C7","70",,"365675.53","154548.45",,
"55","C7","71",,"376133.72","154539.2",,
"55","C7","72",,"385636.06","154376.98",,
"55","C7","73",,"395282.6","154325.7",,
"55","C7","74",,"404539.6","154512.36",,
"55","C7","75",,"413072.03","154421.03",,
"55","C7","76",,"422324.56","154245.16",,
"55","C7","77",,"431539.0","154213.69",,
"55","C7","78",,"439604.94","154493.06",,
"55","C7","79",,"448018.97","154539.25",,
"55","C7","80",,"456542.44","154398.22",,
"55","C7","81",,"464282.56","154295.27",,
"55","C7","82",,"471403.16","154294.33",,
"55","C7","83",,"478632.62","154248.6",,
"55","C7","84",,"485239.03","154263.55",,
"55","C7","85",,"491971.16","154560.94",,
"55","C7","86",,"497441.5","154591.47",,
"55","C7","87",,"504242.84","154581.45",,
"55","C7","88",,"510734.84","154767.4",,
"55","C7","89",,"516061.2","154689.02",,
"55","C7","90",,"520575.47","154567.55",,
"56","C8","1",,"59536.89","150730.78",,
"56","C8","2",,"59678.605","150860.39",,
"56","C8","3",,"59921.61","150770.17",,
"56","C8","4",,"60055.2","150530.16",,
"56","C8","5",,"60245.43","150413.78",,
"56","C8","6",,"60388.49","150424.36",,
"56","C8","7",,"60586.46","150158.0",,
"56","C8","8",,"60783.5","149996.22",,
"56","C8","9",,"61081.98","149950.6",,
"56","C8","10",,"61542.53","150111.67",,
"56","C8","11",,"62202.598","150264.42",,
"56","C8","12",,"63474.508","150188.7",,
"56","C8","13",,"65975.95","149869.61",,
"56","C8","14",,"70336.555","149742.89",,
"56","C8","15",,"77922.74","149767.06",,
"56","C8","16",,"90003.36","149735.81",,
"56","C8","17",,"106573.14","149673.69",,
"56","C8","18",,"126186.375","149670.8",,
"56","C8","19",,"146098.81","149620.5",,
"56","C8","20",,"163365.97","149626.36",,
"56","C8","21",,"177154.02","149629.72",,
"56","C8","22",,"187109.75","149441.22",,
"56","C8","23",,"193757.61","149339.75",,
"56","C8","24",,"198206.38","149266.58",,
"56","C8","25",,"201221.02","149274.05",,
"56","C8","26",,"203490.7","149399.14",,
"56","C8","27",,"204894.34","149184.72",,
"56","C8","28",,"206431.69","149184.44",,
"56","C8","29",,"207824.73","149456.16",,
"56","C8","30",,"208669.17","149478.06",,
"56","C8","31",,"209446.62","149281.72",,
"56","C8","32",,"210282.5","149265.16",,
"56","C8","33",,"211270.81","149461.52",,
"56","C8","34",,"212262.03","149416.77",,
"56","C8","35",,"213078.19","149359.22",,
"56","C8","36",,"214274.34","149362.75",,
"56","C8","37",,"215103.25","149367.34",,
"56","C8","38",,"215783.66","149448.25",,
"56","C8","39",,"216709.73","149328.38",,
"56","C8","40",,"217508.67","149263.03",,
"56","C8","41",,"218462.45","149291.69",,
"56","C8","42",,"219351.38","149460.9",,
"56","C8","43",,"220237.05","149653.83",,
"56","C8","44",,"220950.28","149632.7",,
"56","C8","45",,"221903.55","149585.72",,
"56","C8","46",,"222929.31","149519.39",,
"56","C8","47",,"223754.52","149462.05",,
"56","C8","48",,"224458.69","149437.5",,
"56","C8","49",,"225368.56","149529.25",,
"56","C8","50",,"226201.69","149536.28",,
"56","C8","51",,"227060.97","149646.28",,
"56","C8","52",,"228038.02","149692.94",,
"56","C8","53",,"228753.78","149770.12",,
"56","C8","54",,"229478.58","149817.33",,
"56","C8","55",,"230257.95","149784.97",,
"56","C8","56",,"231247.33","149670.75",,
"56","C8","57",,"231941.11","149468.95",,
"56","C8","58",,"232946.69","149423.4",,
"56","C8","59",,"233695.23","149647.34",,
"56","C8","60",,"234546.64","149975.02",,
"56","C8","61",,"235550.28","150042.03",,
"56","C8","62",,"236427.11","149965.4",,
"56","C8","63",,"237148.34","149926.77",,
"56","C8","64",,"238113.25","149897.03",,
"56","C8","65",,"238663.05","149871.6",,
"56","C8","66",,"239128.77","149802.4",,
"56","C8","67",,"240553.44","149760.95",,
"56","C8","68",,"241634.3","149892.33",,
"56","C8","69",,"242225.77","149981.44",,
"56","C8","70",,"242803.03","150172.23",,
"56","C8","71",,"244038.36","150136.22",,
"56","C8","72",,"244717.64","150084.48",,
"56","C8","73",,"246103.2","150031.06",,
"56","C8","74",,"247535.23","150060.69",,
"56","C8","75",,"248880.11","150032.61",,
"56","C8","76",,"251162.47","150179.12",,
"56","C8","77",,"253312.88","150277.67",,
"56","C8","78",,"256340.72","150105.06",,
"56","C8","79",,"261408.36","150016.97",,
"56","C8","80",,"267634.8","150116.61",,
"56","C8","81",,"274531.94","150081.42",,
"56","C8","82",,"283255.38","150090.64",,
"56","C8","83",,"293130.16","150020.44",,
"56","C8","84",,"303124.06","149971.94",,
"56","C8","85",,"313641.53","149910.02",,
"56","C8","86",,"323705.3","150014.38",,
"56","C8","87",,"333857.94","150252.62",,
"56","C8","88",,"343631.03","150156.36",,
"56","C8","89",,"353421.5","150091.53",,
"56","C8","90",,"361297.34","150280.44",,
"57","C9","1",,"189181.33","133550.03",,
"57","C9","2",,"189607.86","133761.72",,
"57","C9","3",,"190146.4","133953.34",,
"57","C9","4",,"190626.03","134178.72",,
"57","C9","5",,"191061.23","134207.08",,
"57","C9","6",,"191525.38","134117.31",,
"57","C9","7",,"191777.55","134180.16",,
"57","C9","8",,"192254.83","134653.48",,
"57","C9","9",,"192719.45","134785.58",,
"57","C9","10",,"193439.02","134932.22",,
"57","C9","11",,"194303.27","134992.55",,
"57","C9","12",,"196300.72","134827.97",,
"57","C9","13",,"199420.05","134708.12",,
"57","C9","14",,"204976.11","134772.61",,
"57","C9","15",,"214447.44","134849.28",,
"57","C9","16",,"229254.95","134975.78",,
"57","C9","17",,"250414.27","135160.81",,
"57","C9","18",,"275259.38","135019.67",,
"57","C9","19",,"299214.56","134885.34",,
"57","C9","20",,"318868.2","134889.77",,
"57","C9","21",,"333231.03","134805.66",,
"57","C9","22",,"342990.2","134781.61",,
"57","C9","23",,"349234.3","134732.4",,
"57","C9","24",,"353565.66","134877.14",,
"57","C9","25",,"355929.56","134845.47",,
"57","C9","26",,"357994.97","134742.52",,
"57","C9","27",,"359334.66","134758.42",,
"57","C9","28",,"360979.72","134758.66",,
"57","C9","29",,"362812.25","134836.11",,
"57","C9","30",,"363996.7","134846.47",,
"57","C9","31",,"365124.9","134754.95",,
"57","C9","32",,"366668.9","134581.16",,
"57","C9","33",,"367509.88","134456.61",,
"57","C9","34",,"368770.12","134418.39",,
"57","C9","35",,"369653.0","134417.25",,
"57","C9","36",,"370696.53","134710.86",,
"57","C9","37",,"372145.4","134659.14",,
"57","C9","38",,"373109.12","134531.3",,
"57","C9","39",,"374595.8","134524.03",,
"57","C9","40",,"375319.7","134641.0",,
"57","C9","41",,"376760.5","134581.12",,
"57","C9","42",,"377826.94","134522.97",,
"57","C9","43",,"378433.16","134710.23",,
"57","C9","44",,"380162.1","134731.16",,
"57","C9","45",,"381387.94","134638.12",,
"57","C9","46",,"382108.66","134651.1",,
"57","C9","47",,"383417.12","134701.73",,
"57","C9","48",,"384919.4","134757.06",,
"57","C9","49",,"385504.8","134710.02",,
"57","C9","50",,"386975.94","134687.89",,
"57","C9","51",,"388063.7","134661.7",,
"57","C9","52",,"388973.84","134809.23",,
"57","C9","53",,"390636.88","134793.47",,
"57","C9","54",,"391407.66","134670.38",,
"57","C9","55",,"392066.6","134603.16",,
"57","C9","56",,"393347.6","134607.47",,
"57","C9","57",,"394537.2","134444.42",,
"57","C9","58",,"395580.1","134389.77",,
"57","C9","59",,"396480.53","134663.34",,
"57","C9","60",,"397668.8","134744.4",,
"57","C9","61",,"398694.34","134672.44",,
"57","C9","62",,"399578.8","134700.66",,
"57","C9","63",,"400706.22","134638.3",,
"57","C9","64",,"402435.0","134701.22",,
"57","C9","65",,"403565.4","134784.86",,
"57","C9","66",,"404440.8","134751.27",,
"57","C9","67",,"405402.4","134691.2",,
"57","C9","68",,"405809.34","134827.28",,
"57","C9","69",,"407005.03","134774.16",,
"57","C9","70",,"409446.72","134780.8",,
"57","C9","71",,"410374.78","134815.44",,
"57","C9","72",,"410929.0","134715.39",,
"57","C9","73",,"412101.0","134679.98",,
"57","C9","74",,"413523.16","134802.94",,
"57","C9","75",,"415240.06","134765.97",,
"57","C9","76",,"416936.3","134691.0",,
"57","C9","77",,"419034.38","134810.73",,
"57","C9","78",,"421375.2","134838.14",,
"57","C9","79",,"424523.8","134842.34",,
"57","C9","80",,"428729.7","134774.55",,
"57","C9","81",,"434406.72","134874.36",,
"57","C9","82",,"440907.25","134936.78",,
"57","C9","83",,"449718.8","134797.58",,
"57","C9","84",,"460599.25","134706.19",,
"57","C9","85",,"472481.22","134822.5",,
"57","C9","86",,"485967.28","134719.95",,
"57","C9","87",,"499814.94","134509.39",,
"57","C9","88",,"512914.62","134447.97",,
"57","C9","89",,"525932.7","134729.5",,
"57","C9","90",,"536492.7","134911.9",,
"58","C10","1",,"209550.72","150344.14",,
"58","C10","2",,"209758.97","150337.89",,
"58","C10","3",,"209880.0","150330.58",,
"58","C10","4",,"210070.03","149988.62",,
"58","C10","5",,"210315.52","149871.38",,
"58","C10","6",,"210346.73","149915.55",,
"58","C10","7",,"210400.25","150004.8",,
"58","C10","8",,"210613.86","149942.14",,
"58","C10","9",,"210965.45","149868.55",,
"58","C10","10",,"211296.75","149847.03",,
"58","C10","11",,"211849.28","149924.42",,
"58","C10","12",,"212248.55","149947.12",,
"58","C10","13",,"212900.14","150065.33",,
"58","C10","14",,"214160.2","150178.97",,
"58","C10","15",,"216405.88","150095.2",,
"58","C10","16",,"219950.12","150037.1",,
"58","C10","17",,"225885.02","150076.84",,
"58","C10","18",,"235279.1","150030.69",,
"58","C10","19",,"247472.67","149962.53",,
"58","C10","20",,"262280.53","149919.34",,
"58","C10","21",,"278340.22","149935.05",,
"58","C10","22",,"293457.34","149910.83",,
"58","C10","23",,"307568.2","149944.89",,
"58","C10","24",,"319721.97","150004.95",,
"58","C10","25",,"330043.47","149957.75",,
"58","C10","26",,"338437.47","149832.02",,
"58","C10","27",,"345417.25","149819.45",,
"58","C10","28",,"351133.4","149970.42",,
"58","C10","29",,"355211.9","149962.53",,
"58","C10","30",,"358224.28","149924.34",,
"58","C10","31",,"360850.88","149919.75",,
"58","C10","32",,"363010.25","150063.08",,
"58","C10","33",,"365133.3","150028.6",,
"58","C10","34",,"367316.84","149743.52",,
"58","C10","35",,"368634.38","149730.89",,
"58","C10","36",,"369662.4","149969.61",,
"58","C10","37",,"370764.7","150038.33",,
"58","C10","38",,"371743.34","150095.66",,
"58","C10","39",,"372213.75","149942.28",,
"58","C10","40",,"373687.3","149883.58",,
"58","C10","41",,"375305.62","149944.36",,
"58","C10","42",,"376607.03","149977.05",,
"58","C10","43",,"377918.38","150212.61",,
"58","C10","44",,"378758.22","150334.23",,
"58","C10","45",,"379301.84","150205.69",,
"58","C10","46",,"380411.5","150147.97",,
"58","C10","47",,"381517.8","150234.84",,
"58","C10","48",,"382628.94","150129.23",,
"58","C10","49",,"383800.28","150084.11",,
"58","C10","50",,"384891.44","150196.58",,
"58","C10","51",,"385449.03","150121.14",,
"58","C10","52",,"385795.28","150102.75",,
"58","C10","53",,"386905.16","150294.92",,
"58","C10","54",,"388189.0","150228.7",,
"58","C10","55",,"388857.03","150171.12",,
"58","C10","56",,"389982.8","150250.48",,
"58","C10","57",,"391003.03","150245.23",,
"58","C10","58",,"391956.97","150405.56",,
"58","C10","59",,"393064.88","150641.89",,
"58","C10","60",,"394560.88","150540.9",,
"58","C10","61",,"395398.88","150201.97",,
"58","C10","62",,"396410.2","150181.0",,
"58","C10","63",,"397492.8","150557.36",,
"58","C10","64",,"397847.16","150463.77",,
"58","C10","65",,"398691.62","150380.03",,
"58","C10","66",,"400389.16","150510.22",,
"58","C10","67",,"401305.5","150581.0",,
"58","C10","68",,"401777.62","150374.47",,
"58","C10","69",,"402642.56","150306.17",,
"58","C10","70",,"404401.8","150468.64",,
"58","C10","71",,"404921.47","150452.62",,
"58","C10","72",,"405377.1","150488.58",,
"58","C10","73",,"406494.9","150550.23",,
"58","C10","74",,"407761.2","150503.84",,
"58","C10","75",,"408963.1","150514.7",,
"58","C10","76",,"410466.44","150486.02",,
"58","C10","77",,"411380.4","150583.88",,
"58","C10","78",,"412594.84","150595.58",,
"58","C10","79",,"413995.56","150770.67",,
"58","C10","80",,"415216.34","150673.19",,
"58","C10","81",,"417509.56","150543.12",,
"58","C10","82",,"420072.06","150434.56",,
"58","C10","83",,"422918.66","150420.06",,
"58","C10","84",,"427455.62","150694.52",,
"58","C10","85",,"433552.47","150755.02",,
"58","C10","86",,"440384.1","150703.27",,
"58","C10","87",,"448743.75","150685.12",,
"58","C10","88",,"459863.75","150758.4",,
"58","C10","89",,"470536.5","150555.33",,
"58","C10","90",,"478940.4","150426.47",,
"59","C11","1",,"215726.48","150711.6",,
"59","C11","2",,"216143.92","150980.03",,
"59","C11","3",,"216467.08","150968.19",,
"59","C11","4",,"216423.14","150868.6",,
"59","C11","5",,"216340.56","150850.39",,
"59","C11","6",,"216428.78","150784.67",,
"59","C11","7",,"216498.62","150714.1",,
"59","C11","8",,"216493.83","150522.39",,
"59","C11","9",,"216741.64","150440.34",,
"59","C11","10",,"216812.16","150446.33",,
"59","C11","11",,"217211.39","150405.72",,
"59","C11","12",,"217417.64","150368.11",,
"59","C11","13",,"217927.08","150338.05",,
"59","C11","14",,"219280.14","150361.12",,
"59","C11","15",,"221222.97","150362.92",,
"59","C11","16",,"223716.48","150456.36",,
"59","C11","17",,"228114.61","150457.44",,
"59","C11","18",,"234107.06","150503.62",,
"59","C11","19",,"241591.62","150406.28",,
"59","C11","20",,"250428.89","150193.4",,
"59","C11","21",,"260368.2","150189.6",,
"59","C11","22",,"271089.8","150411.2",,
"59","C11","23",,"281313.6","150601.83",,
"59","C11","24",,"291141.78","150667.77",,
"59","C11","25",,"301387.44","150532.4",,
"59","C11","26",,"310651.1","150471.5",,
"59","C11","27",,"319169.66","150506.19",,
"59","C11","28",,"326543.72","150372.89",,
"59","C11","29",,"334411.94","150298.58",,
"59","C11","30",,"340885.47","150263.61",,
"59","C11","31",,"346498.53","150275.4",,
"59","C11","32",,"351215.56","150428.0",,
"59","C11","33",,"355818.4","150413.94",,
"59","C11","34",,"359896.56","150338.17",,
"59","C11","35",,"363791.7","150291.75",,
"59","C11","36",,"367500.03","150276.56",,
"59","C11","37",,"370193.62","150251.16",,
"59","C11","38",,"372428.47","150272.5",,
"59","C11","39",,"374610.5","150349.98",,
"59","C11","40",,"376379.8","150372.34",,
"59","C11","41",,"379081.97","150482.34",,
"59","C11","42",,"381385.06","150375.67",,
"59","C11","43",,"383269.3","150317.62",,
"59","C11","44",,"385648.88","150357.45",,
"59","C11","45",,"387226.78","150411.0",,
"59","C11","46",,"388838.56","150465.39",,
"59","C11","47",,"390660.25","150571.86",,
"59","C11","48",,"392610.66","150461.61",,
"59","C11","49",,"394203.97","150430.94",,
"59","C11","50",,"395746.03","150614.33",,
"59","C11","51",,"398152.97","150729.78",,
"59","C11","52",,"399503.25","150739.23",,
"59","C11","53",,"400313.6","150701.69",,
"59","C11","54",,"402304.66","150772.9",,
"59","C11","55",,"404363.66","150771.27",,
"59","C11","56",,"405924.47","150685.67",,
"59","C11","57",,"406953.7","150552.6",,
"59","C11","58",,"408883.3","150539.67",,
"59","C11","59",,"411163.44","150778.19",,
"59","C11","60",,"412806.6","150824.81",,
"59","C11","61",,"414897.8","150791.4",,
"59","C11","62",,"416728.53","150923.66",,
"59","C11","63",,"418272.97","151013.78",,
"59","C11","64",,"419803.7","150947.14",,
"59","C11","65",,"421254.66","150855.03",,
"59","C11","66",,"423225.25","150698.12",,
"59","C11","67",,"424537.0","150634.53",,
"59","C11","68",,"425998.22","150722.02",,
"59","C11","69",,"427887.2","150745.36",,
"59","C11","70",,"429584.88","150805.89",,
"59","C11","71",,"431690.53","150835.0",,
"59","C11","72",,"433940.84","150807.03",,
"59","C11","73",,"436331.2","150721.55",,
"59","C11","74",,"438341.75","150696.94",,
"59","C11","75",,"443250.53","150849.0",,
"59","C11","76",,"447815.5","150722.81",,
"59","C11","77",,"452035.62","150676.27",,
"59","C11","78",,"459688.84","150856.83",,
"59","C11","79",,"467081.2","150833.89",,
"59","C11","80",,"475369.75","150812.33",,
"59","C11","81",,"484432.44","151020.53",,
"59","C11","82",,"493343.47","151021.55",,
"59","C11","83",,"502625.84","151020.03",,
"59","C11","84",,"511853.12","151212.95",,
"59","C11","85",,"520892.16","151189.25",,
"59","C11","86",,"529226.3","151219.8",,
"59","C11","87",,"537836.1","151313.61",,
"59","C11","88",,"545096.75","151265.06",,
"59","C11","89",,"552911.5","151297.16",,
"59","C11","90",,"560261.4","151320.7",,
"60","C12","1",,"203219.58","144023.55",,
"60","C12","2",,"203829.44","144047.55",,
"60","C12","3",,"204321.47","144332.42",,
"60","C12","4",,"204760.23","144456.48",,
"60","C12","5",,"205288.81","144501.42",,
"60","C12","6",,"205429.83","144802.4",,
"60","C12","7",,"205683.89","144814.72",,
"60","C12","8",,"206086.52","144819.4",,
"60","C12","9",,"206501.1","144804.12",,
"60","C12","10",,"207028.67","144797.33",,
"60","C12","11",,"207554.58","145043.23",,
"60","C12","12",,"208283.72","145109.7",,
"60","C12","13",,"209753.5","145184.12",,
"60","C12","14",,"212092.36","145163.62",,
"60","C12","15",,"215675.78","145088.31",,
"60","C12","16",,"221946.33","145156.6",,
"60","C12","17",,"232750.92","145298.34",,
"60","C12","18",,"248731.56","145473.34",,
"60","C12","19",,"270900.25","145477.81",,
"60","C12","20",,"295076.75","145507.17",,
"60","C12","21",,"318649.6","145474.89",,
"60","C12","22",,"337772.47","145396.62",,
"60","C12","23",,"352430.44","145437.89",,
"60","C12","24",,"363356.3","145408.78",,
"60","C12","25",,"370580.25","145332.52",,
"60","C12","26",,"375608.03","145303.69",,
"60","C12","27",,"379452.34","145245.44",,
"60","C12","28",,"382262.53","145351.75",,
"60","C12","29",,"384056.6","145370.62",,
"60","C12","30",,"385521.3","145327.39",,
"60","C12","31",,"387338.0","145351.48",,
"60","C12","32",,"389276.56","145309.02",,
"60","C12","33",,"390932.62","145379.2",,
"60","C12","34",,"392646.2","145162.47",,
"60","C12","35",,"393890.72","145066.33",,
"60","C12","36",,"394926.44","145244.17",,
"60","C12","37",,"395856.16","145331.83",,
"60","C12","38",,"397409.44","145330.7",,
"60","C12","39",,"399614.0","145265.39",,
"60","C12","40",,"400429.84","145330.53",,
"60","C12","41",,"401373.47","145271.42",,
"60","C12","42",,"402697.94","145231.23",,
"60","C12","43",,"403953.06","145496.77",,
"60","C12","44",,"405228.3","145598.11",,
"60","C12","45",,"406200.7","145416.03",,
"60","C12","46",,"407359.84","145328.28",,
"60","C12","47",,"409094.88","145492.16",,
"60","C12","48",,"410359.25","145441.19",,
"60","C12","49",,"411492.6","145376.3",,
"60","C12","50",,"412496.9","145406.7",,
"60","C12","51",,"413465.56","145334.16",,
"60","C12","52",,"414517.34","145182.0",,
"60","C12","53",,"415797.03","145103.48",,
"60","C12","54",,"417060.22","145211.12",,
"60","C12","55",,"417824.22","145197.22",,
"60","C12","56",,"419424.84","145311.17",,
"60","C12","57",,"420787.66","145294.19",,
"60","C12","58",,"421737.78","145415.4",,
"60","C12","59",,"423236.53","145459.64",,
"60","C12","60",,"424471.56","145605.86",,
"60","C12","61",,"425273.03","145479.06",,
"60","C12","62",,"426272.7","145230.69",,
"60","C12","63",,"427130.2","145157.31",,
"60","C12","64",,"429306.84","145368.03",,
"60","C12","65",,"430544.88","145327.02",,
"60","C12","66",,"431037.0","145309.7",,
"60","C12","67",,"432178.56","145419.22",,
"60","C12","68",,"433539.47","145406.48",,
"60","C12","69",,"435042.1","145550.84",,
"60","C12","70",,"436170.5","145489.11",,
"60","C12","71",,"437809.84","145438.95",,
"60","C12","72",,"439660.56","145399.8",,
"60","C12","73",,"441030.3","145235.61",,
"60","C12","74",,"442815.25","145183.42",,
"60","C12","75",,"445250.7","145449.03",,
"60","C12","76",,"448053.8","145479.1",,
"60","C12","77",,"450773.0","145358.27",,
"60","C12","78",,"454413.06","145264.44",,
"60","C12","79",,"459931.72","145264.28",,
"60","C12","80",,"466628.28","145307.2",,
"60","C12","81",,"474462.1","145235.39",,
"60","C12","82",,"483963.38","145091.98",,
"60","C12","83",,"494173.56","145037.69",,
"60","C12","84",,"505539.34","145273.69",,
"60","C12","85",,"517918.16","145464.81",,
"60","C12","86",,"530680.3","145555.22",,
"60","C12","87",,"544078.2","145537.92",,
"60","C12","88",,"557196.0","145430.86",,
"60","C12","89",,"568219.6","145334.5",,
"60","C12","90",,"578672.25","145263.5",,
"61","C13","1",,"204339.6","145168.33",,
"61","C13","2",,"204850.19","145222.45",,
"61","C13","3",,"205783.28","145719.27",,
"61","C13","4",,"206189.12","145976.6",,
"61","C13","5",,"206544.98","145942.5",,
"61","C13","6",,"206796.64","145932.69",,
"61","C13","7",,"207470.55","146206.67",,
"61","C13","8",,"208082.5","146193.88",,
"61","C13","9",,"208477.84","146127.69",,
"61","C13","10",,"208631.94","146144.94",,
"61","C13","11",,"209246.02","146540.73",,
"61","C13","12",,"209745.77","146648.38",,
"61","C13","13",,"210605.47","146802.33",,
"61","C13","14",,"211951.61","146778.22",,
"61","C13","15",,"214036.48","146748.36",,
"61","C13","16",,"217087.17","147070.73",,
"61","C13","17",,"221083.52","147125.36",,
"61","C13","18",,"226472.12","146950.16",,
"61","C13","19",,"232860.1","146822.05",,
"61","C13","20",,"239856.23","146884.5",,
"61","C13","21",,"247930.69","146928.3",,
"61","C13","22",,"255944.34","146840.83",,
"61","C13","23",,"263992.16","146829.8",,
"61","C13","24",,"272180.22","146735.89",,
"61","C13","25",,"279662.66","146697.02",,
"61","C13","26",,"287300.9","146651.19",,
"61","C13","27",,"294363.78","146872.02",,
"61","C13","28",,"300392.12","147065.83",,
"61","C13","29",,"306073.28","147183.31",,
"61","C13","30",,"311082.16","147097.03",,
"61","C13","31",,"315803.0","147020.94",,
"61","C13","32",,"320158.34","146757.11",,
"61","C13","33",,"323685.66","146605.66",,
"61","C13","34",,"326680.25","146640.31",,
"61","C13","35",,"329410.53","146710.95",,
"61","C13","36",,"331234.5","146803.53",,
"61","C13","37",,"333331.3","147072.38",,
"61","C13","38",,"335979.9","147121.64",,
"61","C13","39",,"337760.28","146983.27",,
"61","C13","40",,"338987.0","146848.64",,
"61","C13","41",,"340021.5","146798.19",,
"61","C13","42",,"341128.03","146765.67",,
"61","C13","43",,"342798.5","146752.06",,
"61","C13","44",,"343582.12","146643.84",,
"61","C13","45",,"345000.47","146599.61",,
"61","C13","46",,"346327.0","146873.62",,
"61","C13","47",,"347736.16","146885.78",,
"61","C13","48",,"348396.06","146872.2",,
"61","C13","49",,"349267.62","146778.92",,
"61","C13","50",,"350234.8","146396.28",,
"61","C13","51",,"351588.56","146294.22",,
"61","C13","52",,"352751.03","146610.75",,
"61","C13","53",,"353548.66","146811.03",,
"61","C13","54",,"354281.28","146802.55",,
"61","C13","55",,"355608.22","146631.06",,
"61","C13","56",,"356807.3","146543.97",,
"61","C13","57",,"358167.66","146711.33",,
"61","C13","58",,"359085.75","146786.75",,
"61","C13","59",,"360542.97","146953.78",,
"61","C13","60",,"361976.53","146916.6",,
"61","C13","61",,"364148.25","146850.27",,
"61","C13","62",,"365857.06","146894.47",,
"61","C13","63",,"368396.06","146922.34",,
"61","C13","64",,"371851.22","146820.94",,
"61","C13","65",,"375463.28","146796.17",,
"61","C13","66",,"380710.16","146801.03",,
"61","C13","67",,"387131.25","146707.19",,
"61","C13","68",,"394926.06","146709.34",,
"61","C13","69",,"404051.3","146722.84",,
"61","C13","70",,"413279.06","146665.97",,
"61","C13","71",,"423131.7","146814.64",,
"61","C13","72",,"433469.03","146933.84",,
"61","C13","73",,"444032.4","146978.11",,
"61","C13","74",,"453713.34","146885.89",,
"61","C13","75",,"463356.84","146762.56",,
"61","C13","76",,"472922.3","146682.25",,
"61","C13","77",,"482615.38","146773.19",,
"61","C13","78",,"491664.44","146797.25",,
"61","C13","79",,"500774.1","146724.48",,
"61","C13","80",,"509510.94","146659.58",,
"61","C13","81",,"518416.84","146642.22",,
"61","C13","82",,"527408.5","146975.72",,
"61","C13","83",,"536388.0","147048.17",,
"61","C13","84",,"545227.94","147047.25",,
"61","C13","85",,"553316.75","147008.4",,
"61","C13","86",,"561176.7","146936.69",,
"61","C13","87",,"569021.5","147059.62",,
"61","C13","88",,"575886.2","147010.22",,
"61","C13","89",,"583250.75","147100.92",,
"61","C13","90",,"589339.25","147246.6",,
