,Experiment,Well,Target,lg10_Copies,Outlier,WellPosition,Copies,Reporter,Sample,Task,Comments,CT,Reaction,Cycle,Fluorescence,Corr_Fluorescence,L2_500_like,S037.01.01b,S036.0,lg10 L2_500_like,lg10 S037.01.01b,lg10 S036.0
16608,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,25,0.31319798512365715,0.8091742992401123,3162277,100000000,100,6.4999999093351235,8,2
16609,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,25,-0.282984394,0.5138141512870789,3162277,100000000,100,6.4999999093351235,8,2
16610,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,26,0.318204382,0.821476936,3162277,100000000,100,6.4999999093351235,8,2
16611,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,26,-0.304906491,0.5544720888137817,3162277,100000000,100,6.4999999093351235,8,2
16612,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,27,0.32370670400609025,0.8349982500076294,3162277,100000000,100,6.4999999093351235,8,2
16613,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,27,-0.323757058,0.5891691446304321,3162277,100000000,100,6.4999999093351235,8,2
16614,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,28,0.3309328035043446,0.8527555465698242,3162277,100000000,100,6.4999999093351235,8,2
16615,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,28,-0.340536903,0.6198474764823914,3162277,100000000,100,6.4999999093351235,8,2
16616,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,29,0.3369240641360111,0.8674783706665039,3162277,100000000,100,6.4999999093351235,8,2
16617,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,29,-0.354803392,0.645648181,3162277,100000000,100,6.4999999093351235,8,2
16618,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,30,0.34269853062527805,0.8816684484481812,3162277,100000000,100,6.4999999093351235,8,2
16619,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,30,-0.3687829,0.6708918809890747,3162277,100000000,100,6.4999999093351235,8,2
16620,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,31,0.34878812236606155,0.8966329097747803,3162277,100000000,100,6.4999999093351235,8,2
16621,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,31,-0.380826146,0.6923778653144836,3162277,100000000,100,6.4999999093351235,8,2
16622,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,32,0.35570748895709003,0.9136364459991455,3162277,100000000,100,6.4999999093351235,8,2
16623,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,32,-0.391937197,0.7120547890663147,3162277,100000000,100,6.4999999093351235,8,2
16624,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,33,0.36263122150757615,0.9306507110595703,3162277,100000000,100,6.4999999093351235,8,2
16625,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,33,-0.401234039,0.7282108068466187,3162277,100000000,100,6.4999999093351235,8,2
16626,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,34,0.36859526765862366,0.945306659,3162277,100000000,100,6.4999999093351235,8,2
16627,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,34,-0.410394885,0.7441028952598572,3162277,100000000,100,6.4999999093351235,8,2
16628,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,35,0.37354466483172766,0.9574692249298096,3162277,100000000,100,6.4999999093351235,8,2
16629,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,35,-0.417773279,0.7565358281135559,3162277,100000000,100,6.4999999093351235,8,2
16630,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,36,0.38015118617228966,0.9737039804458618,3162277,100000000,100,6.4999999093351235,8,2
16631,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,36,-0.424928821,0.7685362100601196,3162277,100000000,100,6.4999999093351235,8,2
16632,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,37,0.3859434560740114,0.9879378080368042,3162277,100000000,100,6.4999999093351235,8,2
16633,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,37,-0.432886399,0.7820931673049927,3162277,100000000,100,6.4999999093351235,8,2
16634,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,38,0.39206511336147787,1.0029810667037964,3162277,100000000,100,6.4999999093351235,8,2
16635,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,38,-0.441309583,0.7965536713600159,3162277,100000000,100,6.4999999093351235,8,2
16636,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,39,0.3982481851453144,1.0181752443313599,3162277,100000000,100,6.4999999093351235,8,2
16637,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,39,-0.449140746,0.8098652362823486,3162277,100000000,100,6.4999999093351235,8,2
16638,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,40,0.4047915456057233,1.034254789352417,3162277,100000000,100,6.4999999093351235,8,2
16639,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,40,-0.457533832,0.8242673873901367,3162277,100000000,100,6.4999999093351235,8,2
16640,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,41,0.41215313537914483,1.0523450374603271,3162277,100000000,100,6.4999999093351235,8,2
16641,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,41,-0.466870294,0.8405002951622009,3162277,100000000,100,6.4999999093351235,8,2
16642,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,42,0.4179666044395662,1.0666309595108032,3162277,100000000,100,6.4999999093351235,8,2
16643,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,42,-0.476983053,0.8582397699356079,3162277,100000000,100,6.4999999093351235,8,2
16644,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,43,0.4254793534315416,1.0850926637649536,3162277,100000000,100,6.4999999093351235,8,2
16645,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,43,-0.489286684,0.8802311420440674,3162277,100000000,100,6.4999999093351235,8,2
16646,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,44,0.4343722792293819,1.1069459915161133,3162277,100000000,100,6.4999999093351235,8,2
16647,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,44,-0.503406058,0.9057462811470032,3162277,100000000,100,6.4999999093351235,8,2
16648,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,45,0.44144552163596007,1.1243276596069336,3162277,100000000,100,6.4999999093351235,8,2
16649,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,45,-0.517596748,0.9313998818397522,3162277,100000000,100,6.4999999093351235,8,2
16650,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,46,0.44824385412869205,1.1410337686538696,3162277,100000000,100,6.4999999093351235,8,2
16651,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,46,-0.532560419,0.9585535526275635,3162277,100000000,100,6.4999999093351235,8,2
16652,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,47,0.4550114308625784,1.1576642990112305,3162277,100000000,100,6.4999999093351235,8,2
16653,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,47,-0.549628657,0.9897915720939636,3162277,100000000,100,6.4999999093351235,8,2
16654,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,48,0.46186744253081125,1.1745121479034424,3162277,100000000,100,6.4999999093351235,8,2
16655,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,48,-0.567313794,1.0222268104553223,3162277,100000000,100,6.4999999093351235,8,2
16656,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,49,0.46703484661283085,1.1872104406356812,3162277,100000000,100,6.4999999093351235,8,2
16657,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,49,-0.585359745,1.055362343788147,3162277,100000000,100,6.4999999093351235,8,2
16658,JG074D,93,FAM,#NAME?,FALSE,D21,0,FAM,JG074D.093,UNKNOWN,,7.600862,184,50,0.4693829566304431,1.1929806470870972,3162277,100000000,100,6.4999999093351235,8,2
16659,JG074D,93,HEX,#NAME?,FALSE,D21,0,HEX,JG074D.093,UNKNOWN,,15.387228,185,50,-0.601625395,1.0850428342819214,3162277,100000000,100,6.4999999093351235,8,2
20880,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,1,-0.01850342,-0.00584953,1000000,100000000,100,6,8,2
20881,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,1,0.003152669,0.008007577,1000000,100000000,100,6,8,2
20882,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,2,-0.017862157,-0.004273703,1000000,100000000,100,6,8,2
20883,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,2,0.002654537,0.006329542,1000000,100000000,100,6,8,2
20884,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,3,-0.017258115,-0.002789338,1000000,100000000,100,6,8,2
20885,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,3,0.001672386,0.005590847,1000000,100000000,100,6,8,2
20886,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,4,-0.016491101,-0.000904491,1000000,100000000,100,6,8,2
20887,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,4,0.001626762,0.003034628,1000000,100000000,100,6,8,2
20888,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,5,-0.014619875,0.003693829,1000000,100000000,100,6,8,2
20889,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,5,0.001823708,7.651009582332335e-06,1000000,100000000,100,6,8,2
20890,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,6,-0.010439481,0.013966660015285015,1000000,100000000,100,6,8,2
20891,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,6,0.001540367,-0.002087228,1000000,100000000,100,6,8,2
20892,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,7,-0.004754189,0.027937600389122963,1000000,100000000,100,6,8,2
20893,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,7,0.000295529,-0.002316125,1000000,100000000,100,6,8,2
20894,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,8,0.004810476,0.051441650837659836,1000000,100000000,100,6,8,2
20895,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,8,-0.001213824,-0.002031676,1000000,100000000,100,6,8,2
20896,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,9,0.019171062898545112,0.086731113,1000000,100000000,100,6,8,2
20897,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,9,-0.002183889,-0.002793826,1000000,100000000,100,6,8,2
20898,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,10,0.03958122,0.13688670098781586,1000000,100000000,100,6,8,2
20899,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,10,-0.003561038,-0.002765945,1000000,100000000,100,6,8,2
20900,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,11,0.065465053,0.2004932016134262,1000000,100000000,100,6,8,2
20901,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,11,-0.004193124,-0.004184014,1000000,100000000,100,6,8,2
20902,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,12,0.09562384,0.2746048867702484,1000000,100000000,100,6,8,2
20903,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,12,-0.006768443,-0.001830837,1000000,100000000,100,6,8,2
20904,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,13,0.12824233525990744,0.3547610342502594,1000000,100000000,100,6,8,2
20905,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,13,-0.00930425,0.000445658,1000000,100000000,100,6,8,2
20906,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,14,0.1594587755943515,0.4314717948436737,1000000,100000000,100,6,8,2
20907,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,14,-0.01194104,0.002918134,1000000,100000000,100,6,8,2
20908,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,15,0.18913849522104578,0.5044062733650208,1000000,100000000,100,6,8,2
20909,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,15,-0.014898396,0.006012733,1000000,100000000,100,6,8,2
20910,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,16,0.21685205351667583,0.5725091099739075,1000000,100000000,100,6,8,2
20911,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,16,-0.019447338,0.012196133844554424,1000000,100000000,100,6,8,2
20912,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,17,0.24119290813131888,0.6323239207267761,1000000,100000000,100,6,8,2
20913,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,17,-0.028412697,0.026950504630804062,1000000,100000000,100,6,8,2
20914,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,18,0.2612664254614545,0.6816522479057312,1000000,100000000,100,6,8,2
20915,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,18,-0.03924833,0.045334529131650925,1000000,100000000,100,6,8,2
20916,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,19,0.2768001696369292,0.7198246121406555,1000000,100000000,100,6,8,2
20917,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,19,-0.053969031,0.071258336,1000000,100000000,100,6,8,2
20918,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,20,0.28858627123533137,0.7487875819206238,1000000,100000000,100,6,8,2
20919,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,20,-0.074713613,0.10887272655963898,1000000,100000000,100,6,8,2
20920,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,21,0.2991758573890511,0.774810255,1000000,100000000,100,6,8,2
20921,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,21,-0.101799156,0.15879306197166443,1000000,100000000,100,6,8,2
20922,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,22,0.3081496504581781,0.7968623042106628,1000000,100000000,100,6,8,2
20923,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,22,-0.131468878,0.21372853219509125,1000000,100000000,100,6,8,2
20924,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,23,0.31595239617945864,0.8160366415977478,1000000,100000000,100,6,8,2
20925,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,23,-0.162641257,0.27158021926879883,1000000,100000000,100,6,8,2
20926,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,24,0.3226796120436926,0.8325679898262024,1000000,100000000,100,6,8,2
20927,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,24,-0.194485019,0.33073484897613525,1000000,100000000,100,6,8,2
20928,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,25,0.32853577048547705,0.8469588160514832,1000000,100000000,100,6,8,2
20929,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,25,-0.223677494,0.38474413752555847,1000000,100000000,100,6,8,2
20930,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,26,0.33500908155192194,0.862866223,1000000,100000000,100,6,8,2
20931,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,26,-0.250901705,0.4349335730075836,1000000,100000000,100,6,8,2
20932,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,27,0.34172062847276924,0.8793590664863586,1000000,100000000,100,6,8,2
20933,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,27,-0.275742599,0.48049771785736084,1000000,100000000,100,6,8,2
20934,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,28,0.34806199054227366,0.8949422240257263,1000000,100000000,100,6,8,2
20935,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,28,-0.297695778,0.5204576253890991,1000000,100000000,100,6,8,2
20936,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,29,0.35591251926428447,0.9142339825630188,1000000,100000000,100,6,8,2
20937,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,29,-0.315507236,0.5523796677589417,1000000,100000000,100,6,8,2
20938,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,30,0.36331136522507745,0.932415783,1000000,100000000,100,6,8,2
20939,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,30,-0.332319053,0.5823617577552795,1000000,100000000,100,6,8,2
20940,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,31,0.3694426761340112,0.9474827647209167,1000000,100000000,100,6,8,2
20941,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,31,-0.345658198,0.605604351,1000000,100000000,100,6,8,2
20942,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,32,0.3762296571321535,0.9641609787940979,1000000,100000000,100,6,8,2
20943,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,32,-0.358091191,0.6270883679389954,1000000,100000000,100,6,8,2
20944,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,33,0.3830118355748925,0.9808273911476135,1000000,100000000,100,6,8,2
20945,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,33,-0.368400574,0.6444511413574219,1000000,100000000,100,6,8,2
20946,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,34,0.3888632884825949,0.9952066540718079,1000000,100000000,100,6,8,2
20947,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,34,-0.376369454,0.6572716236114502,1000000,100000000,100,6,8,2
20948,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,35,0.39540402936732916,1.0112797021865845,1000000,100000000,100,6,8,2
20949,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,35,-0.386174533,0.673655629,1000000,100000000,100,6,8,2
20950,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,36,0.40264967866182144,1.0290850400924683,1000000,100000000,100,6,8,2
20951,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,36,-0.395051039,0.6882375478744507,1000000,100000000,100,6,8,2
20952,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,37,0.4084263766414778,1.0432806015014648,1000000,100000000,100,6,8,2
20953,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,37,-0.402818995,0.7006681561470032,1000000,100000000,100,6,8,2
20954,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,38,0.41535399004481505,1.0603044033050537,1000000,100000000,100,6,8,2
20955,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,38,-0.410527798,0.7129839062690735,1000000,100000000,100,6,8,2
20956,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,39,0.422220626,1.0771783590316772,1000000,100000000,100,6,8,2
20957,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,39,-0.418802394,0.726397693,1000000,100000000,100,6,8,2
20958,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,40,0.4280131865134136,1.091412901878357,1000000,100000000,100,6,8,2
20959,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,40,-0.426987431,0.7396376729011536,1000000,100000000,100,6,8,2
20960,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,41,0.4345015843953175,1.107357382774353,1000000,100000000,100,6,8,2
20961,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,41,-0.43368615,0.7499932050704956,1000000,100000000,100,6,8,2
20962,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,42,0.44163774512874554,1.1248936653137207,1000000,100000000,100,6,8,2
20963,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,42,-0.443004921,0.7654334306716919,1000000,100000000,100,6,8,2
20964,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,43,0.44980048846263454,1.144952654838562,1000000,100000000,100,6,8,2
20965,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,43,-0.454464009,0.7850273847579956,1000000,100000000,100,6,8,2
20966,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,44,0.4585121299216637,1.1663604974746704,1000000,100000000,100,6,8,2
20967,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,44,-0.466814446,0.8063511848449707,1000000,100000000,100,6,8,2
20968,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,45,0.4675500055734959,1.1885700225830078,1000000,100000000,100,6,8,2
20969,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,45,-0.481913131,0.8330085873603821,1000000,100000000,100,6,8,2
20970,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,46,0.4754829053972732,1.2080641984939575,1000000,100000000,100,6,8,2
20971,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,46,-0.4964252,0.8585274815559387,1000000,100000000,100,6,8,2
20972,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,47,0.4825040473543242,1.2253178358078003,1000000,100000000,100,6,8,2
20973,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,47,-0.512115843,0.8863336443901062,1000000,100000000,100,6,8,2
20974,JG074D,117,FAM,#NAME?,FALSE,E21,0,FAM,JG074D.117,UNKNOWN,,7.564247,232,48,0.4868919336305217,1.2361005544662476,1000000,100000000,100,6,8,2
20975,JG074D,117,HEX,#NAME?,FALSE,E21,0,HEX,JG074D.117,UNKNOWN,,17.770823,233,48,-0.526069737,0.9107692837715149,1000000,100000000,100,6,8,2
