,Experiment,Well,Target,lg10_Copies,Outlier,WellPosition,Copies,Reporter,Sample,Task,Comments,CT,Reaction,Cycle,Fluorescence,Corr_Fluorescence,S036.5,S057.3.2,S057.4.2,lg10 S036.5,lg10 S057.3.2,lg10 S057.4.2
13863,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,2,0.0022058956611711263,0.0012782178819179535,10000000,1000000,10000,7.0,6.0,4.0
13864,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,3,-0.001999820846395768,0.00024770316667854786,10000000,1000000,10000,7.0,6.0,4.0
13865,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,3,0.0020091079238261627,0.0009213024168275297,10000000,1000000,10000,7.0,6.0,4.0
13866,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,4,-0.001747753127342493,-0.00029274632106535137,10000000,1000000,10000,7.0,6.0,4.0
13867,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,4,0.00165527513879406,0.0007053518784232438,10000000,1000000,10000,7.0,6.0,4.0
13868,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,5,-0.0009834478628068315,-4.654859731090255e-05,10000000,1000000,10000,7.0,6.0,4.0
13869,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,5,0.0006134489170496815,0.0011069502215832472,10000000,1000000,10000,7.0,6.0,4.0
13870,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,6,-4.365192282280856e-05,0.00046915150596760213,10000000,1000000,10000,7.0,6.0,4.0
13871,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,6,-0.00038528122184101676,0.0014698650920763612,10000000,1000000,10000,7.0,6.0,4.0
13872,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,7,0.0006142877117081567,0.0005520026898011565,10000000,1000000,10000,7.0,6.0,4.0
13873,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,7,-0.0006883648831120641,0.001208361703902483,10000000,1000000,10000,7.0,6.0,4.0
13874,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,8,0.0009807067306706952,0.00018716340127866715,10000000,1000000,10000,7.0,6.0,4.0
13875,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,8,-0.0007793879271362276,0.0007565109408460557,10000000,1000000,10000,7.0,6.0,4.0
13876,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,9,0.0013064308534245402,-0.00024017137184273452,10000000,1000000,10000,7.0,6.0,4.0
13877,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,9,-0.0009495477303913207,0.0003756940132007003,10000000,1000000,10000,7.0,6.0,4.0
13878,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,10,0.001873248463564509,-0.00029725697822868824,10000000,1000000,10000,7.0,6.0,4.0
13879,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,10,-0.0014752502171892752,0.0003140152257401496,10000000,1000000,10000,7.0,6.0,4.0
13880,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,11,0.0027183128175481807,7.29630992282182e-05,10000000,1000000,10000,7.0,6.0,4.0
13881,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,11,-0.0010548143950196666,-0.0005969254416413605,10000000,1000000,10000,7.0,6.0,4.0
13882,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,12,0.003376892858171128,0.00015679775970056653,10000000,1000000,10000,7.0,6.0,4.0
13883,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,12,-0.0016090373249388163,-0.0006330040050670505,10000000,1000000,10000,7.0,6.0,4.0
13884,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,13,0.003609166207108587,-0.0004140500968787819,10000000,1000000,10000,7.0,6.0,4.0
13885,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,13,-0.0028309341209181212,-6.977281009312719e-05,10000000,1000000,10000,7.0,6.0,4.0
13886,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,14,0.003946485561376354,-0.0008235779823735356,10000000,1000000,10000,7.0,6.0,4.0
13887,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,14,-0.0027087012788335114,-0.0007130439043976367,10000000,1000000,10000,7.0,6.0,4.0
13888,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,15,0.0044794101642542895,-0.000932713330257684,10000000,1000000,10000,7.0,6.0,4.0
13889,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,15,-0.0028633391878404566,-0.0011077934177592397,10000000,1000000,10000,7.0,6.0,4.0
13890,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,16,0.005727988574922444,5.718641841667704e-05,10000000,1000000,10000,7.0,6.0,4.0
13891,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,16,-0.0025019197657266392,-0.001965760486200452,10000000,1000000,10000,7.0,6.0,4.0
13892,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,17,0.006283521453471877,-1.7229249351657927e-05,10000000,1000000,10000,7.0,6.0,4.0
13893,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,17,-0.002061529593946043,-0.0028946122620254755,10000000,1000000,10000,7.0,6.0,4.0
13894,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,18,0.006826779881924982,-0.00011049488239223137,10000000,1000000,10000,7.0,6.0,4.0
13895,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,18,-0.0036137522206736252,-0.0020348778925836086,10000000,1000000,10000,7.0,6.0,4.0
13896,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,19,0.008435072453835072,0.0014318206813186407,10000000,1000000,10000,7.0,6.0,4.0
13897,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,19,-0.005519708026694819,-0.0008576293475925922,10000000,1000000,10000,7.0,6.0,4.0
13898,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,20,0.012025053161771356,0.00601743021979928,10000000,1000000,10000,7.0,6.0,4.0
13899,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,20,-0.005966555970520902,-0.0009900886798277497,10000000,1000000,10000,7.0,6.0,4.0
13900,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,21,0.017209567413762717,0.013051777146756649,10000000,1000000,10000,7.0,6.0,4.0
13901,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,21,-0.005672569633365346,-0.0017875272314995527,10000000,1000000,10000,7.0,6.0,4.0
13902,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,22,0.024966204812342737,0.02403615415096283,10000000,1000000,10000,7.0,6.0,4.0
13903,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,22,-0.005657927589807201,-0.0023342238273471594,10000000,1000000,10000,7.0,6.0,4.0
13904,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,23,0.03667641832914329,0.04109206795692444,10000000,1000000,10000,7.0,6.0,4.0
13905,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,23,-0.00773498945359915,-0.001003389130346477,10000000,1000000,10000,7.0,6.0,4.0
13906,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,24,0.051122601920853925,0.06234963238239288,10000000,1000000,10000,7.0,6.0,4.0
13907,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,24,-0.010172192465860952,0.0006507114158011973,10000000,1000000,10000,7.0,6.0,4.0
13908,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,25,0.06681695639208327,0.08552402257919312,10000000,1000000,10000,7.0,6.0,4.0
13909,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,25,-0.01179017148094887,0.0015694694593548775,10000000,1000000,10000,7.0,6.0,4.0
13910,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,26,0.08313900586468131,0.10966236889362335,10000000,1000000,10000,7.0,6.0,4.0
13911,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,26,-0.013291445772438414,0.002383472165092826,10000000,1000000,10000,7.0,6.0,4.0
13912,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,27,0.09985573955239258,0.13440683484077454,10000000,1000000,10000,7.0,6.0,4.0
13913,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,27,-0.017387914378392565,0.005526944063603878,10000000,1000000,10000,7.0,6.0,4.0
13914,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,28,0.11534215610617979,0.1572618931531906,10000000,1000000,10000,7.0,6.0,4.0
13915,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,28,-0.02287941115477942,0.009922605007886887,10000000,1000000,10000,7.0,6.0,4.0
13916,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,29,0.12913543598399185,0.17751678824424744,10000000,1000000,10000,7.0,6.0,4.0
13917,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,29,-0.030883728299899,0.016573794186115265,10000000,1000000,10000,7.0,6.0,4.0
13918,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,30,0.14210482372134609,0.19650642573833466,10000000,1000000,10000,7.0,6.0,4.0
13919,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,30,-0.04402695450810447,0.027837714180350304,10000000,1000000,10000,7.0,6.0,4.0
13920,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,31,0.15423770525885497,0.21421143412590027,10000000,1000000,10000,7.0,6.0,4.0
13921,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,31,-0.06196495195291016,0.04340546205639839,10000000,1000000,10000,7.0,6.0,4.0
13922,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,32,0.1646536774700045,0.2292797863483429,10000000,1000000,10000,7.0,6.0,4.0
13923,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,32,-0.08742265142316492,0.06572295725345612,10000000,1000000,10000,7.0,6.0,4.0
13924,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,33,0.17366933383917652,0.242197647690773,10000000,1000000,10000,7.0,6.0,4.0
13925,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,33,-0.1181467719027302,0.0927676409482956,10000000,1000000,10000,7.0,6.0,4.0
13926,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,34,0.18249174281853156,0.25481873750686646,10000000,1000000,10000,7.0,6.0,4.0
13927,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,34,-0.15715599810422057,0.1272491067647934,10000000,1000000,10000,7.0,6.0,4.0
13928,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,35,0.189164580234535,0.26413869857788086,10000000,1000000,10000,7.0,6.0,4.0
13929,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,35,-0.1975856353385024,0.163005530834198,10000000,1000000,10000,7.0,6.0,4.0
13930,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,36,0.19475319073056718,0.2717936336994171,10000000,1000000,10000,7.0,6.0,4.0
13931,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,36,-0.2416184769607756,0.20199623703956604,10000000,1000000,10000,7.0,6.0,4.0
13932,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,37,0.20071176188531303,0.28001669049263,10000000,1000000,10000,7.0,6.0,4.0
13933,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,37,-0.28644056125293693,0.241695374250412,10000000,1000000,10000,7.0,6.0,4.0
13934,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,38,0.2048858123553824,0.2854992747306824,10000000,1000000,10000,7.0,6.0,4.0
13935,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,38,-0.331328617745892,0.2814537286758423,10000000,1000000,10000,7.0,6.0,4.0
13936,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,39,0.20848023709347213,0.29009169340133667,10000000,1000000,10000,7.0,6.0,4.0
13937,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,39,-0.37060355885576296,0.3161737024784088,10000000,1000000,10000,7.0,6.0,4.0
13938,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,40,0.21159792801169408,0.29395201802253723,10000000,1000000,10000,7.0,6.0,4.0
13939,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,40,-0.4082822184005806,0.3494608402252197,10000000,1000000,10000,7.0,6.0,4.0
13940,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,41,0.21445165518254802,0.297406941652298,10000000,1000000,10000,7.0,6.0,4.0
13941,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,41,-0.4433260405470143,0.3803829252719879,10000000,1000000,10000,7.0,6.0,4.0
13942,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,42,0.21722643774788128,0.30074065923690796,10000000,1000000,10000,7.0,6.0,4.0
13943,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,42,-0.4755069945577458,0.4087352752685547,10000000,1000000,10000,7.0,6.0,4.0
13944,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,43,0.22024934856448983,0.304455429315567,10000000,1000000,10000,7.0,6.0,4.0
13945,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,43,-0.5058114428591366,0.4354032278060913,10000000,1000000,10000,7.0,6.0,4.0
13946,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,44,0.22292003603050814,0.307629257440567,10000000,1000000,10000,7.0,6.0,4.0
13947,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,44,-0.5320288020949477,0.4584026038646698,10000000,1000000,10000,7.0,6.0,4.0
13948,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,45,0.22467187659824833,0.3093920350074768,10000000,1000000,10000,7.0,6.0,4.0
13949,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,45,-0.5539362210262626,0.47753334045410156,10000000,1000000,10000,7.0,6.0,4.0
13950,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,46,0.22684828699872756,0.3118067979812622,10000000,1000000,10000,7.0,6.0,4.0
13951,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,46,-0.5743702718738217,0.49534156918525696,10000000,1000000,10000,7.0,6.0,4.0
13952,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,47,0.2293296083239712,0.31468984484672546,10000000,1000000,10000,7.0,6.0,4.0
13953,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,47,-0.5924655799816172,0.5110505223274231,10000000,1000000,10000,7.0,6.0,4.0
13954,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,48,0.23117195961937823,0.3165915906429291,10000000,1000000,10000,7.0,6.0,4.0
13955,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,48,-0.6060865319125809,0.5227432250976562,10000000,1000000,10000,7.0,6.0,4.0
13956,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,49,0.23435112952243048,0.32054632902145386,10000000,1000000,10000,7.0,6.0,4.0
13957,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,49,-0.6207490278490299,0.5353708863258362,10000000,1000000,10000,7.0,6.0,4.0
13958,JG071B,89,FAM,-inf,False,D17,0.0,FAM,JG071B.129,UNKNOWN,,22.936771,164,50,0.23704650173235792,0.323758065700531,10000000,1000000,10000,7.0,6.0,4.0
13959,JG071B,89,HEX,-inf,False,D17,0.0,HEX,JG071B.129,UNKNOWN,,30.790354,165,50,-0.629541159981786,0.5427291989326477,10000000,1000000,10000,7.0,6.0,4.0
21600,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,1,-0.003554834784967778,-0.0005941812414675951,1000000,1000000,10000,6.0,6.0,4.0
21601,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,1,0.002161517154434377,0.0023211450316011906,1000000,1000000,10000,6.0,6.0,4.0
21602,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,2,-0.0030607711881260407,-0.0006663425592705607,1000000,1000000,10000,6.0,6.0,4.0
21603,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,2,0.0017442189130272283,0.002094016410410404,1000000,1000000,10000,6.0,6.0,4.0
21604,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,3,-0.0025451472528542326,-0.0007053934969007969,1000000,1000000,10000,6.0,6.0,4.0
21605,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,3,0.0017532830352298898,0.001484181615523994,1000000,1000000,10000,6.0,6.0,4.0
21606,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,4,-0.0015614155737111815,-2.556772597017698e-05,1000000,1000000,10000,6.0,6.0,4.0
21607,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,4,0.002512577579745153,0.0002009334129979834,1000000,1000000,10000,6.0,6.0,4.0
21608,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,5,-0.0007113055959724978,0.0004490541759878397,1000000,1000000,10000,6.0,6.0,4.0
21609,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,5,0.0015346816411554443,0.00047700232244096696,1000000,1000000,10000,6.0,6.0,4.0
21610,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,6,0.0005298596290248313,0.0015242226654663682,1000000,1000000,10000,6.0,6.0,4.0
21611,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,6,-0.00032170370901016867,0.0015416109235957265,1000000,1000000,10000,6.0,6.0,4.0
21612,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,7,0.0006700600475559257,0.0009086309000849724,1000000,1000000,10000,6.0,6.0,4.0
21613,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,7,-0.0006918552341983454,0.0012721632374450564,1000000,1000000,10000,6.0,6.0,4.0
21614,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,8,0.0009155005338694444,0.0004546570999082178,1000000,1000000,10000,6.0,6.0,4.0
21615,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,8,-0.0009998527785682716,0.0009469255455769598,1000000,1000000,10000,6.0,6.0,4.0
21616,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,9,0.0010734770730143504,-0.00013363573816604912,1000000,1000000,10000,6.0,6.0,4.0
21617,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,9,-0.0012095062571349613,0.0005334134330041707,1000000,1000000,10000,6.0,6.0,4.0
21618,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,10,0.0016289711390733597,-0.00011145779717480764,1000000,1000000,10000,6.0,6.0,4.0
21619,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,10,-0.0025776242772187403,0.0011597491102293134,1000000,1000000,10000,6.0,6.0,4.0
21620,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,11,0.0022227440238122196,-3.0494788006762974e-05,1000000,1000000,10000,6.0,6.0,4.0
21621,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,11,-0.0037773255944710147,0.0016349124489352107,1000000,1000000,10000,6.0,6.0,4.0
21622,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,12,0.002166368881472566,-0.0009479692089371383,1000000,1000000,10000,6.0,6.0,4.0
21623,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,12,-0.0034793052249065828,0.0007657078676857054,1000000,1000000,10000,6.0,6.0,4.0
21624,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,13,0.002653766433084124,-0.0010303675662726164,1000000,1000000,10000,6.0,6.0,4.0
21625,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,13,-0.002423916021771042,-0.0007833174313418567,1000000,1000000,10000,6.0,6.0,4.0
21626,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,14,0.0031140340538898864,-0.0011544296285137534,1000000,1000000,10000,6.0,6.0,4.0
21627,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,14,-0.001949593495077918,-0.0018107723444700241,1000000,1000000,10000,6.0,6.0,4.0
21628,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,15,0.0034879438835040966,-0.0014111120253801346,1000000,1000000,10000,6.0,6.0,4.0
21629,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,15,-0.0027562837701583806,-0.0016883790958672762,1000000,1000000,10000,6.0,6.0,4.0
21630,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,16,0.004034297608068449,-0.0014029709855094552,1000000,1000000,10000,6.0,6.0,4.0
21631,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,16,-0.004304505566389916,-0.0009003807208500803,1000000,1000000,10000,6.0,6.0,4.0
21632,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,17,0.005380169229104884,-0.00016700410924386233,1000000,1000000,10000,6.0,6.0,4.0
21633,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,17,-0.00358033864564907,-0.002152098109945655,1000000,1000000,10000,6.0,6.0,4.0
21634,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,18,0.006696960591691759,0.0010243040742352605,1000000,1000000,10000,6.0,6.0,4.0
21635,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,18,-0.0030329719107293697,-0.003245118074119091,1000000,1000000,10000,6.0,6.0,4.0
21636,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,19,0.008367935335635268,0.0027595343999564648,1000000,1000000,10000,6.0,6.0,4.0
21637,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,19,-0.0042871077640668585,-0.0027210938278585672,1000000,1000000,10000,6.0,6.0,4.0
21638,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,20,0.012132892453521806,0.007710509933531284,1000000,1000000,10000,6.0,6.0,4.0
21639,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,20,-0.00441516754185318,-0.0032078451476991177,1000000,1000000,10000,6.0,6.0,4.0
21640,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,21,0.01833479851697571,0.01640392653644085,1000000,1000000,10000,6.0,6.0,4.0
21641,JG071B,113,HEX,-inf,False,E17,0.0,HEX,JG071B.130,UNKNOWN,,30.471355,209,21,-0.004983302073248209,-0.0032995815854519606,1000000,1000000,10000,6.0,6.0,4.0
21642,JG071B,113,FAM,-inf,False,E17,0.0,FAM,JG071B.130,UNKNOWN,,22.422516,208,22,0.028373105790062605,0.030988935381174088,1000000,1000000,10000,6.0,6.0,4.0
